,Perfect Flossy,Sylvan Lake,Nova Girl,Mango Man,Dewana Fair Go,Reiko Clooney,Junior Marjen,Julipa Bale
04-01-2023 14:42:34.198833,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 14.0, 9.333333333333334)"
04-01-2023 14:42:35.410127,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 14.0, 9.333333333333334)"
04-01-2023 14:42:36.632765,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 14.0, 9.333333333333334)"
04-01-2023 14:42:37.852695,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 14.0, 9.333333333333334)"
04-01-2023 14:42:39.103050,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 14.0, 9.333333333333334)"
04-01-2023 14:42:40.381079,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 14.0, 9.333333333333334)"
04-01-2023 14:42:41.577139,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 14.0, 10.25)"
04-01-2023 14:42:42.826963,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:44.010411,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:45.205140,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:46.455534,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:47.622581,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 8.8)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:48.771894,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 45.5)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.0, 7.416666666666666)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:49.999861,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 5.6000000000000005)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:51.287466,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 7.9625)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:52.473541,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:53.839380,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:55.034107,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:56.199400,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:57.326549,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:58.467277,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:42:59.578840,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:00.705003,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:01.828667,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:02.906801,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:04.010653,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:05.138912,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:06.267859,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:07.650850,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:08.758941,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:09.868281,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:10.988311,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:12.069752,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:13.175312,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:14.249940,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:15.299830,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:16.307531,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:17.381677,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 10.25)"
04-01-2023 14:43:18.415581,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.5, 11.5)"
04-01-2023 14:43:19.450486,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 11.5)"
04-01-2023 14:43:20.491366,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 29.166666666666664)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 11.5)"
04-01-2023 14:43:21.583054,"(7.5, 13.5, 11.06)","(2.45, 4.1, 2.67)","(5.0, 8.4, 6.133333333333334)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:22.706637,"(7.5, 13.5, 11.975)","(2.45, 4.1, 2.6078260869565217)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:24.291448,"(7.5, 13.5, 11.14)","(2.45, 4.1, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:25.900923,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:27.356323,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:28.544034,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:29.670680,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:30.699372,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:31.769478,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:32.748097,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:33.775445,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:34.785065,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:35.836607,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:37.038177,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:38.195344,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:39.232158,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:40.455709,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:41.651050,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:43.017737,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:44.360396,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.27)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:45.938990,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.621111111111111)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:47.192649,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.621111111111111)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:48.295496,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:49.538845,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:50.689854,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:51.891720,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:53.041569,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:54.094662,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 8.1)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:55.178004,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:56.261730,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:57.399467,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:58.575172,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:43:59.746259,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 20.916666666666668)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:44:00.966578,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 19.11111111111111)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:44:02.222443,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 19.11111111111111)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:44:03.425561,"(7.5, 13.5, 9.7)","(2.45, 4.0, 2.616842105263158)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 19.11111111111111)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:44:04.639147,"(7.5, 13.5, 9.7)","(2.45, 3.95, 3.245)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 19.11111111111111)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:44:05.900246,"(7.5, 13.5, 9.7)","(2.45, 3.95, 3.245)","(5.0, 8.4, 6.7)","(5.5, 9.4, 6.359999999999999)","(19.0, 70.0, 39.375)","(15.0, 48.0, 19.11111111111111)","(6.5, 11.5, 7.3)","(7.5, 13.0, 12.142857142857142)"
04-01-2023 14:44:07.150363,"(7.5, 13.5, 10.636363636363637)","(2.45, 3.95, 3.6075)","(5.0, 8.4, 7.384615384615385)","(5.5, 9.4, 8.26153846153846)","(19.0, 70.0, 39.375)","(15.0, 48.0, 33.111111111111114)","(6.5, 11.5, 8.7)","(7.5, 13.0, 12.033333333333333)"
04-01-2023 14:44:08.351855,"(7.5, 13.0, 10.363636363636363)","(2.45, 3.95, 3.77875)","(5.0, 8.4, 7.384615384615385)","(5.5, 9.4, 8.26153846153846)","(19.0, 70.0, 39.375)","(15.0, 48.0, 33.111111111111114)","(6.5, 11.0, 8.7)","(7.5, 13.0, 12.033333333333333)"
04-01-2023 14:44:09.470998,"(7.5, 13.0, 10.928571428571429)","(2.45, 3.95, 3.77875)","(5.0, 8.4, 7.384615384615385)","(5.5, 9.4, 8.26153846153846)","(19.0, 70.0, 39.375)","(15.0, 48.0, 33.111111111111114)","(6.5, 11.0, 8.7)","(7.5, 13.0, 12.033333333333333)"
04-01-2023 14:44:10.570784,"(7.5, 13.0, 10.363636363636363)","(2.45, 4.0, 3.526666666666667)","(5.0, 8.4, 7.384615384615385)","(5.5, 9.4, 8.26153846153846)","(19.0, 70.0, 39.375)","(15.0, 48.0, 33.111111111111114)","(6.5, 11.0, 8.7)","(7.5, 13.0, 12.033333333333333)"
04-01-2023 14:44:11.713753,"(7.5, 13.0, 8.666666666666666)","(2.45, 4.0, 3.526666666666667)","(5.0, 8.4, 7.384615384615385)","(5.5, 9.4, 8.26153846153846)","(19.0, 70.0, 35.0)","(15.0, 48.0, 26.0)","(6.5, 11.0, 7.333333333333333)","(7.5, 13.0, 12.033333333333333)"
04-01-2023 14:44:12.887650,"(7.5, 13.0, 8.666666666666666)","(2.45, 4.0, 3.526666666666667)","(5.0, 8.4, 5.84)","(5.5, 9.4, 6.52)","(19.0, 70.0, 35.0)","(15.0, 48.0, 26.0)","(6.5, 11.0, 8.233333333333333)","(7.5, 13.0, 10.2)"
04-01-2023 14:44:14.032512,"(7.5, 13.5, 9.7)","(2.45, 4.0, 3.526666666666667)","(5.0, 8.4, 7.446153846153846)","(5.5, 9.4, 8.5)","(19.0, 70.0, 35.0)","(15.0, 48.0, 29.666666666666664)","(6.5, 11.5, 7.04)","(7.5, 13.0, 12.1)"
