,Promise Stride,Margarets Clan,Queen Treacherie Nz,Biglittlesis,Lucksafortune,Shady Story,Solo Sync,Forsaken Me,De Marco Beach,Bettor Blast Nz,Pacific Rock,My Ultimate Jimbo
08-01-2023 17:40:58.987304,"(71.0, 170.0, 122.5)","(7.5, 15.0, 14.5)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 115.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:00.658093,"(71.0, 170.0, 122.5)","(7.5, 15.0, 14.5)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 115.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:02.337222,"(71.0, 170.0, 122.5)","(7.5, 15.0, 14.5)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:03.926482,"(71.0, 170.0, 122.5)","(7.5, 15.0, 14.5)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:05.561298,"(71.0, 170.0, 122.5)","(7.5, 15.0, 14.5)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:07.182794,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:08.822673,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:10.468999,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 97.5)","(51.0, 99999, 99990)","(31.0, 95.0, 79.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:12.159422,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 120.0, 79.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:13.812706,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 120.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:15.627319,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:17.654068,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:19.391718,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:21.283981,"(71.0, 170.0, 122.5)","(7.5, 15.0, 13.15)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:23.081638,"(71.0, 170.0, 122.5)","(7.5, 15.0, 12.942857142857143)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:24.857258,"(71.0, 170.0, 122.5)","(7.5, 15.0, 12.666666666666668)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:26.630836,"(71.0, 170.0, 122.5)","(7.5, 15.0, 12.333333333333332)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 69.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:28.351225,"(71.0, 170.0, 122.5)","(7.5, 14.5, 13.1)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 100.0, 69.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:30.031222,"(71.0, 170.0, 122.5)","(7.5, 14.5, 11.15)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 100.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:31.832339,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:33.520886,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:35.521385,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:37.508118,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:39.226915,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:41.009175,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:42.648096,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 97.5)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:44.279452,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 95.0, 79.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:45.977136,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:47.594646,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:49.184697,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 82.5)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:50.783529,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:52.324319,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.533333333333333)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:53.902493,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:55.391664,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:56.877621,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:41:58.893342,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 80.0)","(51.0, 99999, 99990)","(31.0, 110.0, 69.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:00.478144,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 100.0, 69.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:02.049811,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 100.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:03.905651,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:05.487217,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:07.027802,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:09.007394,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:10.710267,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:12.471378,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.6)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:14.353078,"(71.0, 170.0, 122.5)","(7.5, 14.5, 10.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 130.0, 80.0)","(51.0, 99999, 99990)","(31.0, 95.0, 66.5)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:16.041750,"(71.0, 170.0, 122.5)","(7.5, 14.5, 10.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 130.0, 97.5)","(51.0, 99999, 99990)","(31.0, 95.0, 79.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:17.748052,"(71.0, 170.0, 122.5)","(7.5, 14.5, 13.214285714285715)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 120.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:19.644297,"(71.0, 170.0, 122.5)","(7.5, 14.5, 13.214285714285715)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 33.285714285714285)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.83333333333333)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:21.344293,"(71.0, 170.0, 122.5)","(7.5, 14.5, 13.214285714285715)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 32.0)","(81.0, 160.0, 145.0)","(16.0, 36.0, 33.111111111111114)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:22.922794,"(71.0, 170.0, 122.5)","(7.5, 14.5, 13.214285714285715)","(1.12, 99999, 99990)","(31.0, 90.0, 75.0)","(31.0, 100.0, 76.66666666666667)","(19.0, 34.0, 32.0)","(81.0, 160.0, 145.0)","(16.0, 36.0, 34.0)","(41.0, 140.0, 97.5)","(51.0, 99999, 99990)","(31.0, 110.0, 74.0)","(101.0, 160.0, 133.33333333333334)"
08-01-2023 17:42:24.515251,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.42857142857143)","(81.0, 160.0, 115.0)","(16.0, 36.0, 30.0)","(41.0, 140.0, 130.0)","(51.0, 99999, 99990)","(31.0, 110.0, 62.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:26.128065,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.42857142857143)","(81.0, 160.0, 115.0)","(16.0, 36.0, 32.0)","(41.0, 140.0, 130.0)","(51.0, 99999, 99990)","(31.0, 110.0, 62.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:27.617567,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 33.42857142857143)","(81.0, 160.0, 115.0)","(16.0, 36.0, 32.0)","(41.0, 140.0, 130.0)","(51.0, 99999, 99990)","(31.0, 110.0, 62.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:29.181712,"(71.0, 170.0, 122.5)","(7.5, 14.5, 12.833333333333334)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 34.0, 96.80000000000001)","(81.0, 160.0, 115.0)","(16.0, 36.0, 58.0)","(41.0, 140.0, 130.0)","(51.0, 99999, 99990)","(31.0, 110.0, 62.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:30.709649,"(71.0, 170.0, 122.5)","(7.5, 14.5, 13.075)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 140.0, 78.8)","(81.0, 160.0, 115.0)","(16.0, 75.0, 58.0)","(41.0, 140.0, 130.0)","(51.0, 99999, 99990)","(31.0, 110.0, 62.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:32.314936,"(71.0, 170.0, 117.5)","(7.5, 14.5, 11.5)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 110.0, 72.8)","(81.0, 160.0, 115.0)","(16.0, 75.0, 54.66666666666667)","(41.0, 140.0, 114.0)","(51.0, 99999, 99990)","(31.0, 110.0, 58.66666666666667)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:33.956489,"(71.0, 160.0, 96.66666666666667)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 100.0, 69.8)","(81.0, 160.0, 115.0)","(16.0, 70.0, 51.33333333333333)","(41.0, 130.0, 114.0)","(51.0, 99999, 99990)","(31.0, 100.0, 57.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:35.517636,"(71.0, 160.0, 96.66666666666667)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 95.0, 69.8)","(81.0, 160.0, 115.0)","(16.0, 65.0, 51.33333333333333)","(41.0, 130.0, 114.0)","(51.0, 99999, 99990)","(31.0, 95.0, 57.0)","(101.0, 160.0, 140.0)"
08-01-2023 17:42:37.010718,"(71.0, 160.0, 132.85714285714286)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 95.0, 69.8)","(81.0, 160.0, 115.0)","(16.0, 65.0, 51.33333333333333)","(41.0, 130.0, 114.0)","(51.0, 99999, 99990)","(31.0, 95.0, 57.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:38.506507,"(71.0, 160.0, 132.85714285714286)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 95.0, 69.8)","(81.0, 160.0, 115.0)","(16.0, 65.0, 51.33333333333333)","(41.0, 130.0, 114.0)","(51.0, 99999, 99990)","(31.0, 95.0, 57.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:39.995248,"(71.0, 160.0, 132.85714285714286)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 95.0, 63.5)","(81.0, 160.0, 115.0)","(16.0, 65.0, 51.33333333333333)","(41.0, 130.0, 114.0)","(51.0, 99999, 99990)","(31.0, 95.0, 57.0)","(101.0, 160.0, 128.0)"
08-01-2023 17:42:41.691098,"(71.0, 160.0, 132.85714285714286)","(7.5, 15.0, 11.666666666666666)","(1.12, 99999, 99990)","(31.0, 90.0, 78.33333333333333)","(31.0, 100.0, 86.66666666666667)","(19.0, 95.0, 63.5)","(81.0, 160.0, 115.0)","(16.0, 65.0, 51.33333333333333)","(41.0, 130.0, 114.0)","(51.0, 99999, 99990)","(31.0, 95.0, 57.0)","(101.0, 160.0, 128.0)"
