,Midnight Queen,Balboa Shannon,Diesel Don,Lady Pebbles,Sahara Jewel,Its Inevitable Nz,Dothedealdylan,Mac Stubborn,Miss Maravu,Uptotrix
15-12-2022 13:29:03.677603,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:04.900370,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:06.160630,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:07.414092,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:08.766988,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:10.065383,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:11.355664,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:12.692075,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:13.985920,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:15.265005,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:16.539765,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:17.810870,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:19.163072,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:20.480005,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:21.784466,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:23.068031,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:24.377208,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:25.684520,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:27.026031,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:28.348881,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:29.628668,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:30.882309,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:32.131761,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:33.422851,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:34.697567,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:36.027162,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:37.364265,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:38.690675,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 10.75)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 7.0)","(4.8, 6.8, 5.466666666666667)"
15-12-2022 13:29:39.964561,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 14.285714285714285)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 9.95)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:41.301916,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 15.700000000000001)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 25.416666666666664)","(8.0, 15.5, 11.85)","(5.0, 11.0, 9.95)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:42.600731,"(21.0, 75.0, 53.46153846153846)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.501666666666667)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 41.388888888888886)","(8.0, 15.5, 11.85)","(5.0, 11.0, 9.95)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:43.959763,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.501666666666667)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.0)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 9.95)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:45.256608,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.501666666666667)","(12.0, 22.0, 13.6)","(13.0, 24.0, 17.375)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 11.85)","(5.0, 11.0, 9.95)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:46.579474,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 29.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 15.5, 12.12)","(5.0, 11.0, 8.866666666666667)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:47.829537,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 18.0, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:49.108551,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:50.366028,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:51.675435,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:52.979573,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:54.347802,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:55.603245,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:56.869220,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:58.150005,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:29:59.500938,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:00.797217,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:02.158004,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:03.479654,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:04.726963,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:06.012267,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:07.244187,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:08.590064,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:09.921337,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:11.264827,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:12.691010,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:14.073768,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:15.432327,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 12.85)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:16.798446,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:18.164113,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 18.333333333333332)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:19.532597,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 25.76923076923077)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:20.864335,"(21.0, 75.0, 57.5)","(7.0, 19.0, 14.028571428571428)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 22.4)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:22.259561,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.2)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 22.4)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:23.616608,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.2)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 22.4)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:25.063309,"(21.0, 75.0, 57.5)","(7.0, 19.0, 10.6)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 22.4)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:26.495812,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 22.4)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:27.823395,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 22.4)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:29.098200,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 22.4)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:30.361783,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 25.272727272727273)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:31.710635,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 25.272727272727273)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:33.033743,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 25.272727272727273)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:34.397224,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 25.272727272727273)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:35.712044,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 25.272727272727273)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
15-12-2022 13:30:37.163265,"(21.0, 75.0, 57.5)","(7.0, 19.0, 15.89090909090909)","(3.3, 5.0, 3.523809523809524)","(12.0, 22.0, 13.6)","(13.0, 28.0, 25.272727272727273)","(11.0, 99999, 99990)","(21.0, 70.0, 35.66666666666667)","(8.0, 17.5, 11.92)","(5.0, 11.0, 8.52)","(4.8, 6.8, 5.84)"
