,Alvin Rose,Rocket Man Rose,Legendary Value,Toby West,Im Gifted Too,Victa Grosso
06-01-2023 14:05:04.968295,"(26.0, 95.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 20.636363636363637)","(2.0, 2.78, 2.6333333333333333)","(2.9, 4.2, 3.5333333333333337)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:06.207573,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 18.42857142857143)","(2.0, 2.78, 2.3683870967741933)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:07.323309,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 18.42857142857143)","(2.0, 2.78, 2.6199999999999997)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:08.370460,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 19.88888888888889)","(2.0, 2.76, 2.3642424242424243)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:09.568683,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.16)","(2.0, 2.74, 2.5933333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:10.742076,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.16)","(2.0, 2.72, 2.5933333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:11.809151,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 15.8)","(2.0, 2.72, 2.5933333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:12.929195,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 16.2)","(2.0, 2.72, 2.5933333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:14.004647,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 19.5)","(2.0, 2.72, 2.377894736842105)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:14.961130,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 19.5)","(2.0, 2.7, 2.377894736842105)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:16.005673,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 16.6)","(2.0, 2.7, 2.36)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:16.987909,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 16.6)","(2.0, 2.7, 2.54)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:18.049359,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 16.6)","(2.0, 2.64, 2.54)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:19.115145,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 16.6)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:20.067572,"(26.0, 100.0, 45.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 21.76923076923077)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:20.986616,"(26.0, 95.0, 49.25)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.384615384615387)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:22.113743,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 17.0)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:23.082219,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 17.0)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:24.019635,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 17.0)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:25.350126,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 22.5)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:26.443873,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 22.5)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:27.476162,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.51851851851852)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:28.669153,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 22.076923076923077)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:29.821175,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 22.076923076923077)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:31.030540,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.416666666666664)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:32.175260,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.416666666666664)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:33.312883,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.416666666666664)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:34.502540,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.416666666666664)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:35.724364,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 21.0)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:36.730294,"(26.0, 95.0, 44.166666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 21.0)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:37.899908,"(26.0, 90.0, 48.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.2)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:39.082694,"(26.0, 90.0, 42.0)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.2)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:40.493481,"(26.0, 85.0, 39.666666666666664)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 21.90909090909091)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:41.822022,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 22.166666666666668)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:42.929437,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 22.166666666666668)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:44.019721,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:45.142909,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:46.159945,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:47.215774,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:48.354729,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:49.478872,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:50.605198,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:51.705363,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:52.708501,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:53.788507,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:54.882977,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:55.879391,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:56.947904,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:58.082605,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:05:59.216708,"(26.0, 85.0, 42.5)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:00.175117,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:01.221675,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:02.290042,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:03.333625,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:04.407504,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:05.528334,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:06.682012,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:07.749948,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:08.715173,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:09.773013,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:10.905547,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:12.006334,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:13.055613,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:14.086461,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:15.146123,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:16.175726,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:17.153692,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:18.217934,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.533333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:19.277315,"(26.0, 85.0, 39.1)","(21.0, 75.0, 33.333333333333336)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.64, 2.3575)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:20.299437,"(26.0, 85.0, 39.1)","(21.0, 70.0, 47.5)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.62, 2.341428571428571)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:21.370094,"(26.0, 85.0, 39.1)","(21.0, 70.0, 47.5)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.62, 2.5)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:22.417190,"(26.0, 85.0, 39.1)","(21.0, 70.0, 47.5)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.6, 2.5)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:23.494861,"(26.0, 85.0, 39.1)","(21.0, 70.0, 47.5)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.6, 2.5)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:24.612832,"(26.0, 85.0, 39.1)","(21.0, 70.0, 45.0)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.6, 2.5)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 4.675)"
06-01-2023 14:06:25.797095,"(26.0, 85.0, 39.1)","(21.0, 65.0, 45.0)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.6, 2.5)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.7, 3.89375)"
06-01-2023 14:06:27.064309,"(26.0, 85.0, 39.1)","(21.0, 65.0, 30.0)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.6, 2.5)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.6, 4.575)"
06-01-2023 14:06:28.197262,"(26.0, 85.0, 39.1)","(21.0, 65.0, 30.0)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.6, 2.337333333333333)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.5, 3.7527777777777778)"
06-01-2023 14:06:29.390676,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.32)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.5, 4.525)"
06-01-2023 14:06:30.605846,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.32)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:31.787142,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.32)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:32.924320,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.32)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:34.121300,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.32)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:35.278868,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.32)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:36.373177,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.32)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:37.463733,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.58, 2.42)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:38.540436,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.56, 2.42)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:39.681585,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.56, 2.42)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:40.754719,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 23.38095238095238)","(2.0, 2.56, 2.42)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:41.829933,"(26.0, 85.0, 39.1)","(21.0, 65.0, 29.444444444444443)","(12.0, 25.0, 24.52777777777778)","(2.0, 2.56, 2.42)","(2.9, 4.2, 3.3230769230769233)","(3.5, 5.4, 4.525)"
06-01-2023 14:06:43.020668,"(26.0, 75.0, 54.5)","(21.0, 60.0, 40.0)","(13.0, 24.0, 23.583333333333336)","(2.0, 2.56, 2.388421052631579)","(2.9, 4.2, 3.296153846153846)","(3.5, 5.4, 5.240909090909091)"
06-01-2023 14:06:44.151880,"(26.0, 75.0, 54.5)","(21.0, 55.0, 40.0)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.296153846153846)","(3.5, 5.4, 5.307894736842106)"
06-01-2023 14:06:45.312237,"(26.0, 75.0, 37.72727272727273)","(21.0, 55.0, 29.615384615384613)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.296153846153846)","(3.5, 5.4, 5.339655172413794)"
06-01-2023 14:06:46.462323,"(26.0, 75.0, 37.72727272727273)","(21.0, 55.0, 37.631578947368425)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.296153846153846)","(3.5, 5.4, 5.3669811320754715)"
06-01-2023 14:06:47.675758,"(26.0, 70.0, 36.76923076923077)","(21.0, 55.0, 37.631578947368425)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.23)"
06-01-2023 14:06:48.813185,"(26.0, 65.0, 40.2)","(21.0, 55.0, 37.631578947368425)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.23)"
06-01-2023 14:06:49.945300,"(26.0, 65.0, 37.44444444444444)","(21.0, 55.0, 41.8)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.23)"
06-01-2023 14:06:51.035252,"(26.0, 65.0, 37.44444444444444)","(21.0, 55.0, 41.8)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.23)"
06-01-2023 14:06:52.329117,"(26.0, 65.0, 37.44444444444444)","(21.0, 55.0, 41.8)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.23)"
06-01-2023 14:06:53.525062,"(26.0, 65.0, 37.44444444444444)","(21.0, 55.0, 32.214285714285715)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.23)"
06-01-2023 14:06:54.793713,"(26.0, 65.0, 37.44444444444444)","(21.0, 55.0, 33.733333333333334)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.3914285714285715)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.23)"
06-01-2023 14:06:55.995891,"(26.0, 65.0, 37.44444444444444)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.54, 2.4035294117647057)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.286666666666667)"
06-01-2023 14:06:57.276612,"(26.0, 65.0, 35.666666666666664)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.4035294117647057)","(2.9, 3.85, 3.37)","(3.5, 5.4, 5.193333333333333)"
06-01-2023 14:06:58.615363,"(26.0, 65.0, 35.666666666666664)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.4035294117647057)","(2.9, 3.85, 3.37)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:06:59.806343,"(26.0, 65.0, 35.666666666666664)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.4035294117647057)","(2.9, 3.85, 3.37)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:01.070154,"(26.0, 65.0, 35.666666666666664)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.4035294117647057)","(2.9, 3.85, 3.37)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:02.311708,"(26.0, 65.0, 35.666666666666664)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.4035294117647057)","(2.9, 3.85, 3.37)","(3.5, 5.3, 5.256756756756756)"
06-01-2023 14:07:03.737172,"(26.0, 65.0, 35.666666666666664)","(21.0, 55.0, 39.80952380952381)","(13.0, 24.0, 22.875)","(2.0, 2.52, 2.3236363636363633)","(2.9, 3.85, 3.37)","(3.5, 5.3, 5.256756756756756)"
