,Melinke,Dissmagic,Drink Then Kiss,Fine Things,Rocknrollprincess,Cato Lake,Coldenkim,Piwhane,Warringah Storm,Lone Raider
04-01-2023 14:10:39.527905,"(4.0, 5.0, 4.85)","(5.5, 7.2, 7.157446808510638)","(4.0, 4.5, 4.457142857142857)","(11.0, 14.0, 13.61111111111111)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.22549019607843)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.029365079365079)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:40.669180,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.248648648648649)","(4.0, 4.5, 4.457142857142857)","(11.0, 14.0, 13.61111111111111)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.22549019607843)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.029365079365079)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:41.831339,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.272727272727273)","(4.0, 4.5, 4.457142857142857)","(11.0, 14.0, 13.61111111111111)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.131578947368421)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.01981981981982)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:42.995864,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.272727272727273)","(4.0, 4.5, 4.457142857142857)","(11.0, 14.0, 13.543478260869565)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14102564102564)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.016176470588235)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:44.179159,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.272727272727273)","(4.0, 4.5, 4.457142857142857)","(11.0, 14.0, 13.543478260869565)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14102564102564)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.025974025974026)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:45.405670,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.272727272727273)","(4.0, 4.5, 4.413829787234043)","(11.0, 14.0, 13.543478260869565)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14102564102564)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.025974025974026)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:46.621938,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.272727272727273)","(4.0, 4.5, 4.413829787234043)","(11.0, 14.0, 13.543478260869565)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14102564102564)","(81.0, 140.0, 130.0)","(3.7, 4.1, 4.025974025974026)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:47.877490,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.272727272727273)","(4.0, 4.5, 4.413)","(11.0, 14.0, 13.543478260869565)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14102564102564)","(81.0, 140.0, 130.0)","(3.6, 4.1, 4.025974025974026)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:49.165460,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.272727272727273)","(4.0, 4.5, 4.404395604395605)","(11.0, 14.0, 13.543478260869565)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14102564102564)","(81.0, 140.0, 130.0)","(3.6, 4.1, 4.025974025974026)","(101.0, 260.0, 220.0)","(71.0, 130.0, 121.11111111111111)"
04-01-2023 14:10:50.458764,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.291428571428572)","(4.0, 4.5, 4.404395604395605)","(11.0, 14.0, 13.359375)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14102564102564)","(81.0, 140.0, 127.5)","(3.6, 4.1, 4.025974025974026)","(101.0, 260.0, 220.0)","(71.0, 130.0, 123.84615384615384)"
04-01-2023 14:10:51.737102,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.296969696969697)","(4.0, 4.5, 4.4041237113402065)","(11.0, 13.5, 13.37037037037037)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14864864864865)","(81.0, 150.0, 127.5)","(3.6, 4.1, 4.026666666666666)","(101.0, 260.0, 220.0)","(71.0, 130.0, 126.36363636363636)"
04-01-2023 14:10:53.037903,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.5, 4.4041237113402065)","(11.0, 13.5, 13.454545454545455)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14864864864865)","(81.0, 150.0, 127.5)","(3.6, 4.1, 4.03167701863354)","(101.0, 260.0, 220.0)","(71.0, 130.0, 126.36363636363636)"
04-01-2023 14:10:54.207024,"(4.0, 5.0, 4.85)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.5, 4.4041237113402065)","(11.0, 13.5, 13.454545454545455)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.14864864864865)","(81.0, 150.0, 127.5)","(3.6, 4.1, 4.03167701863354)","(101.0, 260.0, 220.0)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:10:55.320418,"(4.0, 5.0, 4.854838709677419)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.5, 4.403125)","(11.0, 13.5, 13.454545454545455)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.405063291139241)","(81.0, 150.0, 127.5)","(3.6, 4.1, 4.03167701863354)","(101.0, 260.0, 220.0)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:10:56.430366,"(4.0, 5.0, 4.854838709677419)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.5, 4.403125)","(11.0, 13.5, 13.454545454545455)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.18421052631579)","(81.0, 150.0, 127.5)","(3.6, 4.1, 4.03167701863354)","(101.0, 260.0, 242.85714285714286)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:10:57.617104,"(4.0, 5.0, 4.854838709677419)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.5, 4.403125)","(11.0, 13.5, 13.454545454545455)","(91.0, 260.0, 240.0)","(7.5, 11.5, 11.18421052631579)","(81.0, 150.0, 127.5)","(3.6, 4.1, 4.03167701863354)","(101.0, 260.0, 242.85714285714286)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:10:59.008546,"(4.0, 5.0, 4.854838709677419)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.5, 4.403125)","(11.0, 13.5, 13.445945945945946)","(91.0, 260.0, 166.66666666666666)","(7.5, 11.5, 11.18421052631579)","(81.0, 150.0, 127.5)","(3.6, 4.1, 4.03167701863354)","(101.0, 260.0, 250.0)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:11:00.233422,"(4.0, 5.0, 4.922916666666667)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.4, 4.389677419354839)","(11.0, 13.5, 13.883720930232558)","(91.0, 250.0, 176.66666666666666)","(7.5, 11.5, 11.18421052631579)","(81.0, 150.0, 132.0)","(3.6, 4.1, 4.031446540880503)","(101.0, 260.0, 250.0)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:11:01.474860,"(4.0, 5.0, 4.946808510638298)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.4, 4.389677419354839)","(11.0, 14.0, 13.79245283018868)","(91.0, 230.0, 167.5)","(7.5, 11.5, 11.227272727272727)","(81.0, 150.0, 151.11111111111111)","(3.6, 4.1, 4.031446540880503)","(101.0, 260.0, 242.85714285714286)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:11:02.736346,"(4.0, 5.0, 4.930357142857143)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.4, 4.390303030303031)","(11.0, 14.0, 13.79245283018868)","(91.0, 220.0, 160.0)","(7.5, 11.5, 11.227272727272727)","(81.0, 160.0, 151.11111111111111)","(3.6, 4.1, 4.020437956204379)","(101.0, 260.0, 210.0)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:11:03.912945,"(4.0, 5.0, 4.930357142857143)","(5.5, 7.4, 7.2615384615384615)","(4.0, 4.4, 4.390532544378699)","(11.0, 14.0, 13.633333333333333)","(91.0, 220.0, 170.0)","(7.5, 11.5, 11.227272727272727)","(81.0, 160.0, 151.11111111111111)","(3.6, 4.1, 3.9976744186046513)","(101.0, 260.0, 212.5)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:11:05.195806,"(4.0, 5.0, 4.930357142857143)","(5.5, 7.4, 7.4399999999999995)","(4.0, 4.4, 4.39551282051282)","(11.0, 14.0, 13.782608695652174)","(91.0, 210.0, 227.14285714285714)","(7.5, 11.5, 11.113636363636363)","(81.0, 160.0, 151.11111111111111)","(3.6, 4.0, 3.972352941176471)","(101.0, 250.0, 243.33333333333334)","(71.0, 130.0, 125.55555555555556)"
04-01-2023 14:11:06.413302,"(3.9, 5.0, 4.961363636363637)","(5.5, 7.6, 7.395)","(4.2, 4.4, 4.39551282051282)","(11.0, 14.0, 13.908333333333333)","(91.0, 250.0, 200.0)","(7.5, 11.5, 11.113636363636363)","(81.0, 160.0, 151.11111111111111)","(3.6, 4.0, 3.927777777777778)","(101.0, 250.0, 243.33333333333334)","(71.0, 130.0, 122.0)"
04-01-2023 14:11:07.579286,"(3.9, 5.1, 5.025806451612903)","(5.5, 7.6, 7.4557377049180324)","(4.2, 4.4, 4.3933333333333335)","(11.0, 14.0, 13.991379310344827)","(91.0, 240.0, 198.0)","(7.5, 11.5, 10.903846153846153)","(81.0, 160.0, 151.11111111111111)","(3.6, 3.95, 3.956666666666667)","(101.0, 250.0, 245.71428571428572)","(71.0, 130.0, 122.0)"
04-01-2023 14:11:08.817850,"(3.9, 5.1, 5.008333333333333)","(5.5, 7.6, 7.4297872340425535)","(4.2, 4.4, 4.4115537848605575)","(11.0, 14.0, 13.991379310344827)","(91.0, 240.0, 198.0)","(7.5, 11.0, 10.85)","(81.0, 160.0, 133.75)","(3.6, 4.0, 3.935483870967742)","(101.0, 250.0, 245.71428571428572)","(71.0, 130.0, 122.63157894736842)"
04-01-2023 14:11:09.967076,"(3.9, 5.1, 5.019230769230769)","(5.5, 7.6, 7.4297872340425535)","(4.2, 4.5, 4.4115537848605575)","(11.0, 14.0, 14.326086956521738)","(91.0, 240.0, 198.0)","(7.5, 11.5, 10.85)","(81.0, 160.0, 128.0)","(3.6, 3.95, 3.967088607594937)","(101.0, 250.0, 243.33333333333334)","(71.0, 130.0, 119.23076923076923)"
04-01-2023 14:11:11.098987,"(3.9, 5.2, 5.1465116279069765)","(5.5, 7.6, 7.458823529411765)","(4.2, 4.3, 4.241758241758242)","(11.0, 14.5, 14.326086956521738)","(91.0, 240.0, 198.0)","(7.5, 11.5, 10.85)","(81.0, 160.0, 128.0)","(3.6, 4.0, 3.967088607594937)","(101.0, 250.0, 243.33333333333334)","(71.0, 120.0, 119.23076923076923)"
04-01-2023 14:11:12.234109,"(3.9, 5.3, 5.2272727272727275)","(5.5, 7.4, 7.223255813953489)","(4.2, 4.3, 4.246774193548387)","(11.0, 14.5, 14.241379310344827)","(91.0, 240.0, 198.0)","(7.5, 11.5, 10.85)","(81.0, 160.0, 126.15384615384616)","(3.6, 4.0, 3.971739130434783)","(101.0, 250.0, 243.33333333333334)","(71.0, 120.0, 119.23076923076923)"
04-01-2023 14:11:13.402910,"(3.9, 5.3, 5.242857142857143)","(5.5, 7.4, 7.256)","(4.0, 4.3, 4.238938053097345)","(11.0, 14.5, 14.28)","(91.0, 240.0, 198.0)","(7.5, 11.5, 10.85)","(81.0, 160.0, 126.15384615384616)","(3.6, 4.0, 3.977397260273973)","(101.0, 250.0, 238.0)","(71.0, 120.0, 119.23076923076923)"
04-01-2023 14:11:14.596501,"(3.9, 5.3, 5.236)","(5.5, 7.4, 7.256)","(4.0, 4.2, 4.15886075949367)","(11.0, 14.5, 14.318181818181818)","(91.0, 240.0, 198.0)","(7.5, 11.5, 11.024390243902438)","(81.0, 160.0, 125.71428571428571)","(3.6, 4.0, 3.9863636363636363)","(101.0, 250.0, 236.66666666666666)","(71.0, 120.0, 122.63157894736842)"
04-01-2023 14:11:15.750790,"(3.9, 5.4, 5.364285714285715)","(5.5, 7.4, 7.271428571428571)","(4.0, 4.2, 4.1626436781609195)","(11.0, 14.5, 14.318181818181818)","(91.0, 240.0, 198.0)","(7.5, 11.5, 11.024390243902438)","(81.0, 160.0, 125.71428571428571)","(3.6, 4.1, 3.9863636363636363)","(101.0, 240.0, 236.66666666666666)","(71.0, 130.0, 122.63157894736842)"
04-01-2023 14:11:16.952062,"(3.9, 5.5, 5.430555555555555)","(5.5, 7.2, 7.190196078431373)","(4.0, 4.2, 4.187640449438202)","(11.0, 14.5, 14.19767441860465)","(91.0, 240.0, 198.0)","(7.5, 11.5, 11.145833333333334)","(81.0, 160.0, 125.71428571428571)","(3.6, 4.1, 4.009876543209876)","(101.0, 250.0, 240.0)","(71.0, 130.0, 122.63157894736842)"
04-01-2023 14:11:18.163683,"(3.9, 5.2, 5.1)","(5.5, 7.4, 7.408823529411765)","(4.0, 4.2, 4.168992248062016)","(11.0, 14.5, 14.19767441860465)","(91.0, 240.0, 200.625)","(7.5, 11.5, 11.206140350877194)","(81.0, 160.0, 132.30769230769232)","(3.6, 4.1, 4.0204545454545455)","(101.0, 250.0, 240.0)","(71.0, 130.0, 122.63157894736842)"
04-01-2023 14:11:19.311659,"(3.9, 5.1, 5.079545454545454)","(5.5, 7.6, 7.408823529411765)","(4.0, 4.2, 4.168992248062016)","(11.0, 14.5, 14.19767441860465)","(91.0, 240.0, 212.0)","(7.5, 11.5, 11.216101694915254)","(81.0, 160.0, 140.0)","(3.6, 4.1, 4.0204545454545455)","(101.0, 250.0, 240.0)","(71.0, 130.0, 120.0)"
04-01-2023 14:11:20.401894,"(3.9, 5.1, 5.079545454545454)","(5.5, 7.6, 7.408823529411765)","(4.0, 4.2, 4.1847619047619045)","(11.0, 14.5, 14.19767441860465)","(91.0, 230.0, 200.0)","(7.5, 11.5, 11.216101694915254)","(81.0, 150.0, 133.33333333333334)","(3.6, 4.1, 4.03006993006993)","(101.0, 250.0, 238.57142857142858)","(71.0, 130.0, 120.0)"
04-01-2023 14:11:21.500630,"(3.9, 5.1, 5.0625)","(5.5, 7.6, 7.433009708737864)","(4.0, 4.2, 4.1847619047619045)","(11.0, 14.0, 13.839506172839506)","(91.0, 230.0, 200.0)","(7.5, 11.5, 11.528169014084508)","(81.0, 150.0, 135.0)","(3.6, 4.1, 4.046236559139785)","(101.0, 250.0, 240.0)","(71.0, 130.0, 122.22222222222223)"
04-01-2023 14:11:22.617252,"(3.9, 5.0, 4.958333333333334)","(5.5, 7.6, 7.434)","(4.0, 4.3, 4.221176470588236)","(11.0, 14.0, 13.588235294117647)","(91.0, 230.0, 200.0)","(7.5, 12.0, 11.527397260273972)","(81.0, 150.0, 134.0)","(3.6, 4.1, 3.9992647058823527)","(101.0, 250.0, 240.0)","(71.0, 130.0, 126.66666666666667)"
04-01-2023 14:11:24.113744,"(3.9, 5.0, 4.937837837837838)","(5.5, 7.6, 7.502040816326531)","(4.0, 4.3, 4.312413793103448)","(11.0, 14.0, 13.397435897435898)","(91.0, 230.0, 200.0)","(7.5, 12.0, 11.580357142857142)","(81.0, 150.0, 134.0)","(3.6, 4.0, 3.9382978723404256)","(101.0, 250.0, 240.0)","(71.0, 130.0, 126.66666666666667)"
04-01-2023 14:11:25.314689,"(3.9, 5.0, 4.9875)","(5.5, 7.6, 7.502040816326531)","(4.0, 4.4, 4.312413793103448)","(11.0, 13.5, 13.41891891891892)","(91.0, 230.0, 186.25)","(7.5, 12.0, 11.59)","(81.0, 150.0, 134.0)","(3.6, 3.95, 3.9488636363636367)","(101.0, 250.0, 238.0)","(71.0, 130.0, 126.66666666666667)"
04-01-2023 14:11:26.695855,"(3.9, 5.1, 4.969230769230769)","(5.5, 7.6, 7.61025641025641)","(4.0, 4.4, 4.2961165048543695)","(11.0, 13.5, 13.40625)","(91.0, 230.0, 186.25)","(7.5, 12.0, 11.712765957446809)","(81.0, 150.0, 134.0)","(3.6, 3.95, 3.9293650793650796)","(101.0, 250.0, 238.0)","(71.0, 130.0, 126.66666666666667)"
04-01-2023 14:11:27.886756,"(3.9, 5.0, 4.968)","(5.5, 7.8, 7.612903225806451)","(4.0, 4.4, 4.28125)","(11.0, 13.5, 13.383561643835616)","(91.0, 230.0, 186.66666666666666)","(7.5, 12.0, 11.735294117647058)","(81.0, 150.0, 134.0)","(3.6, 3.95, 3.9308823529411767)","(101.0, 250.0, 257.56756756756755)","(71.0, 130.0, 128.0)"
04-01-2023 14:11:29.048243,"(3.9, 5.0, 4.9818181818181815)","(5.5, 7.8, 7.690566037735849)","(4.0, 4.3, 4.28125)","(11.0, 13.5, 12.981481481481481)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.0, 11.675)","(81.0, 150.0, 126.66666666666667)","(3.6, 3.95, 3.9308823529411767)","(101.0, 290.0, 257.56756756756755)","(71.0, 130.0, 128.0)"
04-01-2023 14:11:30.311583,"(3.9, 5.1, 5.018260869565217)","(5.5, 7.8, 7.641975308641975)","(4.0, 4.3, 4.225842696629214)","(11.0, 13.0, 12.947916666666666)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.0, 12.193548387096774)","(81.0, 130.0, 126.66666666666667)","(3.6, 3.95, 3.8984848484848484)","(101.0, 290.0, 260.96774193548384)","(71.0, 130.0, 128.0)"
04-01-2023 14:11:31.492938,"(3.9, 5.2, 5.13421052631579)","(5.5, 7.8, 7.6680412371134015)","(4.0, 4.3, 4.260752688172043)","(11.0, 13.0, 13.338235294117647)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.05813953488372)","(81.0, 130.0, 126.66666666666667)","(3.6, 3.9, 3.8486547085201797)","(101.0, 290.0, 260.96774193548384)","(71.0, 130.0, 128.0)"
04-01-2023 14:11:32.592725,"(3.9, 5.2, 5.155555555555556)","(5.5, 7.8, 7.656179775280899)","(4.0, 4.3, 4.260752688172043)","(11.0, 13.5, 12.96)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.006024096385541)","(81.0, 130.0, 125.0)","(3.6, 3.85, 3.843)","(101.0, 290.0, 260.96774193548384)","(71.0, 130.0, 146.66666666666666)"
04-01-2023 14:11:33.758723,"(3.9, 5.2, 5.167567567567567)","(5.5, 7.8, 7.656179775280899)","(4.0, 4.3, 4.285135135135135)","(11.0, 13.0, 12.96)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.006024096385541)","(81.0, 130.0, 125.0)","(3.6, 3.85, 3.841764705882353)","(101.0, 290.0, 260.96774193548384)","(71.0, 160.0, 146.66666666666666)"
04-01-2023 14:11:34.888555,"(3.9, 5.2, 5.170731707317073)","(5.5, 7.8, 7.656179775280899)","(4.0, 4.3, 4.285135135135135)","(11.0, 13.0, 12.96)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.006024096385541)","(81.0, 130.0, 125.0)","(3.6, 3.85, 3.8410828025477706)","(101.0, 290.0, 254.7058823529412)","(71.0, 160.0, 146.66666666666666)"
04-01-2023 14:11:36.077440,"(3.9, 5.2, 5.168421052631579)","(5.5, 7.8, 7.656179775280899)","(4.0, 4.3, 4.275)","(11.0, 13.0, 12.96)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.006024096385541)","(81.0, 130.0, 125.0)","(3.6, 3.85, 3.830952380952381)","(101.0, 290.0, 254.7058823529412)","(71.0, 160.0, 146.66666666666666)"
04-01-2023 14:11:37.447781,"(4.2, 5.2, 5.168421052631579)","(5.5, 7.8, 7.663291139240506)","(3.9, 4.3, 4.263448275862069)","(11.0, 13.5, 13.287671232876713)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 11.967532467532468)","(81.0, 130.0, 125.0)","(3.6, 3.85, 3.835240963855422)","(101.0, 290.0, 254.7058823529412)","(71.0, 160.0, 146.66666666666666)"
04-01-2023 14:11:38.646603,"(4.2, 5.2, 5.168421052631579)","(5.5, 7.8, 7.6272)","(3.9, 4.3, 4.263448275862069)","(11.0, 13.5, 13.273333333333333)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 11.974358974358974)","(81.0, 130.0, 125.0)","(3.6, 3.85, 3.7700460829493085)","(101.0, 290.0, 254.7058823529412)","(71.0, 160.0, 146.66666666666666)"
04-01-2023 14:11:39.820280,"(4.2, 5.2, 5.168421052631579)","(5.5, 7.8, 7.656)","(3.9, 4.3, 4.266153846153846)","(11.0, 13.5, 13.277070063694268)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 11.974358974358974)","(81.0, 130.0, 125.0)","(3.6, 3.8, 3.7700460829493085)","(101.0, 290.0, 254.7058823529412)","(71.0, 160.0, 146.66666666666666)"
04-01-2023 14:11:40.999507,"(4.2, 5.2, 5.1722222222222225)","(5.5, 7.8, 7.641176470588235)","(3.9, 4.3, 4.25)","(11.0, 13.5, 13.119565217391305)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.01764705882353)","(81.0, 130.0, 125.0)","(3.6, 3.8, 3.7563197026022306)","(101.0, 290.0, 260.96774193548384)","(71.0, 160.0, 140.0)"
04-01-2023 14:11:42.156744,"(4.2, 5.2, 5.1722222222222225)","(5.5, 7.8, 7.641176470588235)","(3.9, 4.3, 4.32421875)","(11.0, 13.5, 13.057291666666666)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.072916666666666)","(81.0, 130.0, 125.0)","(3.6, 3.8, 3.7110837438423645)","(101.0, 290.0, 261.0)","(71.0, 160.0, 136.0)"
04-01-2023 14:11:43.278810,"(4.2, 5.2, 5.176744186046512)","(5.5, 7.8, 7.628571428571428)","(3.9, 4.4, 4.32421875)","(11.0, 13.5, 13.057291666666666)","(91.0, 220.0, 184.28571428571428)","(7.5, 12.5, 12.079545454545455)","(81.0, 130.0, 125.0)","(3.6, 3.75, 3.6761538461538463)","(101.0, 290.0, 261.0)","(71.0, 160.0, 135.0)"
04-01-2023 14:11:44.406696,"(4.2, 5.3, 5.2064516129032254)","(5.5, 7.8, 7.68)","(3.9, 4.4, 4.325409836065574)","(11.0, 13.5, 13.075)","(91.0, 220.0, 178.33333333333334)","(7.5, 12.5, 12.186440677966102)","(81.0, 130.0, 125.0)","(3.6, 3.7, 3.6725409836065572)","(101.0, 290.0, 261.0)","(71.0, 150.0, 132.5)"
04-01-2023 14:11:45.498733,"(4.2, 5.3, 5.252631578947368)","(5.5, 7.6, 7.597499999999999)","(3.9, 4.4, 4.350306748466258)","(11.0, 13.5, 13.080188679245284)","(91.0, 220.0, 178.33333333333334)","(7.5, 12.5, 12.186440677966102)","(81.0, 130.0, 125.0)","(3.6, 3.7, 3.6369186046511626)","(101.0, 290.0, 261.30434782608694)","(71.0, 150.0, 132.5)"
04-01-2023 14:11:46.644976,"(4.2, 5.3, 5.256756756756757)","(5.5, 7.8, 7.635616438356164)","(3.9, 4.4, 4.345454545454546)","(11.0, 13.5, 13.093607305936073)","(91.0, 250.0, 186.0)","(7.5, 12.5, 12.511627906976745)","(81.0, 130.0, 135.0)","(3.6, 3.65, 3.702671755725191)","(101.0, 290.0, 261.42857142857144)","(71.0, 150.0, 145.0)"
04-01-2023 14:11:47.793050,"(4.2, 5.5, 5.411538461538462)","(5.5, 8.0, 7.875675675675676)","(3.9, 4.2, 4.097142857142857)","(11.0, 14.0, 13.613636363636363)","(91.0, 250.0, 230.0)","(7.5, 13.0, 12.397435897435898)","(81.0, 160.0, 135.0)","(3.6, 3.75, 3.7021235521235525)","(101.0, 290.0, 261.42857142857144)","(71.0, 160.0, 137.5)"
04-01-2023 14:11:48.968980,"(4.2, 5.5, 5.406666666666667)","(5.5, 8.0, 7.842424242424242)","(3.9, 4.2, 4.161068702290076)","(11.0, 14.0, 13.607142857142858)","(91.0, 250.0, 220.0)","(7.5, 12.5, 12.646153846153846)","(81.0, 160.0, 132.0)","(3.6, 3.75, 3.7048913043478264)","(101.0, 290.0, 261.7647058823529)","(71.0, 160.0, 143.84615384615384)"
04-01-2023 14:11:50.195351,"(4.2, 5.4, 5.392592592592593)","(5.5, 7.6, 7.553571428571429)","(3.9, 4.2, 4.155555555555556)","(11.0, 14.0, 13.715189873417721)","(91.0, 250.0, 236.66666666666669)","(7.5, 13.0, 12.617647058823529)","(81.0, 160.0, 132.0)","(3.6, 3.75, 3.7779661016949153)","(101.0, 290.0, 261.7647058823529)","(71.0, 160.0, 150.0)"
04-01-2023 14:11:51.427362,"(4.2, 5.4, 5.325806451612904)","(5.5, 7.4, 7.371428571428572)","(3.9, 4.2, 4.155882352941177)","(11.0, 14.0, 13.76842105263158)","(91.0, 250.0, 190.0)","(7.5, 13.0, 12.917582417582418)","(81.0, 160.0, 132.0)","(3.6, 3.8, 3.6851282051282053)","(101.0, 290.0, 261.7647058823529)","(71.0, 160.0, 145.45454545454544)"
04-01-2023 14:11:52.734719,"(4.2, 5.6, 5.526666666666666)","(5.5, 7.4, 7.372916666666667)","(3.8, 4.2, 4.148924731182795)","(11.0, 14.0, 13.76842105263158)","(91.0, 240.0, 190.0)","(7.5, 13.5, 13.051020408163266)","(81.0, 160.0, 125.0)","(3.6, 3.7, 3.695666666666667)","(101.0, 290.0, 261.7647058823529)","(71.0, 160.0, 145.45454545454544)"
04-01-2023 14:11:54.230131,"(4.2, 5.6, 5.569565217391305)","(5.5, 7.4, 7.02)","(3.8, 4.2, 4.216279069767442)","(11.0, 14.0, 13.146428571428572)","(91.0, 240.0, 186.25)","(7.5, 13.5, 13.292682926829269)","(81.0, 160.0, 140.0)","(3.6, 3.7, 3.6958333333333333)","(101.0, 290.0, 261.7647058823529)","(71.0, 160.0, 145.45454545454544)"
04-01-2023 14:11:55.676219,"(4.2, 5.7, 5.718918918918919)","(5.5, 7.2, 6.965116279069767)","(3.8, 4.3, 4.205042016806723)","(11.0, 13.5, 13.16095890410959)","(91.0, 230.0, 186.25)","(7.5, 13.5, 13.46987951807229)","(81.0, 150.0, 142.5)","(3.6, 3.7, 3.6762376237623764)","(101.0, 290.0, 268.1818181818182)","(71.0, 160.0, 140.0)"
04-01-2023 14:11:56.839467,"(4.2, 5.8, 5.718918918918919)","(5.5, 7.0, 6.965116279069767)","(3.8, 4.3, 4.205042016806723)","(11.0, 13.5, 13.146428571428572)","(91.0, 230.0, 186.25)","(7.5, 14.0, 13.435897435897436)","(81.0, 150.0, 131.25)","(3.6, 3.7, 3.661038961038961)","(101.0, 290.0, 268.57142857142856)","(71.0, 160.0, 140.0)"
04-01-2023 14:11:58.062181,"(4.2, 5.8, 5.71875)","(5.5, 7.0, 6.901666666666666)","(3.8, 4.3, 4.215037593984962)","(11.0, 13.5, 13.146428571428572)","(91.0, 230.0, 186.25)","(7.5, 14.0, 13.435897435897436)","(81.0, 150.0, 131.25)","(3.6, 3.7, 3.6702970297029704)","(101.0, 290.0, 268.57142857142856)","(71.0, 160.0, 135.0)"
04-01-2023 14:11:59.256513,"(4.2, 5.8, 5.71875)","(5.5, 7.0, 6.901666666666666)","(3.8, 4.3, 4.186008230452675)","(10.0, 13.5, 13.16095890410959)","(91.0, 230.0, 186.25)","(7.5, 14.0, 13.402173913043478)","(81.0, 150.0, 131.25)","(3.6, 3.7, 3.6903846153846156)","(101.0, 290.0, 268.57142857142856)","(71.0, 140.0, 135.0)"
