,Indy Van Cool,Patch Herrera,Garrys Chaos,Hard Case Watson,Foul Play,Off Switch
04-01-2023 13:02:27.126886,"(1.35, 1.52, 1.44)","(19.0, 48.0, 37.3125)","(3.7, 6.8, 4.966666666666667)","(8.5, 14.5, 12.75)","(31.0, 330.0, 82.5)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:28.067972,"(1.35, 1.52, 1.44)","(19.0, 48.0, 37.3125)","(3.7, 6.8, 4.966666666666667)","(8.5, 14.5, 12.75)","(31.0, 330.0, 82.5)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:28.985637,"(1.35, 1.52, 1.44)","(19.0, 48.0, 37.3125)","(3.7, 6.8, 4.966666666666667)","(8.5, 14.5, 12.75)","(31.0, 330.0, 82.5)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:29.859194,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 37.3125)","(3.7, 7.0, 4.692307692307692)","(8.5, 14.5, 12.75)","(31.0, 330.0, 82.5)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:30.776869,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 37.3125)","(3.7, 7.0, 4.692307692307692)","(8.5, 14.5, 12.75)","(31.0, 330.0, 82.5)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:31.723105,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 37.3125)","(3.7, 7.0, 4.692307692307692)","(8.5, 18.5, 15.6875)","(31.0, 330.0, 82.5)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:32.664183,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 35.14285714285714)","(3.7, 7.0, 4.692307692307692)","(8.5, 18.5, 14.9375)","(31.0, 330.0, 105.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:33.547335,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 35.14285714285714)","(3.7, 7.0, 4.692307692307692)","(8.5, 18.5, 14.9375)","(31.0, 330.0, 105.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:34.398141,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 35.14285714285714)","(3.7, 7.0, 4.692307692307692)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 105.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:35.326707,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 4.692307692307692)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 105.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:36.322200,"(1.35, 1.52, 1.3777777777777778)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 105.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:37.273307,"(1.35, 1.52, 1.4461538461538461)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 105.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:38.240998,"(1.35, 1.52, 1.4461538461538461)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:39.199658,"(1.35, 1.52, 1.4461538461538461)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:40.200337,"(1.35, 1.52, 1.4461538461538461)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:41.170894,"(1.35, 1.53, 1.5083333333333333)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:42.048849,"(1.35, 1.55, 1.525)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:42.938476,"(1.35, 1.55, 1.525)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.106060606060606)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:43.904848,"(1.35, 1.55, 1.455)","(19.0, 48.0, 35.35714285714286)","(3.7, 7.0, 5.214285714285714)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:44.858296,"(1.35, 1.55, 1.455)","(19.0, 48.0, 33.25)","(3.7, 7.0, 5.214285714285714)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:45.726045,"(1.35, 1.55, 1.455)","(19.0, 48.0, 33.25)","(3.7, 7.0, 5.214285714285714)","(8.5, 18.5, 11.524999999999999)","(31.0, 330.0, 87.0)","(13.0, 36.0, 32.888888888888886)"
04-01-2023 13:02:46.597378,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.2)","(3.7, 7.0, 5.214285714285714)","(8.5, 18.5, 16.01818181818182)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:47.497590,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.2)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 16.01818181818182)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:48.399702,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.1625)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:49.326884,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.3125)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:50.248002,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.3125)","(31.0, 330.0, 90.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:51.217983,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.3125)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:52.224449,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 105.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:53.149524,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 82.5)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:54.082152,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:55.177569,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:56.110713,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:57.059021,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:57.963190,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:58.845080,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:02:59.778203,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:03:00.815429,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:03:01.774390,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:03:02.707246,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 87.0)","(13.0, 36.0, 27.333333333333332)"
04-01-2023 13:03:03.651593,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 22.444444444444443)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.071428571428571)","(31.0, 330.0, 256.25)","(13.0, 36.0, 31.2)"
04-01-2023 13:03:04.620387,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 269.0)","(14.0, 36.0, 31.2)"
04-01-2023 13:03:05.627411,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 269.0)","(14.0, 36.0, 31.2)"
04-01-2023 13:03:06.512868,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 195.0)","(14.0, 36.0, 31.6)"
04-01-2023 13:03:07.497015,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 270.0)","(14.0, 36.0, 31.6)"
04-01-2023 13:03:08.493760,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 270.0)","(14.0, 36.0, 31.6)"
04-01-2023 13:03:09.464340,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 270.0)","(14.0, 36.0, 32.0)"
04-01-2023 13:03:10.365717,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 270.0)","(14.0, 36.0, 32.0)"
04-01-2023 13:03:11.201745,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.833333333333334)","(31.0, 320.0, 270.0)","(14.0, 36.0, 32.0)"
04-01-2023 13:03:12.077662,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 21.81818181818182)","(3.7, 7.0, 4.7142857142857135)","(8.5, 18.5, 15.528571428571428)","(31.0, 320.0, 270.0)","(14.0, 36.0, 28.0)"
04-01-2023 13:03:12.998568,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 34.5)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 320.0, 270.0)","(14.0, 36.0, 28.0)"
04-01-2023 13:03:13.982935,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 34.5)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 320.0, 270.0)","(14.0, 36.0, 34.333333333333336)"
04-01-2023 13:03:15.006012,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 34.5)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 320.0, 150.0)","(14.0, 36.0, 36.0)"
04-01-2023 13:03:15.994695,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 34.5)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.0)"
04-01-2023 13:03:16.942840,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 34.5)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:17.850297,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:18.718769,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:19.744537,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:20.841428,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:21.780612,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:22.636499,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:23.527283,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:24.385051,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:25.228796,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:26.159059,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:27.055664,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:27.956767,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 18.5, 15.528571428571428)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.15384615384615)"
04-01-2023 13:03:28.854809,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 17.5, 14.928571428571429)","(31.0, 330.0, 150.0)","(14.0, 38.0, 33.6)"
04-01-2023 13:03:29.785482,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 24.166666666666668)","(3.7, 7.0, 5.8)","(8.5, 17.5, 14.928571428571429)","(31.0, 330.0, 150.0)","(14.0, 38.0, 35.25)"
04-01-2023 13:03:30.628907,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 30.625)","(3.7, 7.0, 5.8)","(8.5, 17.5, 14.928571428571429)","(31.0, 330.0, 150.0)","(14.0, 38.0, 35.25)"
04-01-2023 13:03:31.547200,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 30.625)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.77777777777778)"
04-01-2023 13:03:32.535213,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 33.05555555555556)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.8421052631579)"
04-01-2023 13:03:33.602459,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 34.75)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.8421052631579)"
04-01-2023 13:03:34.555046,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 34.75)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:35.458977,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 43.3695652173913)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:36.396911,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:37.533087,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 150.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:38.537071,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 162.85714285714286)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:39.509209,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:40.560653,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.8421052631579)"
04-01-2023 13:03:41.607807,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.8421052631579)"
04-01-2023 13:03:42.523086,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.8421052631579)"
04-01-2023 13:03:43.436859,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.8421052631579)"
04-01-2023 13:03:44.361057,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.8421052631579)"
04-01-2023 13:03:45.366518,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:46.408776,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:47.409039,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:48.515311,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:49.548354,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:50.579868,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:51.491233,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:52.371064,"(1.35, 1.55, 1.5183333333333333)","(19.0, 46.0, 26.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.53333333333333)"
04-01-2023 13:03:53.364170,"(1.35, 1.55, 1.5183333333333333)","(19.0, 55.0, 25.833333333333332)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:03:54.407808,"(1.35, 1.55, 1.5183333333333333)","(19.0, 55.0, 24.375)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:03:55.429570,"(1.35, 1.55, 1.5183333333333333)","(19.0, 55.0, 24.375)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 195.0)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:03:56.471324,"(1.35, 1.55, 1.5183333333333333)","(19.0, 55.0, 24.375)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 189.375)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:03:57.464438,"(1.35, 1.55, 1.5183333333333333)","(19.0, 55.0, 24.375)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 189.375)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:03:58.530308,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 27.5)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 189.375)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:03:59.528867,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 189.375)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:00.458358,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 5.8)","(8.5, 17.5, 15.58)","(31.0, 330.0, 189.375)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:01.387942,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 4.8999999999999995)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:02.499345,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 4.726315789473684)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:03.510507,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 4.726315789473684)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:04.496413,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 7.0, 5.08)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:05.469773,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 6.8, 5.04)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:06.474088,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 6.8, 5.04)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:07.472848,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 6.8, 5.04)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:08.459278,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 6.8, 5.04)","(8.5, 17.5, 15.58)","(31.0, 330.0, 189.375)","(14.0, 38.0, 36.46153846153846)"
04-01-2023 13:04:09.404165,"(1.35, 1.55, 1.5183333333333333)","(19.0, 50.0, 25.0)","(3.7, 6.8, 5.04)","(8.5, 17.5, 15.58)","(31.0, 330.0, 197.6470588235294)","(14.0, 38.0, 36.46153846153846)"
