,Goldstar Toby,Grande Vue Ace,Calculated Risk,Quetzal Bale,Locky Balboa,Goldstar Austin,Replica Rebel
09-01-2023 09:48:05.529386,"(3.1, 6.6, 3.8265624999999996)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.8, 3.902068965517241)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:06.505726,"(3.1, 6.6, 3.8265624999999996)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.8, 3.902068965517241)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:07.592508,"(3.1, 6.6, 3.8265624999999996)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.8, 3.902068965517241)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:08.634667,"(3.1, 6.6, 3.8265624999999996)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.8, 3.902068965517241)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:09.631719,"(3.1, 6.6, 3.8265624999999996)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.8, 3.902068965517241)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:10.782537,"(3.1, 6.6, 3.8265624999999996)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.8, 3.902068965517241)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:11.818017,"(3.1, 6.6, 3.8265624999999996)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.8, 4.552941176470588)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:12.843913,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:13.821559,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.019322033898305)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:14.794889,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:15.753356,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:16.691523,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:17.730529,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:18.722120,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:19.691556,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:20.621899,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:21.625332,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:22.563769,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:23.534373,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:24.563170,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:25.648256,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.457196261682244)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:26.642266,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:27.611740,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:28.761384,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:29.761747,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:30.814988,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:31.842545,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.824324324324323)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:32.878174,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.824324324324323)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:33.807897,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.824324324324323)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:34.786574,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.824324324324323)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:35.754759,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.824324324324323)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:36.756042,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.824324324324323)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:37.726383,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.824324324324323)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:38.738937,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:39.769384,"(3.1, 8.2, 4.212903225806452)","(2.8, 8.0, 7.023050847457627)","(3.0, 6.6, 4.470588235294118)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:40.787487,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.6, 5.294117647058823)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:41.724321,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:42.665411,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:43.666321,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:44.676511,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:45.650845,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:46.685128,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.333333333333334)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:47.774775,"(3.1, 8.0, 4.7825)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:48.924710,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:49.932279,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:50.924205,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:51.920926,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:52.959202,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 7.030508474576271)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:54.014020,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 4.834444444444443)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:55.112014,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 4.834444444444443)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:56.072771,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 4.834444444444443)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:57.069390,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 4.834444444444443)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:58.082746,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 4.834444444444443)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:48:59.152282,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:00.123306,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:01.133673,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:02.168757,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:03.190173,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:04.113149,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 16.400000000000002)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:05.082833,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:06.050201,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:07.060577,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:08.080027,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:09.116627,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.0473684210526315)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:10.211333,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:11.244640,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:12.247359,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:13.258525,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:14.250286,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 15.864864864864865)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:15.202990,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:16.166893,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:17.088239,"(3.1, 7.4, 4.032258064516129)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:18.063664,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:19.084840,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:20.088989,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:21.155324,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:22.143321,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 5.058947368421053)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:23.104522,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 6.986428571428572)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:24.106623,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 6.986428571428572)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:25.061212,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 6.986428571428572)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:25.976478,"(3.1, 7.2, 3.987096774193548)","(2.8, 8.0, 6.986428571428572)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:27.077117,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:28.018806,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:29.010280,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:30.152408,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:31.227318,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:32.244976,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:33.360966,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:34.469095,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
09-01-2023 09:49:35.506719,"(3.1, 7.4, 3.9455882352941174)","(2.8, 8.0, 7.426274509803923)","(3.0, 8.4, 4.288275862068966)","(21.0, 240.0, 117.22222222222223)","(31.0, 340.0, 117.85714285714286)","(5.5, 23.0, 8.416666666666666)","(16.0, 200.0, 107.25)"
