,Rosas Legend,Black Magic Ryno,Blazing Brothers,County Mist,Best Mate,Atomic Hope,Baby Thor,Over Load
11-01-2023 22:01:14.394329,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:15.638717,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:16.855333,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:18.107127,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:19.439398,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:20.685622,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:21.971097,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:23.350789,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:24.631893,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:26.135780,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:27.395649,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:28.624590,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:29.872337,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:31.094667,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:32.309522,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:33.495988,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:34.685898,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:35.843345,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:37.021851,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:38.239448,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:39.443530,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:40.613375,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 10.5, 8.916666666666666)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 9.916666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:41.804397,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:42.951841,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:44.132067,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:45.255889,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:46.346059,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:47.390361,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:48.386143,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:49.351640,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:50.352447,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:51.366626,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:52.453088,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:53.517971,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:54.631809,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:55.697738,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:56.757283,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:57.885999,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:01:58.986926,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:00.071912,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:01.172904,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.568965517241379)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 16.305555555555557)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:02.238004,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 10.5, 8.452173913043477)","(2.25, 3.4, 2.5733333333333333)","(8.0, 19.5, 14.066666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:03.325977,"(2.8, 5.0, 3.6254545454545455)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 14.066666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:04.464389,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 14.066666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:05.508817,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 14.066666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:06.557511,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 14.066666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:07.588813,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 14.066666666666666)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:08.640848,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:09.682681,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:10.669395,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:11.700527,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:12.661781,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:13.877576,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 28.384615384615387)","(5.0, 9.2, 8.452173913043477)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:15.158269,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:16.349465,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:17.454873,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:18.594662,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:19.621175,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:20.683341,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:21.790865,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:22.857374,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:23.904039,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.64)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:24.942285,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.25)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:25.976017,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:26.959071,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:28.041253,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:29.035374,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:30.064725,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:31.086680,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:32.202804,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:33.308400,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:34.400675,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:35.561846,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:36.686421,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:37.740583,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:38.842343,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:39.959680,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
11-01-2023 22:02:41.034653,"(2.8, 5.0, 3.6559999999999997)","(31.0, 120.0, 54.285714285714285)","(18.0, 55.0, 37.27272727272727)","(13.0, 38.0, 29.5)","(5.0, 9.2, 8.613333333333333)","(2.25, 3.4, 2.2462222222222223)","(8.0, 15.0, 10.333333333333334)","(31.0, 220.0, 82.85714285714286)"
