,Gulmarg,Jang Pel,Lara Bay,Galvarino,All Star Magician,Sweet Jasmine,Toro Delago Nz,Betting Baron,Getaloadathisbro
14-12-2022 19:30:49.030419,"(3.1, 4.6, 4.266666666666667)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 41.0)","(11.0, 14.5, 13.75)","(8.5, 12.0, 9.666666666666666)","(12.0, 15.5, 13.625)","(9.0, 99999, 99990)","(5.5, 7.2, 6.9)","(5.5, 7.0, 6.463157894736843)"
14-12-2022 19:30:50.185131,"(3.1, 4.6, 4.266666666666667)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 41.0)","(11.0, 14.5, 14.166666666666666)","(8.5, 12.0, 9.666666666666666)","(12.0, 15.5, 13.625)","(9.0, 99999, 99990)","(5.5, 7.2, 6.9)","(5.5, 7.0, 6.463157894736843)"
14-12-2022 19:30:51.361443,"(3.1, 4.6, 3.808333333333333)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.5, 14.0)","(8.5, 12.0, 9.666666666666666)","(12.0, 15.5, 13.5)","(9.0, 99999, 99990)","(5.5, 7.2, 6.5)","(5.5, 7.0, 6.463157894736843)"
14-12-2022 19:30:52.610279,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.5, 14.0)","(8.5, 12.0, 9.666666666666666)","(12.0, 16.0, 13.5)","(9.0, 99999, 99990)","(5.5, 8.0, 6.5)","(5.5, 7.0, 6.463157894736843)"
14-12-2022 19:30:53.724038,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.5, 14.0)","(8.5, 12.0, 9.666666666666666)","(12.0, 16.0, 13.375)","(9.0, 99999, 99990)","(5.5, 8.0, 6.5)","(5.5, 7.0, 6.463157894736843)"
14-12-2022 19:30:54.820770,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.5, 14.0)","(8.5, 12.0, 9.666666666666666)","(12.0, 16.0, 13.5)","(9.0, 99999, 99990)","(5.5, 7.8, 6.428571428571429)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:30:55.895880,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 9.56111111111111)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.5, 14.0)","(8.5, 12.0, 9.666666666666666)","(12.0, 16.0, 13.5)","(9.0, 99999, 99990)","(5.5, 7.8, 6.428571428571429)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:30:57.037588,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 10.0125)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.5, 13.5)","(8.5, 12.0, 9.666666666666666)","(12.0, 16.0, 13.227272727272727)","(9.0, 99999, 99990)","(5.5, 7.8, 7.0)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:30:58.147277,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 10.0125)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.0, 13.5)","(8.5, 12.0, 9.666666666666666)","(12.0, 15.5, 13.227272727272727)","(9.0, 99999, 99990)","(5.5, 7.8, 7.0)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:30:59.260318,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.0, 13.5)","(8.5, 12.0, 9.666666666666666)","(12.0, 15.5, 13.227272727272727)","(9.0, 99999, 99990)","(5.5, 7.8, 7.0)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:00.450282,"(3.1, 4.4, 4.033333333333333)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.57142857142857)","(11.0, 14.0, 13.4)","(8.5, 12.0, 9.666666666666666)","(12.0, 15.5, 12.9)","(9.0, 99999, 99990)","(5.5, 7.8, 7.0)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:01.605667,"(3.1, 4.1, 3.8758620689655174)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.0)","(11.0, 14.0, 13.4)","(8.0, 12.0, 9.666666666666666)","(12.0, 15.0, 13.75)","(9.0, 99999, 99990)","(5.5, 7.8, 7.0)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:02.800156,"(3.1, 4.1, 3.8758620689655174)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.0)","(11.0, 14.0, 13.4)","(8.0, 12.0, 9.666666666666666)","(12.0, 15.0, 13.214285714285714)","(9.0, 99999, 99990)","(5.5, 7.8, 6.533333333333333)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:03.937790,"(3.1, 4.1, 3.8758620689655174)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.0)","(11.0, 15.5, 14.25)","(8.0, 12.0, 9.666666666666666)","(12.0, 14.5, 13.0)","(9.0, 99999, 99990)","(5.5, 7.6, 6.533333333333333)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:05.158640,"(3.1, 3.85, 3.3954545454545455)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 40.0)","(11.0, 15.0, 13.923076923076923)","(8.0, 12.0, 10.133333333333333)","(12.0, 14.5, 13.3)","(9.0, 99999, 99990)","(5.5, 7.4, 7.050000000000001)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:06.309071,"(3.1, 3.8, 3.7666666666666666)","(7.0, 10.5, 10.283333333333333)","(26.0, 42.0, 31.166666666666668)","(11.0, 15.0, 14.2)","(8.0, 13.0, 11.1)","(12.0, 14.5, 13.3)","(9.0, 99999, 99990)","(5.5, 7.4, 7.050000000000001)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:07.483023,"(3.1, 3.8, 3.761111111111111)","(7.0, 10.5, 10.283333333333333)","(26.0, 40.0, 30.833333333333332)","(11.0, 15.0, 14.2)","(8.0, 13.0, 11.416666666666666)","(12.0, 14.5, 13.3)","(9.0, 99999, 99990)","(5.5, 7.2, 6.485714285714286)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:08.674968,"(3.1, 3.8, 3.625)","(7.0, 10.5, 10.283333333333333)","(26.0, 40.0, 30.833333333333332)","(11.0, 14.5, 13.75)","(8.0, 13.0, 11.416666666666666)","(12.0, 14.5, 13.3)","(9.0, 99999, 99990)","(5.5, 7.2, 6.485714285714286)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:09.869808,"(3.1, 3.8, 3.625)","(7.0, 10.5, 10.283333333333333)","(26.0, 40.0, 30.833333333333332)","(11.0, 14.5, 13.75)","(8.0, 13.0, 11.416666666666666)","(12.0, 14.5, 14.431818181818182)","(9.0, 99999, 99990)","(5.5, 7.2, 6.6)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:11.058547,"(3.1, 3.8, 3.625)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 14.5, 13.75)","(8.0, 13.0, 11.416666666666666)","(11.0, 15.5, 15.363636363636363)","(9.0, 99999, 99990)","(5.5, 7.0, 6.6)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:12.141077,"(3.1, 3.8, 3.7636363636363637)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 14.5, 13.75)","(8.0, 13.0, 11.416666666666666)","(11.0, 15.5, 15.363636363636363)","(9.0, 99999, 99990)","(5.5, 7.0, 6.8)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:13.359279,"(3.1, 3.8, 3.7027777777777775)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 14.5, 13.75)","(8.0, 13.0, 11.416666666666666)","(11.0, 15.5, 14.6)","(9.0, 99999, 99990)","(5.5, 7.0, 6.65)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:14.571085,"(3.1, 3.8, 3.707894736842105)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 15.0, 14.2)","(8.0, 13.0, 10.0)","(11.0, 15.5, 15.125)","(9.0, 99999, 99990)","(5.5, 6.8, 6.5)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:15.828662,"(3.1, 3.8, 3.7204545454545452)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 12.5, 11.34)","(8.0, 13.0, 11.642857142857142)","(11.0, 15.5, 15.125)","(9.0, 99999, 99990)","(5.5, 6.8, 6.5)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:17.061170,"(3.1, 3.85, 3.73)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 12.5, 11.34)","(8.0, 13.0, 11.416666666666666)","(11.0, 15.5, 14.9375)","(9.0, 99999, 99990)","(5.5, 6.8, 7.571428571428571)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:18.245601,"(3.1, 3.85, 3.73)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 12.5, 11.34)","(8.0, 13.0, 11.416666666666666)","(11.0, 15.5, 15.125)","(9.0, 99999, 99990)","(5.5, 7.8, 7.072727272727272)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:19.364894,"(3.1, 3.85, 3.73)","(7.0, 10.5, 10.283333333333333)","(21.0, 40.0, 30.833333333333332)","(11.0, 12.5, 11.34)","(8.0, 13.0, 11.416666666666666)","(11.0, 15.5, 15.05)","(9.0, 99999, 99990)","(5.5, 7.8, 6.7)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:20.460920,"(3.1, 3.85, 3.73)","(7.0, 10.5, 9.719999999999999)","(21.0, 40.0, 30.833333333333332)","(11.0, 12.5, 11.25)","(8.0, 13.0, 10.428571428571429)","(11.0, 15.5, 15.05)","(9.0, 99999, 99990)","(5.5, 7.2, 6.7)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:21.591739,"(3.1, 3.85, 3.73)","(7.0, 10.5, 9.459999999999999)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.5)","(8.0, 13.0, 11.363636363636363)","(11.0, 15.5, 15.178571428571429)","(9.0, 99999, 99990)","(5.5, 7.2, 6.7)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:22.751511,"(3.1, 3.85, 3.73)","(7.0, 10.5, 9.459999999999999)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.5)","(8.0, 13.0, 11.363636363636363)","(11.0, 15.5, 15.178571428571429)","(9.0, 99999, 99990)","(5.5, 7.2, 6.7)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:23.975310,"(3.1, 3.85, 3.7346153846153847)","(7.0, 10.0, 9.714285714285714)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.0, 12.5)","(8.0, 12.0, 10.08)","(11.0, 15.5, 15.05)","(9.0, 99999, 99990)","(5.5, 7.0, 6.8)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:25.101121,"(3.1, 3.85, 3.7346153846153847)","(7.0, 10.0, 9.714285714285714)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.875)","(8.0, 12.0, 10.08)","(11.0, 15.5, 15.05)","(9.0, 99999, 99990)","(5.5, 7.0, 6.8)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:26.231142,"(3.1, 3.85, 3.7346153846153847)","(7.0, 10.0, 9.714285714285714)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.875)","(8.0, 12.0, 10.28888888888889)","(11.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 7.0, 6.65)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:27.569545,"(3.1, 3.85, 3.668181818181818)","(7.0, 10.0, 9.714285714285714)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.25)","(8.0, 12.0, 10.28888888888889)","(11.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.65)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:28.761367,"(3.1, 3.85, 3.668181818181818)","(7.0, 9.8, 9.266666666666667)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.25)","(8.0, 12.0, 10.350000000000001)","(11.0, 15.5, 14.375)","(9.0, 99999, 99990)","(5.5, 6.8, 6.65)","(5.5, 7.0, 6.4750000000000005)"
14-12-2022 19:31:30.016692,"(3.1, 3.85, 3.713636363636364)","(7.0, 9.8, 9.266666666666667)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.25)","(8.0, 12.0, 10.28888888888889)","(11.0, 15.0, 14.090909090909092)","(9.0, 99999, 99990)","(5.5, 6.8, 6.6)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:31.224065,"(3.1, 3.85, 3.713636363636364)","(7.0, 9.8, 9.072727272727272)","(21.0, 40.0, 30.833333333333332)","(11.0, 13.5, 12.25)","(8.0, 12.0, 10.307692307692308)","(11.0, 15.0, 14.090909090909092)","(9.0, 99999, 99990)","(5.5, 7.0, 6.927272727272728)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:32.373215,"(3.1, 3.85, 3.713636363636364)","(7.0, 9.8, 9.133333333333333)","(21.0, 40.0, 30.833333333333332)","(9.0, 13.5, 12.25)","(8.0, 12.0, 10.307692307692308)","(12.0, 14.5, 15.5)","(9.0, 99999, 99990)","(5.5, 7.0, 6.6909090909090905)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:33.524818,"(3.1, 3.85, 3.7346153846153847)","(7.0, 9.8, 9.3)","(21.0, 40.0, 30.833333333333332)","(9.0, 13.5, 12.25)","(8.5, 12.0, 10.307692307692308)","(12.0, 18.0, 16.041666666666668)","(9.0, 99999, 99990)","(5.5, 6.8, 7.428571428571429)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:34.726938,"(3.1, 3.85, 3.73)","(7.0, 10.0, 9.85)","(21.0, 40.0, 30.833333333333332)","(9.0, 13.5, 12.25)","(8.5, 12.0, 11.075)","(12.0, 17.5, 16.041666666666668)","(9.0, 99999, 99990)","(5.5, 8.0, 7.66)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:35.907892,"(3.1, 3.85, 3.73)","(7.0, 10.0, 9.85)","(21.0, 40.0, 30.833333333333332)","(9.0, 13.5, 12.710526315789474)","(8.5, 11.5, 10.7)","(12.0, 17.5, 15.235294117647058)","(9.0, 99999, 99990)","(5.5, 7.8, 7.171428571428571)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:37.154403,"(3.1, 3.85, 3.73)","(7.0, 10.0, 9.788235294117648)","(21.0, 40.0, 30.833333333333332)","(9.0, 13.5, 12.710526315789474)","(8.5, 11.0, 10.7)","(12.0, 17.0, 15.235294117647058)","(9.0, 99999, 99990)","(5.5, 7.6, 6.933333333333334)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:38.405927,"(3.1, 3.85, 3.73)","(7.0, 10.0, 9.625)","(21.0, 40.0, 30.833333333333332)","(9.0, 13.5, 12.617647058823529)","(8.5, 11.0, 10.325)","(12.0, 17.0, 15.076923076923077)","(9.0, 99999, 99990)","(5.5, 7.6, 7.085714285714285)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:39.709763,"(3.1, 3.85, 3.73)","(7.5, 10.5, 9.441176470588236)","(21.0, 40.0, 30.833333333333332)","(10.0, 13.5, 12.617647058823529)","(8.0, 10.5, 10.181818181818182)","(12.0, 17.0, 15.076923076923077)","(9.0, 99999, 99990)","(5.5, 7.6, 7.085714285714285)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:40.968854,"(3.1, 3.85, 3.7666666666666666)","(7.5, 10.0, 9.263157894736842)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.5, 12.333333333333334)","(8.0, 11.5, 10.771428571428572)","(12.0, 17.0, 15.5)","(9.0, 99999, 99990)","(5.5, 7.6, 7.085714285714285)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:42.225196,"(3.1, 4.1, 3.8065217391304347)","(7.5, 10.0, 9.263157894736842)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.5, 12.333333333333334)","(8.0, 11.5, 10.5)","(12.0, 18.0, 16.5)","(9.0, 99999, 99990)","(5.5, 7.6, 7.085714285714285)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:43.429179,"(3.1, 4.0, 3.953333333333333)","(7.5, 10.0, 9.263157894736842)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.5, 12.333333333333334)","(8.0, 11.0, 10.5)","(12.0, 17.5, 15.7)","(9.0, 99999, 99990)","(5.5, 7.6, 7.085714285714285)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:44.597864,"(3.1, 4.0, 3.889473684210526)","(7.5, 10.0, 9.263157894736842)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.5, 12.333333333333334)","(8.0, 11.0, 10.72)","(12.0, 17.5, 16.884615384615383)","(9.0, 99999, 99990)","(5.5, 7.6, 7.085714285714285)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:45.701405,"(3.1, 4.0, 3.7838235294117646)","(7.5, 10.0, 9.657142857142857)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.5, 12.333333333333334)","(8.0, 11.0, 10.55)","(12.0, 17.5, 17.625)","(9.0, 99999, 99990)","(5.5, 7.6, 6.64)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:46.842488,"(3.1, 3.9, 3.781578947368421)","(7.5, 10.5, 10.052631578947368)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.0, 11.333333333333334)","(8.0, 11.5, 10.55)","(12.0, 18.0, 17.625)","(9.0, 99999, 99990)","(5.5, 7.6, 6.64)","(5.5, 7.0, 6.444444444444445)"
14-12-2022 19:31:47.992203,"(3.2, 3.9, 3.781578947368421)","(7.5, 10.0, 9.916666666666666)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.0, 11.75)","(8.0, 10.5, 10.2)","(12.0, 21.0, 20.0)","(9.0, 99999, 99990)","(5.5, 7.4, 6.8545454545454545)","(5.5, 7.0, 6.64)"
14-12-2022 19:31:49.187125,"(3.2, 3.9, 3.781578947368421)","(7.5, 10.5, 10.35)","(21.0, 40.0, 30.833333333333332)","(10.0, 12.0, 11.75)","(8.0, 10.5, 10.2)","(12.0, 23.0, 21.428571428571427)","(9.0, 99999, 99990)","(5.5, 7.4, 6.8545454545454545)","(5.5, 6.8, 6.4799999999999995)"
14-12-2022 19:31:50.343573,"(3.2, 3.9, 3.781578947368421)","(7.5, 10.5, 10.375)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.75)","(8.0, 10.5, 10.05)","(12.0, 22.0, 21.454545454545453)","(9.0, 99999, 99990)","(5.5, 7.4, 7.04)","(5.5, 6.6, 6.4799999999999995)"
14-12-2022 19:31:51.505881,"(3.2, 3.9, 3.781578947368421)","(7.5, 10.5, 10.375)","(21.0, 42.0, 35.5)","(10.0, 12.0, 11.75)","(8.0, 10.5, 10.275)","(12.0, 22.0, 20.8)","(9.0, 99999, 99990)","(5.5, 7.4, 6.65)","(5.5, 6.6, 6.449999999999999)"
14-12-2022 19:31:52.657151,"(3.2, 3.9, 3.7875)","(7.5, 10.0, 9.384615384615383)","(21.0, 42.0, 31.166666666666668)","(10.0, 12.0, 11.625)","(8.0, 10.5, 10.325)","(12.0, 22.0, 20.8)","(9.0, 99999, 99990)","(5.5, 7.4, 7.771428571428571)","(5.5, 6.6, 6.15)"
14-12-2022 19:31:53.997024,"(3.2, 3.9, 3.781578947368421)","(7.5, 10.0, 9.529411764705882)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.625)","(8.0, 10.5, 10.307692307692308)","(12.0, 22.0, 20.0)","(9.0, 99999, 99990)","(5.5, 8.0, 7.428571428571429)","(5.5, 6.6, 6.066666666666666)"
14-12-2022 19:31:55.404899,"(3.2, 3.9, 3.7888888888888888)","(7.5, 10.0, 10.3375)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.903703703703703)","(8.0, 12.0, 10.255172413793105)","(13.0, 22.0, 20.142857142857142)","(9.0, 99999, 99990)","(5.5, 8.0, 7.3)","(5.5, 6.6, 6.333333333333333)"
14-12-2022 19:31:56.662666,"(3.2, 3.9, 3.7888888888888888)","(7.5, 10.5, 10.3375)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.711111111111112)","(8.0, 12.0, 9.7)","(13.0, 21.0, 19.666666666666668)","(9.0, 99999, 99990)","(5.5, 7.8, 7.3)","(5.5, 6.6, 6.333333333333333)"
14-12-2022 19:31:57.803311,"(3.2, 3.9, 3.7888888888888888)","(7.5, 10.5, 10.133333333333333)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.755555555555556)","(8.0, 11.0, 9.7)","(13.0, 21.0, 19.666666666666668)","(9.0, 99999, 99990)","(5.5, 7.8, 7.533333333333333)","(5.5, 6.6, 6.050000000000001)"
14-12-2022 19:31:58.885224,"(3.2, 3.9, 3.74)","(7.5, 10.5, 10.05)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.25)","(8.0, 10.5, 9.354545454545455)","(13.0, 21.0, 18.789473684210527)","(9.0, 99999, 99990)","(5.5, 8.0, 6.714285714285714)","(5.5, 6.8, 6.1)"
14-12-2022 19:32:00.174264,"(3.2, 3.9, 3.7888888888888888)","(7.5, 10.5, 10.342857142857143)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.25)","(8.0, 10.5, 10.2)","(13.0, 21.0, 18.666666666666668)","(9.0, 99999, 99990)","(5.5, 8.0, 7.3999999999999995)","(5.5, 6.8, 6.1000000000000005)"
14-12-2022 19:32:01.517607,"(3.2, 3.9, 3.74)","(7.5, 10.5, 10.32)","(21.0, 40.0, 34.5)","(10.0, 12.0, 11.8125)","(8.0, 10.5, 10.775)","(13.0, 21.0, 18.666666666666668)","(9.0, 99999, 99990)","(5.5, 7.6, 6.963636363636364)","(5.5, 6.8, 6.333333333333333)"
14-12-2022 19:32:02.827117,"(3.2, 3.9, 3.7896551724137932)","(7.5, 10.5, 10.418181818181818)","(21.0, 40.0, 32.666666666666664)","(10.0, 12.0, 11.75)","(8.0, 11.0, 10.742857142857142)","(13.0, 21.0, 18.789473684210527)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 6.8, 6.266666666666667)"
14-12-2022 19:32:04.058052,"(3.2, 3.9, 3.7720000000000002)","(7.5, 10.5, 10.371428571428572)","(21.0, 40.0, 32.666666666666664)","(10.0, 12.0, 11.75)","(8.0, 11.0, 10.742857142857142)","(13.0, 21.0, 18.789473684210527)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 6.8, 6.266666666666667)"
14-12-2022 19:32:05.354334,"(3.2, 3.9, 3.7857142857142856)","(7.5, 10.5, 10.371428571428572)","(21.0, 42.0, 33.333333333333336)","(10.0, 12.0, 11.842857142857143)","(8.0, 11.0, 10.1)","(13.0, 21.0, 19.0)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 6.8, 6.45)"
14-12-2022 19:32:06.590463,"(3.2, 3.9, 3.7814814814814817)","(7.5, 10.5, 10.418181818181818)","(21.0, 40.0, 32.666666666666664)","(10.0, 12.0, 11.4)","(8.0, 11.0, 10.2)","(13.0, 21.0, 19.0)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 6.8, 6.45)"
14-12-2022 19:32:07.770767,"(3.2, 3.9, 3.817241379310345)","(7.5, 10.5, 10.418181818181818)","(21.0, 40.0, 32.666666666666664)","(10.0, 12.0, 10.75)","(8.0, 11.0, 10.8)","(13.0, 21.0, 19.0)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 6.8, 6.434782608695652)"
14-12-2022 19:32:08.931394,"(3.2, 3.9, 3.804)","(7.5, 10.5, 10.418181818181818)","(21.0, 42.0, 33.333333333333336)","(10.0, 12.0, 10.75)","(8.0, 11.0, 10.825)","(13.0, 21.0, 19.0)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 6.8, 6.434782608695652)"
14-12-2022 19:32:10.139133,"(3.2, 3.9, 3.804)","(7.5, 10.5, 9.85)","(21.0, 42.0, 33.333333333333336)","(10.0, 12.0, 10.928571428571429)","(8.0, 11.0, 10.8)","(13.0, 21.0, 22.0)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 6.8, 7.128571428571429)"
14-12-2022 19:32:11.326178,"(3.2, 3.6, 3.5246575342465754)","(7.5, 10.5, 9.571428571428571)","(21.0, 42.0, 30.857142857142858)","(10.0, 12.0, 11.375)","(8.0, 11.0, 10.4)","(13.0, 24.0, 23.0)","(9.0, 99999, 99990)","(5.5, 7.6, 7.2)","(5.5, 7.2, 7.128571428571429)"
14-12-2022 19:32:12.550572,"(3.2, 3.6, 3.56015625)","(7.5, 12.0, 9.833333333333334)","(21.0, 40.0, 32.666666666666664)","(10.0, 12.0, 11.8125)","(8.0, 11.5, 11.1)","(13.0, 24.0, 22.384615384615383)","(9.0, 99999, 99990)","(5.5, 7.6, 7.3428571428571425)","(5.5, 7.2, 6.9714285714285715)"
14-12-2022 19:32:13.751488,"(3.2, 3.6, 3.5574999999999997)","(7.5, 10.5, 10.14)","(21.0, 42.0, 33.333333333333336)","(10.0, 12.0, 11.875)","(8.0, 11.5, 11.1)","(13.0, 24.0, 22.384615384615383)","(9.0, 99999, 99990)","(5.5, 7.8, 7.52)","(5.5, 7.2, 6.857142857142858)"
14-12-2022 19:32:14.987739,"(3.2, 3.6, 3.5574999999999997)","(7.5, 10.5, 10.2)","(21.0, 42.0, 33.333333333333336)","(10.0, 12.0, 11.85)","(8.0, 11.5, 10.75)","(13.0, 24.0, 22.384615384615383)","(9.0, 99999, 99990)","(5.5, 7.8, 7.2615384615384615)","(5.5, 7.2, 6.720000000000001)"
14-12-2022 19:32:16.150398,"(3.2, 3.65, 3.6399999999999997)","(7.5, 10.5, 10.2)","(21.0, 40.0, 32.666666666666664)","(10.0, 12.0, 11.75)","(8.0, 11.5, 11.26923076923077)","(13.0, 24.0, 22.384615384615383)","(9.0, 99999, 99990)","(5.5, 7.6, 7.076923076923077)","(5.5, 7.0, 6.640000000000001)"
14-12-2022 19:32:17.414218,"(3.2, 3.65, 3.6333333333333333)","(7.5, 10.5, 10.2)","(21.0, 40.0, 32.666666666666664)","(10.0, 12.0, 11.85)","(8.0, 11.5, 10.970588235294118)","(13.0, 24.0, 22.384615384615383)","(9.0, 99999, 99990)","(5.5, 8.6, 7.215384615384615)","(5.5, 7.0, 6.640000000000001)"
14-12-2022 19:32:18.769439,"(3.2, 3.85, 3.8000000000000003)","(7.5, 10.5, 10.125)","(21.0, 40.0, 32.0)","(10.0, 12.0, 11.895238095238096)","(8.0, 10.0, 9.914285714285715)","(13.0, 24.0, 23.5)","(9.0, 99999, 99990)","(5.5, 8.4, 7.800000000000001)","(5.5, 7.2, 6.7555555555555555)"
14-12-2022 19:32:20.054006,"(3.1, 3.8, 3.7666666666666666)","(7.5, 10.5, 9.5625)","(21.0, 40.0, 34.22222222222222)","(10.0, 12.0, 11.88421052631579)","(8.0, 11.5, 10.933333333333334)","(15.0, 24.0, 23.5)","(9.0, 99999, 99990)","(6.0, 8.4, 7.957894736842105)","(5.5, 7.2, 6.8)"
