,Oodnadatta Man,Waves Crashing,Big Braveheart,Enraged,Sonic Sammy,Phantom Rex,Laquita Star
05-01-2023 15:05:04.445834,"(9.0, 18.5, 10.5375)","(4.6, 6.8, 5.066666666666666)","(1.8, 2.54, 1.9036363636363638)","(41.0, 230.0, 151.60000000000002)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.734999999999999)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:05.657746,"(9.0, 18.5, 10.5375)","(4.6, 6.8, 5.12)","(1.8, 2.54, 1.8983333333333334)","(41.0, 230.0, 151.60000000000002)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.734999999999999)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:06.865486,"(9.0, 18.5, 10.5375)","(4.6, 6.8, 5.12)","(1.8, 2.54, 1.8983333333333334)","(41.0, 230.0, 151.60000000000002)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.933333333333334)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:07.993809,"(9.0, 18.5, 10.5375)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 1.8983333333333334)","(41.0, 230.0, 151.60000000000002)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.905)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:09.103366,"(9.0, 18.5, 10.5375)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 1.8983333333333334)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.771428571428571)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:10.189428,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.12)","(1.8, 2.54, 1.8983333333333334)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.734999999999999)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:11.295326,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.933333333333334)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:12.456399,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.905)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:13.579267,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.734999999999999)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:14.708456,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.734999999999999)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:15.784246,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.933333333333334)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:16.918303,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.905)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:18.003303,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.905)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:18.960357,"(9.0, 18.0, 10.833333333333334)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.2, 4.905)","(19.0, 60.0, 41.0)"
05-01-2023 15:05:20.002089,"(9.0, 18.0, 10.666666666666666)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:21.130406,"(9.0, 18.0, 14.538461538461538)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:22.319454,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0870588235294116)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:23.452276,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 5.0095238095238095)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:24.486918,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:25.556178,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:26.593614,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:27.710281,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 5.0095238095238095)","(19.0, 60.0, 42.11764705882353)"
05-01-2023 15:05:28.780616,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 37.54545454545455)"
05-01-2023 15:05:29.815956,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:30.780907,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:31.858866,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 5.0095238095238095)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:32.966187,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:33.998945,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:35.038520,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:36.033595,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:37.109504,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:38.243870,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:39.324574,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:40.490592,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.847619047619048)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:41.613522,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 5.0095238095238095)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:42.654510,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:43.589897,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:44.717725,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.795)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:45.991289,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 5.0095238095238095)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:47.274343,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 38.8)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:48.461034,"(9.0, 18.0, 11.0)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 42.0, 28.4)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:49.745492,"(9.0, 18.0, 10.799999999999999)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 174.57142857142858)","(10.0, 29.0, 27.6)","(4.0, 7.6, 4.965)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:51.050394,"(9.0, 18.0, 10.457142857142857)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 28.0, 32.76923076923077)","(4.0, 7.6, 4.795)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:52.223746,"(9.0, 18.0, 10.457142857142857)","(4.6, 6.8, 5.1454545454545455)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 48.0, 29.1)","(4.0, 7.6, 5.0095238095238095)","(19.0, 60.0, 36.869565217391305)"
05-01-2023 15:05:53.290348,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 5.209090909090909)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 48.0, 29.1)","(4.0, 7.6, 4.965)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:05:54.334863,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 48.0, 29.5)","(4.0, 7.6, 4.965)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:05:55.438051,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 32.0, 29.5)","(4.0, 7.6, 5.09047619047619)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:05:56.602117,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 4.6125)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 32.0, 29.5)","(4.0, 7.6, 5.171428571428571)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:05:57.792596,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 5.341666666666667)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 32.0, 28.90909090909091)","(4.0, 7.6, 5.171428571428571)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:05:58.870977,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 5.12)","(1.8, 2.54, 2.0733333333333333)","(41.0, 230.0, 102.0)","(10.0, 48.0, 28.90909090909091)","(4.0, 7.6, 5.252380952380952)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:05:59.875510,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.6, 5.72)","(1.8, 2.54, 2.2218181818181817)","(41.0, 230.0, 102.0)","(10.0, 48.0, 32.5)","(4.0, 7.6, 5.252380952380952)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:06:00.976187,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 4.527272727272727)","(1.8, 2.54, 2.365)","(41.0, 230.0, 102.0)","(10.0, 38.0, 32.5)","(4.0, 7.6, 5.252380952380952)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:06:02.075426,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 4.508333333333333)","(1.8, 2.58, 2.508571428571429)","(41.0, 230.0, 102.0)","(10.0, 38.0, 32.5)","(4.0, 7.6, 5.252380952380952)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:06:03.047233,"(9.0, 18.0, 11.399999999999999)","(4.6, 6.8, 4.508333333333333)","(1.8, 2.62, 2.508571428571429)","(41.0, 230.0, 102.0)","(10.0, 38.0, 32.5)","(4.0, 7.6, 5.252380952380952)","(19.0, 60.0, 25.46666666666667)"
05-01-2023 15:06:04.171849,"(9.0, 18.0, 13.35)","(4.6, 6.8, 5.449999999999999)","(1.8, 2.62, 2.4775)","(41.0, 230.0, 102.0)","(10.0, 38.0, 32.5)","(4.0, 7.6, 6.86)","(19.0, 60.0, 39.0)"
05-01-2023 15:06:05.237053,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.66, 1.9352941176470588)","(41.0, 230.0, 65.42857142857143)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:06.396444,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.66, 1.9185185185185185)","(41.0, 230.0, 98.66666666666666)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:07.597975,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.66, 2.265)","(41.0, 220.0, 98.66666666666666)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:08.803912,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.64, 2.265)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:09.972671,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.64, 2.265)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:11.053320,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.64, 2.265)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:12.155081,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.64, 2.265)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:13.571100,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.64, 2.474)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:14.846388,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.255)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:15.944474,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:16.963028,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:18.081441,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:19.265265,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 6.86)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:20.409224,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:21.495158,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:22.507501,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:23.530184,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:24.536341,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:25.557316,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.25)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:26.495688,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.5912)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:27.497016,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.4425)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:28.596050,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.486)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:29.736721,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:30.882938,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:31.984626,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:33.087800,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:34.069793,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:35.052425,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:36.038210,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:37.118555,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:38.154265,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:39.418801,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:40.445017,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.285)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:41.459092,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.5939285714285716)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:42.451804,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.592962962962963)","(41.0, 220.0, 64.0)","(10.0, 38.0, 32.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:43.427215,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.44)","(41.0, 220.0, 64.0)","(10.0, 28.0, 27.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:44.399641,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.44)","(41.0, 220.0, 64.0)","(10.0, 28.0, 27.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 44.33333333333333)"
05-01-2023 15:06:45.747285,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.255)","(41.0, 220.0, 78.57142857142857)","(10.0, 28.0, 27.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 44.33333333333333)"
05-01-2023 15:06:46.795895,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.255)","(41.0, 220.0, 78.57142857142857)","(10.0, 28.0, 27.5)","(4.0, 7.4, 5.214285714285714)","(19.0, 55.0, 44.33333333333333)"
05-01-2023 15:06:47.942388,"(9.0, 17.5, 13.35)","(4.6, 6.6, 6.344444444444444)","(1.8, 2.62, 2.5)","(41.0, 220.0, 78.57142857142857)","(10.0, 28.0, 27.5)","(4.0, 7.4, 5.634615384615385)","(19.0, 55.0, 44.33333333333333)"
05-01-2023 15:06:48.996632,"(9.0, 17.5, 13.81111111111111)","(4.6, 6.6, 6.45625)","(1.8, 2.62, 2.5)","(41.0, 220.0, 78.57142857142857)","(10.0, 28.0, 27.5)","(4.0, 7.4, 5.634615384615385)","(19.0, 55.0, 39.0)"
05-01-2023 15:06:49.977068,"(9.0, 17.5, 14.34)","(4.6, 6.6, 6.45625)","(1.8, 2.62, 2.5)","(41.0, 220.0, 78.57142857142857)","(10.0, 28.0, 27.5)","(4.0, 7.4, 7.49)","(19.0, 55.0, 44.33333333333333)"
