,Maddie Odd Sock,Pinned Hearts,Renegade Ruslie,Reality Infrared,Mikado Eclipse,All Smiles,Kaths Girl,Smooth Cruiser
86,"[datetime.datetime(2022, 11, 28, 14, 29, 54, 966571), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 29, 54, 967569), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 29, 54, 967569), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 29, 54, 967569), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 29, 54, 967569), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 29, 54, 967569), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 29, 54, 967569), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 29, 54, 967569), 12.0, 70.0]"
87,"[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 29, 56, 112350), 12.0, 70.0]"
88,"[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 29, 57, 253320), 12.0, 70.0]"
89,"[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 29, 58, 400727), 12.0, 70.0]"
90,"[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 29, 59, 528653), 12.0, 70.0]"
91,"[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 0, 664266), 12.0, 70.0]"
92,"[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 1, 788517), 12.0, 70.0]"
93,"[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 2, 921542), 12.0, 70.0]"
94,"[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 4, 49832), 12.0, 70.0]"
95,"[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 5, 189504), 12.0, 70.0]"
96,"[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 6, 314543), 12.0, 70.0]"
97,"[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 7, 444066), 12.0, 70.0]"
98,"[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 8, 568103), 12.0, 70.0]"
99,"[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 9, 700025), 12.0, 70.0]"
100,"[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 10, 834231), 12.0, 70.0]"
101,"[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 11, 962227), 12.0, 70.0]"
102,"[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 13, 101217), 12.0, 70.0]"
103,"[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 14, 226384), 12.0, 70.0]"
104,"[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 15, 361433), 12.0, 70.0]"
105,"[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 16, 488896), 12.0, 70.0]"
106,"[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 17, 620638), 12.0, 70.0]"
107,"[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 18, 750666), 12.0, 70.0]"
108,"[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 19, 897548), 12.0, 70.0]"
109,"[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 21, 35153), 12.0, 70.0]"
110,"[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 22, 184702), 12.0, 70.0]"
111,"[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 23, 335613), 12.0, 70.0]"
112,"[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 24, 485405), 12.0, 70.0]"
113,"[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 25, 652147), 12.0, 70.0]"
114,"[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 26, 855650), 12.0, 70.0]"
115,"[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 28, 65544), 12.0, 70.0]"
116,"[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 29, 233845), 12.0, 70.0]"
117,"[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 30, 449226), 12.0, 70.0]"
118,"[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 31, 632497), 12.0, 70.0]"
119,"[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 32, 804046), 12.0, 70.0]"
120,"[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 33, 941132), 12.0, 70.0]"
121,"[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 35, 74189), 12.0, 70.0]"
122,"[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 36, 205556), 12.0, 70.0]"
123,"[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 37, 374828), 12.0, 70.0]"
124,"[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 38, 524575), 12.0, 70.0]"
125,"[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 9.0, 44.0]","[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 10.0, 55.0]","[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 2.2, 5.0]","[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 1.55, 2.92]","[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 18.0, 170.0]","[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 3.1, 8.2]","[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 26.0, 310.0]","[datetime.datetime(2022, 11, 28, 14, 30, 39, 695527), 12.0, 70.0]"
