,Little Edward,Cindys Charm,Gerrys Gift,Boot A Dream,Dr Valor,Dr Callie,Prince Pulpogan
07-12-2022 19:00:22.488393,"(4.6, 7.4, 6.712765957446809)","(1.45, 1.5, 1.4504731861198739)","(5.0, 10.5, 9.5)","(17.0, 46.0, 35.88)","(14.0, 65.0, 66.5)","(41.0, 220.0, 203.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:23.634533,"(4.6, 7.4, 6.390625)","(1.45, 1.5, 1.4504731861198739)","(5.0, 10.5, 9.875)","(17.0, 46.0, 35.88)","(14.0, 70.0, 66.5)","(41.0, 220.0, 203.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:24.852139,"(4.6, 7.4, 6.390625)","(1.45, 1.5, 1.4504731861198739)","(5.0, 10.5, 9.65625)","(17.0, 46.0, 38.333333333333336)","(14.0, 70.0, 66.5)","(41.0, 220.0, 203.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:26.027937,"(4.6, 7.4, 6.390625)","(1.45, 1.5, 1.4408477237048665)","(5.0, 10.5, 9.15)","(17.0, 46.0, 38.333333333333336)","(14.0, 70.0, 63.77777777777778)","(41.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:27.172640,"(4.6, 7.4, 6.018181818181818)","(1.45, 1.49, 1.4682608695652173)","(5.0, 10.5, 8.97)","(17.0, 46.0, 38.333333333333336)","(14.0, 70.0, 63.77777777777778)","(41.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:28.410702,"(4.6, 7.4, 6.190909090909091)","(1.45, 1.49, 1.4682608695652173)","(5.0, 10.0, 9.4)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:29.569827,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4682608695652173)","(5.0, 10.0, 9.7)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:30.697535,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4682608695652173)","(5.0, 10.0, 9.7)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:31.703178,"(4.6, 7.4, 6.078260869565217)","(1.45, 1.5, 1.4412149532710279)","(5.0, 10.0, 9.76)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:32.752604,"(4.6, 7.4, 6.078260869565217)","(1.45, 1.5, 1.4412149532710279)","(5.0, 10.0, 9.8)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:33.949671,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4682608695652173)","(5.0, 10.0, 9.8)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:35.067934,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4682608695652173)","(5.0, 10.0, 9.8)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:36.129252,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4682608695652173)","(5.0, 10.0, 9.8)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:37.240580,"(4.6, 7.4, 6.078260869565217)","(1.45, 1.5, 1.4420276497695852)","(5.0, 10.0, 9.8)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:38.347680,"(4.6, 7.4, 6.078260869565217)","(1.45, 1.5, 1.4420276497695852)","(5.0, 10.0, 9.8)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:39.415141,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4733333333333334)","(5.0, 10.0, 9.4)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:40.480191,"(4.6, 7.4, 6.184)","(1.45, 1.49, 1.4685714285714286)","(5.0, 10.5, 9.8)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:41.549315,"(4.6, 7.4, 6.190909090909091)","(1.45, 1.49, 1.4685714285714286)","(5.0, 10.0, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:42.633462,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4769565217391305)","(5.0, 9.6, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:43.655605,"(4.6, 7.4, 6.133333333333334)","(1.45, 1.49, 1.4769565217391305)","(5.0, 9.6, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:44.678803,"(4.6, 7.4, 6.160869565217392)","(1.45, 1.5, 1.460809968847352)","(5.0, 9.6, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:45.796583,"(4.6, 7.4, 6.160869565217392)","(1.45, 1.5, 1.460809968847352)","(5.0, 9.6, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:46.851441,"(4.6, 7.4, 6.160869565217392)","(1.45, 1.5, 1.460809968847352)","(5.0, 9.6, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:47.850585,"(4.6, 7.4, 6.160869565217392)","(1.45, 1.5, 1.460809968847352)","(5.0, 9.6, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:48.969776,"(4.6, 7.4, 6.160869565217392)","(1.45, 1.5, 1.460809968847352)","(5.0, 9.6, 9.371428571428572)","(17.0, 46.0, 36.41666666666667)","(14.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:50.014998,"(4.6, 7.4, 6.274074074074074)","(1.45, 1.5, 1.4608637873754153)","(5.0, 10.0, 9.466666666666667)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:50.962551,"(4.6, 7.4, 6.274074074074074)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.466666666666667)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:52.077547,"(4.6, 7.4, 6.274074074074074)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.466666666666667)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:53.133382,"(4.6, 7.4, 6.274074074074074)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.466666666666667)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:54.235690,"(4.6, 7.4, 6.6)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.466666666666667)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:55.314828,"(4.6, 7.4, 6.6)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.466666666666667)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:56.379249,"(4.6, 7.4, 6.6)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.345454545454546)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:57.433703,"(4.6, 7.4, 6.658536585365853)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.8)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 198.75)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:58.484633,"(4.6, 7.4, 6.5058823529411764)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.8)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 192.5)","(20.0, 46.0, 40.0)"
07-12-2022 19:00:59.548262,"(4.6, 7.4, 6.5058823529411764)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.0, 9.8)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 196.42857142857144)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:00.557916,"(4.6, 7.4, 6.386666666666667)","(1.45, 1.5, 1.4606020066889631)","(5.0, 10.5, 9.428571428571429)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 196.42857142857144)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:01.540595,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.428571428571429)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 196.42857142857144)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:02.539173,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.428571428571429)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:03.580564,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.428571428571429)","(18.0, 46.0, 36.41666666666667)","(15.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:04.630821,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.428571428571429)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:05.745538,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.428571428571429)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:06.834548,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.272727272727273)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:07.866263,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.272727272727273)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:08.968083,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.272727272727273)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:10.151374,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.272727272727273)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:11.286307,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.272727272727273)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:12.350513,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.75)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:13.473167,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.65625)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:14.739840,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.65625)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:15.860995,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.65625)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:16.907929,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.65625)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:18.072976,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.705882352941176)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:19.152398,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.705882352941176)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:20.219700,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.705882352941176)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:21.326849,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.705882352941176)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:22.468467,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.705882352941176)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:23.589505,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.705882352941176)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:24.659024,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.469642857142857)","(5.0, 10.5, 9.705882352941176)","(19.0, 46.0, 36.41666666666667)","(16.0, 70.0, 63.77777777777778)","(51.0, 220.0, 180.0)","(20.0, 46.0, 40.0)"
07-12-2022 19:01:25.787933,"(4.6, 7.4, 6.480645161290322)","(1.45, 1.49, 1.4693103448275862)","(5.0, 10.5, 11.2)","(19.0, 46.0, 28.88888888888889)","(16.0, 70.0, 51.75)","(51.0, 220.0, 97.77777777777777)","(20.0, 46.0, 33.0)"
07-12-2022 19:01:26.968566,"(4.6, 7.4, 6.333333333333333)","(1.45, 1.49, 1.4419047619047618)","(5.0, 12.0, 10.49090909090909)","(19.0, 46.0, 28.22222222222222)","(16.0, 75.0, 51.75)","(51.0, 230.0, 194.16666666666666)","(20.0, 48.0, 39.0)"
07-12-2022 19:01:28.131542,"(4.6, 7.0, 6.723076923076923)","(1.45, 1.48, 1.4612820512820512)","(5.0, 11.0, 11.061538461538461)","(19.0, 46.0, 29.11111111111111)","(16.0, 75.0, 51.75)","(51.0, 220.0, 206.36363636363637)","(20.0, 55.0, 43.72727272727273)"
07-12-2022 19:01:29.294406,"(4.6, 7.0, 6.85)","(1.45, 1.49, 1.4719354838709677)","(5.0, 11.5, 10.882352941176471)","(19.0, 46.0, 41.0625)","(16.0, 75.0, 51.75)","(51.0, 220.0, 189.16666666666669)","(20.0, 55.0, 44.44444444444444)"
07-12-2022 19:01:30.477310,"(4.6, 7.0, 6.815384615384615)","(1.45, 1.52, 1.4945454545454546)","(5.0, 11.5, 10.882352941176471)","(19.0, 42.0, 40.6)","(16.0, 75.0, 56.91666666666667)","(51.0, 200.0, 90.625)","(20.0, 50.0, 31.6)"
07-12-2022 19:01:31.667499,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.52, 1.4984615384615385)","(5.0, 11.5, 10.882352941176471)","(19.0, 42.0, 37.333333333333336)","(16.0, 75.0, 63.375)","(51.0, 200.0, 88.88888888888889)","(20.0, 50.0, 42.333333333333336)"
07-12-2022 19:01:32.842815,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.52, 1.5253846153846153)","(5.0, 11.5, 10.692307692307692)","(19.0, 42.0, 35.25)","(16.0, 75.0, 64.64285714285714)","(51.0, 200.0, 88.88888888888889)","(20.0, 50.0, 36.0)"
07-12-2022 19:01:33.924376,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.57, 1.4882051282051283)","(5.0, 11.5, 10.692307692307692)","(19.0, 42.0, 38.0)","(16.0, 75.0, 65.33333333333334)","(51.0, 200.0, 88.88888888888889)","(20.0, 50.0, 38.5)"
07-12-2022 19:01:34.930096,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.57, 1.4882051282051283)","(5.0, 11.5, 10.625)","(19.0, 42.0, 38.0)","(16.0, 75.0, 65.33333333333334)","(51.0, 200.0, 88.88888888888889)","(20.0, 48.0, 38.5)"
07-12-2022 19:01:36.147729,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.55, 1.536923076923077)","(5.0, 11.5, 10.8)","(19.0, 42.0, 38.0)","(16.0, 75.0, 59.38461538461539)","(51.0, 200.0, 88.88888888888889)","(20.0, 48.0, 38.5)"
07-12-2022 19:01:37.216502,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.56, 1.536923076923077)","(5.0, 11.5, 10.8)","(19.0, 42.0, 37.2)","(16.0, 75.0, 65.63636363636363)","(51.0, 200.0, 94.16666666666667)","(20.0, 48.0, 38.5)"
07-12-2022 19:01:38.288087,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.56, 1.536923076923077)","(5.0, 11.5, 10.706666666666667)","(19.0, 42.0, 36.666666666666664)","(16.0, 70.0, 61.42857142857143)","(51.0, 190.0, 90.0)","(20.0, 48.0, 38.5)"
07-12-2022 19:01:39.513738,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.55, 1.5292307692307692)","(5.0, 11.5, 10.65)","(19.0, 42.0, 36.666666666666664)","(16.0, 70.0, 59.09090909090909)","(51.0, 180.0, 90.0)","(20.0, 48.0, 38.5)"
07-12-2022 19:01:40.570890,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.55, 1.5292307692307692)","(5.0, 11.5, 10.65)","(19.0, 42.0, 37.42857142857143)","(16.0, 70.0, 51.666666666666664)","(51.0, 180.0, 90.0)","(20.0, 48.0, 41.666666666666664)"
07-12-2022 19:01:41.608332,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.52, 1.5035294117647058)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.0)","(16.0, 70.0, 51.666666666666664)","(51.0, 180.0, 162.5)","(20.0, 48.0, 46.416666666666664)"
07-12-2022 19:01:42.639491,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.52, 1.4989473684210526)","(5.0, 11.5, 10.65)","(19.0, 42.0, 38.8)","(16.0, 70.0, 51.666666666666664)","(51.0, 170.0, 163.0769230769231)","(20.0, 48.0, 45.75)"
07-12-2022 19:01:43.825740,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.52, 1.4936842105263157)","(5.0, 11.5, 10.65)","(19.0, 42.0, 38.8)","(16.0, 70.0, 51.666666666666664)","(51.0, 170.0, 163.0769230769231)","(20.0, 48.0, 45.75)"
07-12-2022 19:01:45.032455,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.52, 1.5033333333333334)","(5.0, 11.5, 10.65)","(19.0, 42.0, 38.8)","(16.0, 70.0, 51.666666666666664)","(51.0, 170.0, 163.0769230769231)","(20.0, 48.0, 45.75)"
07-12-2022 19:01:46.162232,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.52, 1.5033333333333334)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 170.0, 157.14285714285714)","(20.0, 48.0, 40.0)"
07-12-2022 19:01:47.306247,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.52, 1.5033333333333334)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 170.0, 135.0)","(20.0, 48.0, 43.333333333333336)"
07-12-2022 19:01:48.593748,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.52, 1.5033333333333334)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 160.0, 115.0)","(20.0, 48.0, 45.2)"
07-12-2022 19:01:49.728829,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.52, 1.5030508474576272)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 160.0, 115.0)","(20.0, 48.0, 45.2)"
07-12-2022 19:01:50.839956,"(4.6, 7.0, 6.781818181818182)","(1.45, 1.51, 1.4973684210526317)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 160.0, 115.0)","(20.0, 48.0, 42.53333333333333)"
07-12-2022 19:01:51.839658,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.4973684210526317)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 160.0, 112.85714285714286)","(20.0, 50.0, 42.53333333333333)"
07-12-2022 19:01:52.923931,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.4973684210526317)","(5.0, 11.5, 10.65)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 150.0, 135.45454545454547)","(20.0, 50.0, 42.53333333333333)"
07-12-2022 19:01:54.011103,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.494375)","(5.0, 11.0, 10.314285714285715)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 140.0, 117.27272727272728)","(20.0, 50.0, 42.53333333333333)"
07-12-2022 19:01:55.224923,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.4955737704918033)","(5.0, 11.0, 10.16)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.666666666666664)","(51.0, 140.0, 117.27272727272728)","(20.0, 50.0, 42.53333333333333)"
07-12-2022 19:01:56.387450,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.498860759493671)","(5.0, 11.0, 10.16)","(19.0, 42.0, 39.714285714285715)","(16.0, 70.0, 51.0)","(51.0, 140.0, 117.27272727272728)","(20.0, 50.0, 44.86666666666667)"
07-12-2022 19:01:57.614791,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.498860759493671)","(5.0, 11.0, 10.44)","(19.0, 42.0, 39.714285714285715)","(16.0, 75.0, 51.0)","(51.0, 140.0, 117.27272727272728)","(20.0, 55.0, 40.42857142857143)"
07-12-2022 19:01:58.690500,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.498860759493671)","(5.0, 11.0, 10.44)","(19.0, 42.0, 39.714285714285715)","(16.0, 75.0, 51.0)","(51.0, 140.0, 117.27272727272728)","(20.0, 55.0, 43.666666666666664)"
07-12-2022 19:01:59.846422,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.498860759493671)","(5.0, 10.5, 10.36)","(19.0, 42.0, 39.714285714285715)","(16.0, 75.0, 51.0)","(51.0, 140.0, 117.27272727272728)","(20.0, 55.0, 43.666666666666664)"
07-12-2022 19:02:00.950932,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.498860759493671)","(5.0, 10.5, 10.36)","(19.0, 42.0, 39.714285714285715)","(16.0, 75.0, 51.0)","(51.0, 140.0, 117.27272727272728)","(20.0, 55.0, 43.666666666666664)"
07-12-2022 19:02:01.975119,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.4985714285714287)","(5.0, 10.5, 10.36)","(19.0, 42.0, 39.714285714285715)","(16.0, 75.0, 51.0)","(51.0, 140.0, 112.22222222222223)","(20.0, 55.0, 45.65)"
07-12-2022 19:02:03.110666,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.51, 1.497049180327869)","(5.0, 10.5, 10.36)","(19.0, 42.0, 39.714285714285715)","(16.0, 75.0, 51.0)","(51.0, 140.0, 112.22222222222223)","(20.0, 55.0, 45.65)"
07-12-2022 19:02:04.172955,"(4.6, 7.0, 6.828571428571428)","(1.45, 1.5, 1.497049180327869)","(5.0, 10.5, 10.36)","(19.0, 42.0, 39.714285714285715)","(16.0, 75.0, 51.0)","(51.0, 140.0, 112.22222222222223)","(20.0, 55.0, 45.65)"
