,Dimora Cruz,Believing,Lamonica,Keep It Black,Four Barrels,Rothwell Rose,Go Seek Kotoni
07-01-2023 18:49:02.809570,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.0)","(2.2, 2.24, 2.218571428571429)","(6.5, 7.8, 6.216666666666667)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:03.806317,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.0)","(2.2, 2.24, 2.218571428571429)","(6.5, 7.8, 6.09)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:04.817335,"(5.5, 9.8, 9.45)","(9.0, 40.0, 28.75)","(2.2, 2.24, 2.218571428571429)","(6.5, 7.8, 6.09)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:05.942599,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.0)","(2.2, 2.24, 2.218571428571429)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:06.971953,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.24, 2.218571428571429)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:07.996915,"(5.5, 9.6, 9.533333333333333)","(9.0, 40.0, 29.25)","(2.2, 2.24, 2.222352941176471)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:09.046102,"(5.5, 9.6, 9.533333333333333)","(9.0, 40.0, 29.25)","(2.2, 2.24, 2.218571428571429)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:10.094269,"(5.5, 9.6, 9.533333333333333)","(9.0, 40.0, 29.25)","(2.2, 2.24, 2.218571428571429)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:11.164673,"(5.5, 9.8, 9.3875)","(9.0, 40.0, 29.25)","(2.2, 2.24, 2.21)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:12.253152,"(5.5, 9.8, 9.3875)","(9.0, 40.0, 29.25)","(2.2, 2.22, 2.21)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:13.354485,"(5.5, 9.8, 9.3875)","(9.0, 40.0, 29.25)","(2.2, 2.22, 2.21)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:14.405822,"(5.5, 9.8, 8.333333333333332)","(9.0, 40.0, 29.25)","(2.2, 2.22, 2.21)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:15.412462,"(5.5, 9.8, 9.3875)","(9.0, 40.0, 29.0)","(2.2, 2.2, 2.1941176470588237)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:16.482704,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.192857142857143)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:17.525151,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.192857142857143)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:18.488558,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.192857142857143)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:19.471242,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.192857142857143)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:20.531547,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.192857142857143)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:21.516212,"(5.5, 9.8, 8.399999999999999)","(9.0, 40.0, 29.25)","(2.2, 2.22, 2.1900000000000004)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 9.9)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:22.620271,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.1833333333333336)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 9.9)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:23.728029,"(5.5, 9.8, 9.45)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.1833333333333336)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 9.9)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:24.791317,"(5.5, 9.6, 9.325)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.1833333333333336)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 9.9)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:25.797366,"(5.5, 9.6, 9.325)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.1833333333333336)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:26.817734,"(5.5, 9.6, 9.325)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.164)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:27.858940,"(5.5, 9.6, 9.325)","(9.0, 40.0, 29.25)","(2.2, 2.2, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:28.919823,"(5.5, 9.6, 9.4625)","(9.0, 40.0, 29.25)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:29.894314,"(5.5, 9.6, 9.475)","(9.0, 40.0, 35.6)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:30.864422,"(5.5, 10.0, 9.7)","(9.0, 40.0, 35.6)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:31.868109,"(5.5, 10.5, 9.95)","(9.0, 40.0, 35.6)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:32.862870,"(5.5, 10.5, 9.766666666666667)","(9.0, 40.0, 35.6)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:33.913938,"(5.5, 10.5, 9.766666666666667)","(9.0, 40.0, 35.6)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:35.071645,"(5.5, 10.5, 9.766666666666667)","(9.0, 40.0, 35.6)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:36.226034,"(5.5, 10.0, 9.933333333333334)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:37.315862,"(5.5, 10.5, 10.1625)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.18, 2.157777777777778)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:38.386065,"(5.5, 10.5, 10.1625)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.18, 2.168888888888889)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:39.512677,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.100000000000001)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:40.605606,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 11.0, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:41.615797,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:42.655747,"(5.5, 10.5, 8.391666666666666)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.22, 2.198666666666667)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:43.624361,"(5.5, 10.5, 9.789473684210526)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.2, 2.178823529411765)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:44.624493,"(5.5, 10.5, 9.789473684210526)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.2, 2.178823529411765)","(6.5, 7.8, 5.986363636363636)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:45.613479,"(5.5, 10.5, 9.84)","(9.0, 40.0, 36.33333333333333)","(2.2, 2.2, 2.178823529411765)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:46.670731,"(5.5, 10.5, 9.84)","(9.0, 40.0, 33.0)","(2.2, 2.18, 2.1714285714285717)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:47.809932,"(5.5, 10.5, 9.84)","(9.0, 40.0, 34.75)","(2.2, 2.18, 2.1714285714285717)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:48.962218,"(5.5, 10.5, 9.84)","(9.0, 40.0, 34.75)","(2.2, 2.18, 2.1714285714285717)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:49.989957,"(5.5, 10.0, 9.933333333333334)","(9.0, 40.0, 29.5)","(2.2, 2.18, 2.17)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:51.003421,"(5.5, 10.5, 10.1625)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:52.010609,"(5.5, 10.5, 10.1625)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:53.034049,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:54.096345,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:55.083595,"(5.5, 10.5, 9.946153846153846)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:56.048756,"(5.5, 10.5, 9.946153846153846)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.1675)","(6.5, 7.8, 5.976)","(41.0, 75.0, 67.22222222222223)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:57.088606,"(5.5, 10.0, 9.933333333333334)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.1550000000000002)","(6.5, 7.8, 5.976)","(41.0, 75.0, 66.75)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:58.093922,"(5.5, 10.5, 9.9)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.165)","(6.5, 7.8, 5.976)","(41.0, 75.0, 66.75)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:49:59.147118,"(5.5, 10.5, 9.9)","(9.0, 40.0, 29.75)","(2.2, 2.18, 2.165)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:50:00.267186,"(5.5, 10.5, 9.9)","(9.0, 40.0, 29.5)","(2.2, 2.18, 2.165)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:50:01.282525,"(5.5, 10.5, 9.9)","(9.0, 40.0, 29.5)","(2.15, 2.18, 2.165)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.84)"
07-01-2023 18:50:02.290041,"(5.5, 10.5, 9.9)","(9.0, 40.0, 29.75)","(2.15, 2.18, 2.165)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:03.341742,"(5.5, 10.5, 8.455555555555556)","(9.0, 40.0, 29.75)","(2.15, 2.2, 2.1500000000000004)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:04.434117,"(5.5, 10.0, 9.933333333333334)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1500000000000004)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:05.491196,"(5.5, 10.5, 9.946153846153846)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1500000000000004)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:06.411735,"(5.5, 10.5, 9.946153846153846)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1500000000000004)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:07.427123,"(5.5, 10.5, 9.946153846153846)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1500000000000004)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:08.395888,"(5.5, 10.5, 9.946153846153846)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1500000000000004)","(6.5, 7.8, 5.976)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:09.389406,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:10.424640,"(5.5, 10.5, 8.91875)","(9.0, 40.0, 29.75)","(2.15, 2.2, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:11.516959,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.5)","(2.15, 2.16, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:12.559184,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:13.531758,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:14.557554,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:15.697910,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:16.791539,"(5.5, 10.5, 9.825)","(9.0, 40.0, 29.75)","(2.15, 2.16, 2.1475)","(6.5, 7.8, 6.888)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.8)"
07-01-2023 18:50:17.820692,"(5.5, 10.5, 9.825)","(9.0, 40.0, 29.75)","(2.15, 2.1, 2.0965517241379312)","(6.5, 7.8, 6.9230769230769225)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.828571428571428)"
07-01-2023 18:50:18.812441,"(5.5, 10.5, 9.88125)","(9.0, 40.0, 29.75)","(2.15, 2.1, 2.0962962962962965)","(6.5, 7.8, 6.9230769230769225)","(41.0, 75.0, 69.92307692307692)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.828571428571428)"
07-01-2023 18:50:19.826158,"(5.5, 10.5, 9.946153846153846)","(9.0, 40.0, 26.333333333333332)","(2.15, 2.1, 2.0962962962962965)","(6.5, 7.8, 6.9230769230769225)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.828571428571428)"
07-01-2023 18:50:20.823161,"(5.5, 10.5, 9.946153846153846)","(9.0, 42.0, 24.0)","(2.15, 2.1, 2.0962962962962965)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.828571428571428)"
07-01-2023 18:50:21.824341,"(5.5, 10.5, 9.85)","(9.0, 42.0, 24.0)","(2.15, 2.1, 2.0962962962962965)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.828571428571428)"
07-01-2023 18:50:22.854442,"(5.5, 10.5, 9.85)","(9.0, 42.0, 24.0)","(2.15, 2.1, 2.0962962962962965)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.828571428571428)"
07-01-2023 18:50:23.897234,"(5.5, 10.5, 9.85)","(9.0, 42.0, 24.0)","(2.15, 2.12, 2.0869724770642204)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.828571428571428)"
07-01-2023 18:50:24.850549,"(5.5, 10.5, 9.994444444444445)","(9.0, 42.0, 24.0)","(2.15, 2.12, 2.0869724770642204)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.033333333333333)","(6.0, 8.0, 7.461538461538462)"
07-01-2023 18:50:25.864575,"(5.5, 10.5, 9.994444444444445)","(9.0, 42.0, 30.75)","(2.15, 2.12, 2.0869724770642204)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.344444444444445)","(6.0, 8.2, 7.461538461538462)"
07-01-2023 18:50:26.972262,"(5.5, 10.5, 9.994444444444445)","(9.0, 42.0, 32.0)","(2.15, 2.12, 2.0869724770642204)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.344444444444445)","(6.0, 8.2, 7.461538461538462)"
07-01-2023 18:50:27.999199,"(5.5, 10.5, 9.994444444444445)","(9.0, 42.0, 32.0)","(2.15, 2.12, 2.0869724770642204)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.344444444444445)","(6.0, 8.2, 7.461538461538462)"
07-01-2023 18:50:29.024872,"(5.5, 10.5, 9.994444444444445)","(9.0, 42.0, 32.0)","(2.15, 2.12, 2.0869724770642204)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.344444444444445)","(6.0, 8.2, 7.461538461538462)"
07-01-2023 18:50:30.075062,"(5.5, 10.5, 9.994444444444445)","(9.0, 42.0, 32.0)","(2.15, 2.12, 2.0869724770642204)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.344444444444445)","(6.0, 8.2, 7.461538461538462)"
07-01-2023 18:50:31.096855,"(5.5, 10.5, 8.838888888888889)","(9.0, 42.0, 32.0)","(2.15, 2.1, 2.0956363636363635)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.166666666666666)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:32.118893,"(5.5, 10.0, 9.16)","(9.0, 42.0, 24.0)","(2.15, 2.1, 2.0485714285714285)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 65.57142857142857)","(5.0, 10.5, 10.166666666666666)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:33.125523,"(5.5, 10.0, 8.753846153846153)","(9.0, 42.0, 24.0)","(2.15, 2.1, 2.0485714285714285)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 59.5)","(5.0, 10.5, 10.166666666666666)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:34.159686,"(5.5, 10.0, 8.753846153846153)","(9.0, 42.0, 24.4)","(2.15, 2.1, 2.0485714285714285)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 59.5)","(5.0, 10.5, 10.166666666666666)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:35.144820,"(5.5, 10.0, 8.753846153846153)","(9.0, 42.0, 24.4)","(2.15, 2.1, 2.0485714285714285)","(6.5, 7.8, 6.9818181818181815)","(41.0, 75.0, 62.6)","(5.0, 10.5, 10.25)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:36.099675,"(5.5, 10.0, 9.4)","(9.0, 42.0, 24.4)","(2.15, 2.1, 2.0485714285714285)","(6.5, 7.8, 7.010526315789473)","(41.0, 75.0, 63.5)","(5.0, 11.0, 10.25)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:37.140557,"(5.5, 10.0, 9.4)","(9.0, 42.0, 24.4)","(2.15, 2.12, 2.056923076923077)","(6.5, 7.8, 7.010526315789473)","(41.0, 70.0, 66.75)","(5.0, 11.0, 10.25)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:38.248232,"(5.5, 10.0, 9.4)","(9.0, 42.0, 24.4)","(2.15, 2.08, 2.056923076923077)","(6.5, 7.8, 7.010526315789473)","(41.0, 70.0, 66.75)","(5.0, 11.0, 10.25)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:39.348400,"(5.5, 10.0, 9.4)","(9.0, 42.0, 24.4)","(2.15, 2.08, 2.056923076923077)","(6.5, 7.8, 7.010526315789473)","(41.0, 70.0, 66.75)","(5.0, 10.5, 11.038461538461538)","(6.0, 8.2, 7.514285714285714)"
07-01-2023 18:50:40.301874,"(5.5, 10.0, 9.4)","(9.0, 42.0, 24.4)","(2.15, 2.08, 2.056923076923077)","(6.5, 7.8, 7.010526315789473)","(41.0, 70.0, 64.22222222222223)","(5.0, 11.5, 10.9)","(6.0, 8.2, 7.514285714285714)"
