,Magnum Key Eye,Little Zephyr,Bradman Best,Jet Black Zesta,Mexican Mavis,Zulu Boy,Scotty
10,"[datetime.datetime(2022, 11, 28, 19, 55, 34, 196692), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 196692), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 196692), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 196692), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 196692), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 196692), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 34, 196692), 5.0, 9.8]"
11,"[datetime.datetime(2022, 11, 28, 19, 55, 35, 309909), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 309909), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 309909), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 309909), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 309909), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 309909), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 35, 309909), 5.0, 9.8]"
12,"[datetime.datetime(2022, 11, 28, 19, 55, 36, 423913), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 423913), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 423913), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 423913), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 423913), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 423913), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 36, 423913), 5.0, 9.8]"
13,"[datetime.datetime(2022, 11, 28, 19, 55, 37, 536088), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 536088), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 536088), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 536088), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 536088), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 536088), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 37, 536088), 5.0, 9.8]"
14,"[datetime.datetime(2022, 11, 28, 19, 55, 38, 647078), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 647078), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 647078), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 647078), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 647078), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 647078), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 38, 647078), 5.0, 9.8]"
15,"[datetime.datetime(2022, 11, 28, 19, 55, 39, 761676), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 39, 761676), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 39, 761676), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 39, 761676), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 39, 761676), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 39, 761676), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 39, 761676), 5.0, 9.8]"
16,"[datetime.datetime(2022, 11, 28, 19, 55, 40, 875095), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 875095), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 875095), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 875095), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 875095), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 875095), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 40, 875095), 5.0, 9.8]"
17,"[datetime.datetime(2022, 11, 28, 19, 55, 41, 999734), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 999734), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 999734), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 999734), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 999734), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 999734), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 41, 999734), 5.0, 9.8]"
18,"[datetime.datetime(2022, 11, 28, 19, 55, 43, 121630), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 121630), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 121630), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 121630), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 121630), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 121630), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 43, 121630), 5.0, 9.8]"
19,"[datetime.datetime(2022, 11, 28, 19, 55, 44, 278395), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 278395), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 278395), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 278395), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 278395), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 278395), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 44, 278395), 5.0, 9.8]"
20,"[datetime.datetime(2022, 11, 28, 19, 55, 45, 399398), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 399398), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 399398), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 399398), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 399398), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 399398), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 45, 399398), 5.0, 9.8]"
21,"[datetime.datetime(2022, 11, 28, 19, 55, 46, 519822), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 46, 519822), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 46, 519822), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 46, 519822), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 46, 519822), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 46, 519822), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 46, 519822), 5.0, 9.8]"
22,"[datetime.datetime(2022, 11, 28, 19, 55, 47, 639022), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 639022), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 639022), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 639022), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 639022), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 639022), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 47, 639022), 5.0, 9.8]"
23,"[datetime.datetime(2022, 11, 28, 19, 55, 48, 758780), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 758780), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 758780), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 758780), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 758780), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 758780), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 48, 758780), 5.0, 9.8]"
24,"[datetime.datetime(2022, 11, 28, 19, 55, 49, 876512), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 876512), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 876512), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 876512), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 876512), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 876512), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 49, 876512), 5.0, 9.8]"
25,"[datetime.datetime(2022, 11, 28, 19, 55, 50, 996958), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 996958), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 996958), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 996958), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 996958), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 996958), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 50, 996958), 5.0, 9.8]"
26,"[datetime.datetime(2022, 11, 28, 19, 55, 52, 107970), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 52, 107970), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 52, 107970), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 52, 107970), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 52, 107970), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 52, 107970), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 52, 107970), 5.0, 9.8]"
27,"[datetime.datetime(2022, 11, 28, 19, 55, 53, 224255), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 224255), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 224255), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 224255), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 224255), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 224255), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 53, 224255), 5.0, 9.8]"
28,"[datetime.datetime(2022, 11, 28, 19, 55, 54, 334193), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 334193), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 334193), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 334193), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 334193), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 334193), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 54, 334193), 5.0, 9.8]"
29,"[datetime.datetime(2022, 11, 28, 19, 55, 55, 459717), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 459717), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 459717), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 459717), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 459717), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 459717), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 55, 459717), 5.0, 9.8]"
30,"[datetime.datetime(2022, 11, 28, 19, 55, 56, 579951), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 56, 579951), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 56, 579951), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 56, 579951), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 56, 579951), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 56, 579951), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 56, 579951), 5.0, 9.8]"
31,"[datetime.datetime(2022, 11, 28, 19, 55, 57, 696259), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 57, 696259), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 57, 696259), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 57, 696259), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 57, 696259), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 57, 696259), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 57, 696259), 5.0, 9.8]"
32,"[datetime.datetime(2022, 11, 28, 19, 55, 58, 812235), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 58, 812235), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 58, 812235), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 58, 812235), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 58, 812235), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 58, 812235), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 58, 812235), 5.0, 9.8]"
33,"[datetime.datetime(2022, 11, 28, 19, 55, 59, 927851), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 55, 59, 927851), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 55, 59, 927851), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 55, 59, 927851), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 55, 59, 927851), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 55, 59, 927851), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 55, 59, 927851), 5.0, 9.8]"
34,"[datetime.datetime(2022, 11, 28, 19, 56, 1, 36555), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 1, 36555), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 1, 36555), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 1, 36555), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 1, 36555), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 1, 36555), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 1, 36555), 5.0, 9.8]"
35,"[datetime.datetime(2022, 11, 28, 19, 56, 2, 150271), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 2, 150271), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 2, 150271), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 2, 150271), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 2, 150271), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 2, 150271), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 2, 150271), 5.0, 9.8]"
36,"[datetime.datetime(2022, 11, 28, 19, 56, 3, 264810), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 3, 264810), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 3, 264810), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 3, 264810), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 3, 264810), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 3, 264810), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 3, 264810), 5.0, 9.8]"
37,"[datetime.datetime(2022, 11, 28, 19, 56, 4, 377238), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 4, 377238), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 4, 377238), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 4, 377238), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 4, 377238), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 4, 377238), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 4, 377238), 5.0, 9.8]"
38,"[datetime.datetime(2022, 11, 28, 19, 56, 5, 492389), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 5, 492389), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 5, 492389), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 5, 492389), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 5, 492389), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 5, 492389), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 5, 492389), 5.0, 9.8]"
39,"[datetime.datetime(2022, 11, 28, 19, 56, 6, 612094), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 6, 612094), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 6, 612094), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 6, 612094), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 6, 612094), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 6, 612094), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 6, 612094), 5.0, 9.8]"
40,"[datetime.datetime(2022, 11, 28, 19, 56, 7, 737104), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 7, 737104), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 7, 737104), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 7, 737104), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 7, 737104), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 7, 737104), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 7, 737104), 5.0, 9.8]"
41,"[datetime.datetime(2022, 11, 28, 19, 56, 8, 861188), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 8, 861188), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 8, 861188), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 8, 861188), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 8, 861188), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 8, 861188), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 8, 861188), 5.0, 9.8]"
42,"[datetime.datetime(2022, 11, 28, 19, 56, 9, 984336), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 9, 984336), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 9, 984336), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 9, 984336), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 9, 984336), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 9, 984336), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 9, 984336), 5.0, 9.8]"
43,"[datetime.datetime(2022, 11, 28, 19, 56, 11, 110506), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 11, 110506), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 11, 110506), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 11, 110506), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 11, 110506), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 11, 110506), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 11, 110506), 5.0, 9.8]"
44,"[datetime.datetime(2022, 11, 28, 19, 56, 12, 241220), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 12, 241220), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 12, 241220), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 12, 241220), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 12, 241220), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 12, 241220), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 12, 241220), 5.0, 9.8]"
45,"[datetime.datetime(2022, 11, 28, 19, 56, 13, 360745), 21.0, 200.0]","[datetime.datetime(2022, 11, 28, 19, 56, 13, 360745), 1.16, 1.5]","[datetime.datetime(2022, 11, 28, 19, 56, 13, 360745), 7.5, 17.0]","[datetime.datetime(2022, 11, 28, 19, 56, 13, 360745), 101.0, 750.0]","[datetime.datetime(2022, 11, 28, 19, 56, 13, 360745), 71.0, 610.0]","[datetime.datetime(2022, 11, 28, 19, 56, 13, 360745), 41.0, 370.0]","[datetime.datetime(2022, 11, 28, 19, 56, 13, 360745), 5.0, 9.8]"
