,Prompt Prodigy,Deevine,Grand Pope,Grinzinger Prince,Tramontana,Bluestone Lane,Cosmic Rhapsody,Jamarra,Rosalia,Pinnace,Snappy Magnus,Hes Essential,The Siscos Kid
04-01-2023 16:02:13.259043,"(51.0, 150.0, 101.25)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 40.0, 36.57142857142857)","(21.0, 36.0, 32.0)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:14.736400,"(51.0, 150.0, 101.25)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 40.0, 34.666666666666664)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:16.266633,"(51.0, 150.0, 117.5)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 40.0, 34.666666666666664)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:17.698222,"(51.0, 150.0, 117.5)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 40.0, 35.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:19.220161,"(51.0, 150.0, 117.5)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 40.0, 35.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:20.753765,"(51.0, 150.0, 117.5)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 40.0, 38.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:22.732218,"(51.0, 150.0, 117.5)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 36.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:24.449781,"(51.0, 150.0, 117.5)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 35.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 11.830188679245284)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:26.177610,"(51.0, 150.0, 117.5)","(26.0, 65.0, 57.5)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 35.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.0, 12.025)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:27.764231,"(51.0, 150.0, 117.5)","(26.0, 65.0, 60.833333333333336)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 35.0)","(21.0, 36.0, 31.692307692307693)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.5, 12.025)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:29.325673,"(51.0, 150.0, 117.5)","(26.0, 90.0, 65.0)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 35.0)","(21.0, 36.0, 31.692307692307693)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:30.857458,"(51.0, 150.0, 117.5)","(26.0, 85.0, 65.0)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 35.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:32.373412,"(51.0, 150.0, 117.5)","(26.0, 85.0, 65.0)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 35.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:33.908247,"(51.0, 150.0, 117.5)","(26.0, 85.0, 65.0)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 35.0)","(21.0, 36.0, 32.631578947368425)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.666666666666668)","(4.4, 6.4, 6.328571428571429)","(31.0, 42.0, 40.5)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 126.66666666666667)"
04-01-2023 16:02:35.529583,"(51.0, 140.0, 103.33333333333333)","(26.0, 80.0, 61.25)","(6.5, 8.4, 8.225)","(5.5, 6.6, 6.544444444444444)","(9.0, 11.0, 10.903508771929825)","(20.0, 42.0, 36.0)","(21.0, 36.0, 30.4)","(6.0, 7.2, 7.05)","(7.5, 8.8, 8.733333333333333)","(4.4, 6.4, 6.16140350877193)","(31.0, 42.0, 39.6)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:36.999606,"(51.0, 140.0, 103.33333333333333)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.259701492537312)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.903508771929825)","(20.0, 38.0, 33.0)","(21.0, 36.0, 30.4)","(6.0, 7.2, 7.1)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.16140350877193)","(31.0, 40.0, 39.6)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:38.545162,"(51.0, 140.0, 103.33333333333333)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.259701492537312)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.903508771929825)","(20.0, 34.0, 33.0)","(21.0, 36.0, 30.4)","(6.0, 7.2, 7.1)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.16140350877193)","(31.0, 40.0, 39.6)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:40.523975,"(51.0, 120.0, 96.66666666666667)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.259701492537312)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.903508771929825)","(20.0, 34.0, 33.0)","(21.0, 36.0, 30.4)","(6.0, 7.2, 7.1)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.16140350877193)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:42.346202,"(51.0, 120.0, 96.66666666666667)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.259701492537312)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.903508771929825)","(20.0, 34.0, 33.0)","(21.0, 36.0, 30.4)","(6.0, 7.2, 7.1)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.16140350877193)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:44.430236,"(51.0, 120.0, 96.66666666666667)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.259701492537312)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.903508771929825)","(20.0, 34.0, 33.0)","(21.0, 36.0, 30.4)","(6.0, 7.2, 7.1)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.16140350877193)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.033333333333333)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:46.601113,"(51.0, 120.0, 95.0)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.273239436619718)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 34.0, 32.0)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.16140350877193)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.088235294117647)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:48.469664,"(51.0, 130.0, 95.0)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.273239436619718)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 34.0, 29.4)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.16140350877193)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.075)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:50.157502,"(51.0, 130.0, 102.5)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.273239436619718)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.147619047619048)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:51.780877,"(51.0, 120.0, 102.5)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.273239436619718)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 8.733333333333333)","(4.4, 6.2, 6.147619047619048)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:53.510934,"(51.0, 120.0, 102.5)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.273239436619718)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 9.044444444444444)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:55.549924,"(51.0, 120.0, 102.5)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.273239436619718)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.4, 9.044444444444444)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:57.316660,"(51.0, 120.0, 102.5)","(26.0, 70.0, 62.5)","(6.5, 8.6, 8.273239436619718)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.4, 9.044444444444444)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:02:59.029721,"(51.0, 120.0, 102.5)","(26.0, 70.0, 54.0)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.6, 6.548051948051948)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.4, 9.222222222222221)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:03:00.707722,"(51.0, 120.0, 102.5)","(26.0, 70.0, 47.0)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.6, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.4, 9.222222222222221)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:03:02.491237,"(51.0, 120.0, 99.0)","(26.0, 65.0, 42.5)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.4, 9.3)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:03:04.154736,"(51.0, 120.0, 99.0)","(26.0, 65.0, 42.5)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.6, 9.085714285714285)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 140.0)"
04-01-2023 16:03:05.810598,"(51.0, 120.0, 99.0)","(26.0, 60.0, 42.25)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.2, 9.085714285714285)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 136.0)"
04-01-2023 16:03:07.306364,"(51.0, 120.0, 99.0)","(26.0, 55.0, 42.25)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.2, 9.085714285714285)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 120.0)"
04-01-2023 16:03:08.933125,"(51.0, 120.0, 99.0)","(26.0, 55.0, 42.25)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 29.25)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.2, 9.085714285714285)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 120.0)"
04-01-2023 16:03:10.661171,"(51.0, 120.0, 99.0)","(26.0, 55.0, 42.25)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 27.5)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.2, 9.085714285714285)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.166666666666666)","(81.0, 160.0, 120.0)"
04-01-2023 16:03:12.333515,"(51.0, 120.0, 99.0)","(26.0, 55.0, 42.25)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 27.5)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.2, 8.91764705882353)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.121621621621621)","(81.0, 160.0, 120.0)"
04-01-2023 16:03:14.052882,"(51.0, 120.0, 99.0)","(26.0, 55.0, 39.5)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 27.5)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.2, 8.966666666666667)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.121621621621621)","(81.0, 160.0, 124.0)"
04-01-2023 16:03:15.598513,"(51.0, 120.0, 99.0)","(26.0, 50.0, 36.875)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 27.5)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 8.966666666666667)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.181818181818182)","(81.0, 160.0, 124.0)"
04-01-2023 16:03:17.196727,"(51.0, 120.0, 99.0)","(26.0, 50.0, 43.82352941176471)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.904347826086957)","(20.0, 30.0, 25.454545454545453)","(21.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 8.966666666666667)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.181818181818182)","(81.0, 160.0, 124.0)"
04-01-2023 16:03:18.780707,"(51.0, 120.0, 99.0)","(26.0, 50.0, 37.2)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.929032258064517)","(19.0, 30.0, 25.454545454545453)","(26.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.107692307692308)","(7.5, 9.0, 8.966666666666667)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.181818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:20.542389,"(51.0, 120.0, 99.0)","(26.0, 48.0, 37.2)","(6.5, 8.4, 8.385714285714286)","(5.5, 6.8, 6.591304347826087)","(9.0, 11.0, 10.929032258064517)","(19.0, 30.0, 25.454545454545453)","(26.0, 36.0, 32.266666666666666)","(6.0, 7.2, 7.090909090909091)","(7.5, 9.0, 8.966666666666667)","(4.4, 6.2, 6.140540540540541)","(31.0, 40.0, 39.2)","(10.0, 12.5, 12.181818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:22.389544,"(51.0, 120.0, 99.0)","(26.0, 48.0, 34.5)","(6.5, 8.4, 8.388235294117647)","(5.5, 6.8, 6.624)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 27.692307692307693)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.0, 8.933333333333334)","(4.4, 6.2, 6.296)","(31.0, 40.0, 40.0)","(10.0, 12.5, 11.954545454545455)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:24.002553,"(51.0, 120.0, 99.0)","(26.0, 48.0, 38.0)","(6.5, 8.4, 8.388235294117647)","(5.5, 6.8, 6.628571428571428)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 27.058823529411764)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.933333333333334)","(4.4, 6.4, 6.221052631578948)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.954545454545455)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:25.521482,"(51.0, 120.0, 99.0)","(26.0, 46.0, 34.0)","(6.5, 8.4, 8.388235294117647)","(5.5, 6.8, 6.712195121951219)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 27.916666666666668)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.92)","(4.4, 6.4, 6.252173913043478)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.942307692307692)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:27.069713,"(51.0, 120.0, 99.0)","(26.0, 44.0, 34.0)","(6.5, 8.4, 8.388235294117647)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.92)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:28.679204,"(51.0, 120.0, 99.0)","(26.0, 44.0, 34.0)","(6.5, 8.4, 8.388235294117647)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.92)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:30.317478,"(51.0, 120.0, 99.0)","(26.0, 44.0, 34.0)","(6.5, 8.4, 8.388235294117647)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.92)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:31.874110,"(51.0, 120.0, 99.0)","(26.0, 44.0, 36.5)","(6.5, 8.4, 8.381818181818183)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.866666666666667)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:33.367841,"(51.0, 120.0, 99.0)","(26.0, 44.0, 39.83333333333333)","(6.5, 8.4, 8.381818181818183)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.866666666666667)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:34.849409,"(51.0, 120.0, 99.0)","(26.0, 42.0, 36.0)","(6.5, 8.4, 8.381818181818183)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.866666666666667)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:36.452270,"(51.0, 120.0, 99.0)","(26.0, 42.0, 36.0)","(6.5, 8.4, 8.381818181818183)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.907692307692308)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:38.021785,"(51.0, 120.0, 99.0)","(26.0, 42.0, 36.0)","(6.5, 8.4, 8.381818181818183)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.375)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.907692307692308)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:39.542343,"(51.0, 120.0, 99.0)","(26.0, 42.0, 33.0)","(6.5, 8.4, 8.381818181818183)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 29.5)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.907692307692308)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
04-01-2023 16:03:41.196991,"(51.0, 120.0, 99.0)","(26.0, 42.0, 35.0)","(6.5, 8.4, 8.381818181818183)","(5.5, 6.8, 6.729411764705882)","(9.0, 11.0, 10.558823529411764)","(19.0, 30.0, 27.0)","(26.0, 36.0, 31.2)","(6.0, 7.2, 7.125)","(7.5, 9.4, 8.907692307692308)","(4.4, 6.4, 6.245454545454546)","(31.0, 42.0, 37.5)","(10.0, 12.0, 11.931818181818182)","(81.0, 160.0, 121.81818181818181)"
