,Minsk Moment,Samizdat,Buzzoom,The Spruiker,Bruce Almighty,Dig Deep,Flying Missile,Media Baron
07-01-2023 18:51:45.438494,"(2.15, 2.34, 2.328849104859335)","(18.0, 28.0, 27.642857142857142)","(4.0, 4.9, 4.889516129032258)","(6.5, 8.0, 7.822758620689655)","(19.0, 29.0, 28.216666666666665)","(14.0, 21.0, 20.258064516129032)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 176.42857142857142)"
07-01-2023 18:51:46.495840,"(2.15, 2.34, 2.3312166172106825)","(18.0, 28.0, 27.642857142857142)","(4.0, 4.9, 4.889516129032258)","(6.5, 8.0, 7.822758620689655)","(19.0, 29.0, 28.216666666666665)","(14.0, 21.0, 20.258064516129032)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 176.42857142857142)"
07-01-2023 18:51:47.523385,"(2.15, 2.34, 2.3202666666666665)","(18.0, 28.0, 27.642857142857142)","(4.0, 4.9, 4.889516129032258)","(6.5, 8.0, 7.836305732484076)","(19.0, 29.0, 28.216666666666665)","(14.0, 21.0, 20.258064516129032)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 176.42857142857142)"
07-01-2023 18:51:48.641321,"(2.15, 2.32, 2.3173045822102423)","(18.0, 28.0, 27.791666666666668)","(4.0, 4.9, 4.863084112149533)","(6.5, 8.0, 7.836305732484076)","(19.0, 29.0, 28.216666666666665)","(14.0, 21.0, 20.09090909090909)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 176.42857142857142)"
07-01-2023 18:51:49.846699,"(2.15, 2.32, 2.3173045822102423)","(18.0, 28.0, 27.791666666666668)","(4.0, 4.9, 4.837593984962406)","(6.5, 8.0, 7.822758620689655)","(19.0, 29.0, 28.216666666666665)","(14.0, 21.0, 19.692307692307693)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 176.42857142857142)"
07-01-2023 18:51:51.023024,"(2.15, 2.36, 2.3454636591478697)","(18.0, 28.0, 27.791666666666668)","(4.0, 4.9, 4.8)","(6.5, 8.0, 7.83257328990228)","(19.0, 29.0, 28.216666666666665)","(14.0, 20.0, 19.8125)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 176.42857142857142)"
07-01-2023 18:51:52.181710,"(2.15, 2.36, 2.342686567164179)","(18.0, 28.0, 27.791666666666668)","(4.0, 4.8, 4.78)","(6.5, 8.0, 7.83257328990228)","(19.0, 29.0, 28.216666666666665)","(14.0, 20.0, 19.8125)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 176.42857142857142)"
07-01-2023 18:51:53.286723,"(2.15, 2.36, 2.3434482758620687)","(18.0, 28.0, 27.791666666666668)","(4.0, 4.8, 4.767763157894737)","(6.5, 8.0, 7.83257328990228)","(19.0, 29.0, 28.216666666666665)","(14.0, 20.0, 19.75)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 174.0)"
07-01-2023 18:51:54.440644,"(2.15, 2.36, 2.3434482758620687)","(18.0, 28.0, 27.791666666666668)","(4.0, 4.8, 4.767763157894737)","(6.5, 8.0, 7.83257328990228)","(19.0, 29.0, 28.216666666666665)","(14.0, 20.0, 19.75)","(7.0, 8.8, 8.64225352112676)","(61.0, 190.0, 174.0)"
07-01-2023 18:51:55.530647,"(2.15, 2.34, 2.3349230769230767)","(18.0, 29.0, 28.571428571428573)","(4.0, 4.9, 4.8160409556314)","(6.5, 8.0, 7.852298850574712)","(19.0, 29.0, 28.373333333333335)","(14.0, 20.0, 19.6875)","(7.0, 8.8, 8.680851063829786)","(61.0, 190.0, 176.20689655172413)"
07-01-2023 18:51:56.680120,"(2.15, 2.34, 2.3329824561403507)","(18.0, 29.0, 28.761904761904763)","(4.0, 4.9, 4.813375796178344)","(6.5, 8.0, 7.852298850574712)","(19.0, 29.0, 28.373333333333335)","(14.0, 20.0, 19.6875)","(7.0, 8.8, 8.666666666666666)","(61.0, 190.0, 177.09677419354838)"
07-01-2023 18:51:57.815102,"(2.15, 2.34, 2.3334042553191487)","(18.0, 29.0, 28.807692307692307)","(4.0, 4.9, 4.810526315789474)","(6.5, 8.0, 7.852722063037249)","(19.0, 29.0, 28.373333333333335)","(14.0, 20.0, 19.6875)","(7.0, 8.8, 8.64864864864865)","(61.0, 190.0, 174.6153846153846)"
07-01-2023 18:51:59.055092,"(2.15, 2.34, 2.3334042553191487)","(18.0, 29.0, 28.807692307692307)","(4.0, 4.9, 4.818867924528302)","(6.5, 8.0, 7.852722063037249)","(19.0, 29.0, 28.373333333333335)","(14.0, 20.0, 19.6125)","(7.0, 8.8, 8.602409638554217)","(61.0, 190.0, 174.6153846153846)"
07-01-2023 18:52:00.517371,"(2.15, 2.34, 2.3314482758620687)","(18.0, 29.0, 28.807692307692307)","(4.0, 4.9, 4.828333333333333)","(6.5, 8.0, 7.852722063037249)","(19.0, 29.0, 28.41176470588235)","(14.0, 21.0, 20.11904761904762)","(7.0, 8.8, 8.602409638554217)","(61.0, 190.0, 174.6153846153846)"
07-01-2023 18:52:01.839208,"(2.15, 2.34, 2.3190794979079494)","(18.0, 29.0, 28.77777777777778)","(4.0, 4.9, 4.828333333333333)","(6.5, 8.0, 7.845645645645646)","(19.0, 29.0, 28.48051948051948)","(14.0, 21.0, 20.11904761904762)","(7.0, 8.8, 8.576744186046511)","(61.0, 190.0, 174.8)"
07-01-2023 18:52:03.046667,"(2.15, 2.34, 2.322078853046595)","(18.0, 29.0, 28.5)","(4.0, 4.9, 4.831775700934579)","(6.5, 8.0, 7.845180722891566)","(19.0, 29.0, 28.48051948051948)","(14.0, 21.0, 19.84375)","(7.0, 8.6, 8.576744186046511)","(61.0, 190.0, 174.16666666666666)"
07-01-2023 18:52:04.285501,"(2.15, 2.34, 2.3182278481012655)","(18.0, 29.0, 28.142857142857142)","(4.0, 4.9, 4.866046511627907)","(6.5, 8.0, 7.83525641025641)","(19.0, 29.0, 28.48051948051948)","(14.0, 21.0, 19.84375)","(7.0, 8.6, 8.585401459854014)","(61.0, 190.0, 174.16666666666666)"
07-01-2023 18:52:05.495187,"(2.15, 2.34, 2.3291329479768783)","(18.0, 29.0, 28.684210526315788)","(4.0, 4.9, 4.866046511627907)","(6.5, 8.0, 7.858011049723757)","(19.0, 29.0, 28.57894736842105)","(14.0, 21.0, 20.32941176470588)","(7.0, 8.6, 8.661016949152541)","(61.0, 190.0, 178.4848484848485)"
07-01-2023 18:52:06.667650,"(2.15, 2.34, 2.332958801498127)","(18.0, 29.0, 28.684210526315788)","(4.0, 4.9, 4.867264573991031)","(6.5, 8.0, 7.858011049723757)","(19.0, 29.0, 28.57894736842105)","(14.0, 21.0, 20.075)","(7.0, 8.8, 8.661016949152541)","(61.0, 190.0, 178.4848484848485)"
07-01-2023 18:52:07.737368,"(2.15, 2.34, 2.32803738317757)","(18.0, 29.0, 28.73913043478261)","(4.0, 4.9, 4.845925925925926)","(6.5, 8.0, 7.858011049723757)","(19.0, 29.0, 28.57894736842105)","(14.0, 21.0, 20.029411764705884)","(7.0, 8.8, 8.661016949152541)","(61.0, 190.0, 178.23529411764707)"
07-01-2023 18:52:08.941811,"(2.15, 2.34, 2.32803738317757)","(18.0, 29.0, 28.73913043478261)","(4.0, 4.9, 4.845925925925926)","(6.5, 8.0, 7.858011049723757)","(19.0, 29.0, 28.57894736842105)","(14.0, 21.0, 20.029411764705884)","(7.0, 8.8, 8.661016949152541)","(61.0, 190.0, 178.23529411764707)"
07-01-2023 18:52:09.977680,"(2.15, 2.34, 2.316388349514563)","(18.0, 29.0, 28.73913043478261)","(4.0, 4.9, 4.843846153846154)","(6.5, 8.0, 7.858011049723757)","(19.0, 29.0, 28.533980582524272)","(14.0, 21.0, 20.029411764705884)","(7.0, 8.8, 8.661016949152541)","(61.0, 190.0, 178.23529411764707)"
07-01-2023 18:52:11.061126,"(2.15, 2.34, 2.316015779092702)","(18.0, 29.0, 28.73913043478261)","(4.0, 4.9, 4.843846153846154)","(6.5, 8.0, 7.858011049723757)","(19.0, 29.0, 28.533980582524272)","(14.0, 21.0, 20.029411764705884)","(7.0, 8.8, 8.661016949152541)","(61.0, 190.0, 178.23529411764707)"
07-01-2023 18:52:12.456221,"(2.15, 2.34, 2.3158730158730156)","(18.0, 29.0, 28.73913043478261)","(4.0, 4.9, 4.843846153846154)","(6.5, 8.0, 7.858011049723757)","(19.0, 29.0, 28.533980582524272)","(14.0, 21.0, 20.029411764705884)","(7.0, 8.8, 8.661016949152541)","(61.0, 190.0, 178.23529411764707)"
07-01-2023 18:52:13.694635,"(2.1, 2.32, 2.3162601626016257)","(20.0, 29.0, 28.73913043478261)","(4.0, 4.9, 4.848951048951049)","(6.5, 8.0, 7.858011049723757)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.105263157894736)","(7.0, 8.8, 8.661016949152541)","(91.0, 190.0, 182.85714285714286)"
07-01-2023 18:52:14.928778,"(2.1, 2.34, 2.3149367088607593)","(20.0, 29.0, 28.73913043478261)","(4.0, 4.9, 4.845112781954887)","(6.5, 8.0, 7.858011049723757)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.09090909090909)","(7.0, 8.8, 8.661016949152541)","(91.0, 190.0, 183.79310344827587)"
07-01-2023 18:52:15.993194,"(2.1, 2.34, 2.323076923076923)","(20.0, 29.0, 28.785714285714285)","(4.0, 4.9, 4.842063492063492)","(6.5, 8.0, 7.858011049723757)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.09090909090909)","(7.0, 8.8, 8.661016949152541)","(91.0, 190.0, 174.34782608695653)"
07-01-2023 18:52:17.185442,"(2.1, 2.34, 2.323076923076923)","(20.0, 29.0, 28.70967741935484)","(4.0, 4.9, 4.842063492063492)","(6.5, 8.0, 7.858011049723757)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.09090909090909)","(7.0, 8.8, 8.648148148148149)","(91.0, 190.0, 175.6)"
07-01-2023 18:52:18.325236,"(2.1, 2.34, 2.3249999999999997)","(20.0, 29.0, 28.70967741935484)","(4.0, 4.9, 4.842063492063492)","(6.5, 8.0, 7.858011049723757)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.09090909090909)","(7.0, 8.8, 8.648148148148149)","(91.0, 190.0, 175.6)"
07-01-2023 18:52:19.519634,"(2.1, 2.34, 2.3249999999999997)","(20.0, 29.0, 28.653846153846153)","(4.0, 4.9, 4.8)","(6.5, 8.0, 7.8437689969604865)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.105263157894736)","(7.0, 8.8, 8.66218487394958)","(91.0, 190.0, 175.6)"
07-01-2023 18:52:20.589386,"(2.1, 2.34, 2.328780487804878)","(20.0, 29.0, 28.73913043478261)","(4.0, 4.8, 4.750828729281768)","(6.5, 8.0, 7.8437689969604865)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.105263157894736)","(7.0, 8.8, 8.66218487394958)","(91.0, 190.0, 175.6)"
07-01-2023 18:52:21.635496,"(2.1, 2.34, 2.328780487804878)","(20.0, 29.0, 28.73913043478261)","(4.0, 4.8, 4.750828729281768)","(6.5, 8.0, 7.8437689969604865)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.19047619047619)","(7.0, 8.8, 8.64954128440367)","(91.0, 190.0, 175.3846153846154)"
07-01-2023 18:52:22.703982,"(2.1, 2.34, 2.329337175792507)","(20.0, 29.0, 28.73913043478261)","(4.0, 4.8, 4.758412698412698)","(6.5, 8.0, 7.8437689969604865)","(21.0, 29.0, 28.533980582524272)","(16.0, 21.0, 20.166666666666668)","(7.0, 8.8, 8.634343434343434)","(91.0, 190.0, 175.3846153846154)"
07-01-2023 18:52:23.738841,"(2.1, 2.34, 2.329337175792507)","(20.0, 29.0, 28.772727272727273)","(4.0, 4.8, 4.757467532467532)","(6.5, 8.0, 7.8437689969604865)","(21.0, 29.0, 28.57894736842105)","(16.0, 21.0, 20.363636363636363)","(7.0, 8.8, 8.694117647058823)","(91.0, 190.0, 180.52631578947367)"
07-01-2023 18:52:24.854447,"(2.1, 2.34, 2.3273076923076923)","(20.0, 29.0, 28.772727272727273)","(4.0, 4.8, 4.757605177993527)","(6.5, 8.0, 7.836305732484076)","(21.0, 29.0, 28.5)","(16.0, 21.0, 20.571428571428573)","(7.0, 8.8, 8.694117647058823)","(91.0, 190.0, 180.52631578947367)"
07-01-2023 18:52:25.957111,"(2.1, 2.34, 2.3272093023255813)","(20.0, 29.0, 28.772727272727273)","(4.0, 4.8, 4.757605177993527)","(6.5, 8.0, 7.836305732484076)","(21.0, 29.0, 28.5)","(16.0, 21.0, 20.571428571428573)","(7.0, 8.8, 8.694117647058823)","(91.0, 190.0, 180.52631578947367)"
07-01-2023 18:52:27.058055,"(2.1, 2.34, 2.3327312775330395)","(20.0, 29.0, 28.772727272727273)","(4.0, 4.8, 4.7594427244582045)","(6.5, 8.0, 7.853977272727272)","(21.0, 29.0, 28.5)","(16.0, 20.0, 19.642857142857142)","(7.0, 8.8, 8.72987012987013)","(91.0, 190.0, 180.52631578947367)"
07-01-2023 18:52:28.115016,"(2.1, 2.34, 2.332682926829268)","(20.0, 29.0, 28.814814814814813)","(4.0, 4.8, 4.7594427244582045)","(6.5, 8.0, 7.853977272727272)","(21.0, 29.0, 28.51948051948052)","(16.0, 20.0, 19.857142857142858)","(7.0, 8.8, 8.712)","(91.0, 190.0, 180.52631578947367)"
07-01-2023 18:52:29.125475,"(2.1, 2.34, 2.332151898734177)","(20.0, 29.0, 28.956521739130434)","(4.0, 4.8, 4.707185628742515)","(6.5, 8.0, 7.842443729903537)","(21.0, 29.0, 28.51948051948052)","(16.0, 20.0, 19.857142857142858)","(7.0, 9.0, 8.712)","(91.0, 190.0, 180.52631578947367)"
07-01-2023 18:52:30.293997,"(2.1, 2.34, 2.334779661016949)","(20.0, 29.0, 28.956521739130434)","(4.0, 4.8, 4.713513513513513)","(6.5, 8.0, 7.846394984326019)","(21.0, 29.0, 28.51948051948052)","(16.0, 20.0, 19.785714285714285)","(7.0, 8.8, 8.780952380952382)","(91.0, 190.0, 180.52631578947367)"
07-01-2023 18:52:31.410927,"(2.1, 2.34, 2.334779661016949)","(20.0, 29.0, 28.956521739130434)","(4.0, 4.8, 4.713513513513513)","(6.5, 8.0, 7.849842271293375)","(21.0, 29.0, 28.549295774647888)","(16.0, 20.0, 20.109375)","(7.0, 8.8, 8.77910447761194)","(91.0, 190.0, 180.55555555555554)"
07-01-2023 18:52:32.731394,"(2.1, 2.36, 2.3587499999999997)","(20.0, 29.0, 28.647058823529413)","(4.0, 4.7, 4.6638795986622075)","(6.5, 8.0, 7.849842271293375)","(21.0, 29.0, 28.329787234042552)","(16.0, 21.0, 20.441176470588236)","(7.0, 9.0, 8.77910447761194)","(91.0, 190.0, 180.55555555555554)"
07-01-2023 18:52:33.887262,"(2.1, 2.36, 2.358157894736842)","(20.0, 29.0, 28.647058823529413)","(4.0, 4.7, 4.653378378378378)","(6.5, 8.0, 7.60335731414868)","(21.0, 29.0, 28.015625)","(16.0, 21.0, 20.56153846153846)","(7.0, 9.0, 8.79047619047619)","(91.0, 190.0, 180.55555555555554)"
07-01-2023 18:52:34.937715,"(2.1, 2.38, 2.3558184764991896)","(20.0, 29.0, 28.25)","(4.0, 4.7, 4.653220338983051)","(6.5, 7.8, 7.60335731414868)","(21.0, 29.0, 28.07246376811594)","(16.0, 21.0, 20.56153846153846)","(7.0, 9.0, 8.777049180327868)","(91.0, 190.0, 180.55555555555554)"
07-01-2023 18:52:36.144304,"(2.1, 2.38, 2.364851485148515)","(20.0, 29.0, 28.79310344827586)","(4.0, 4.7, 4.67716894977169)","(6.5, 7.8, 7.6180039138943245)","(21.0, 29.0, 28.07246376811594)","(16.0, 21.0, 20.56153846153846)","(7.0, 9.0, 8.777049180327868)","(91.0, 190.0, 180.55555555555554)"
07-01-2023 18:52:37.495827,"(2.1, 2.38, 2.36534435261708)","(20.0, 29.0, 28.821428571428573)","(4.0, 4.7, 4.675446428571429)","(6.5, 7.8, 7.612877263581488)","(21.0, 29.0, 28.06578947368421)","(16.0, 21.0, 20.296296296296298)","(7.0, 9.0, 8.782222222222222)","(91.0, 190.0, 173.33333333333334)"
07-01-2023 18:52:38.806704,"(2.1, 2.38, 2.366393861892583)","(20.0, 29.0, 28.821428571428573)","(4.0, 4.7, 4.687179487179487)","(6.5, 7.8, 7.632911392405063)","(21.0, 29.0, 28.134146341463413)","(16.0, 21.0, 19.6)","(7.0, 9.0, 8.816216216216215)","(91.0, 180.0, 171.66666666666666)"
07-01-2023 18:52:40.047001,"(2.1, 2.38, 2.371056338028169)","(20.0, 29.0, 28.821428571428573)","(4.0, 4.7, 4.716742081447964)","(6.5, 7.8, 7.629113924050633)","(21.0, 29.0, 28.19298245614035)","(16.0, 20.0, 20.0625)","(7.0, 9.0, 8.870588235294118)","(91.0, 180.0, 173.33333333333334)"
07-01-2023 18:52:41.279698,"(2.1, 2.38, 2.3681203007518796)","(20.0, 28.0, 27.90625)","(4.0, 4.8, 4.6984375)","(6.5, 7.8, 7.6292372881355925)","(21.0, 29.0, 28.19298245614035)","(16.0, 21.0, 20.16)","(7.0, 9.0, 8.92608695652174)","(91.0, 180.0, 173.33333333333334)"
07-01-2023 18:52:42.378199,"(2.1, 2.38, 2.359577464788732)","(20.0, 28.0, 27.90625)","(4.0, 4.7, 4.6984375)","(6.5, 7.8, 7.6292372881355925)","(21.0, 29.0, 28.233333333333334)","(16.0, 21.0, 20.16)","(7.0, 9.0, 8.940350877192982)","(91.0, 180.0, 173.33333333333334)"
07-01-2023 18:52:43.487862,"(2.1, 2.38, 2.3774825174825174)","(20.0, 28.0, 27.914285714285715)","(4.0, 4.8, 4.729078014184397)","(6.5, 7.8, 7.63381443298969)","(21.0, 29.0, 28.561904761904763)","(16.0, 21.0, 20.147727272727273)","(7.0, 9.0, 8.940350877192982)","(91.0, 180.0, 173.33333333333334)"
07-01-2023 18:52:44.677988,"(2.1, 2.4, 2.384302325581395)","(20.0, 29.0, 28.672131147540984)","(4.0, 4.8, 4.726739926739927)","(6.5, 7.8, 7.631027253668763)","(21.0, 29.0, 28.561904761904763)","(16.0, 21.0, 20.147727272727273)","(7.0, 9.0, 8.836363636363638)","(71.0, 180.0, 173.33333333333334)"
07-01-2023 18:52:45.942407,"(2.1, 2.4, 2.3874444444444443)","(20.0, 29.0, 28.46590909090909)","(4.0, 4.7, 4.733333333333333)","(6.5, 7.8, 7.728409090909091)","(21.0, 29.0, 28.77777777777778)","(16.0, 21.0, 18.776315789473685)","(7.0, 9.0, 8.856)","(71.0, 180.0, 177.5)"
07-01-2023 18:52:47.178559,"(2.1, 2.4, 2.374867924528302)","(20.0, 30.0, 28.97826086956522)","(4.0, 4.8, 4.733112582781457)","(6.5, 7.8, 7.702904564315353)","(21.0, 29.0, 28.77777777777778)","(16.0, 19.0, 18.776315789473685)","(7.0, 9.0, 8.863291139240506)","(71.0, 180.0, 177.5)"
07-01-2023 18:52:48.473831,"(2.1, 2.4, 2.3725079365079362)","(20.0, 30.0, 28.350877192982455)","(4.0, 4.8, 4.708181818181818)","(6.5, 7.8, 7.702904564315353)","(21.0, 29.0, 28.77777777777778)","(16.0, 19.0, 18.696428571428573)","(7.0, 9.0, 8.858823529411765)","(71.0, 180.0, 177.5)"
07-01-2023 18:52:49.668040,"(2.1, 2.4, 2.368502415458937)","(20.0, 29.0, 28.416666666666668)","(4.0, 4.8, 4.733986928104575)","(6.5, 7.8, 7.735930735930736)","(21.0, 29.0, 29.2)","(16.0, 19.0, 19.022222222222222)","(7.0, 9.0, 8.93030303030303)","(71.0, 180.0, 175.83333333333334)"
07-01-2023 18:52:50.805992,"(2.1, 2.34, 2.3345664739884393)","(20.0, 29.0, 28.869565217391305)","(4.0, 4.8, 4.780981595092024)","(6.5, 7.8, 7.742156862745098)","(21.0, 30.0, 29.127659574468087)","(16.0, 19.5, 18.660714285714285)","(7.0, 9.0, 8.935238095238095)","(71.0, 190.0, 175.83333333333334)"
07-01-2023 18:52:51.985311,"(2.1, 2.38, 2.347008086253369)","(20.0, 29.0, 28.823529411764707)","(4.0, 4.8, 4.782068965517241)","(6.5, 7.8, 7.711538461538462)","(21.0, 32.0, 29.71641791044776)","(16.0, 19.5, 18.65929203539823)","(7.0, 9.2, 8.997222222222222)","(71.0, 190.0, 175.83333333333334)"
07-01-2023 18:52:53.175518,"(2.1, 2.36, 2.3425)","(20.0, 29.0, 28.823529411764707)","(4.0, 4.8, 4.795505617977528)","(6.5, 7.8, 7.711538461538462)","(21.0, 32.0, 29.771428571428572)","(16.0, 19.5, 18.642857142857142)","(7.0, 9.0, 8.997222222222222)","(71.0, 190.0, 175.83333333333334)"
07-01-2023 18:52:54.391390,"(2.1, 2.36, 2.3425)","(20.0, 28.0, 27.516129032258064)","(4.0, 4.8, 4.7917525773195875)","(6.5, 7.8, 7.711538461538462)","(21.0, 32.0, 30.142857142857142)","(15.0, 19.0, 18.642857142857142)","(7.0, 9.0, 8.997222222222222)","(71.0, 190.0, 175.83333333333334)"
07-01-2023 18:52:55.508512,"(2.1, 2.36, 2.3425)","(20.0, 28.0, 27.473684210526315)","(4.0, 4.8, 4.7917525773195875)","(6.5, 7.8, 7.711538461538462)","(21.0, 32.0, 30.140350877192983)","(15.0, 19.0, 18.642857142857142)","(7.0, 9.0, 8.997222222222222)","(71.0, 190.0, 172.85714285714286)"
07-01-2023 18:52:56.665903,"(2.1, 2.36, 2.3425)","(20.0, 28.0, 27.473684210526315)","(4.0, 4.8, 4.782758620689655)","(6.5, 7.8, 7.715999999999999)","(21.0, 32.0, 30.145454545454545)","(15.0, 19.0, 18.65)","(7.0, 9.0, 8.935960591133005)","(71.0, 190.0, 173.0)"
07-01-2023 18:52:57.980114,"(2.1, 2.36, 2.357142857142857)","(20.0, 28.0, 27.5)","(4.0, 4.9, 4.783950617283951)","(6.5, 7.8, 7.715999999999999)","(21.0, 32.0, 30.20689655172414)","(15.0, 19.0, 18.99230769230769)","(7.0, 9.2, 8.935960591133005)","(71.0, 190.0, 173.0)"
07-01-2023 18:52:59.203482,"(2.1, 2.34, 2.33776)","(20.0, 28.0, 27.385964912280702)","(4.0, 4.9, 4.801052631578947)","(6.5, 7.8, 7.715999999999999)","(21.0, 32.0, 30.20689655172414)","(15.0, 19.0, 18.937125748502993)","(7.0, 9.2, 9.03076923076923)","(71.0, 190.0, 173.0)"
07-01-2023 18:53:00.397684,"(2.1, 2.36, 2.3545833333333333)","(20.0, 27.0, 26.4)","(4.0, 4.7, 4.783703703703703)","(6.5, 7.8, 7.693264248704663)","(21.0, 32.0, 30.75609756097561)","(15.0, 19.5, 19.027638190954775)","(7.0, 9.2, 9.020408163265307)","(71.0, 190.0, 161.66666666666666)"
07-01-2023 18:53:01.556306,"(2.1, 2.36, 2.356176470588235)","(20.0, 27.0, 26.554054054054053)","(4.0, 4.8, 4.783703703703703)","(6.5, 7.8, 7.693264248704663)","(21.0, 32.0, 30.75609756097561)","(15.0, 19.5, 19.027638190954775)","(7.0, 9.2, 9.020408163265307)","(71.0, 190.0, 160.0)"
07-01-2023 18:53:02.676699,"(2.1, 2.36, 2.3568924302788843)","(20.0, 27.0, 26.52173913043478)","(4.0, 4.8, 4.78562091503268)","(6.5, 7.8, 7.694358974358974)","(21.0, 32.0, 31.011494252873565)","(15.0, 19.5, 19.091304347826085)","(7.0, 9.0, 8.923943661971832)","(71.0, 180.0, 169.0909090909091)"
07-01-2023 18:53:03.803530,"(2.1, 2.36, 2.358691206543967)","(20.0, 27.0, 26.52173913043478)","(4.0, 4.8, 4.785234899328859)","(6.5, 7.8, 7.694358974358974)","(21.0, 32.0, 30.517241379310345)","(15.0, 19.5, 19.091304347826085)","(7.0, 9.0, 8.923943661971832)","(71.0, 180.0, 169.0909090909091)"
07-01-2023 18:53:04.962285,"(2.1, 2.36, 2.358691206543967)","(20.0, 27.0, 26.52173913043478)","(4.0, 4.8, 4.783458646616541)","(6.5, 7.8, 7.6706896551724135)","(21.0, 32.0, 30.03846153846154)","(15.0, 19.5, 19.091304347826085)","(7.0, 9.0, 8.908474576271187)","(71.0, 180.0, 171.0)"
07-01-2023 18:53:06.151697,"(2.1, 2.38, 2.364368932038835)","(20.0, 28.0, 27.363636363636363)","(4.0, 4.8, 4.783458646616541)","(6.5, 7.8, 7.6706896551724135)","(21.0, 32.0, 29.443181818181817)","(15.0, 19.5, 19.091304347826085)","(7.0, 9.0, 8.83696682464455)","(71.0, 180.0, 170.0)"
07-01-2023 18:53:07.320628,"(2.1, 2.38, 2.361494252873563)","(20.0, 29.0, 27.444444444444443)","(4.0, 4.8, 4.785135135135135)","(6.5, 7.8, 7.654227405247813)","(21.0, 32.0, 29.443181818181817)","(15.0, 19.5, 19.091304347826085)","(7.0, 9.0, 8.829357798165137)","(71.0, 180.0, 170.0)"
07-01-2023 18:53:08.499283,"(2.1, 2.38, 2.350841121495327)","(20.0, 29.0, 27.444444444444443)","(4.0, 4.8, 4.788965517241379)","(6.5, 7.8, 7.654227405247813)","(21.0, 32.0, 28.64761904761905)","(15.0, 19.5, 19.065656565656564)","(7.0, 9.0, 8.783720930232558)","(71.0, 180.0, 169.0909090909091)"
07-01-2023 18:53:09.591925,"(2.1, 2.38, 2.3564350453172205)","(20.0, 29.0, 27.352941176470587)","(4.0, 4.8, 4.808860759493671)","(6.5, 7.8, 7.657954545454545)","(21.0, 32.0, 29.153061224489797)","(15.0, 19.5, 19.11946902654867)","(7.0, 9.0, 8.790361445783134)","(71.0, 180.0, 164.0)"
07-01-2023 18:53:10.714107,"(2.1, 2.38, 2.362819383259912)","(20.0, 29.0, 28.15)","(4.0, 4.9, 4.809243697478992)","(6.5, 7.8, 7.657954545454545)","(21.0, 32.0, 29.583333333333332)","(15.0, 19.5, 18.947115384615383)","(7.0, 8.8, 8.783720930232558)","(71.0, 180.0, 164.0)"
07-01-2023 18:53:11.847973,"(2.1, 2.38, 2.3627050997782706)","(20.0, 29.0, 27.11111111111111)","(4.0, 4.9, 4.819702602230484)","(6.5, 7.8, 7.657954545454545)","(21.0, 30.0, 29.583333333333332)","(15.0, 19.0, 18.947115384615383)","(7.0, 9.0, 8.711290322580645)","(71.0, 180.0, 164.0)"
07-01-2023 18:53:13.074343,"(2.1, 2.38, 2.3624158415841583)","(20.0, 29.0, 27.08)","(4.0, 4.9, 4.829850746268656)","(6.5, 7.8, 7.650609756097561)","(21.0, 30.0, 29.53846153846154)","(15.0, 19.0, 18.93867924528302)","(7.0, 8.8, 8.416666666666668)","(71.0, 180.0, 164.0)"
07-01-2023 18:53:14.201700,"(2.1, 2.38, 2.359977452085682)","(20.0, 29.0, 27.08)","(4.0, 5.0, 4.845674740484429)","(6.5, 7.8, 7.650609756097561)","(21.0, 30.0, 29.53846153846154)","(15.0, 19.0, 18.93867924528302)","(7.0, 8.6, 8.405714285714286)","(71.0, 180.0, 164.0)"
07-01-2023 18:53:15.327309,"(2.1, 2.36, 2.357971602434077)","(20.0, 29.0, 27.08)","(4.0, 5.0, 4.845674740484429)","(6.5, 7.8, 7.650609756097561)","(21.0, 30.0, 29.53846153846154)","(15.0, 19.0, 18.89075630252101)","(7.0, 8.6, 8.405714285714286)","(71.0, 180.0, 164.0)"
07-01-2023 18:53:16.451875,"(2.1, 2.36, 2.357971602434077)","(20.0, 29.0, 27.08)","(4.0, 5.0, 4.930049261083743)","(6.5, 7.8, 7.659756097560975)","(21.0, 30.0, 29.384615384615383)","(15.0, 19.0, 18.915178571428573)","(7.0, 8.6, 8.427027027027027)","(71.0, 180.0, 168.0)"
