,Perfect Flossy,Trickster Cabang,Found A Spot,Irenes A Star,Coconut Kingston,Miss Belle,Con Cabang
11-01-2023 15:14:15.136690,"(5.5, 6.8, 6.56)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.416666666666668)","(9.0, 14.0, 13.3)","(2.25, 2.66, 2.644536082474227)"
11-01-2023 15:14:16.226048,"(5.5, 6.8, 6.32)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.416666666666668)","(9.0, 14.0, 13.16)","(2.25, 2.66, 2.67)"
11-01-2023 15:14:17.264286,"(5.5, 6.8, 6.533333333333333)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.416666666666668)","(9.0, 14.0, 13.16)","(2.25, 2.72, 2.68)"
11-01-2023 15:14:18.235119,"(5.5, 6.6, 6.466666666666667)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.32258064516129)","(9.0, 14.0, 13.16)","(2.25, 2.72, 2.7)"
11-01-2023 15:14:19.281463,"(5.5, 6.6, 6.5)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.32258064516129)","(9.0, 14.0, 13.3)","(2.25, 2.72, 2.6900000000000004)"
11-01-2023 15:14:20.302477,"(5.5, 6.6, 6.466666666666667)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.32258064516129)","(9.0, 14.0, 13.16)","(2.25, 2.72, 2.7)"
11-01-2023 15:14:21.321946,"(5.5, 6.6, 6.530769230769231)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.32258064516129)","(9.0, 14.0, 13.16)","(2.25, 2.72, 2.7)"
11-01-2023 15:14:22.340870,"(5.5, 6.6, 6.530769230769231)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.32258064516129)","(9.0, 14.0, 13.16)","(2.25, 2.72, 2.7)"
11-01-2023 15:14:23.387886,"(5.5, 6.6, 6.530769230769231)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.32258064516129)","(9.0, 14.0, 13.16)","(2.25, 2.72, 2.7)"
11-01-2023 15:14:24.468188,"(5.5, 6.6, 6.530769230769231)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.32258064516129)","(9.0, 14.0, 13.3)","(2.25, 2.72, 2.7)"
11-01-2023 15:14:25.560515,"(5.5, 6.6, 6.530769230769231)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 16.541666666666668)","(9.0, 14.0, 13.16)","(2.25, 2.72, 2.7333333333333334)"
11-01-2023 15:14:26.642846,"(5.5, 6.6, 6.530769230769231)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 16.970588235294116)","(9.0, 14.0, 13.16)","(2.25, 2.74, 2.7114285714285717)"
11-01-2023 15:14:27.817523,"(5.5, 6.6, 6.530769230769231)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.539473684210527)","(9.0, 14.0, 13.3)","(2.25, 2.78, 2.752307692307692)"
11-01-2023 15:14:28.964422,"(5.5, 6.6, 6.466666666666667)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.76, 2.788)"
11-01-2023 15:14:30.076465,"(5.5, 6.6, 6.375)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.82, 2.74)"
11-01-2023 15:14:31.038062,"(5.5, 6.6, 6.5)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.183)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.78, 2.773333333333333)"
11-01-2023 15:14:32.165273,"(5.5, 6.6, 6.466666666666667)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.625)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.78, 2.7755555555555556)"
11-01-2023 15:14:33.265212,"(5.5, 6.6, 6.3545454545454545)","(21.0, 65.0, 53.72727272727273)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.82, 2.796923076923077)"
11-01-2023 15:14:34.295163,"(5.5, 6.6, 6.1)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.82, 2.8033333333333332)"
11-01-2023 15:14:35.403890,"(5.5, 6.6, 5.948148148148148)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.82, 2.7914285714285714)"
11-01-2023 15:14:36.565348,"(5.5, 6.6, 5.94)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.82, 2.795)"
11-01-2023 15:14:37.689007,"(5.5, 6.6, 5.948148148148148)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.8, 2.795)"
11-01-2023 15:14:38.825310,"(5.5, 6.6, 5.808)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.8, 2.795)"
11-01-2023 15:14:39.900411,"(5.5, 6.6, 5.94)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.8, 2.795)"
11-01-2023 15:14:40.957541,"(5.5, 6.6, 5.948148148148148)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.8, 2.795)"
11-01-2023 15:14:42.039512,"(5.5, 6.6, 5.808)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.8, 2.795)"
11-01-2023 15:14:43.046186,"(5.5, 6.6, 5.94)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.8, 2.795)"
11-01-2023 15:14:44.083744,"(5.5, 6.6, 5.948148148148148)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.8, 2.795)"
11-01-2023 15:14:45.205246,"(5.5, 6.6, 5.94)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.8, 2.808235294117647)"
11-01-2023 15:14:46.324880,"(5.5, 6.6, 5.808)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.82, 2.8137499999999998)"
11-01-2023 15:14:47.456338,"(5.5, 6.6, 5.808)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.82, 2.7914285714285714)"
11-01-2023 15:14:48.596576,"(5.5, 6.6, 5.94)","(21.0, 65.0, 52.083333333333336)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.82, 2.8137499999999998)"
11-01-2023 15:14:49.668144,"(5.5, 6.6, 5.948148148148148)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.82, 2.79)"
11-01-2023 15:14:50.782351,"(5.5, 6.6, 5.94)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.82, 2.813333333333333)"
11-01-2023 15:14:51.913563,"(5.5, 6.6, 5.948148148148148)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.3)","(2.25, 2.82, 2.813333333333333)"
11-01-2023 15:14:52.850862,"(5.5, 6.6, 5.808)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.453125)","(9.0, 14.0, 13.16)","(2.25, 2.82, 2.7914285714285714)"
11-01-2023 15:14:53.981609,"(5.5, 6.6, 5.94)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.74074074074074)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.51388888888889)","(9.0, 14.0, 13.4)","(2.25, 2.82, 2.7211764705882353)"
11-01-2023 15:14:55.121457,"(5.5, 6.6, 6.05)","(21.0, 65.0, 58.111111111111114)","(12.0, 16.0, 15.75)","(3.5, 4.3, 4.181818181818182)","(10.0, 18.0, 17.51388888888889)","(9.0, 14.0, 13.4)","(2.25, 2.82, 2.715)"
11-01-2023 15:14:56.151813,"(5.5, 6.6, 6.05)","(21.0, 65.0, 55.7)","(12.0, 16.0, 15.75)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.51388888888889)","(9.0, 14.0, 13.4)","(2.25, 2.82, 2.701818181818182)"
11-01-2023 15:14:57.207886,"(5.5, 6.6, 6.05)","(21.0, 65.0, 58.111111111111114)","(12.0, 16.0, 15.75)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.485294117647058)","(9.0, 14.0, 13.4)","(2.25, 2.8, 2.7466666666666666)"
11-01-2023 15:14:58.246895,"(5.5, 6.6, 6.05)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.75)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.485294117647058)","(9.0, 14.0, 13.4)","(2.25, 2.78, 2.7333333333333334)"
11-01-2023 15:14:59.331810,"(5.5, 6.6, 6.05)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.75)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.485294117647058)","(9.0, 14.0, 13.4)","(2.25, 2.76, 2.72)"
11-01-2023 15:15:00.439265,"(5.5, 6.6, 6.097142857142857)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.75)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.485294117647058)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.706666666666667)"
11-01-2023 15:15:01.370459,"(5.5, 6.6, 6.097142857142857)","(21.0, 65.0, 61.125)","(12.0, 16.0, 15.75)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.485294117647058)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.68)"
11-01-2023 15:15:02.449525,"(5.5, 6.6, 6.097142857142857)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.875)","(3.5, 4.3, 4.174285714285714)","(10.0, 18.0, 17.485294117647058)","(9.0, 14.0, 13.4)","(2.25, 2.72, 2.70375)"
11-01-2023 15:15:03.545661,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.875)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.485294117647058)","(9.0, 14.0, 13.461538461538462)","(2.25, 2.76, 2.70375)"
11-01-2023 15:15:04.608461,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.724137931034482)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 16.541666666666668)","(9.0, 14.0, 13.4)","(2.25, 2.76, 2.6188235294117646)"
11-01-2023 15:15:05.637440,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.22222222222222)","(9.0, 14.0, 13.4)","(2.25, 2.76, 2.6188235294117646)"
11-01-2023 15:15:06.726535,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.807692307692308)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.22222222222222)","(9.0, 14.0, 13.4)","(2.25, 2.76, 2.6188235294117646)"
11-01-2023 15:15:07.869186,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.22222222222222)","(9.0, 14.0, 13.4)","(2.25, 2.76, 2.6188235294117646)"
11-01-2023 15:15:08.958263,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.22222222222222)","(9.0, 14.0, 13.4)","(2.25, 2.76, 2.6188235294117646)"
11-01-2023 15:15:10.078404,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.63157894736842)","(9.0, 14.0, 13.4)","(2.25, 2.76, 2.6570370370370373)"
11-01-2023 15:15:11.147123,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.63157894736842)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.66)"
11-01-2023 15:15:12.228724,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 50.5)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.575757575757574)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.626666666666667)"
11-01-2023 15:15:13.172096,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.575757575757574)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.626666666666667)"
11-01-2023 15:15:14.272445,"(5.5, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(10.0, 18.0, 17.192307692307693)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.626666666666667)"
11-01-2023 15:15:15.373797,"(5.0, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.3)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.6455555555555557)"
11-01-2023 15:15:16.470171,"(5.0, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.596153846153847)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.6455555555555557)"
11-01-2023 15:15:17.506811,"(5.0, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.596153846153847)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.645)"
11-01-2023 15:15:18.612548,"(5.0, 6.6, 6.105882352941176)","(21.0, 65.0, 60.57142857142857)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.125)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.66)"
11-01-2023 15:15:19.704903,"(5.0, 6.6, 6.32)","(21.0, 65.0, 51.81818181818181)","(12.0, 16.0, 15.807692307692308)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.125)","(9.0, 14.0, 13.4)","(2.25, 2.72, 2.6366666666666667)"
11-01-2023 15:15:20.867799,"(5.0, 6.6, 6.345454545454546)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.125)","(9.0, 14.0, 13.4)","(2.25, 2.72, 2.67)"
11-01-2023 15:15:21.863469,"(5.0, 6.6, 6.371428571428571)","(21.0, 65.0, 51.61538461538461)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.125)","(9.0, 14.0, 13.4)","(2.25, 2.72, 2.6333333333333333)"
11-01-2023 15:15:22.818317,"(5.0, 6.6, 6.3875)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 17.733333333333334)","(9.0, 14.0, 13.4)","(2.25, 2.74, 2.67)"
11-01-2023 15:15:23.903155,"(5.0, 6.6, 6.3875)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.8)","(3.5, 4.3, 4.173076923076923)","(11.0, 18.0, 23.695652173913043)","(9.0, 14.0, 13.4)","(2.25, 2.72, 2.6974358974358976)"
11-01-2023 15:15:24.957901,"(5.0, 6.6, 6.373333333333333)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.6)","(3.5, 4.3, 4.184615384615385)","(11.0, 24.0, 18.22222222222222)","(9.0, 14.0, 13.16)","(2.25, 2.7, 2.69672131147541)"
11-01-2023 15:15:26.105981,"(5.0, 6.6, 6.3677419354838705)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.2, 4.173076923076923)","(11.0, 24.0, 17.88235294117647)","(9.0, 14.0, 13.4)","(2.25, 2.7, 2.682608695652174)"
11-01-2023 15:15:27.277674,"(5.0, 6.6, 6.3677419354838705)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.807692307692308)","(3.5, 4.3, 4.171428571428572)","(11.0, 24.0, 17.87142857142857)","(9.0, 14.0, 13.4)","(2.25, 2.7, 2.6314285714285717)"
11-01-2023 15:15:28.291506,"(5.0, 6.6, 6.375)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.807692307692308)","(3.5, 4.3, 4.173076923076923)","(11.0, 24.0, 18.18421052631579)","(9.0, 14.0, 13.4)","(2.25, 2.66, 2.6476712328767125)"
11-01-2023 15:15:29.384310,"(5.0, 6.6, 6.375)","(21.0, 65.0, 43.25)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 24.0, 18.5)","(9.0, 14.0, 13.4)","(2.25, 2.66, 2.6475)"
11-01-2023 15:15:30.440220,"(5.0, 6.6, 6.375)","(20.0, 65.0, 41.857142857142854)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 19.0, 18.94)","(10.0, 14.0, 13.4)","(2.25, 2.66, 2.6475)"
11-01-2023 15:15:31.574557,"(5.0, 6.6, 6.375)","(20.0, 65.0, 41.857142857142854)","(12.0, 16.0, 15.67741935483871)","(3.5, 4.3, 4.173076923076923)","(11.0, 19.0, 18.94)","(10.0, 14.0, 13.4)","(2.25, 2.66, 2.6475)"
11-01-2023 15:15:32.600193,"(5.0, 6.6, 6.380645161290323)","(20.0, 65.0, 41.857142857142854)","(12.0, 16.0, 15.807692307692308)","(3.5, 4.3, 4.173076923076923)","(11.0, 19.0, 18.93181818181818)","(10.0, 14.0, 13.4)","(2.25, 2.66, 2.63)"
11-01-2023 15:15:33.648307,"(5.0, 6.6, 6.380645161290323)","(20.0, 65.0, 41.857142857142854)","(12.0, 16.0, 15.807692307692308)","(3.5, 4.3, 4.173076923076923)","(11.0, 19.0, 18.93181818181818)","(10.0, 14.0, 13.4)","(2.25, 2.7, 2.626153846153846)"
11-01-2023 15:15:34.921651,"(5.0, 6.6, 6.3677419354838705)","(20.0, 65.0, 41.857142857142854)","(12.0, 16.0, 15.724137931034482)","(3.5, 4.3, 4.173076923076923)","(11.0, 19.0, 16.375)","(10.0, 14.0, 13.4)","(2.25, 2.7, 2.626153846153846)"
11-01-2023 15:15:36.249790,"(5.0, 6.6, 6.447619047619048)","(20.0, 65.0, 41.0)","(12.0, 16.0, 15.403846153846153)","(3.5, 4.3, 4.173076923076923)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.4)","(2.25, 2.7, 2.625714285714286)"
11-01-2023 15:15:37.465747,"(5.0, 6.6, 6.523809523809524)","(21.0, 65.0, 35.666666666666664)","(12.0, 15.5, 15.375)","(3.5, 4.3, 4.173076923076923)","(11.0, 17.0, 15.3125)","(10.0, 14.0, 13.4)","(2.25, 2.64, 2.586666666666667)"
11-01-2023 15:15:38.686744,"(5.0, 6.6, 6.530434782608696)","(21.0, 65.0, 43.0)","(12.0, 15.5, 15.197368421052632)","(3.5, 4.3, 4.173076923076923)","(11.0, 17.5, 15.75)","(10.0, 14.0, 13.4)","(2.25, 2.64, 2.5647058823529414)"
11-01-2023 15:15:39.951233,"(5.0, 6.6, 6.530434782608696)","(21.0, 65.0, 58.4)","(12.0, 15.5, 15.267857142857142)","(3.5, 4.3, 4.173076923076923)","(12.0, 17.0, 15.75)","(10.0, 14.0, 13.4)","(2.25, 2.64, 2.5647058823529414)"
11-01-2023 15:15:41.122517,"(5.0, 6.6, 6.530434782608696)","(21.0, 65.0, 58.4)","(12.0, 15.5, 15.267857142857142)","(3.5, 4.3, 4.173076923076923)","(12.0, 17.0, 15.75)","(10.0, 14.0, 13.4)","(2.25, 2.64, 2.58)"
11-01-2023 15:15:42.305935,"(5.0, 6.6, 6.530434782608696)","(21.0, 70.0, 47.09090909090909)","(12.0, 15.5, 15.267857142857142)","(3.5, 4.3, 4.173076923076923)","(12.0, 17.0, 15.5)","(10.0, 14.0, 13.4)","(2.25, 2.62, 2.54)"
11-01-2023 15:15:43.362221,"(5.5, 6.6, 6.515789473684211)","(21.0, 70.0, 52.0)","(13.0, 15.5, 15.267857142857142)","(3.6, 4.3, 4.184615384615385)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.4)","(2.25, 2.62, 2.62)"
11-01-2023 15:15:44.534316,"(5.5, 6.6, 6.443478260869565)","(21.0, 65.0, 47.77777777777778)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.2, 4.173076923076923)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.4)","(2.25, 2.66, 2.6025)"
11-01-2023 15:15:45.676453,"(5.5, 6.6, 6.527272727272727)","(21.0, 65.0, 48.09090909090909)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.3, 4.181818181818182)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.4)","(2.25, 2.64, 2.6025)"
11-01-2023 15:15:46.901049,"(5.5, 6.6, 6.533333333333333)","(21.0, 65.0, 48.09090909090909)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.2, 4.181818181818182)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.382352941176471)","(2.25, 2.64, 2.5870588235294116)"
11-01-2023 15:15:48.109234,"(5.5, 6.6, 6.527272727272727)","(21.0, 65.0, 48.09090909090909)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.2, 4.19672131147541)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.393939393939394)","(2.25, 2.64, 2.5870588235294116)"
11-01-2023 15:15:49.268676,"(5.5, 6.6, 6.527272727272727)","(21.0, 65.0, 48.09090909090909)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.2, 4.181818181818182)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.393939393939394)","(2.25, 2.64, 2.590909090909091)"
11-01-2023 15:15:50.371217,"(5.5, 6.6, 6.527272727272727)","(21.0, 65.0, 48.09090909090909)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.2, 4.19672131147541)","(11.0, 17.0, 15.75)","(10.0, 14.0, 13.393939393939394)","(2.25, 2.64, 2.66)"
11-01-2023 15:15:51.456334,"(5.5, 6.6, 6.433333333333334)","(21.0, 65.0, 46.91666666666667)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.2, 4.168224299065421)","(11.0, 17.0, 15.25)","(10.0, 14.0, 13.393939393939394)","(2.25, 2.7, 2.6283333333333334)"
11-01-2023 15:15:52.566325,"(5.5, 6.6, 6.433333333333334)","(21.0, 65.0, 46.91666666666667)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.3, 4.168224299065421)","(11.0, 17.0, 16.0)","(10.0, 14.0, 13.473684210526315)","(2.25, 2.72, 2.606666666666667)"
11-01-2023 15:15:53.565262,"(5.5, 6.6, 6.461538461538462)","(21.0, 55.0, 42.333333333333336)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.3, 4.168224299065421)","(11.0, 17.0, 16.0)","(10.0, 14.0, 13.473684210526315)","(2.25, 2.64, 2.606666666666667)"
11-01-2023 15:15:54.682129,"(5.5, 6.6, 6.530434782608696)","(21.0, 55.0, 47.4)","(13.0, 15.5, 15.340909090909092)","(3.6, 4.3, 4.23)","(11.0, 17.0, 16.6)","(10.0, 14.0, 13.393939393939394)","(2.25, 2.64, 2.6025)"
11-01-2023 15:15:55.976972,"(5.5, 6.6, 6.530434782608696)","(21.0, 55.0, 49.15384615384615)","(13.0, 15.5, 15.325)","(3.6, 4.3, 4.23)","(11.0, 17.0, 16.0)","(10.0, 14.0, 13.285714285714286)","(2.25, 2.64, 2.6025)"
11-01-2023 15:15:57.211638,"(5.5, 6.6, 6.530434782608696)","(21.0, 55.0, 45.0)","(13.0, 15.5, 15.325)","(3.6, 4.3, 4.241666666666667)","(11.0, 17.0, 16.6)","(10.0, 14.0, 13.285714285714286)","(2.25, 2.64, 2.6025)"
