,Z U In My Dreams,Bettabe Swift,Jungle Goddess,Freezer Burn,Wish For Magic,Flat Out Appealing
267,"[datetime.datetime(2022, 11, 28, 11, 8, 14, 280641), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 280641), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 280641), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 280641), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 280641), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 14, 280641), 31.0, 290.0]"
268,"[datetime.datetime(2022, 11, 28, 11, 8, 15, 371547), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 371547), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 371547), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 371547), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 371547), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 15, 371547), 31.0, 290.0]"
269,"[datetime.datetime(2022, 11, 28, 11, 8, 16, 467951), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 467951), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 467951), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 467951), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 467951), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 16, 467951), 31.0, 290.0]"
270,"[datetime.datetime(2022, 11, 28, 11, 8, 17, 574982), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 574982), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 574982), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 574982), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 574982), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 17, 574982), 31.0, 290.0]"
271,"[datetime.datetime(2022, 11, 28, 11, 8, 18, 652993), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 652993), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 652993), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 652993), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 652993), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 18, 652993), 31.0, 290.0]"
272,"[datetime.datetime(2022, 11, 28, 11, 8, 19, 748228), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 748228), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 748228), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 748228), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 748228), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 19, 748228), 31.0, 290.0]"
273,"[datetime.datetime(2022, 11, 28, 11, 8, 20, 856931), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 856931), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 856931), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 856931), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 856931), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 20, 856931), 31.0, 290.0]"
274,"[datetime.datetime(2022, 11, 28, 11, 8, 21, 936203), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 936203), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 936203), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 936203), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 936203), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 21, 936203), 31.0, 290.0]"
275,"[datetime.datetime(2022, 11, 28, 11, 8, 23, 29279), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 29279), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 29279), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 29279), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 29279), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 23, 29279), 31.0, 290.0]"
276,"[datetime.datetime(2022, 11, 28, 11, 8, 24, 133061), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 133061), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 133061), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 133061), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 133061), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 24, 133061), 31.0, 290.0]"
277,"[datetime.datetime(2022, 11, 28, 11, 8, 25, 228307), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 25, 228307), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 25, 228307), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 25, 228307), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 25, 228307), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 25, 228307), 31.0, 290.0]"
278,"[datetime.datetime(2022, 11, 28, 11, 8, 26, 323869), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 323869), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 323869), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 323869), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 323869), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 26, 323869), 31.0, 290.0]"
279,"[datetime.datetime(2022, 11, 28, 11, 8, 27, 411319), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 411319), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 411319), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 411319), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 411319), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 27, 411319), 31.0, 290.0]"
280,"[datetime.datetime(2022, 11, 28, 11, 8, 28, 519202), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 519202), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 519202), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 519202), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 519202), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 28, 519202), 31.0, 290.0]"
281,"[datetime.datetime(2022, 11, 28, 11, 8, 29, 603621), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 603621), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 603621), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 603621), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 603621), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 29, 603621), 31.0, 290.0]"
282,"[datetime.datetime(2022, 11, 28, 11, 8, 30, 707730), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 707730), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 707730), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 707730), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 707730), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 30, 707730), 31.0, 290.0]"
283,"[datetime.datetime(2022, 11, 28, 11, 8, 31, 816880), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 816880), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 816880), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 816880), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 816880), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 31, 816880), 31.0, 290.0]"
284,"[datetime.datetime(2022, 11, 28, 11, 8, 32, 908000), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 908000), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 908000), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 908000), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 908000), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 32, 908000), 31.0, 290.0]"
285,"[datetime.datetime(2022, 11, 28, 11, 8, 34, 21381), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 21381), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 21381), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 21381), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 21381), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 34, 21381), 31.0, 290.0]"
286,"[datetime.datetime(2022, 11, 28, 11, 8, 35, 115962), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 115962), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 115962), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 115962), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 115962), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 35, 115962), 31.0, 290.0]"
287,"[datetime.datetime(2022, 11, 28, 11, 8, 36, 212027), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 212027), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 212027), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 212027), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 212027), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 36, 212027), 31.0, 290.0]"
288,"[datetime.datetime(2022, 11, 28, 11, 8, 37, 316376), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 316376), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 316376), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 316376), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 316376), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 37, 316376), 31.0, 290.0]"
289,"[datetime.datetime(2022, 11, 28, 11, 8, 38, 421045), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 38, 421045), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 38, 421045), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 38, 421045), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 38, 421045), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 38, 421045), 31.0, 290.0]"
290,"[datetime.datetime(2022, 11, 28, 11, 8, 39, 507659), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 507659), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 507659), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 507659), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 507659), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 39, 507659), 31.0, 290.0]"
291,"[datetime.datetime(2022, 11, 28, 11, 8, 40, 612479), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 612479), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 612479), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 612479), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 612479), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 40, 612479), 31.0, 290.0]"
292,"[datetime.datetime(2022, 11, 28, 11, 8, 41, 713501), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 713501), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 713501), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 713501), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 713501), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 41, 713501), 31.0, 290.0]"
293,"[datetime.datetime(2022, 11, 28, 11, 8, 42, 828731), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 828731), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 828731), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 828731), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 828731), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 42, 828731), 31.0, 290.0]"
294,"[datetime.datetime(2022, 11, 28, 11, 8, 43, 924169), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 924169), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 924169), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 924169), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 924169), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 43, 924169), 31.0, 290.0]"
295,"[datetime.datetime(2022, 11, 28, 11, 8, 45, 34410), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 34410), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 34410), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 34410), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 34410), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 45, 34410), 31.0, 290.0]"
296,"[datetime.datetime(2022, 11, 28, 11, 8, 46, 120834), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 120834), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 120834), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 120834), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 120834), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 46, 120834), 31.0, 290.0]"
297,"[datetime.datetime(2022, 11, 28, 11, 8, 47, 212270), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 212270), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 212270), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 212270), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 212270), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 47, 212270), 31.0, 290.0]"
298,"[datetime.datetime(2022, 11, 28, 11, 8, 48, 318652), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 318652), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 318652), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 318652), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 318652), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 48, 318652), 31.0, 290.0]"
299,"[datetime.datetime(2022, 11, 28, 11, 8, 49, 409998), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 409998), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 409998), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 409998), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 409998), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 49, 409998), 31.0, 290.0]"
300,"[datetime.datetime(2022, 11, 28, 11, 8, 50, 502507), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 502507), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 502507), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 502507), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 502507), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 50, 502507), 31.0, 290.0]"
301,"[datetime.datetime(2022, 11, 28, 11, 8, 51, 600308), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 51, 600308), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 51, 600308), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 51, 600308), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 51, 600308), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 51, 600308), 31.0, 290.0]"
302,"[datetime.datetime(2022, 11, 28, 11, 8, 52, 684474), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 684474), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 684474), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 684474), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 684474), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 52, 684474), 31.0, 290.0]"
303,"[datetime.datetime(2022, 11, 28, 11, 8, 53, 787463), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 787463), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 787463), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 787463), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 787463), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 53, 787463), 31.0, 290.0]"
304,"[datetime.datetime(2022, 11, 28, 11, 8, 54, 875290), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 875290), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 875290), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 875290), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 875290), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 54, 875290), 31.0, 290.0]"
305,"[datetime.datetime(2022, 11, 28, 11, 8, 55, 975462), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 55, 975462), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 55, 975462), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 55, 975462), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 55, 975462), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 55, 975462), 31.0, 290.0]"
306,"[datetime.datetime(2022, 11, 28, 11, 8, 57, 69428), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 57, 69428), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 57, 69428), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 57, 69428), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 57, 69428), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 57, 69428), 31.0, 290.0]"
307,"[datetime.datetime(2022, 11, 28, 11, 8, 58, 152050), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 58, 152050), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 58, 152050), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 58, 152050), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 58, 152050), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 58, 152050), 31.0, 290.0]"
308,"[datetime.datetime(2022, 11, 28, 11, 8, 59, 249603), 2.7, 5.5]","[datetime.datetime(2022, 11, 28, 11, 8, 59, 249603), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 8, 59, 249603), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 8, 59, 249603), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 8, 59, 249603), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 8, 59, 249603), 31.0, 290.0]"
309,"[datetime.datetime(2022, 11, 28, 11, 9, 0, 349901), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 0, 349901), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 0, 349901), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 0, 349901), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 0, 349901), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 0, 349901), 31.0, 290.0]"
310,"[datetime.datetime(2022, 11, 28, 11, 9, 1, 437070), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 1, 437070), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 1, 437070), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 1, 437070), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 1, 437070), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 1, 437070), 31.0, 290.0]"
311,"[datetime.datetime(2022, 11, 28, 11, 9, 2, 539494), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 2, 539494), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 2, 539494), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 2, 539494), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 2, 539494), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 2, 539494), 31.0, 290.0]"
312,"[datetime.datetime(2022, 11, 28, 11, 9, 3, 621073), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 3, 621073), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 3, 621073), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 3, 621073), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 3, 621073), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 3, 621073), 31.0, 290.0]"
313,"[datetime.datetime(2022, 11, 28, 11, 9, 4, 731546), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 4, 731546), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 4, 731546), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 4, 731546), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 4, 731546), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 4, 731546), 31.0, 290.0]"
314,"[datetime.datetime(2022, 11, 28, 11, 9, 5, 823451), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 5, 823451), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 5, 823451), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 5, 823451), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 5, 823451), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 5, 823451), 31.0, 290.0]"
315,"[datetime.datetime(2022, 11, 28, 11, 9, 6, 901281), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 6, 901281), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 6, 901281), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 6, 901281), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 6, 901281), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 6, 901281), 31.0, 290.0]"
316,"[datetime.datetime(2022, 11, 28, 11, 9, 8, 17593), 2.7, 5.4]","[datetime.datetime(2022, 11, 28, 11, 9, 8, 17593), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 8, 17593), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 8, 17593), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 8, 17593), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 8, 17593), 31.0, 290.0]"
317,"[datetime.datetime(2022, 11, 28, 11, 9, 9, 105984), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 9, 105984), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 9, 105984), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 9, 105984), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 9, 105984), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 9, 105984), 31.0, 290.0]"
318,"[datetime.datetime(2022, 11, 28, 11, 9, 10, 206224), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 10, 206224), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 10, 206224), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 10, 206224), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 10, 206224), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 10, 206224), 31.0, 290.0]"
319,"[datetime.datetime(2022, 11, 28, 11, 9, 11, 303696), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 11, 303696), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 11, 303696), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 11, 303696), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 11, 303696), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 11, 303696), 31.0, 290.0]"
320,"[datetime.datetime(2022, 11, 28, 11, 9, 12, 396943), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 12, 396943), 2.7, 5.6]","[datetime.datetime(2022, 11, 28, 11, 9, 12, 396943), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 9, 12, 396943), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 9, 12, 396943), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 9, 12, 396943), 31.0, 290.0]"
