,Z U In My Dreams,Bettabe Swift,Jungle Goddess,Freezer Burn,Wish For Magic,Flat Out Appealing
1977,"[datetime.datetime(2022, 11, 28, 11, 39, 48, 362839), 2.7, 3.65]","[datetime.datetime(2022, 11, 28, 11, 39, 48, 362839), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 48, 362839), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 39, 48, 362839), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 39, 48, 362839), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 39, 48, 362839), 31.0, 290.0]"
1978,"[datetime.datetime(2022, 11, 28, 11, 39, 49, 455069), 2.7, 3.65]","[datetime.datetime(2022, 11, 28, 11, 39, 49, 455069), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 49, 455069), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 39, 49, 455069), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 39, 49, 455069), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 39, 49, 455069), 31.0, 290.0]"
1979,"[datetime.datetime(2022, 11, 28, 11, 39, 50, 552022), 2.7, 3.65]","[datetime.datetime(2022, 11, 28, 11, 39, 50, 552022), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 50, 552022), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 39, 50, 552022), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 39, 50, 552022), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 39, 50, 552022), 31.0, 290.0]"
1980,"[datetime.datetime(2022, 11, 28, 11, 39, 51, 644134), 2.7, 3.65]","[datetime.datetime(2022, 11, 28, 11, 39, 51, 644134), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 51, 644134), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 39, 51, 644134), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 39, 51, 644134), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 39, 51, 644134), 31.0, 290.0]"
1981,"[datetime.datetime(2022, 11, 28, 11, 39, 52, 736417), 2.7, 3.65]","[datetime.datetime(2022, 11, 28, 11, 39, 52, 736417), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 52, 736417), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 39, 52, 736417), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 39, 52, 736417), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 39, 52, 736417), 31.0, 290.0]"
1982,"[datetime.datetime(2022, 11, 28, 11, 39, 53, 835574), 2.7, 3.65]","[datetime.datetime(2022, 11, 28, 11, 39, 53, 835574), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 53, 835574), 5.0, 12.0]","[datetime.datetime(2022, 11, 28, 11, 39, 53, 835574), 5.5, 16.0]","[datetime.datetime(2022, 11, 28, 11, 39, 53, 835574), 19.0, 110.0]","[datetime.datetime(2022, 11, 28, 11, 39, 53, 835574), 31.0, 290.0]"
1983,"[datetime.datetime(2022, 11, 28, 11, 39, 54, 929291), 2.7, 3.65]","[datetime.datetime(2022, 11, 28, 11, 39, 54, 929291), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 54, 929291), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 39, 54, 929291), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 39, 54, 929291), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 39, 54, 929291), 31.0, 290.0]"
1984,"[datetime.datetime(2022, 11, 28, 11, 39, 56, 21681), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 39, 56, 21681), 2.7, 3.7]","[datetime.datetime(2022, 11, 28, 11, 39, 56, 21681), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 39, 56, 21681), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 39, 56, 21681), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 39, 56, 21681), 31.0, 290.0]"
1985,"[datetime.datetime(2022, 11, 28, 11, 39, 57, 122682), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 39, 57, 122682), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 39, 57, 122682), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 39, 57, 122682), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 39, 57, 122682), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 39, 57, 122682), 31.0, 290.0]"
1986,"[datetime.datetime(2022, 11, 28, 11, 39, 58, 215847), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 39, 58, 215847), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 39, 58, 215847), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 39, 58, 215847), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 39, 58, 215847), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 39, 58, 215847), 31.0, 290.0]"
1987,"[datetime.datetime(2022, 11, 28, 11, 39, 59, 312454), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 39, 59, 312454), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 39, 59, 312454), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 39, 59, 312454), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 39, 59, 312454), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 39, 59, 312454), 31.0, 290.0]"
1988,"[datetime.datetime(2022, 11, 28, 11, 40, 0, 411631), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 0, 411631), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 0, 411631), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 0, 411631), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 0, 411631), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 0, 411631), 31.0, 290.0]"
1989,"[datetime.datetime(2022, 11, 28, 11, 40, 1, 507387), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 1, 507387), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 1, 507387), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 1, 507387), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 1, 507387), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 1, 507387), 31.0, 290.0]"
1990,"[datetime.datetime(2022, 11, 28, 11, 40, 2, 601483), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 2, 601483), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 2, 601483), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 2, 601483), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 2, 601483), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 2, 601483), 31.0, 290.0]"
1991,"[datetime.datetime(2022, 11, 28, 11, 40, 3, 699261), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 3, 699261), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 3, 699261), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 3, 699261), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 3, 699261), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 3, 699261), 31.0, 290.0]"
1992,"[datetime.datetime(2022, 11, 28, 11, 40, 4, 797755), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 4, 797755), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 4, 797755), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 4, 797755), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 4, 797755), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 4, 797755), 31.0, 290.0]"
1993,"[datetime.datetime(2022, 11, 28, 11, 40, 5, 897276), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 5, 897276), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 5, 897276), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 5, 897276), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 5, 897276), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 5, 897276), 31.0, 290.0]"
1994,"[datetime.datetime(2022, 11, 28, 11, 40, 7, 4214), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 7, 4214), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 7, 4214), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 7, 4214), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 7, 4214), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 7, 4214), 31.0, 290.0]"
1995,"[datetime.datetime(2022, 11, 28, 11, 40, 8, 108071), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 8, 108071), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 8, 108071), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 8, 108071), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 8, 108071), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 8, 108071), 31.0, 290.0]"
1996,"[datetime.datetime(2022, 11, 28, 11, 40, 9, 201884), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 9, 201884), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 9, 201884), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 9, 201884), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 9, 201884), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 9, 201884), 31.0, 290.0]"
1997,"[datetime.datetime(2022, 11, 28, 11, 40, 10, 306981), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 10, 306981), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 10, 306981), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 10, 306981), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 10, 306981), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 10, 306981), 31.0, 290.0]"
1998,"[datetime.datetime(2022, 11, 28, 11, 40, 11, 410572), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 11, 410572), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 11, 410572), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 11, 410572), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 11, 410572), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 11, 410572), 31.0, 290.0]"
1999,"[datetime.datetime(2022, 11, 28, 11, 40, 12, 503271), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 12, 503271), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 12, 503271), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 12, 503271), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 12, 503271), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 12, 503271), 31.0, 290.0]"
2000,"[datetime.datetime(2022, 11, 28, 11, 40, 13, 608355), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 13, 608355), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 13, 608355), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 13, 608355), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 13, 608355), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 13, 608355), 31.0, 290.0]"
2001,"[datetime.datetime(2022, 11, 28, 11, 40, 14, 701555), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 14, 701555), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 14, 701555), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 14, 701555), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 14, 701555), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 14, 701555), 31.0, 290.0]"
2002,"[datetime.datetime(2022, 11, 28, 11, 40, 15, 795807), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 15, 795807), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 15, 795807), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 15, 795807), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 15, 795807), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 15, 795807), 31.0, 290.0]"
2003,"[datetime.datetime(2022, 11, 28, 11, 40, 16, 895094), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 16, 895094), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 16, 895094), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 16, 895094), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 16, 895094), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 16, 895094), 31.0, 290.0]"
2004,"[datetime.datetime(2022, 11, 28, 11, 40, 17, 988252), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 17, 988252), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 17, 988252), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 17, 988252), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 17, 988252), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 17, 988252), 31.0, 290.0]"
2005,"[datetime.datetime(2022, 11, 28, 11, 40, 19, 80610), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 19, 80610), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 19, 80610), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 19, 80610), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 19, 80610), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 19, 80610), 31.0, 290.0]"
2006,"[datetime.datetime(2022, 11, 28, 11, 40, 20, 172582), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 20, 172582), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 20, 172582), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 20, 172582), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 20, 172582), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 20, 172582), 31.0, 290.0]"
2007,"[datetime.datetime(2022, 11, 28, 11, 40, 21, 267739), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 21, 267739), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 21, 267739), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 21, 267739), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 21, 267739), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 21, 267739), 31.0, 290.0]"
2008,"[datetime.datetime(2022, 11, 28, 11, 40, 22, 359200), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 22, 359200), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 22, 359200), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 22, 359200), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 22, 359200), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 22, 359200), 31.0, 290.0]"
2009,"[datetime.datetime(2022, 11, 28, 11, 40, 23, 453016), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 23, 453016), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 23, 453016), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 23, 453016), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 23, 453016), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 23, 453016), 31.0, 290.0]"
2010,"[datetime.datetime(2022, 11, 28, 11, 40, 24, 549402), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 24, 549402), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 24, 549402), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 24, 549402), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 24, 549402), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 24, 549402), 31.0, 290.0]"
2011,"[datetime.datetime(2022, 11, 28, 11, 40, 25, 641901), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 25, 641901), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 25, 641901), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 25, 641901), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 25, 641901), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 25, 641901), 31.0, 290.0]"
2012,"[datetime.datetime(2022, 11, 28, 11, 40, 26, 733494), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 26, 733494), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 26, 733494), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 26, 733494), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 26, 733494), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 26, 733494), 31.0, 290.0]"
2013,"[datetime.datetime(2022, 11, 28, 11, 40, 27, 831280), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 27, 831280), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 27, 831280), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 27, 831280), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 27, 831280), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 27, 831280), 31.0, 290.0]"
2014,"[datetime.datetime(2022, 11, 28, 11, 40, 28, 925149), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 28, 925149), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 28, 925149), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 28, 925149), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 28, 925149), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 28, 925149), 31.0, 290.0]"
2015,"[datetime.datetime(2022, 11, 28, 11, 40, 30, 20225), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 30, 20225), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 30, 20225), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 30, 20225), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 30, 20225), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 30, 20225), 31.0, 290.0]"
2016,"[datetime.datetime(2022, 11, 28, 11, 40, 31, 119771), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 31, 119771), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 31, 119771), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 31, 119771), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 31, 119771), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 31, 119771), 31.0, 290.0]"
2017,"[datetime.datetime(2022, 11, 28, 11, 40, 32, 213599), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 32, 213599), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 32, 213599), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 32, 213599), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 32, 213599), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 32, 213599), 31.0, 290.0]"
2018,"[datetime.datetime(2022, 11, 28, 11, 40, 33, 314378), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 33, 314378), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 33, 314378), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 33, 314378), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 33, 314378), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 33, 314378), 31.0, 290.0]"
2019,"[datetime.datetime(2022, 11, 28, 11, 40, 34, 418639), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 34, 418639), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 34, 418639), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 34, 418639), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 34, 418639), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 34, 418639), 31.0, 290.0]"
2020,"[datetime.datetime(2022, 11, 28, 11, 40, 35, 518302), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 35, 518302), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 35, 518302), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 35, 518302), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 35, 518302), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 35, 518302), 31.0, 290.0]"
2021,"[datetime.datetime(2022, 11, 28, 11, 40, 36, 615992), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 36, 615992), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 36, 615992), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 36, 615992), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 36, 615992), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 36, 615992), 31.0, 290.0]"
2022,"[datetime.datetime(2022, 11, 28, 11, 40, 37, 717638), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 37, 717638), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 37, 717638), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 37, 717638), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 37, 717638), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 37, 717638), 31.0, 290.0]"
2023,"[datetime.datetime(2022, 11, 28, 11, 40, 38, 810425), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 38, 810425), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 38, 810425), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 38, 810425), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 38, 810425), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 38, 810425), 31.0, 290.0]"
2024,"[datetime.datetime(2022, 11, 28, 11, 40, 39, 907773), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 39, 907773), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 39, 907773), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 39, 907773), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 39, 907773), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 39, 907773), 31.0, 290.0]"
2025,"[datetime.datetime(2022, 11, 28, 11, 40, 41, 7314), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 41, 7314), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 41, 7314), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 41, 7314), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 41, 7314), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 41, 7314), 31.0, 290.0]"
2026,"[datetime.datetime(2022, 11, 28, 11, 40, 42, 101489), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 42, 101489), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 42, 101489), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 42, 101489), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 42, 101489), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 42, 101489), 31.0, 290.0]"
2027,"[datetime.datetime(2022, 11, 28, 11, 40, 43, 196324), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 43, 196324), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 43, 196324), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 43, 196324), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 43, 196324), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 43, 196324), 31.0, 290.0]"
2028,"[datetime.datetime(2022, 11, 28, 11, 40, 44, 324472), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 44, 324472), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 44, 324472), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 44, 324472), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 44, 324472), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 44, 324472), 31.0, 290.0]"
2029,"[datetime.datetime(2022, 11, 28, 11, 40, 45, 430486), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 45, 430486), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 45, 430486), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 45, 430486), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 45, 430486), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 45, 430486), 31.0, 290.0]"
2030,"[datetime.datetime(2022, 11, 28, 11, 40, 46, 533417), 2.7, 4.4]","[datetime.datetime(2022, 11, 28, 11, 40, 46, 533417), 2.7, 4.8]","[datetime.datetime(2022, 11, 28, 11, 40, 46, 533417), 5.0, 17.0]","[datetime.datetime(2022, 11, 28, 11, 40, 46, 533417), 5.5, 20.0]","[datetime.datetime(2022, 11, 28, 11, 40, 46, 533417), 19.0, 160.0]","[datetime.datetime(2022, 11, 28, 11, 40, 46, 533417), 31.0, 290.0]"
