,Suparazi,I Could Do Better,Oxley Jack,Pocket Change,Twiggy Pop,Kapanku,Rutherford,Star Buyer,Forbidden City
07-12-2022 17:59:02.837268,"(4.6, 5.1, 5.053267973856209)","(81.0, 170.0, 166.66666666666666)","(20.0, 26.0, 25.575)","(4.0, 4.5, 4.484705882352941)","(26.0, 36.0, 34.86585365853659)","(7.5, 8.6, 8.501369863013698)","(12.0, 15.0, 14.886363636363637)","(51.0, 75.0, 72.0)","(2.8, 3.25, 3.231912878787879)"
07-12-2022 17:59:03.997807,"(4.6, 5.1, 5.055312499999999)","(81.0, 170.0, 166.66666666666666)","(20.0, 26.0, 25.575)","(4.0, 4.6, 4.519972067039106)","(26.0, 36.0, 34.86585365853659)","(7.5, 8.6, 8.50632911392405)","(12.0, 15.0, 15.224025974025974)","(61.0, 75.0, 72.08333333333333)","(2.8, 3.25, 3.215155807365439)"
07-12-2022 17:59:05.123061,"(4.6, 5.1, 5.058943781942078)","(81.0, 170.0, 168.75)","(20.0, 26.0, 25.569620253164558)","(4.0, 4.6, 4.519972067039106)","(26.0, 36.0, 34.78453038674033)","(7.5, 8.6, 8.553459119496855)","(12.0, 15.5, 15.236301369863014)","(61.0, 75.0, 72.08333333333333)","(2.8, 3.25, 3.213477366255144)"
07-12-2022 17:59:06.232395,"(4.6, 5.1, 5.058943781942078)","(81.0, 170.0, 168.75)","(20.0, 26.0, 25.569620253164558)","(4.0, 4.6, 4.504222972972973)","(26.0, 36.0, 34.78453038674033)","(7.5, 8.6, 8.553459119496855)","(12.0, 15.5, 15.236301369863014)","(61.0, 75.0, 72.08333333333333)","(2.8, 3.25, 3.209195402298851)"
07-12-2022 17:59:07.375255,"(4.6, 5.1, 5.053088803088803)","(81.0, 170.0, 169.23076923076923)","(20.0, 26.0, 25.569620253164558)","(4.0, 4.5, 4.492443324937028)","(26.0, 36.0, 34.84816753926702)","(7.5, 8.6, 8.613761467889908)","(12.0, 15.5, 15.28343949044586)","(51.0, 75.0, 69.48598130841121)","(2.8, 3.25, 3.190017667844523)"
07-12-2022 17:59:08.550262,"(4.6, 5.1, 5.077480916030534)","(81.0, 180.0, 178.88888888888889)","(20.0, 26.0, 25.625)","(4.0, 4.6, 4.506655290102389)","(26.0, 36.0, 35.095238095238095)","(7.5, 8.8, 8.570253164556961)","(12.0, 15.5, 15.305714285714286)","(51.0, 70.0, 69.8)","(2.8, 3.2, 3.181818181818182)"
07-12-2022 17:59:09.656933,"(4.6, 5.1, 5.067663817663817)","(81.0, 230.0, 205.0)","(20.0, 26.0, 25.748091603053435)","(4.0, 4.6, 4.505739130434782)","(26.0, 36.0, 35.095238095238095)","(7.5, 8.6, 8.569381107491857)","(12.0, 15.5, 15.305714285714286)","(61.0, 70.0, 69.8076923076923)","(2.8, 3.2, 3.181234256926952)"
07-12-2022 17:59:10.812000,"(4.6, 5.1, 5.058446362515413)","(81.0, 220.0, 214.64285714285714)","(20.0, 27.0, 26.291666666666668)","(4.0, 4.6, 4.505739130434782)","(26.0, 36.0, 35.095238095238095)","(7.5, 8.6, 8.638056680161943)","(12.0, 15.5, 15.27720207253886)","(61.0, 70.0, 69.03508771929825)","(2.8, 3.2, 3.1830882352941177)"
07-12-2022 17:59:12.187018,"(4.6, 5.1, 5.058478802992519)","(81.0, 220.0, 208.0)","(20.0, 27.0, 26.403508771929825)","(4.0, 4.5, 4.496315120711563)","(26.0, 36.0, 35.08)","(7.5, 8.8, 8.648507462686569)","(12.0, 15.5, 15.27720207253886)","(61.0, 70.0, 69.03508771929825)","(2.8, 3.2, 3.181375)"
07-12-2022 17:59:13.853143,"(4.6, 5.1, 5.057616707616708)","(81.0, 210.0, 199.23076923076923)","(20.0, 27.0, 26.392857142857142)","(4.0, 4.5, 4.477031093279839)","(26.0, 36.0, 35.057377049180324)","(7.5, 8.8, 8.704848484848485)","(12.0, 15.5, 15.737179487179487)","(61.0, 70.0, 68.92857142857143)","(2.8, 3.2, 3.1613168724279834)"
07-12-2022 17:59:15.239059,"(4.6, 5.1, 5.057616707616708)","(81.0, 210.0, 199.23076923076923)","(20.0, 27.0, 26.364485981308412)","(4.0, 4.5, 4.469028156221617)","(26.0, 36.0, 35.057377049180324)","(7.5, 8.8, 8.661924686192469)","(12.0, 16.0, 15.735294117647058)","(61.0, 70.0, 69.92063492063492)","(2.8, 3.2, 3.1491331757289203)"
07-12-2022 17:59:16.626933,"(4.6, 5.1, 5.079812938425564)","(81.0, 200.0, 188.75)","(20.0, 27.0, 26.364485981308412)","(4.0, 4.5, 4.469028156221617)","(26.0, 36.0, 35.057377049180324)","(7.5, 8.8, 8.661924686192469)","(12.0, 16.0, 15.735294117647058)","(51.0, 70.0, 69.92063492063492)","(2.8, 3.15, 3.1374278383579215)"
07-12-2022 17:59:18.122042,"(4.6, 5.1, 5.083400483481063)","(81.0, 200.0, 189.2)","(20.0, 27.0, 26.61946902654867)","(4.0, 4.5, 4.437277147487845)","(26.0, 36.0, 35.06148867313916)","(7.5, 8.8, 8.71156462585034)","(12.0, 16.0, 16.094202898550726)","(51.0, 70.0, 73.42105263157895)","(2.8, 3.15, 3.120365853658537)"
07-12-2022 17:59:19.517793,"(4.6, 5.1, 5.096766467065868)","(81.0, 200.0, 194.28571428571428)","(20.0, 27.0, 26.61946902654867)","(4.0, 4.5, 4.437277147487845)","(26.0, 36.0, 35.06148867313916)","(7.5, 8.8, 8.82013422818792)","(12.0, 16.5, 16.198529411764707)","(51.0, 75.0, 73.29787234042553)","(2.8, 3.15, 3.1052491103202846)"
07-12-2022 17:59:20.829576,"(4.6, 5.2, 5.123565891472868)","(81.0, 190.0, 188.0952380952381)","(20.0, 27.0, 26.734513274336283)","(4.0, 4.4, 4.379281183932347)","(26.0, 36.0, 35.19402985074627)","(7.5, 9.0, 8.811666666666667)","(12.0, 16.5, 16.222972972972972)","(51.0, 75.0, 74.23913043478261)","(2.8, 3.15, 3.084276923076923)"
07-12-2022 17:59:22.204729,"(4.6, 5.2, 5.143276283618582)","(81.0, 190.0, 220.0)","(20.0, 27.0, 27.568421052631578)","(4.0, 4.4, 4.396827794561934)","(26.0, 36.0, 35.29032258064516)","(7.5, 9.0, 8.927075812274369)","(12.0, 16.5, 16.316964285714285)","(51.0, 75.0, 76.30434782608695)","(2.8, 3.1, 3.077856265356265)"
07-12-2022 17:59:23.742861,"(4.6, 5.2, 5.154377880184332)","(81.0, 230.0, 226.25)","(20.0, 28.0, 27.568421052631578)","(4.0, 4.4, 4.388690476190477)","(26.0, 36.0, 35.29032258064516)","(7.5, 9.0, 8.753919239904988)","(12.0, 16.5, 16.33127572016461)","(51.0, 80.0, 73.515625)","(2.8, 3.1, 3.0771099744245523)"
07-12-2022 17:59:25.178027,"(4.6, 5.2, 5.162357414448669)","(81.0, 230.0, 222.94117647058823)","(20.0, 28.0, 27.62857142857143)","(4.0, 4.4, 4.36686674669868)","(26.0, 36.0, 39.04347826086956)","(7.5, 8.8, 8.846511627906976)","(12.0, 16.5, 16.373205741626794)","(51.0, 75.0, 73.70967741935483)","(2.8, 3.1, 3.058586337760911)"
07-12-2022 17:59:26.524445,"(4.6, 5.3, 5.247488584474886)","(81.0, 230.0, 221.11111111111111)","(20.0, 28.0, 27.62857142857143)","(4.0, 4.4, 4.36686674669868)","(26.0, 40.0, 39.04347826086956)","(7.5, 9.0, 8.846511627906976)","(12.0, 16.5, 16.373205741626794)","(61.0, 75.0, 73.70967741935483)","(2.8, 3.1, 3.0567951318458415)"
07-12-2022 17:59:27.876038,"(4.6, 5.3, 5.2633906633906635)","(81.0, 220.0, 212.94117647058823)","(20.0, 28.0, 27.40983606557377)","(4.0, 4.4, 4.380225281602002)","(26.0, 40.0, 38.81739130434783)","(7.5, 8.6, 8.576220806794055)","(12.0, 16.5, 16.359922178988327)","(61.0, 75.0, 73.82352941176471)","(2.8, 3.1, 3.061933962264151)"
07-12-2022 17:59:29.036906,"(4.6, 5.3, 5.246428571428572)","(81.0, 220.0, 204.44444444444446)","(20.0, 28.0, 27.46268656716418)","(4.0, 4.5, 4.418055555555556)","(26.0, 40.0, 38.698113207547166)","(7.5, 8.6, 8.574887892376681)","(12.0, 16.5, 16.359922178988327)","(61.0, 75.0, 73.82352941176471)","(2.8, 3.1, 3.061933962264151)"
07-12-2022 17:59:30.422602,"(4.6, 5.3, 5.247058823529412)","(81.0, 220.0, 200.0)","(20.0, 28.0, 27.964285714285715)","(4.0, 4.5, 4.406645056726094)","(26.0, 40.0, 38.771929824561404)","(7.5, 8.6, 8.37554347826087)","(12.0, 16.5, 16.299418604651162)","(61.0, 75.0, 73.91304347826087)","(2.8, 3.05, 3.0361125586242834)"
07-12-2022 17:59:31.665548,"(4.6, 5.4, 5.384905660377359)","(81.0, 210.0, 201.0)","(20.0, 28.0, 27.966666666666665)","(4.0, 4.5, 4.406645056726094)","(26.0, 40.0, 38.771929824561404)","(7.5, 8.4, 8.37554347826087)","(12.0, 16.5, 16.27777777777778)","(61.0, 75.0, 74.73684210526315)","(2.8, 3.05, 3.0293375394321767)"
07-12-2022 17:59:32.939102,"(4.6, 5.9, 5.845454545454546)","(81.0, 220.0, 188.88888888888889)","(20.0, 26.0, 24.242424242424242)","(3.9, 4.4, 4.367339667458433)","(26.0, 38.0, 37.42028985507246)","(7.5, 8.4, 8.350460829493088)","(12.0, 16.5, 16.34188034188034)","(61.0, 75.0, 77.42857142857143)","(2.7, 3.05, 2.9903790087463555)"
07-12-2022 17:59:34.304012,"(4.6, 5.9, 5.8025)","(91.0, 210.0, 187.5)","(20.0, 24.0, 24.5)","(4.0, 4.4, 4.340498442367601)","(26.0, 36.0, 37.15686274509804)","(7.5, 8.4, 8.262015503875968)","(12.0, 16.5, 16.64804469273743)","(61.0, 80.0, 77.89473684210526)","(2.7, 3.0, 2.97280276816609)"
07-12-2022 17:59:35.736849,"(4.6, 5.9, 5.845901639344262)","(91.0, 210.0, 202.5)","(20.0, 25.0, 24.5)","(4.0, 4.4, 4.364365482233502)","(26.0, 38.0, 37.43089430894309)","(7.5, 8.4, 8.38048780487805)","(12.0, 17.0, 16.292626728110598)","(61.0, 80.0, 79.12280701754386)","(2.7, 2.98, 2.9507836990595613)"
07-12-2022 17:59:37.142014,"(4.8, 5.9, 5.875)","(91.0, 210.0, 193.33333333333334)","(19.0, 25.0, 24.848484848484848)","(3.9, 4.4, 4.364365482233502)","(26.0, 38.0, 37.43089430894309)","(7.5, 8.4, 8.34176245210728)","(12.0, 16.5, 16.38095238095238)","(61.0, 80.0, 82.68115942028986)","(2.7, 2.96, 2.948722891566265)"
07-12-2022 17:59:38.517045,"(4.8, 5.8, 5.719209039548023)","(91.0, 220.0, 208.14814814814815)","(19.0, 26.0, 24.892307692307693)","(3.9, 4.4, 4.356348074179744)","(26.0, 38.0, 37.67832167832168)","(7.5, 8.6, 8.364036697247707)","(12.0, 17.0, 16.42211055276382)","(61.0, 85.0, 81.57142857142857)","(2.7, 2.96, 2.9625925925925927)"
07-12-2022 17:59:39.889621,"(4.8, 5.8, 5.76360544217687)","(91.0, 220.0, 196.42857142857142)","(19.0, 26.0, 25.274509803921568)","(3.9, 4.4, 4.418094157685763)","(26.0, 38.0, 37.6031746031746)","(7.5, 8.4, 8.278598247809763)","(12.0, 17.0, 16.669642857142858)","(61.0, 85.0, 82.07317073170732)","(2.7, 2.98, 2.9746575342465755)"
07-12-2022 17:59:41.339025,"(4.8, 5.8, 5.722992700729927)","(91.0, 220.0, 196.42857142857142)","(19.0, 26.0, 25.333333333333332)","(3.9, 4.5, 4.414047619047619)","(26.0, 38.0, 37.6031746031746)","(7.5, 8.4, 8.278598247809763)","(12.0, 17.0, 15.412698412698413)","(61.0, 85.0, 82.65306122448979)","(2.7, 2.98, 3.022711670480549)"
07-12-2022 17:59:42.867555,"(4.8, 5.9, 5.8950191570881225)","(91.0, 220.0, 205.0)","(19.0, 27.0, 26.18095238095238)","(3.9, 4.3, 4.2366255144032925)","(26.0, 40.0, 38.59428571428572)","(7.5, 8.0, 7.8811715481171545)","(12.0, 15.5, 15.346153846153847)","(61.0, 85.0, 83.20754716981132)","(2.7, 3.05, 3.0285838401390097)"
07-12-2022 17:59:44.458837,"(4.8, 5.9, 5.839784946236559)","(91.0, 250.0, 226.8421052631579)","(20.0, 27.0, 26.391304347826086)","(3.9, 4.4, 4.267456896551724)","(26.0, 40.0, 38.66279069767442)","(7.5, 8.0, 7.846255506607929)","(12.0, 15.5, 15.287790697674419)","(61.0, 85.0, 83.77777777777777)","(2.7, 3.1, 3.054867256637168)"
07-12-2022 17:59:46.106132,"(4.8, 5.8, 5.762666666666667)","(91.0, 240.0, 226.11111111111111)","(20.0, 27.0, 26.391304347826086)","(3.9, 4.3, 4.267456896551724)","(26.0, 40.0, 38.66279069767442)","(7.5, 8.0, 7.846255506607929)","(13.0, 15.5, 15.287790697674419)","(61.0, 85.0, 82.90697674418604)","(2.7, 3.1, 3.0562298603651987)"
07-12-2022 17:59:47.641142,"(4.8, 5.8, 5.791525423728814)","(91.0, 250.0, 208.33333333333334)","(20.0, 27.0, 26.15)","(3.9, 4.4, 4.314226804123711)","(26.0, 38.0, 37.527027027027025)","(7.5, 8.0, 7.865367965367965)","(13.0, 15.5, 15.058035714285714)","(61.0, 85.0, 80.35714285714286)","(2.7, 3.1, 3.0599849473156047)"
07-12-2022 17:59:49.313552,"(4.8, 5.8, 5.7875)","(91.0, 230.0, 221.8181818181818)","(20.0, 27.0, 26.322222222222223)","(3.9, 4.4, 4.427705627705628)","(26.0, 38.0, 37.45783132530121)","(7.5, 8.0, 7.873646209386282)","(13.0, 15.5, 15.094488188976378)","(61.0, 85.0, 81.9)","(2.7, 3.1, 3.045475113122172)"
07-12-2022 17:59:51.035207,"(4.8, 5.8, 5.755093555093555)","(91.0, 230.0, 222.5)","(20.0, 27.0, 26.576158940397352)","(3.9, 4.5, 4.414649681528663)","(26.0, 38.0, 37.794520547945204)","(7.5, 8.0, 7.683233532934131)","(13.0, 15.5, 15.309248554913294)","(61.0, 85.0, 79.48717948717949)","(2.7, 3.05, 3.0548967707781896)"
07-12-2022 17:59:52.583573,"(4.8, 5.8, 5.755093555093555)","(91.0, 230.0, 222.5)","(20.0, 27.0, 26.576158940397352)","(3.9, 4.5, 4.414649681528663)","(26.0, 38.0, 37.858156028368796)","(7.5, 7.8, 7.608438818565401)","(13.0, 15.5, 15.342105263157896)","(61.0, 80.0, 79.44444444444444)","(2.7, 3.1, 3.0573560767590617)"
07-12-2022 17:59:54.071958,"(4.8, 5.8, 5.764676616915422)","(91.0, 240.0, 235.71428571428572)","(20.0, 27.0, 26.7)","(3.9, 4.5, 4.417685950413223)","(26.0, 38.0, 37.88636363636363)","(7.5, 7.8, 7.48443579766537)","(13.0, 15.5, 15.72289156626506)","(61.0, 80.0, 81.91176470588235)","(2.7, 3.1, 3.0484375)"
07-12-2022 17:59:55.576358,"(4.8, 5.8, 5.761873638344227)","(91.0, 240.0, 236.25)","(20.0, 27.0, 26.809248554913296)","(3.9, 4.5, 4.414938154138915)","(26.0, 38.0, 37.98816568047337)","(7.5, 7.6, 7.476206896551724)","(13.0, 16.0, 15.725903614457831)","(61.0, 85.0, 80.1923076923077)","(2.7, 3.05, 3.0485399091499024)"
07-12-2022 17:59:57.392236,"(4.8, 5.8, 5.762845010615711)","(91.0, 260.0, 242.85714285714286)","(20.0, 27.0, 26.865921787709496)","(3.9, 4.5, 4.408744855967078)","(26.0, 38.0, 37.99082568807339)","(7.5, 7.6, 7.449794238683128)","(13.0, 16.0, 15.734104046242775)","(61.0, 85.0, 82.82608695652173)","(2.7, 3.05, 3.058855291576674)"
07-12-2022 17:59:59.016166,"(4.8, 5.8, 5.764503042596349)","(91.0, 260.0, 244.0)","(20.0, 27.0, 26.865921787709496)","(3.9, 4.5, 4.404899777282851)","(26.0, 38.0, 37.9927797833935)","(7.5, 7.6, 7.456183745583039)","(13.0, 16.0, 15.717391304347826)","(61.0, 85.0, 78.53174603174602)","(2.7, 3.1, 3.0614997483643682)"
07-12-2022 18:00:00.521718,"(4.8, 5.8, 5.782272727272727)","(91.0, 240.0, 235.0)","(20.0, 27.0, 26.741496598639454)","(3.9, 4.5, 4.404899777282851)","(26.0, 38.0, 37.9927797833935)","(7.5, 7.6, 7.456183745583039)","(13.0, 16.0, 15.71951219512195)","(61.0, 80.0, 79.06542056074767)","(2.7, 3.1, 3.0677101967799643)"
07-12-2022 18:00:02.300491,"(4.8, 5.7, 5.6835849056603776)","(91.0, 250.0, 242.85714285714286)","(20.0, 27.0, 26.833333333333332)","(3.9, 4.5, 4.43848275862069)","(26.0, 40.0, 38.9009009009009)","(7.5, 7.6, 7.48719512195122)","(13.0, 16.0, 15.787003610108304)","(61.0, 80.0, 79.25925925925925)","(2.6, 3.1, 3.068018018018018)"
07-12-2022 18:00:04.167857,"(4.8, 5.8, 5.729957805907173)","(91.0, 260.0, 248.0)","(20.0, 28.0, 26.76923076923077)","(3.9, 4.5, 4.454218635363169)","(26.0, 40.0, 38.886178861788615)","(7.5, 7.6, 7.490884353741497)","(13.0, 16.0, 15.782407407407407)","(61.0, 80.0, 79.4607843137255)","(2.6, 3.1, 3.0715764620414094)"
07-12-2022 18:00:05.813187,"(5.0, 5.7, 5.645626975763962)","(101.0, 260.0, 251.42857142857142)","(20.0, 27.0, 26.754545454545454)","(3.9, 4.5, 4.459980525803311)","(26.0, 40.0, 38.84388185654009)","(7.5, 7.6, 7.333333333333334)","(13.0, 16.0, 15.791158536585366)","(61.0, 80.0, 79.48113207547169)","(2.6, 3.1, 3.0739643895348836)"
07-12-2022 18:00:07.480909,"(5.0, 5.9, 5.816504854368932)","(101.0, 260.0, 245.0)","(20.0, 27.0, 26.763157894736842)","(3.9, 4.5, 4.458991436726927)","(26.0, 40.0, 38.858333333333334)","(7.5, 7.4, 7.32843137254902)","(13.0, 16.0, 15.79203539823009)","(61.0, 80.0, 79.47115384615384)","(2.6, 3.1, 3.0750647908182156)"
07-12-2022 18:00:09.099795,"(5.0, 5.8, 5.768163265306122)","(101.0, 260.0, 245.0)","(20.0, 27.0, 26.737864077669904)","(3.9, 4.5, 4.4599437148217635)","(26.0, 40.0, 38.858333333333334)","(7.5, 7.4, 7.317434869739479)","(13.0, 16.0, 15.80084745762712)","(61.0, 80.0, 79.50892857142857)","(2.6, 3.1, 3.0733081210191084)"
07-12-2022 18:00:10.725877,"(5.0, 5.8, 5.775739644970414)","(101.0, 260.0, 250.76923076923077)","(20.0, 27.0, 26.737864077669904)","(3.9, 4.5, 4.458013765978368)","(26.0, 40.0, 38.858333333333334)","(7.5, 7.4, 7.320158102766799)","(13.0, 16.0, 15.80084745762712)","(61.0, 80.0, 79.11290322580645)","(2.6, 3.1, 3.0728212403729227)"
07-12-2022 18:00:12.280502,"(5.0, 5.8, 5.7778125)","(101.0, 260.0, 251.66666666666666)","(20.0, 27.0, 26.737864077669904)","(3.9, 4.5, 4.458013765978368)","(26.0, 40.0, 38.858333333333334)","(7.5, 7.4, 7.320158102766799)","(13.0, 16.0, 15.80084745762712)","(61.0, 80.0, 79.11290322580645)","(2.6, 3.1, 3.0714543269230767)"
07-12-2022 18:00:13.898261,"(5.0, 5.8, 5.751396648044692)","(101.0, 260.0, 255.65217391304347)","(20.0, 27.0, 26.732758620689655)","(3.9, 4.6, 4.5072697899838445)","(26.0, 40.0, 39.03623188405797)","(7.5, 7.4, 7.28796992481203)","(13.0, 16.0, 15.783582089552239)","(61.0, 80.0, 79.48275862068965)","(2.6, 3.1, 3.066065217391304)"
07-12-2022 18:00:15.491757,"(5.0, 5.8, 5.785526315789474)","(101.0, 260.0, 251.66666666666666)","(20.0, 27.0, 26.514619883040936)","(3.9, 4.6, 4.481284153005465)","(26.0, 40.0, 39.1890243902439)","(7.5, 7.4, 7.296673189823875)","(13.0, 16.0, 15.796561604584527)","(61.0, 80.0, 79.90990990990991)","(2.6, 3.1, 3.0636519607843136)"
07-12-2022 18:00:17.124989,"(5.0, 5.8, 5.785897435897436)","(101.0, 260.0, 251.66666666666666)","(20.0, 27.0, 26.52840909090909)","(3.9, 4.5, 4.476575505350773)","(26.0, 40.0, 39.191489361702125)","(7.5, 7.4, 7.3420814479638015)","(13.0, 16.0, 15.803763440860216)","(61.0, 80.0, 79.90654205607477)","(2.6, 3.1, 3.0395120583286594)"
07-12-2022 18:00:18.892822,"(5.0, 5.8, 5.781019830028328)","(101.0, 260.0, 255.83333333333334)","(20.0, 27.0, 26.767676767676768)","(3.9, 4.5, 4.479330254041571)","(26.0, 40.0, 39.224489795918366)","(7.5, 7.4, 7.380629539951574)","(13.0, 16.0, 15.849462365591398)","(61.0, 80.0, 79.91228070175438)","(2.6, 3.05, 3.0377994428969357)"
07-12-2022 18:00:20.531890,"(5.0, 5.8, 5.678947368421053)","(101.0, 260.0, 254.18604651162792)","(20.0, 27.0, 26.353846153846153)","(3.9, 4.5, 4.355474452554745)","(26.0, 40.0, 39.333333333333336)","(7.5, 7.4, 7.447164179104478)","(13.0, 16.0, 16.052995391705068)","(61.0, 80.0, 83.85245901639344)","(2.6, 3.05, 2.948233890214797)"
07-12-2022 18:00:22.142208,"(5.0, 5.8, 5.678947368421053)","(101.0, 260.0, 254.18604651162792)","(20.0, 27.0, 29.285714285714285)","(3.9, 4.5, 4.6430232558139535)","(26.0, 40.0, 44.666666666666664)","(7.5, 7.6, 9.774509803921568)","(13.0, 18.0, 16.0)","(61.0, 85.0, 77.5)","(2.6, 3.05, 2.864170616113744)"
07-12-2022 18:00:23.657171,"(5.0, 6.2, 5.922916666666667)","(101.0, 400.0, 300.0)","(20.0, 30.0, 27.2)","(3.9, 4.8, 4.6430232558139535)","(26.0, 46.0, 35.5)","(7.5, 10.5, 9.662162162162161)","(13.0, 21.0, 18.25)","(61.0, 95.0, 77.5)","(2.6, 2.94, 2.879775280898876)"
07-12-2022 18:00:25.215480,"(5.0, 6.2, 6.121649484536083)","(101.0, 400.0, 300.0)","(20.0, 32.0, 24.56818181818182)","(3.9, 4.8, 4.696153846153846)","(26.0, 46.0, 37.666666666666664)","(7.5, 10.5, 9.752380952380953)","(13.0, 20.0, 18.25)","(61.0, 95.0, 77.5)","(2.6, 2.94, 2.8712328767123285)"
07-12-2022 18:00:26.838295,"(5.0, 6.0, 5.994285714285715)","(101.0, 400.0, 300.0)","(20.0, 25.0, 24.56818181818182)","(3.9, 4.8, 4.693700787401575)","(26.0, 44.0, 43.6)","(7.5, 10.0, 9.863414634146341)","(13.0, 20.0, 18.5)","(61.0, 95.0, 77.5)","(2.6, 2.9, 2.8028)"
07-12-2022 18:00:28.630620,"(5.0, 6.0, 6.1190476190476195)","(101.0, 400.0, 300.0)","(20.0, 25.0, 21.0)","(3.9, 4.8, 4.680582524271845)","(26.0, 46.0, 43.0)","(7.5, 10.0, 5.540268456375839)","(13.0, 21.0, 18.333333333333332)","(61.0, 95.0, 73.33333333333333)","(2.6, 2.94, 2.9597435897435895)"
07-12-2022 18:00:30.247460,"(5.0, 6.2, 6.1190476190476195)","(101.0, 400.0, 300.0)","(20.0, 26.0, 21.0)","(3.9, 4.8, 4.554545454545455)","(26.0, 46.0, 46.0)","(7.5, 5.9, 5.23932584269663)","(13.0, 21.0, 18.75)","(61.0, 100.0, 84.0)","(2.6, 3.05, 2.9170212765957446)"
07-12-2022 18:00:31.870615,"(5.0, 7.2, 6.42)","(101.0, 400.0, 244.0)","(20.0, 30.0, 31.125)","(3.9, 4.8, 4.105555555555555)","(26.0, 50.0, 53.5)","(7.5, 5.9, 5.334615384615384)","(13.0, 23.0, 22.142857142857142)","(61.0, 120.0, 113.75)","(2.6, 2.92, 2.9226262626262627)"
07-12-2022 18:00:33.555037,"(5.0, 9.2, 8.86)","(101.0, 430.0, 323.33333333333337)","(20.0, 36.0, 29.42857142857143)","(3.9, 4.3, 4.0)","(26.0, 65.0, 57.333333333333336)","(7.5, 5.9, 7.959999999999999)","(13.0, 25.0, 18.666666666666668)","(61.0, 130.0, 128.33333333333334)","(2.6, 3.05, 2.7333783783783785)"
07-12-2022 18:00:35.254278,"(5.0, 8.0, 7.0)","(101.0, 410.0, 323.33333333333337)","(20.0, 38.0, 25.625)","(3.9, 4.2, 4.15)","(26.0, 65.0, 60.4)","(7.5, 8.2, 7.1)","(13.0, 25.0, 24.136363636363637)","(61.0, 160.0, 123.33333333333334)","(2.6, 3.05, 3.684297520661157)"
07-12-2022 18:00:37.018005,"(5.0, 8.2, 7.5)","(101.0, 410.0, 316.66666666666663)","(20.0, 28.0, 17.928571428571427)","(3.9, 4.5, 3.8583333333333334)","(26.0, 65.0, 45.6)","(7.5, 7.6, 5.101111111111111)","(13.0, 25.0, 20.22222222222222)","(61.0, 150.0, 88.0)","(2.6, 3.8, 3.0825)"
07-12-2022 18:00:38.811247,"(5.0, 8.0, 7.5)","(101.0, 400.0, 378.18181818181813)","(20.0, 18.0, 34.23255813953489)","(3.9, 4.5, 3.4062176165803106)","(26.0, 60.0, 47.2)","(7.5, 5.2, 5.101111111111111)","(13.0, 24.0, 22.75)","(61.0, 140.0, 88.0)","(2.6, 3.8, 3.4041666666666663)"
07-12-2022 18:00:40.507980,"(5.0, 8.0, 7.5)","(101.0, 400.0, 378.18181818181813)","(20.0, 36.0, 34.23255813953489)","(3.9, 3.7, 3.4062176165803106)","(26.0, 60.0, 47.2)","(7.5, 5.2, 5.101111111111111)","(13.0, 25.0, 23.2)","(61.0, 140.0, 93.33333333333333)","(2.6, 3.55, 3.15)"
07-12-2022 18:00:42.176919,"(5.0, 11.0, 10.4)","(101.0, 390.0, 351.6666666666667)","(20.0, 20.0, 19.72093023255814)","(3.9, 3.7, 3.2666666666666666)","(26.0, 55.0, 54.5)","(7.5, 5.2, 5.101754385964912)","(13.0, 25.0, 23.714285714285715)","(61.0, 130.0, 93.33333333333333)","(2.6, 3.4, 3.3576923076923073)"
07-12-2022 18:00:43.961234,"(5.0, 7.0, 6.222535211267606)","(101.0, 390.0, 250.0)","(20.0, 32.0, 31.18918918918919)","(3.9, 3.7, 3.256818181818182)","(26.0, 65.0, 54.5)","(7.5, 5.2, 6.0)","(13.0, 32.0, 24.75)","(61.0, 130.0, 133.33333333333334)","(2.6, 3.8, 3.2076923076923074)"
07-12-2022 18:00:45.893389,"(5.0, 8.8, 6.433333333333333)","(101.0, 490.0, 270.0)","(20.0, 30.0, 28.962962962962962)","(3.9, 3.65, 3.0767857142857142)","(26.0, 65.0, 65.33333333333333)","(7.5, 7.6, 6.1)","(13.0, 32.0, 23.0)","(61.0, 160.0, 105.0)","(2.6, 3.4, 3.6)"
07-12-2022 18:00:47.630233,"(5.0, 6.6, 6.433333333333333)","(101.0, 360.0, 270.0)","(20.0, 30.0, 28.962962962962962)","(3.9, 3.2, 3.1206896551724137)","(26.0, 75.0, 55.5)","(7.5, 7.6, 7.1)","(13.0, 32.0, 26.8)","(61.0, 150.0, 110.0)","(2.6, 3.75, 3.5045454545454544)"
07-12-2022 18:00:49.392895,"(5.0, 5.9, 5.854285714285714)","(101.0, 360.0, 270.0)","(20.0, 29.0, 25.8)","(3.9, 3.2, 3.1206896551724137)","(26.0, 65.0, 53.0)","(7.5, 7.6, 6.314285714285714)","(13.0, 30.0, 16.5)","(61.0, 140.0, 106.66666666666667)","(2.6, 3.55, 3.430833333333333)"
07-12-2022 18:00:51.021773,"(5.0, 6.6, 6.133333333333334)","(101.0, 490.0, 335.0)","(20.0, 32.0, 22.0)","(3.9, 3.7, 3.45)","(26.0, 60.0, 54.0)","(7.5, 7.6, 6.6)","(13.0, 17.5, 20.5)","(61.0, 150.0, 143.33333333333334)","(2.6, 3.55, 3.0741071428571427)"
