,Machens Ridge,Bears Estate,Catfish,Spirit Of Windsor,Twilight Years,Star Rider
15-12-2022 11:42:58.189274,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.5)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.116666666666666)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:42:59.235190,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.5)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.116666666666666)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:00.250477,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.5)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.116666666666666)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:01.212725,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.5)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.116666666666666)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:02.071927,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.575)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.116666666666666)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:02.993626,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.622222222222224)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.156521739130435)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:03.916142,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.622222222222224)","(6.5, 8.0, 7.872727272727273)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:04.863482,"(12.0, 15.5, 15.285714285714285)","(8.0, 9.8, 9.622222222222224)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:05.811397,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.622222222222224)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:06.824360,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.622222222222224)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.0, 13.785714285714285)"
15-12-2022 11:43:07.814497,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.622222222222224)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.0, 14.415492957746478)"
15-12-2022 11:43:08.854495,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:09.796966,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:10.656153,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:11.560740,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:12.511906,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:13.479039,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:14.431134,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:15.426201,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:16.366762,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:17.388317,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.158333333333333)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:18.348795,"(12.0, 15.5, 15.3)","(8.0, 9.8, 9.247058823529413)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.16875)","(11.0, 14.5, 14.25)"
15-12-2022 11:43:19.200911,"(12.0, 15.5, 15.342105263157894)","(8.0, 9.8, 9.203174603174604)","(6.5, 8.0, 7.88)","(1.95, 2.34, 2.302222222222222)","(4.4, 5.2, 5.16875)","(11.0, 14.5, 14.25)"
15-12-2022 11:43:20.112893,"(12.0, 15.5, 15.342105263157894)","(8.0, 9.8, 9.140350877192983)","(6.5, 8.0, 7.85)","(1.95, 2.36, 2.328125)","(4.4, 5.2, 5.133333333333334)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:21.051458,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.053968253968254)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.337894736842105)","(4.4, 5.2, 5.133333333333334)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:22.023693,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.053968253968254)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3484210526315787)","(4.4, 5.2, 5.133333333333334)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:22.974908,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.053968253968254)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3484210526315787)","(4.4, 5.2, 5.133333333333334)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:23.928127,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.053968253968254)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3484210526315787)","(4.4, 5.2, 5.133333333333334)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:24.866345,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:25.807214,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:26.714370,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:27.550663,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:28.465404,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:29.432432,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:30.451082,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:31.386335,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:32.283502,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:33.140919,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:34.060763,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:34.992200,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:35.929443,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:36.846210,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:37.793477,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:38.657960,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:39.534223,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.817391304347826)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:40.516712,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:41.543276,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:42.534976,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:43.458604,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:44.340528,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:45.241522,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:46.156237,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:47.093335,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:48.018905,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:48.976402,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 8.977777777777778)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:49.921192,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:50.916216,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:51.818347,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:52.656413,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:53.645162,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:54.690400,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:55.659873,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:56.685368,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:57.674164,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:58.581982,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:43:59.513295,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:00.401795,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:01.246839,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:02.237181,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:03.241894,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.810526315789473)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.1375)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:04.266634,"(12.0, 15.5, 15.3125)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.810526315789473)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:05.243410,"(12.0, 15.5, 15.3125)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:06.130698,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:07.010536,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:07.955877,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:08.911467,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.8, 9.126530612244899)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.2)"
15-12-2022 11:44:09.817553,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.6, 9.40952380952381)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:10.782599,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.6, 9.40952380952381)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:11.765775,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.6, 9.40952380952381)","(6.5, 8.0, 7.82)","(1.95, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:12.726679,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.6, 9.40952380952381)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:13.645138,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:14.489714,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:15.436884,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:16.402396,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:17.355136,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:18.251827,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:19.243350,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:20.101273,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:20.945583,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:21.830351,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:22.789453,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:23.756576,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:24.759155,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:25.599672,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.82)","(2.0, 2.38, 2.3514285714285714)","(4.4, 5.2, 5.141176470588236)","(11.0, 14.5, 14.285714285714286)"
15-12-2022 11:44:26.479998,"(12.0, 15.5, 15.323529411764707)","(8.0, 9.4, 9.236363636363636)","(6.5, 8.0, 7.866666666666666)","(2.0, 2.38, 2.3541935483870966)","(4.4, 5.2, 5.161538461538462)","(11.0, 14.5, 14.363636363636363)"
15-12-2022 11:44:27.409096,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.280000000000001)","(6.5, 8.0, 7.894736842105263)","(2.0, 2.38, 2.33)","(4.4, 5.2, 5.175757575757576)","(11.0, 14.5, 14.363636363636363)"
15-12-2022 11:44:28.369358,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.177777777777777)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.36, 2.3099999999999996)","(4.4, 5.2, 5.163636363636364)","(11.0, 14.5, 14.40625)"
15-12-2022 11:44:29.318508,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.177777777777777)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.36, 2.3099999999999996)","(4.4, 5.2, 5.163636363636364)","(11.0, 14.5, 14.40625)"
15-12-2022 11:44:30.272555,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.177777777777777)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.36, 2.293333333333333)","(4.4, 5.2, 5.163636363636364)","(11.0, 14.5, 14.40625)"
15-12-2022 11:44:31.235519,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.177777777777777)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.36, 2.293333333333333)","(4.4, 5.2, 5.163636363636364)","(11.0, 14.5, 14.40625)"
15-12-2022 11:44:32.181160,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.177777777777777)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.3, 2.273877551020408)","(4.4, 5.2, 5.163636363636364)","(11.0, 14.5, 14.40625)"
15-12-2022 11:44:33.076372,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.177777777777777)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.3, 2.273877551020408)","(4.4, 5.2, 5.163636363636364)","(11.0, 14.5, 14.40625)"
15-12-2022 11:44:33.951779,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.114285714285714)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.28, 2.2699999999999996)","(4.4, 5.2, 5.18)","(11.0, 14.5, 14.425)"
15-12-2022 11:44:34.903075,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.114285714285714)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.28, 2.2699999999999996)","(4.4, 5.2, 5.18)","(11.0, 14.5, 14.425)"
15-12-2022 11:44:35.895549,"(12.0, 15.5, 15.25)","(8.0, 9.4, 9.114285714285714)","(6.5, 8.0, 7.916666666666667)","(2.0, 2.28, 2.2699999999999996)","(4.4, 5.2, 5.18)","(11.0, 14.5, 14.425)"
