,Barroom Blitz,Sarie Marais,Dont Yoube Naughty,Artful Master,Torque Writer,Yarramans Shadow,Destiny Blues,Reeds Vision,Diego Delgado
15-12-2022 13:08:58.145429,"(10.0, 15.5, 15.125)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 37.0)"
15-12-2022 13:08:59.565600,"(10.0, 18.0, 17.0)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.882222222222222)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:01.444682,"(10.0, 16.0, 15.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.882222222222222)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:03.217944,"(10.0, 16.0, 15.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:04.772155,"(10.0, 15.5, 14.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:06.217008,"(10.0, 15.5, 14.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4925)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:07.849626,"(10.0, 15.5, 14.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:09.600610,"(10.0, 15.5, 15.045454545454545)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.86)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4885714285714284)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:11.275379,"(10.0, 15.0, 14.23076923076923)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.86)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4885714285714284)","(26.0, 55.0, 37.0)"
15-12-2022 13:09:12.898331,"(10.0, 15.0, 13.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.874285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4975)","(26.0, 55.0, 48.25)"
15-12-2022 13:09:14.347047,"(10.0, 15.0, 13.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.874285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4975)","(26.0, 55.0, 48.25)"
15-12-2022 13:09:16.016629,"(10.0, 14.5, 14.25)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.874285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4885714285714284)","(26.0, 55.0, 48.25)"
15-12-2022 13:09:17.557834,"(10.0, 15.5, 14.666666666666666)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.86)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4885714285714284)","(26.0, 55.0, 48.25)"
15-12-2022 13:09:18.996156,"(10.0, 15.5, 14.666666666666666)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.86)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4885714285714284)","(26.0, 55.0, 48.25)"
15-12-2022 13:09:20.523695,"(10.0, 15.5, 14.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.874285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4975)","(26.0, 55.0, 48.25)"
15-12-2022 13:09:22.162854,"(10.0, 15.0, 13.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.874285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 247.5)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4975)","(26.0, 55.0, 48.25)"
15-12-2022 13:09:23.676051,"(10.0, 15.0, 13.75)","(21.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.874285714285714)","(61.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(16.0, 30.0, 23.75)","(1.8, 2.54, 2.4975)","(26.0, 55.0, 48.5)"
15-12-2022 13:09:25.104790,"(11.0, 15.0, 13.75)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.874285714285714)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.4975)","(31.0, 55.0, 48.75)"
15-12-2022 13:09:26.585388,"(11.0, 15.0, 13.75)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.4885714285714284)","(31.0, 55.0, 48.75)"
15-12-2022 13:09:27.980617,"(11.0, 15.5, 14.833333333333334)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 48.75)"
15-12-2022 13:09:29.386188,"(11.0, 15.0, 14.5)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 48.75)"
15-12-2022 13:09:30.752463,"(11.0, 15.0, 14.25)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 48.75)"
15-12-2022 13:09:32.003926,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 48.75)"
15-12-2022 13:09:33.402243,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.5020000000000002)","(31.0, 55.0, 48.75)"
15-12-2022 13:09:34.775817,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.5020000000000002)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:36.128060,"(11.0, 15.5, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.514666666666667)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:37.412459,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.888)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:38.747001,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.888)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:39.982977,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:41.270883,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.5)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:42.602236,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.5)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:43.905908,"(11.0, 15.0, 14.25)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.888)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 48.42857142857143)"
15-12-2022 13:09:45.239225,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 49.0)"
15-12-2022 13:09:46.559666,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8983333333333334)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.0)"
15-12-2022 13:09:47.786769,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8983333333333334)","(71.0, 200.0, 140.0)","(101.0, 280.0, 248.33333333333334)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:49.109182,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 140.0)","(101.0, 280.0, 249.16666666666666)","(17.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:50.308609,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 140.0)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:51.456313,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 140.0)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:52.625718,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 140.0)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:53.779181,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 140.0)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:54.929920,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 140.0)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:56.135077,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8983333333333334)","(71.0, 200.0, 140.0)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:57.320436,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8983333333333334)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:09:58.493990,"(11.0, 14.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:09:59.663668,"(11.0, 14.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:00.841263,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:02.084067,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:03.280577,"(11.0, 14.5, 13.590909090909092)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:04.427591,"(11.0, 14.5, 13.590909090909092)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:05.669847,"(11.0, 14.5, 13.590909090909092)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:06.890112,"(11.0, 14.5, 13.590909090909092)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:07.999086,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:09.199446,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:10.365992,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:11.589573,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.4857142857142858)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:12.797955,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:13.982853,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:15.169721,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:16.393770,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:17.579006,"(11.0, 15.0, 13.636363636363637)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:18.743175,"(11.0, 15.5, 14.0)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:19.979787,"(11.0, 15.5, 15.392857142857142)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8685714285714283)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:21.119235,"(11.0, 15.5, 14.3)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:22.323052,"(11.0, 15.5, 14.3)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.882222222222222)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:23.488299,"(11.0, 15.0, 13.75)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8533333333333335)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 49.75)"
15-12-2022 13:10:24.679833,"(11.0, 15.0, 13.75)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:25.880426,"(11.0, 15.0, 13.75)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:27.081509,"(11.0, 15.0, 13.75)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:28.330312,"(11.0, 15.0, 13.75)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:29.543576,"(11.0, 15.5, 14.3)","(20.0, 40.0, 28.666666666666668)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:30.726187,"(11.0, 15.5, 14.3)","(19.0, 40.0, 28.0)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:31.899307,"(11.0, 15.5, 14.3)","(19.0, 38.0, 28.0)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8714285714285714)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:33.088861,"(11.0, 15.5, 14.3)","(19.0, 36.0, 27.333333333333332)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:34.274735,"(11.0, 15.0, 13.75)","(19.0, 36.0, 27.333333333333332)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:35.432400,"(11.0, 15.0, 13.75)","(19.0, 36.0, 27.333333333333332)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.8566666666666665)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
15-12-2022 13:10:36.657108,"(11.0, 15.0, 13.75)","(19.0, 36.0, 27.333333333333332)","(101.0, 260.0, 233.33333333333334)","(2.2, 2.94, 2.7666666666666666)","(71.0, 200.0, 161.42857142857142)","(101.0, 280.0, 249.16666666666666)","(18.0, 30.0, 23.75)","(1.8, 2.54, 2.35)","(31.0, 55.0, 41.0)"
