,Star Of The Bay,Adda My Mind,Ashima,Moonlightsshadow,Ark Of Rock,Batavia Storm,American Rock,Mal Boy,Shakira Blue
07-12-2022 14:16:11.187111,"(15.0, 22.0, 20.375)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.8)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:12.848282,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.8)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:14.297454,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.8)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:15.710714,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:17.077042,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:18.461113,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.6)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.7)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:19.783374,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.6)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:21.163188,"(15.0, 22.0, 20.142857142857142)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.714285714285715)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:22.570842,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.714285714285715)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:23.932929,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 23.0)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:25.270264,"(15.0, 22.0, 20.25)","(3.3, 4.9, 4.0)","(19.0, 25.0, 23.0)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:26.545317,"(15.0, 22.0, 20.25)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:27.854563,"(15.0, 22.0, 20.142857142857142)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:29.118232,"(15.0, 22.0, 19.833333333333332)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:30.405401,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:31.656314,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:32.921703,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 23.0)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:34.267838,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:35.589867,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:36.906665,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 23.75)","(101.0, 160.0, 153.63636363636363)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.7)","(21.0, 30.0, 28.2)","(101.0, 230.0, 211.66666666666666)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:38.279927,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.857142857142858)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:39.683214,"(15.0, 22.0, 20.142857142857142)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.6)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:41.003325,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.6)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:42.246159,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.6)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 2.965)"
07-12-2022 14:16:43.508645,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.6)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 28.2)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:44.688684,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.0)","(19.0, 25.0, 21.6)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:45.991720,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.714285714285715)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:47.302609,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.0)","(19.0, 25.0, 22.714285714285715)","(101.0, 160.0, 148.33333333333331)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.2)","(101.0, 230.0, 198.57142857142856)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:48.670529,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 19.333333333333332)","(101.0, 160.0, 147.5)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.25)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:50.071629,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 21.8)","(101.0, 160.0, 158.57142857142856)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.25)","(101.0, 230.0, 195.71428571428572)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:51.408262,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 22.857142857142858)","(101.0, 210.0, 166.875)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.666666666666664)","(101.0, 230.0, 208.0)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:52.963090,"(15.0, 22.0, 20.142857142857142)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 22.857142857142858)","(101.0, 210.0, 170.0)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 28.666666666666664)","(101.0, 230.0, 208.0)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:54.273438,"(15.0, 22.0, 20.142857142857142)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 19.333333333333332)","(101.0, 200.0, 170.0)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 186.0)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:55.758892,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 21.8)","(101.0, 200.0, 224.16666666666666)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 186.0)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:57.039743,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 22.857142857142858)","(101.0, 250.0, 185.0)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 201.42857142857144)","(2.25, 3.15, 3.0625)"
07-12-2022 14:16:58.300287,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 22.857142857142858)","(101.0, 270.0, 202.0)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 201.42857142857144)","(2.25, 3.15, 3.057142857142857)"
07-12-2022 14:16:59.483362,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5375000000000005)","(19.0, 25.0, 22.857142857142858)","(101.0, 270.0, 220.0)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 208.1818181818182)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:00.721780,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5)","(19.0, 25.0, 22.714285714285715)","(101.0, 270.0, 220.0)","(10.0, 14.0, 11.9)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 208.1818181818182)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:01.965556,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.5)","(19.0, 25.0, 22.857142857142858)","(101.0, 270.0, 282.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:03.258009,"(15.0, 22.0, 20.142857142857142)","(3.3, 4.9, 4.5)","(19.0, 25.0, 22.857142857142858)","(101.0, 320.0, 255.71428571428572)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:04.562078,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.5)","(19.0, 25.0, 22.857142857142858)","(101.0, 320.0, 205.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:05.858929,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.5625)","(19.0, 25.0, 21.8)","(101.0, 310.0, 240.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:07.097989,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.5625)","(19.0, 25.0, 21.8)","(101.0, 310.0, 236.66666666666669)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:08.349840,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.714285714285715)","(101.0, 300.0, 210.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 212.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:09.583407,"(15.0, 22.0, 18.5)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.75)","(101.0, 300.0, 163.33333333333331)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.7)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 218.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:10.791060,"(15.0, 22.0, 19.6)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.75)","(101.0, 300.0, 233.33333333333334)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.7)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 218.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:12.002291,"(15.0, 24.0, 20.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 19.333333333333332)","(101.0, 300.0, 224.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 194.0)","(2.25, 3.1, 3.0142857142857142)"
07-12-2022 14:17:13.275086,"(15.0, 24.0, 20.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 19.333333333333332)","(101.0, 300.0, 245.71428571428572)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 193.33333333333331)","(2.25, 3.05, 3.0142857142857142)"
07-12-2022 14:17:14.493526,"(15.0, 23.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 19.333333333333332)","(101.0, 300.0, 228.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 193.33333333333331)","(2.25, 3.05, 3.0142857142857142)"
07-12-2022 14:17:15.668960,"(15.0, 25.0, 20.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.166666666666668)","(101.0, 300.0, 232.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 201.42857142857144)","(2.25, 3.05, 3.057142857142857)"
07-12-2022 14:17:16.861796,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.454545454545453)","(101.0, 300.0, 232.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.7)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 194.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:18.052671,"(15.0, 24.0, 21.333333333333332)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.714285714285715)","(101.0, 300.0, 190.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.7)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 200.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:19.318991,"(15.0, 24.0, 21.333333333333332)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.714285714285715)","(101.0, 290.0, 242.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 200.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:20.678925,"(15.0, 24.0, 18.666666666666668)","(3.3, 4.9, 4.575)","(19.0, 25.0, 21.8)","(101.0, 280.0, 233.33333333333331)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:21.931678,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 21.8)","(101.0, 280.0, 257.1428571428571)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:23.149385,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 21.8)","(101.0, 280.0, 257.1428571428571)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 204.28571428571428)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:24.334193,"(15.0, 25.0, 17.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.857142857142858)","(101.0, 280.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 204.28571428571428)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:25.477374,"(15.0, 25.0, 22.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.857142857142858)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 204.28571428571428)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:26.619760,"(15.0, 25.0, 22.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.857142857142858)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.5)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:27.806504,"(15.0, 25.0, 22.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 21.8)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 204.28571428571428)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:28.971482,"(15.0, 25.0, 20.5)","(3.3, 4.9, 4.575)","(19.0, 25.0, 21.8)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 204.28571428571428)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:30.175496,"(15.0, 25.0, 20.5)","(3.3, 4.9, 4.575)","(19.0, 25.0, 21.8)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.7)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 198.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:31.349738,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.857142857142858)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 213.63636363636363)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:32.480002,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.857142857142858)","(101.0, 270.0, 300.0)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.616666666666666)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 213.63636363636363)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:33.642818,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.857142857142858)","(101.0, 330.0, 262.5)","(10.0, 14.0, 12.6)","(4.0, 5.8, 5.2)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:34.826534,"(15.0, 25.0, 17.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.22222222222222)","(101.0, 310.0, 223.63636363636363)","(10.0, 14.0, 12.6)","(4.0, 5.4, 5.2)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:36.063517,"(15.0, 25.0, 17.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.22222222222222)","(101.0, 310.0, 247.5)","(10.0, 14.0, 12.6)","(4.0, 5.4, 5.2)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 196.66666666666669)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:37.271537,"(15.0, 25.0, 17.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.22222222222222)","(101.0, 290.0, 240.0)","(10.0, 14.0, 12.6)","(4.0, 5.4, 5.2)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 204.28571428571428)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:38.508816,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.857142857142858)","(101.0, 280.0, 240.0)","(10.0, 14.0, 12.6)","(4.0, 5.4, 5.2)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 198.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:39.664409,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 24.0)","(101.0, 280.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.4, 5.2)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 198.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:40.782454,"(15.0, 25.0, 17.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 24.0)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.4, 5.2)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 200.0)","(2.25, 3.1, 3.057142857142857)"
07-12-2022 14:17:41.964918,"(15.0, 25.0, 17.8)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.0)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.4, 4.825)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 200.0)","(2.25, 3.1, 2.812)"
07-12-2022 14:17:43.091269,"(15.0, 25.0, 19.0)","(3.3, 4.9, 4.275)","(19.0, 25.0, 22.0)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.2, 4.825)","(21.0, 30.0, 29.307692307692307)","(101.0, 230.0, 207.14285714285714)","(2.25, 2.94, 3.0745454545454547)"
07-12-2022 14:17:44.191602,"(15.0, 23.0, 18.333333333333332)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.833333333333336)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.2, 4.825)","(21.0, 30.0, 28.25)","(101.0, 230.0, 216.66666666666669)","(2.25, 3.1, 3.044)"
07-12-2022 14:17:45.518620,"(15.0, 22.0, 17.666666666666668)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.833333333333336)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.2, 4.825)","(21.0, 30.0, 28.25)","(101.0, 230.0, 202.0)","(2.25, 3.1, 3.044)"
07-12-2022 14:17:46.749429,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.0)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.2, 4.825)","(21.0, 30.0, 28.25)","(101.0, 230.0, 202.0)","(2.25, 3.1, 3.044)"
07-12-2022 14:17:47.922756,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.0)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.2, 4.825)","(21.0, 30.0, 28.25)","(101.0, 230.0, 202.0)","(2.25, 3.1, 3.044)"
07-12-2022 14:17:48.970388,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 22.0)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.2, 4.825)","(21.0, 30.0, 28.25)","(101.0, 230.0, 212.85714285714286)","(2.25, 3.1, 3.044)"
07-12-2022 14:17:50.078774,"(15.0, 22.0, 20.0)","(3.3, 4.9, 4.575)","(19.0, 25.0, 23.0)","(101.0, 270.0, 232.5)","(10.0, 14.0, 12.6)","(4.0, 5.2, 4.825)","(21.0, 30.0, 28.25)","(101.0, 230.0, 220.0)","(2.25, 3.1, 3.044)"
