,Extreme Harriet,Nitrogen Outlaw,Ninja Whinger,Little Purpose,Aston Garner,Magic Poppet,Spring Bonnie,Its Your Shout
171,"[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 43, 479223), 10.0, 22.0]"
172,"[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 44, 715162), 10.0, 22.0]"
173,"[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 45, 867065), 10.0, 22.0]"
174,"[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 47, 18842), 10.0, 22.0]"
175,"[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 48, 164181), 10.0, 22.0]"
176,"[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 49, 338189), 10.0, 22.0]"
177,"[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 50, 491816), 10.0, 22.0]"
178,"[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 51, 641866), 10.0, 22.0]"
179,"[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 52, 807149), 10.0, 22.0]"
180,"[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 53, 952065), 10.0, 22.0]"
181,"[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 55, 111541), 10.0, 22.0]"
182,"[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 56, 254639), 10.0, 22.0]"
183,"[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 19.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 52, 57, 412289), 10.0, 22.0]"
184,"[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 52, 58, 545320), 10.0, 22.0]"
185,"[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 52, 59, 703944), 10.0, 22.0]"
186,"[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 0, 865309), 10.0, 22.0]"
187,"[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 2, 24302), 10.0, 22.0]"
188,"[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 3, 192569), 10.0, 22.0]"
189,"[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 4, 332679), 10.0, 22.0]"
190,"[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 5, 497411), 10.0, 22.0]"
191,"[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 6, 632300), 10.0, 22.0]"
192,"[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 7, 788556), 10.0, 22.0]"
193,"[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 8, 951654), 10.0, 22.0]"
194,"[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 10, 140918), 10.0, 22.0]"
195,"[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 11, 296575), 10.0, 22.0]"
196,"[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 12, 455732), 10.0, 22.0]"
197,"[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 13, 590226), 10.0, 22.0]"
198,"[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 14, 728192), 10.0, 22.0]"
199,"[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 15, 871831), 10.0, 22.0]"
200,"[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 17, 5407), 10.0, 22.0]"
201,"[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 18, 149783), 10.0, 22.0]"
202,"[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 19, 293080), 10.0, 22.0]"
203,"[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 20, 449511), 10.0, 22.0]"
204,"[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 21, 621873), 10.0, 22.0]"
205,"[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 22, 887172), 10.0, 22.0]"
206,"[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 24, 59684), 10.0, 22.0]"
207,"[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 25, 272502), 10.0, 22.0]"
208,"[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 26, 480110), 10.0, 22.0]"
209,"[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 27, 662543), 10.0, 22.0]"
210,"[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 5.5, 12.5]","[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 5.5, 9.2]","[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 8.5, 19.5]","[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 9.0, 17.0]","[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 31.0, 190.0]","[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 1.9, 1.99]","[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 53, 28, 811665), 10.0, 22.0]"
