,Heza Galvinator,As She Says,Ghost Train,Jakki Mun,Melton Xmas Girl,Hollywoodbound,Ash And Jo,Swift Change,Shesherz
11-01-2023 20:14:42.410181,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.9725)","(101.0, 310.0, 290.0)","(13.0, 19.0, 16.25)","(4.0, 5.5, 5.6)","(101.0, 420.0, 360.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:43.801791,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.9125)","(101.0, 410.0, 285.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 420.0, 352.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:45.132892,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.2, 2.8937500000000003)","(101.0, 400.0, 308.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 410.0, 352.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:46.373980,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.15, 2.8937500000000003)","(101.0, 400.0, 296.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 410.0, 345.0)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:47.676952,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.15, 2.8937500000000003)","(101.0, 380.0, 290.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 400.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:48.891610,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.15, 2.9725)","(101.0, 370.0, 296.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:50.183975,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.9725)","(101.0, 380.0, 296.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:51.534701,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.9725)","(101.0, 380.0, 296.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:52.845233,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 26.0)","(2.35, 3.05, 2.9725)","(101.0, 380.0, 296.0)","(13.0, 19.0, 16.25)","(4.0, 5.8, 5.4)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:54.161238,"(8.5, 13.0, 12.23076923076923)","(3.0, 3.8, 3.7)","(20.0, 28.0, 27.333333333333332)","(2.35, 3.05, 2.8200000000000003)","(101.0, 380.0, 296.0)","(13.0, 19.0, 14.357142857142858)","(4.0, 5.8, 5.685714285714285)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:55.439938,"(8.5, 15.0, 14.181818181818182)","(3.0, 3.9, 3.81)","(20.0, 28.0, 27.333333333333332)","(2.35, 3.0, 2.7)","(101.0, 380.0, 296.0)","(13.0, 19.5, 14.416666666666666)","(4.0, 5.8, 5.4363636363636365)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:56.715900,"(8.5, 14.5, 13.1875)","(3.0, 3.9, 3.7714285714285714)","(20.0, 28.0, 27.333333333333332)","(2.35, 3.0, 2.8200000000000003)","(101.0, 380.0, 296.0)","(13.0, 19.0, 14.214285714285714)","(4.0, 5.8, 5.4363636363636365)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:58.023879,"(8.5, 14.5, 12.346153846153847)","(3.0, 3.9, 3.7714285714285714)","(20.0, 28.0, 27.333333333333332)","(2.35, 2.96, 2.7800000000000002)","(101.0, 380.0, 296.0)","(13.0, 18.5, 15.0)","(4.0, 5.8, 5.685714285714285)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:14:59.368869,"(8.5, 14.5, 12.346153846153847)","(3.0, 3.9, 3.8800000000000003)","(20.0, 28.0, 27.333333333333332)","(2.35, 2.92, 2.6766666666666667)","(101.0, 380.0, 296.0)","(13.0, 18.0, 14.833333333333334)","(4.0, 5.8, 5.5)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:15:00.725106,"(8.5, 14.5, 12.346153846153847)","(3.0, 3.95, 3.74)","(20.0, 28.0, 27.333333333333332)","(2.35, 2.86, 2.6495238095238096)","(101.0, 380.0, 296.0)","(13.0, 17.5, 14.833333333333334)","(4.0, 5.9, 5.683333333333334)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:15:02.103366,"(8.5, 14.5, 12.346153846153847)","(3.0, 3.95, 3.74)","(20.0, 28.0, 27.6)","(2.35, 2.84, 2.67)","(101.0, 380.0, 296.0)","(13.0, 17.5, 16.25)","(4.0, 5.8, 5.8125)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:15:03.520559,"(8.5, 14.5, 12.346153846153847)","(3.0, 3.95, 3.74)","(20.0, 29.0, 24.714285714285715)","(2.35, 2.82, 2.67)","(101.0, 380.0, 290.0)","(13.0, 19.0, 14.833333333333334)","(4.0, 5.9, 5.800000000000001)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:15:04.975875,"(8.5, 14.5, 12.346153846153847)","(3.0, 3.95, 3.74)","(20.0, 29.0, 31.5)","(2.35, 2.82, 2.67)","(101.0, 370.0, 284.0)","(13.0, 17.5, 15.25)","(4.0, 5.9, 5.84)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:15:06.490971,"(8.5, 14.5, 12.346153846153847)","(3.0, 3.95, 3.7750000000000004)","(20.0, 34.0, 32.0)","(2.35, 2.82, 2.685)","(101.0, 360.0, 284.0)","(13.0, 17.0, 14.3)","(4.0, 5.9, 5.84)","(101.0, 390.0, 337.5)","(101.0, 170.0, 163.63636363636363)"
11-01-2023 20:15:07.902330,"(8.5, 14.5, 12.59090909090909)","(3.0, 3.95, 3.7750000000000004)","(20.0, 34.0, 32.0)","(2.35, 2.82, 2.666666666666667)","(101.0, 360.0, 278.0)","(13.0, 17.5, 15.25)","(4.0, 5.9, 5.733333333333333)","(101.0, 390.0, 337.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:09.332660,"(8.5, 14.0, 12.875)","(3.0, 3.9, 3.8800000000000003)","(20.0, 32.0, 27.5)","(2.35, 2.8, 2.666666666666667)","(101.0, 350.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.9, 5.828571428571429)","(101.0, 390.0, 337.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:10.685177,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.74)","(20.0, 30.0, 29.5)","(2.35, 2.8, 2.666666666666667)","(101.0, 370.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.9, 5.828571428571429)","(101.0, 390.0, 337.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:12.083947,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.74)","(20.0, 34.0, 28.5)","(2.35, 2.8, 2.666666666666667)","(101.0, 370.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.9, 5.828571428571429)","(101.0, 390.0, 337.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:13.312272,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.74)","(20.0, 32.0, 28.5)","(2.35, 2.8, 2.666666666666667)","(101.0, 370.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.9, 5.828571428571429)","(101.0, 390.0, 337.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:14.584827,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.74)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.666666666666667)","(101.0, 370.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.9, 5.828571428571429)","(101.0, 390.0, 337.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:15.880841,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.7884615384615388)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.666666666666667)","(101.0, 370.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.9, 5.4)","(101.0, 390.0, 337.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:17.200533,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.7884615384615388)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.71)","(101.0, 370.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.9, 5.3625)","(101.0, 390.0, 343.3333333333333)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:18.592434,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.7884615384615388)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.71)","(101.0, 370.0, 290.0)","(13.0, 17.0, 15.25)","(4.0, 5.8, 5.55)","(101.0, 390.0, 343.3333333333333)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:19.981990,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.8722222222222222)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.71)","(101.0, 370.0, 290.0)","(13.0, 17.0, 16.0)","(4.0, 5.7, 5.4)","(101.0, 390.0, 343.3333333333333)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:21.379360,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.7884615384615388)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.6866666666666665)","(101.0, 370.0, 290.0)","(13.0, 17.0, 16.5)","(4.0, 5.7, 5.4)","(101.0, 390.0, 343.3333333333333)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:22.721332,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.7884615384615388)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.69)","(101.0, 370.0, 290.0)","(13.0, 17.5, 16.5)","(4.0, 5.7, 5.4)","(101.0, 390.0, 343.3333333333333)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:24.058368,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.7884615384615388)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.69)","(101.0, 370.0, 290.0)","(13.0, 17.5, 16.5)","(4.0, 5.7, 5.4)","(101.0, 390.0, 343.3333333333333)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:25.614000,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.69)","(101.0, 370.0, 284.0)","(13.0, 17.5, 16.5)","(4.0, 5.7, 5.4)","(101.0, 390.0, 343.3333333333333)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:27.554517,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.69)","(101.0, 360.0, 284.0)","(13.0, 17.5, 16.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 380.0, 335.55555555555554)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:29.023622,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.69)","(101.0, 360.0, 284.0)","(13.0, 18.0, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 380.0, 322.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:30.427366,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.69)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:31.812634,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7514285714285713)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:33.217431,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.69)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:34.633676,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.68)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 170.0, 160.0)"
11-01-2023 20:15:35.957598,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.68)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 170.0, 151.42857142857144)"
11-01-2023 20:15:37.369234,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.68)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:38.710930,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.68)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:40.091343,"(8.5, 14.0, 12.5)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.69)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:41.456607,"(8.5, 14.0, 12.466666666666667)","(3.0, 3.95, 3.707692307692308)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.7214285714285715)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.5)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:42.872007,"(8.5, 13.0, 12.210526315789473)","(3.0, 3.95, 3.7750000000000004)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.7142857142857144)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:44.361493,"(8.5, 13.0, 12.0625)","(3.0, 3.95, 3.7750000000000004)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.84, 2.7199999999999998)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:45.767260,"(8.5, 13.0, 12.0625)","(3.0, 3.95, 3.7750000000000004)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.84, 2.7199999999999998)","(101.0, 360.0, 284.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:47.236446,"(8.5, 13.0, 12.0625)","(3.0, 3.95, 3.7750000000000004)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.84, 2.8)","(101.0, 360.0, 260.0)","(13.0, 18.5, 17.833333333333332)","(4.0, 5.7, 5.4)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:48.621964,"(8.5, 13.0, 12.0625)","(3.0, 3.95, 3.7750000000000004)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.7199999999999998)","(101.0, 410.0, 308.0)","(13.0, 18.5, 17.916666666666668)","(4.0, 5.7, 5.171428571428572)","(101.0, 370.0, 322.5)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:49.907214,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.7750000000000004)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.7199999999999998)","(101.0, 400.0, 302.0)","(13.0, 18.5, 17.916666666666668)","(4.0, 5.6, 5.24)","(101.0, 370.0, 327.77777777777777)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:51.246314,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.8333333333333335)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.78)","(101.0, 390.0, 302.0)","(13.0, 18.5, 17.916666666666668)","(4.0, 5.6, 5.24)","(101.0, 370.0, 382.22222222222223)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:52.677570,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.838)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.6966666666666668)","(101.0, 390.0, 296.0)","(13.0, 18.5, 17.916666666666668)","(4.0, 5.6, 5.2)","(101.0, 440.0, 374.44444444444446)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:54.138055,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.936)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.72, 2.6966666666666668)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.333333333333332)","(4.0, 5.6, 5.359999999999999)","(101.0, 430.0, 374.44444444444446)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:55.726369,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.936)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.72, 2.6966666666666668)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.333333333333332)","(4.0, 5.6, 5.359999999999999)","(101.0, 430.0, 374.44444444444446)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:57.262710,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.936)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.72, 2.6966666666666668)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.333333333333332)","(4.0, 5.6, 5.359999999999999)","(101.0, 430.0, 374.44444444444446)","(101.0, 160.0, 151.42857142857144)"
11-01-2023 20:15:58.874577,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.8800000000000003)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.72, 2.6966666666666668)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.333333333333332)","(4.0, 5.6, 5.359999999999999)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:00.328144,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.8800000000000003)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.72, 2.6966666666666668)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.333333333333332)","(4.0, 5.6, 5.2)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:01.672004,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.8800000000000003)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.72, 2.6966666666666668)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.333333333333332)","(4.0, 5.6, 5.428571428571429)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:02.988205,"(8.5, 13.0, 11.636363636363637)","(3.0, 3.95, 3.8800000000000003)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.72, 2.745)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.5)","(4.0, 5.5, 5.428571428571429)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:04.509715,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.8770833333333337)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.8, 2.7763636363636364)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.5)","(4.0, 5.5, 5.428571428571429)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:06.890210,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.8770833333333337)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.7283333333333335)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.5)","(4.0, 5.5, 5.428571428571429)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:08.248422,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.8770833333333337)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.7283333333333335)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.5)","(4.0, 5.5, 5.211764705882353)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:09.593275,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.8770833333333337)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.7199999999999998)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.5)","(4.0, 5.6, 5.211764705882353)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:11.034385,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.8770833333333337)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.82, 2.734285714285714)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.166666666666668)","(4.0, 5.6, 5.418181818181818)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:12.647164,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.8770833333333337)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.734285714285714)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.333333333333332)","(4.0, 5.6, 5.418181818181818)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:14.057472,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.847058823529412)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.5)","(4.0, 5.6, 5.341176470588235)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:15.407868,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.847058823529412)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.5)","(4.0, 5.6, 5.341176470588235)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:16.851742,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.847058823529412)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 380.0, 296.0)","(13.0, 18.5, 17.75)","(4.0, 5.6, 5.341176470588235)","(101.0, 430.0, 374.44444444444446)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:18.376438,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.847058823529412)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.166666666666668)","(4.0, 5.6, 5.341176470588235)","(101.0, 430.0, 366.6666666666667)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:19.945277,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.847058823529412)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.289473684210527)","(4.0, 5.6, 5.346153846153846)","(101.0, 420.0, 366.6666666666667)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:21.411182,"(8.5, 13.0, 11.5)","(3.0, 3.95, 3.847058823529412)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.67)","(101.0, 380.0, 296.0)","(13.0, 18.5, 16.289473684210527)","(4.0, 5.6, 5.346153846153846)","(101.0, 420.0, 358.8888888888889)","(101.0, 130.0, 126.25)"
11-01-2023 20:16:22.914146,"(8.5, 16.0, 14.25)","(3.0, 3.95, 3.847058823529412)","(20.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.67)","(101.0, 380.0, 284.0)","(13.0, 18.5, 17.285714285714285)","(4.0, 5.6, 5.346153846153846)","(101.0, 410.0, 351.1111111111111)","(101.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:24.324154,"(8.5, 15.5, 14.9)","(3.0, 3.95, 3.847058823529412)","(21.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.67)","(101.0, 360.0, 305.0)","(13.0, 18.0, 16.928571428571427)","(4.0, 5.6, 5.346153846153846)","(101.0, 400.0, 343.3333333333333)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:25.725378,"(8.5, 15.0, 14.555555555555555)","(3.0, 3.95, 3.847058823529412)","(21.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 350.0, 327.5)","(13.0, 17.5, 16.928571428571427)","(4.0, 5.6, 5.346153846153846)","(101.0, 390.0, 343.3333333333333)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:27.065383,"(8.5, 14.5, 13.75)","(3.0, 3.95, 3.88)","(21.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 350.0, 327.5)","(13.0, 17.5, 16.289473684210527)","(4.0, 5.6, 5.346153846153846)","(101.0, 390.0, 343.3333333333333)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:28.351790,"(8.5, 14.5, 13.0)","(3.0, 3.9, 3.84)","(21.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 350.0, 327.5)","(13.0, 18.5, 16.289473684210527)","(4.0, 5.6, 5.346153846153846)","(101.0, 390.0, 343.3333333333333)","(91.0, 130.0, 125.71428571428572)"
11-01-2023 20:16:29.775823,"(8.5, 14.5, 13.666666666666666)","(3.0, 3.9, 3.84)","(21.0, 32.0, 26.166666666666668)","(2.35, 2.78, 2.7)","(101.0, 350.0, 327.5)","(13.0, 18.5, 16.289473684210527)","(4.0, 5.6, 5.38)","(101.0, 390.0, 343.3333333333333)","(91.0, 130.0, 125.71428571428572)"
