,Slingshot Queen,Lily The Thief,Nyali King,Mighty Water Boy,Edge Of Darkness,Talk Out Loud,Blackpool Dozer,Ferocious June
11-01-2023 18:14:59.061727,"(6.5, 10.0, 9.333333333333332)","(101.0, 330.0, 225.0)","(2.45, 3.05, 2.9768749999999997)","(3.5, 5.2, 5.091666666666667)","(81.0, 99999, 99990)","(4.8, 5.2, 5.0962962962962965)","(14.0, 17.5, 16.72222222222222)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:00.362429,"(6.5, 9.8, 9.620000000000001)","(101.0, 320.0, 193.33333333333334)","(2.45, 3.05, 2.972)","(3.5, 5.1, 5.118181818181818)","(81.0, 99999, 99990)","(4.8, 5.2, 5.103703703703704)","(14.0, 17.5, 16.272727272727273)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:01.711795,"(6.5, 9.8, 9.210526315789474)","(101.0, 320.0, 220.0)","(2.45, 3.05, 2.9979999999999998)","(3.5, 5.2, 4.944444444444445)","(81.0, 99999, 99990)","(4.8, 5.2, 5.046153846153846)","(14.0, 17.5, 16.272727272727273)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:03.032627,"(6.5, 9.8, 9.063157894736843)","(101.0, 310.0, 220.0)","(2.45, 3.05, 2.9806666666666666)","(3.5, 5.0, 4.84)","(81.0, 99999, 99990)","(4.8, 5.2, 5.2725)","(14.0, 17.5, 16.272727272727273)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:04.361357,"(6.5, 9.8, 9.053333333333333)","(101.0, 310.0, 220.0)","(2.45, 3.05, 2.95)","(3.5, 5.0, 4.84)","(81.0, 99999, 99990)","(4.8, 5.3, 5.383333333333334)","(14.0, 17.5, 16.333333333333332)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:05.665125,"(6.5, 9.6, 9.511111111111111)","(101.0, 300.0, 215.0)","(2.45, 2.98, 2.9923076923076923)","(3.5, 5.0, 4.8315789473684205)","(81.0, 99999, 99990)","(4.8, 5.4, 5.433333333333334)","(14.0, 17.5, 15.8)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:06.998392,"(6.5, 9.0, 8.85217391304348)","(101.0, 300.0, 215.0)","(2.45, 3.0, 3.0)","(3.5, 5.0, 4.811764705882353)","(81.0, 99999, 99990)","(4.8, 5.5, 5.557142857142857)","(14.0, 17.0, 15.666666666666666)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:08.326047,"(6.5, 8.8, 8.088888888888889)","(101.0, 290.0, 210.0)","(2.45, 3.05, 3.0095555555555555)","(3.5, 5.0, 4.82)","(81.0, 99999, 99990)","(4.8, 5.6, 5.6875)","(14.0, 17.0, 15.666666666666666)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:09.698908,"(6.5, 8.6, 8.3)","(101.0, 290.0, 215.0)","(2.45, 3.05, 2.988888888888889)","(3.7, 5.0, 4.836363636363636)","(81.0, 99999, 99990)","(4.6, 5.8, 5.733333333333333)","(14.0, 17.0, 15.666666666666666)","(9.0, 12.5, 11.9)"
11-01-2023 18:15:11.047560,"(6.5, 8.6, 8.063157894736841)","(101.0, 280.0, 152.5)","(2.45, 3.0, 2.963076923076923)","(3.7, 5.0, 4.73968253968254)","(81.0, 99999, 99990)","(4.6, 5.8, 5.699999999999999)","(14.0, 17.0, 15.6)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:15:12.473562,"(6.5, 8.6, 8.176470588235293)","(101.0, 280.0, 152.5)","(2.45, 3.0, 2.9789473684210526)","(3.7, 4.8, 4.757142857142857)","(81.0, 99999, 99990)","(4.6, 5.8, 5.766666666666667)","(14.0, 17.0, 15.578947368421053)","(9.0, 12.5, 12.277777777777779)"
11-01-2023 18:15:14.004407,"(6.5, 9.0, 8.617391304347827)","(101.0, 270.0, 190.0)","(2.45, 3.05, 3.025)","(3.7, 4.8, 4.757142857142857)","(81.0, 99999, 99990)","(4.6, 5.8, 5.766666666666667)","(14.0, 17.0, 15.578947368421053)","(9.0, 12.5, 12.25)"
11-01-2023 18:15:15.493923,"(6.5, 9.0, 8.64)","(101.0, 270.0, 190.0)","(2.45, 2.98, 2.955)","(3.7, 4.8, 4.757142857142857)","(81.0, 99999, 99990)","(4.6, 5.8, 5.766666666666667)","(14.0, 17.0, 15.7)","(9.0, 12.5, 12.25)"
11-01-2023 18:15:16.991592,"(6.5, 9.0, 8.672727272727272)","(101.0, 250.0, 180.0)","(2.45, 2.96, 2.9606896551724136)","(3.7, 4.8, 4.769230769230769)","(81.0, 99999, 99990)","(4.6, 5.8, 6.04)","(14.0, 16.5, 15.642857142857142)","(9.0, 12.5, 12.25)"
11-01-2023 18:15:18.480918,"(6.5, 9.0, 8.657142857142857)","(101.0, 250.0, 180.0)","(2.45, 2.98, 2.973333333333333)","(3.7, 4.8, 4.766037735849056)","(81.0, 99999, 99990)","(4.6, 6.2, 5.980769230769231)","(14.0, 16.5, 15.55)","(9.0, 12.5, 11.916666666666666)"
11-01-2023 18:15:19.963731,"(6.5, 9.0, 8.65)","(101.0, 250.0, 119.33333333333333)","(2.45, 2.94, 2.9335999999999998)","(3.7, 4.8, 4.757894736842105)","(81.0, 99999, 99990)","(4.6, 6.2, 5.972)","(14.0, 16.5, 15.558823529411764)","(9.0, 12.0, 11.916666666666666)"
11-01-2023 18:15:21.375668,"(6.5, 9.0, 8.65)","(101.0, 250.0, 119.33333333333333)","(2.45, 2.96, 2.921904761904762)","(3.7, 4.8, 4.760714285714285)","(81.0, 99999, 99990)","(4.6, 6.2, 5.972)","(14.0, 16.5, 15.583333333333334)","(9.0, 12.0, 11.928571428571429)"
11-01-2023 18:15:22.827644,"(6.5, 9.0, 8.65)","(101.0, 250.0, 119.33333333333333)","(2.45, 2.96, 2.92)","(3.7, 4.8, 4.760714285714285)","(81.0, 99999, 99990)","(4.6, 6.2, 5.972)","(14.0, 16.5, 15.583333333333334)","(9.0, 12.0, 11.928571428571429)"
11-01-2023 18:15:24.167610,"(6.5, 9.0, 8.65)","(101.0, 250.0, 119.33333333333333)","(2.45, 2.96, 2.9355555555555557)","(3.7, 4.8, 4.760714285714285)","(81.0, 99999, 99990)","(4.6, 6.2, 6.003448275862069)","(14.0, 16.5, 15.4)","(9.0, 12.0, 11.916666666666666)"
11-01-2023 18:15:25.557805,"(6.5, 9.0, 8.633333333333333)","(101.0, 250.0, 136.0)","(2.45, 2.96, 2.928)","(3.7, 4.8, 4.757142857142857)","(81.0, 99999, 99990)","(4.6, 6.2, 6.003448275862069)","(14.0, 16.5, 15.428571428571429)","(9.0, 12.0, 11.928571428571429)"
11-01-2023 18:15:26.895400,"(6.5, 9.0, 8.633333333333333)","(101.0, 240.0, 210.0)","(2.45, 2.96, 2.893333333333333)","(3.7, 4.8, 4.746666666666666)","(81.0, 99999, 99990)","(4.6, 6.2, 6.0)","(14.0, 16.5, 15.428571428571429)","(9.0, 12.0, 11.928571428571429)"
11-01-2023 18:15:28.128307,"(6.5, 9.0, 8.633333333333333)","(101.0, 230.0, 147.5)","(2.45, 2.9, 2.9129411764705884)","(3.7, 4.8, 4.680769230769231)","(81.0, 99999, 99990)","(4.6, 6.2, 5.965217391304348)","(14.0, 16.5, 15.428571428571429)","(9.0, 12.0, 11.928571428571429)"
11-01-2023 18:15:29.441357,"(6.5, 8.8, 8.600000000000001)","(101.0, 230.0, 140.0)","(2.45, 2.96, 2.92)","(3.7, 4.7, 4.791304347826086)","(81.0, 99999, 99990)","(4.6, 6.2, 5.965217391304348)","(14.0, 16.5, 15.428571428571429)","(9.0, 12.0, 11.928571428571429)"
11-01-2023 18:15:30.696322,"(6.5, 8.8, 8.523076923076923)","(101.0, 220.0, 126.66666666666667)","(2.45, 2.94, 2.893333333333333)","(3.7, 4.8, 4.791304347826086)","(81.0, 99999, 99990)","(4.6, 6.2, 5.968181818181819)","(14.0, 16.5, 15.838235294117647)","(9.0, 12.0, 12.25)"
11-01-2023 18:15:32.030453,"(6.5, 8.6, 8.389473684210525)","(101.0, 210.0, 160.0)","(2.45, 2.92, 2.895)","(3.7, 4.8, 4.771428571428571)","(81.0, 99999, 99990)","(4.6, 6.2, 6.030434782608696)","(14.0, 16.5, 15.863636363636363)","(9.0, 12.5, 11.590909090909092)"
11-01-2023 18:15:33.331692,"(6.5, 8.6, 8.418181818181818)","(101.0, 210.0, 160.0)","(2.45, 2.94, 2.895)","(3.7, 4.8, 4.963636363636364)","(81.0, 99999, 99990)","(4.6, 6.2, 6.00909090909091)","(14.0, 16.5, 15.863636363636363)","(9.0, 12.5, 11.5)"
11-01-2023 18:15:34.773139,"(6.5, 8.6, 8.428571428571429)","(101.0, 210.0, 126.66666666666667)","(2.45, 2.94, 2.91)","(3.7, 5.0, 4.963636363636364)","(81.0, 99999, 99990)","(4.6, 6.2, 6.00909090909091)","(14.0, 16.5, 15.863636363636363)","(9.0, 12.0, 11.5)"
11-01-2023 18:15:36.166437,"(6.5, 8.6, 8.428571428571429)","(101.0, 210.0, 160.0)","(2.45, 2.94, 2.8874999999999997)","(3.7, 5.0, 4.966942148760331)","(81.0, 99999, 99990)","(4.6, 6.2, 6.00909090909091)","(14.0, 16.5, 15.863636363636363)","(9.0, 12.0, 11.352941176470589)"
11-01-2023 18:15:37.779033,"(6.5, 8.6, 8.428571428571429)","(91.0, 210.0, 119.0)","(2.45, 2.9, 2.904)","(3.8, 5.0, 4.978217821782178)","(81.0, 99999, 99990)","(4.2, 6.2, 5.952941176470588)","(14.0, 16.5, 15.863636363636363)","(9.0, 12.0, 11.38888888888889)"
11-01-2023 18:15:39.454032,"(6.5, 8.6, 8.428571428571429)","(91.0, 200.0, 150.0)","(2.45, 2.94, 2.9035714285714285)","(3.8, 5.0, 4.985567010309278)","(81.0, 99999, 99990)","(4.2, 6.2, 5.942857142857143)","(14.0, 16.5, 17.69811320754717)","(9.0, 12.0, 11.31578947368421)"
11-01-2023 18:15:40.949208,"(6.5, 8.6, 8.42)","(91.0, 190.0, 150.0)","(2.45, 2.94, 2.905)","(3.8, 5.0, 4.955223880597015)","(81.0, 99999, 99990)","(4.2, 6.2, 5.936)","(14.0, 18.0, 17.3125)","(9.0, 12.0, 11.384615384615385)"
11-01-2023 18:15:42.479797,"(6.5, 8.6, 8.31111111111111)","(91.0, 190.0, 123.33333333333333)","(2.45, 2.92, 2.926086956521739)","(3.8, 5.0, 4.767567567567568)","(81.0, 99999, 99990)","(4.2, 6.2, 5.972413793103448)","(14.0, 18.0, 17.636363636363637)","(9.0, 12.0, 11.428571428571429)"
11-01-2023 18:15:43.768197,"(6.5, 8.6, 8.31111111111111)","(91.0, 190.0, 123.33333333333333)","(2.45, 2.94, 2.929090909090909)","(3.8, 4.8, 4.788888888888889)","(81.0, 99999, 99990)","(4.2, 6.2, 5.8545454545454545)","(14.0, 18.0, 17.4)","(9.0, 12.0, 11.428571428571429)"
11-01-2023 18:15:45.159995,"(6.5, 8.8, 8.461538461538462)","(91.0, 190.0, 123.33333333333333)","(2.45, 2.94, 2.929090909090909)","(3.8, 4.8, 4.78)","(81.0, 99999, 99990)","(4.2, 6.0, 5.85)","(14.0, 18.0, 17.4)","(9.0, 12.0, 11.454545454545455)"
11-01-2023 18:15:46.554366,"(6.5, 8.8, 8.461538461538462)","(91.0, 190.0, 123.33333333333333)","(2.45, 2.94, 2.9154545454545455)","(3.8, 4.8, 4.824137931034483)","(81.0, 99999, 99990)","(4.2, 6.0, 5.8374999999999995)","(14.0, 18.0, 17.4)","(9.0, 11.5, 11.461538461538462)"
11-01-2023 18:15:47.943241,"(6.5, 8.8, 8.7)","(91.0, 190.0, 123.33333333333333)","(2.45, 2.94, 2.8941666666666666)","(3.8, 4.9, 4.833333333333334)","(81.0, 99999, 99990)","(4.2, 6.0, 5.855555555555556)","(14.0, 18.0, 17.4)","(9.0, 11.5, 11.541666666666666)"
11-01-2023 18:15:49.297439,"(6.5, 9.0, 8.7)","(91.0, 190.0, 140.0)","(2.45, 2.9, 2.8885714285714283)","(3.8, 4.9, 4.833333333333334)","(81.0, 99999, 99990)","(4.2, 6.0, 5.874193548387097)","(14.0, 18.0, 17.4)","(9.0, 12.0, 11.615384615384615)"
11-01-2023 18:15:50.545172,"(6.5, 9.0, 8.833333333333334)","(91.0, 170.0, 140.0)","(2.45, 2.9, 2.9141176470588235)","(3.8, 4.9, 4.833333333333334)","(81.0, 99999, 99990)","(4.2, 6.0, 5.874193548387097)","(14.0, 18.0, 17.38888888888889)","(9.0, 12.0, 11.6875)"
11-01-2023 18:15:51.884806,"(6.5, 9.0, 8.666666666666666)","(91.0, 170.0, 140.0)","(2.45, 2.94, 2.8966666666666665)","(3.8, 4.9, 4.8304347826086955)","(81.0, 99999, 99990)","(4.2, 6.0, 5.933333333333334)","(14.0, 17.5, 17.775)","(9.0, 12.0, 11.6875)"
11-01-2023 18:15:53.193909,"(6.5, 9.0, 8.666666666666666)","(91.0, 170.0, 140.0)","(2.45, 2.9, 2.8668571428571425)","(3.8, 4.9, 4.82)","(81.0, 99999, 99990)","(4.2, 6.0, 5.864705882352942)","(14.0, 18.0, 17.785714285714285)","(9.0, 12.0, 11.6875)"
11-01-2023 18:15:54.595947,"(6.5, 9.0, 8.866666666666667)","(91.0, 170.0, 120.0)","(2.45, 2.88, 2.78625)","(3.8, 4.9, 4.839130434782609)","(81.0, 99999, 99990)","(4.2, 5.9, 6.026315789473684)","(14.0, 18.0, 17.571428571428573)","(9.0, 12.0, 11.954545454545455)"
11-01-2023 18:15:56.033075,"(6.5, 9.0, 8.866666666666667)","(91.0, 170.0, 120.0)","(2.45, 2.8, 2.7716666666666665)","(3.8, 4.9, 4.823076923076924)","(81.0, 99999, 99990)","(4.2, 6.2, 6.175)","(14.0, 18.0, 17.8)","(9.0, 12.5, 12.066666666666666)"
11-01-2023 18:15:57.346039,"(6.5, 9.2, 8.82857142857143)","(91.0, 170.0, 120.0)","(2.45, 2.78, 2.7294736842105265)","(3.8, 4.9, 4.823076923076924)","(81.0, 99999, 99990)","(4.2, 6.2, 6.166666666666667)","(14.0, 18.0, 17.785714285714285)","(9.0, 12.5, 12.03125)"
11-01-2023 18:15:58.702839,"(6.5, 9.4, 8.92)","(91.0, 170.0, 120.0)","(2.45, 2.74, 2.76625)","(3.8, 4.9, 4.86)","(81.0, 99999, 99990)","(4.2, 6.2, 6.0687500000000005)","(14.0, 18.0, 17.785714285714285)","(9.0, 12.5, 11.986486486486486)"
11-01-2023 18:16:00.113513,"(6.5, 9.4, 8.92)","(91.0, 170.0, 120.0)","(2.45, 2.78, 2.7514285714285713)","(3.8, 4.9, 4.883333333333334)","(81.0, 99999, 99990)","(4.2, 6.2, 6.0)","(14.0, 18.0, 17.666666666666668)","(9.0, 12.5, 11.866666666666667)"
11-01-2023 18:16:01.455782,"(6.5, 9.4, 8.9)","(91.0, 170.0, 120.0)","(2.45, 2.78, 2.7511111111111113)","(3.8, 4.9, 4.883333333333334)","(81.0, 99999, 99990)","(4.2, 6.2, 5.99)","(14.0, 18.0, 18.5)","(9.0, 12.5, 11.866666666666667)"
11-01-2023 18:16:02.751932,"(6.5, 9.4, 8.9)","(91.0, 170.0, 116.0)","(2.45, 2.78, 2.7536842105263157)","(3.8, 4.9, 4.8578947368421055)","(81.0, 99999, 99990)","(4.2, 6.2, 5.9375)","(14.0, 19.0, 18.666666666666668)","(9.0, 12.5, 11.625)"
11-01-2023 18:16:04.124114,"(6.5, 9.4, 8.92)","(91.0, 170.0, 120.0)","(2.45, 2.76, 2.7075)","(3.8, 5.0, 4.891666666666667)","(81.0, 99999, 99990)","(4.2, 6.2, 5.966666666666667)","(14.0, 19.0, 19.0)","(9.0, 12.0, 11.75)"
11-01-2023 18:16:05.538611,"(6.5, 9.4, 8.8)","(91.0, 170.0, 122.0)","(2.45, 2.72, 2.7466666666666666)","(3.8, 5.0, 4.821052631578947)","(81.0, 99999, 99990)","(4.2, 6.2, 5.96)","(14.0, 19.5, 18.428571428571427)","(9.0, 12.5, 11.8)"
11-01-2023 18:16:07.067596,"(6.5, 9.4, 8.9)","(91.0, 170.0, 140.0)","(2.45, 2.76, 2.7275)","(3.8, 5.0, 4.891666666666667)","(81.0, 99999, 99990)","(4.2, 6.0, 6.135135135135135)","(14.0, 18.5, 18.75)","(9.0, 12.0, 11.75)"
11-01-2023 18:16:08.593657,"(6.5, 9.6, 9.35)","(91.0, 170.0, 154.0)","(2.45, 2.74, 2.7272000000000003)","(3.8, 5.0, 4.9222222222222225)","(81.0, 99999, 99990)","(4.2, 6.2, 6.054545454545455)","(14.0, 19.0, 19.125)","(9.0, 12.5, 11.807692307692308)"
11-01-2023 18:16:10.152368,"(6.5, 9.6, 9.466666666666667)","(91.0, 170.0, 154.0)","(2.45, 2.74, 2.7254545454545456)","(3.8, 5.0, 4.9)","(81.0, 99999, 99990)","(4.2, 6.2, 6.016129032258065)","(14.0, 19.5, 19.35)","(9.0, 12.5, 11.796296296296296)"
11-01-2023 18:16:11.801697,"(6.5, 10.0, 9.44)","(91.0, 170.0, 154.0)","(2.45, 2.74, 2.7263636363636365)","(3.8, 5.0, 4.9222222222222225)","(81.0, 99999, 99990)","(4.2, 6.2, 5.948)","(14.0, 19.5, 17.916666666666668)","(9.0, 12.5, 11.807692307692308)"
11-01-2023 18:16:13.197454,"(6.5, 9.8, 9.266666666666666)","(91.0, 170.0, 156.66666666666666)","(2.45, 2.74, 2.7121739130434785)","(3.8, 5.0, 4.962962962962963)","(81.0, 99999, 99990)","(4.2, 6.2, 5.930769230769231)","(14.0, 18.0, 18.166666666666668)","(9.0, 12.5, 11.807692307692308)"
11-01-2023 18:16:14.577271,"(6.5, 9.4, 9.222222222222223)","(91.0, 170.0, 160.0)","(2.45, 2.74, 2.7133333333333334)","(3.8, 5.0, 4.944444444444445)","(81.0, 99999, 99990)","(4.2, 6.2, 5.892307692307692)","(14.0, 18.5, 18.166666666666668)","(9.0, 12.5, 11.807692307692308)"
11-01-2023 18:16:15.856945,"(6.5, 9.4, 9.24)","(101.0, 170.0, 155.0)","(2.45, 2.72, 2.7255172413793107)","(3.8, 5.0, 4.944444444444445)","(81.0, 99999, 99990)","(4.2, 6.0, 5.892307692307692)","(14.0, 18.5, 17.785714285714285)","(9.0, 12.5, 11.766666666666667)"
11-01-2023 18:16:17.154556,"(6.5, 9.4, 9.24)","(101.0, 170.0, 155.0)","(2.45, 2.74, 2.71)","(3.8, 5.0, 4.962962962962963)","(81.0, 99999, 99990)","(4.2, 6.0, 6.096)","(14.0, 18.5, 17.785714285714285)","(9.0, 12.5, 11.766666666666667)"
11-01-2023 18:16:18.479497,"(6.5, 9.4, 9.299999999999999)","(101.0, 170.0, 138.0)","(2.45, 2.74, 2.721379310344828)","(3.8, 5.0, 4.946666666666666)","(81.0, 99999, 99990)","(4.2, 6.2, 6.096)","(14.0, 18.5, 17.785714285714285)","(9.0, 12.5, 11.766666666666667)"
11-01-2023 18:16:19.864183,"(6.5, 10.0, 9.25)","(101.0, 170.0, 138.0)","(2.45, 2.74, 2.7562499999999996)","(3.8, 5.0, 4.918918918918918)","(81.0, 99999, 99990)","(4.2, 6.2, 6.218181818181819)","(14.0, 18.5, 17.875)","(9.0, 12.5, 12.107142857142858)"
11-01-2023 18:16:21.178289,"(6.5, 9.8, 9.514285714285714)","(101.0, 170.0, 135.0)","(2.45, 2.76, 2.7353846153846155)","(3.8, 5.0, 4.933333333333334)","(81.0, 99999, 99990)","(4.2, 6.4, 6.095238095238095)","(14.0, 18.0, 17.88888888888889)","(9.0, 12.5, 12.12962962962963)"
11-01-2023 18:16:22.516008,"(6.5, 9.6, 8.885714285714286)","(101.0, 170.0, 135.0)","(2.45, 2.74, 2.7545454545454544)","(3.8, 5.0, 4.977777777777778)","(81.0, 99999, 99990)","(4.2, 6.2, 6.12)","(14.0, 18.0, 18.333333333333332)","(9.0, 12.5, 12.125)"
11-01-2023 18:16:23.856623,"(6.5, 8.6, 8.314285714285713)","(101.0, 170.0, 150.0)","(2.45, 2.76, 2.7566666666666664)","(3.8, 5.0, 5.03)","(81.0, 99999, 99990)","(4.2, 6.2, 6.025806451612904)","(14.0, 18.5, 18.357142857142858)","(9.0, 12.5, 12.071428571428571)"
11-01-2023 18:16:25.260586,"(6.5, 8.6, 8.55)","(101.0, 160.0, 140.0)","(2.45, 2.76, 2.7544186046511627)","(3.8, 5.1, 5.069999999999999)","(81.0, 99999, 99990)","(4.2, 6.2, 6.007142857142857)","(14.0, 18.5, 18.3)","(9.0, 12.5, 12.071428571428571)"
11-01-2023 18:16:26.546095,"(7.0, 8.6, 8.5)","(101.0, 160.0, 140.0)","(2.4, 2.76, 2.7544186046511627)","(4.0, 5.1, 5.069999999999999)","(81.0, 99999, 99990)","(4.2, 6.2, 6.007142857142857)","(14.0, 18.5, 18.3)","(9.0, 12.5, 12.071428571428571)"
11-01-2023 18:16:27.851787,"(7.0, 8.6, 8.488888888888889)","(101.0, 160.0, 144.0)","(2.4, 2.78, 2.757037037037037)","(4.0, 5.1, 5.069999999999999)","(81.0, 99999, 99990)","(4.2, 6.2, 5.957692307692308)","(14.0, 18.5, 18.357142857142858)","(9.0, 12.5, 12.071428571428571)"
11-01-2023 18:16:29.245144,"(7.0, 8.6, 8.494736842105263)","(101.0, 160.0, 144.0)","(2.4, 2.76, 2.7350000000000003)","(4.0, 5.1, 5.088888888888889)","(81.0, 99999, 99990)","(4.2, 6.2, 5.982758620689656)","(14.0, 18.5, 18.375)","(9.0, 12.5, 12.071428571428571)"
11-01-2023 18:16:30.553135,"(7.0, 8.6, 8.309090909090909)","(101.0, 160.0, 144.0)","(2.4, 2.74, 2.724)","(4.0, 5.1, 5.122222222222223)","(81.0, 99999, 99990)","(4.2, 6.2, 5.982758620689656)","(14.0, 18.5, 18.375)","(9.0, 12.5, 12.071428571428571)"
11-01-2023 18:16:31.902050,"(7.0, 8.4, 8.2)","(101.0, 160.0, 144.0)","(2.4, 2.74, 2.7479999999999998)","(4.0, 5.2, 5.1)","(81.0, 99999, 99990)","(4.2, 6.2, 5.982758620689656)","(14.0, 18.5, 18.375)","(9.0, 12.5, 12.444444444444445)"
11-01-2023 18:16:33.264112,"(7.0, 8.2, 8.191304347826087)","(101.0, 160.0, 144.0)","(2.4, 2.76, 2.7311111111111113)","(4.0, 5.2, 5.1)","(81.0, 99999, 99990)","(4.2, 6.2, 5.929032258064516)","(14.0, 18.5, 18.375)","(9.0, 13.0, 12.333333333333334)"
11-01-2023 18:16:34.623023,"(7.0, 8.6, 8.280000000000001)","(101.0, 160.0, 140.0)","(2.4, 2.74, 2.754285714285714)","(4.0, 5.2, 5.058064516129033)","(81.0, 99999, 99990)","(4.2, 6.2, 5.96)","(14.0, 18.5, 18.375)","(9.0, 13.0, 12.333333333333334)"
11-01-2023 18:16:35.929984,"(7.0, 8.4, 8.280000000000001)","(101.0, 160.0, 137.14285714285714)","(2.4, 2.76, 2.755)","(4.0, 5.2, 4.991666666666667)","(81.0, 99999, 99990)","(4.2, 6.2, 5.99)","(14.0, 18.5, 18.083333333333332)","(9.0, 13.0, 12.333333333333334)"
11-01-2023 18:16:37.243856,"(7.0, 8.2, 8.114285714285714)","(101.0, 150.0, 137.14285714285714)","(2.4, 2.76, 2.7466666666666666)","(4.0, 5.1, 4.9941176470588236)","(81.0, 99999, 99990)","(4.2, 6.2, 6.014705882352941)","(14.0, 19.0, 18.375)","(9.0, 13.0, 12.333333333333334)"
11-01-2023 18:16:38.561519,"(7.0, 8.2, 8.129411764705882)","(101.0, 150.0, 131.25)","(2.4, 2.76, 2.728888888888889)","(4.0, 5.1, 5.057894736842105)","(81.0, 99999, 99990)","(4.2, 6.2, 5.966666666666667)","(14.0, 18.5, 18.90625)","(9.0, 13.0, 12.333333333333334)"
11-01-2023 18:16:40.008608,"(7.0, 8.4, 8.242424242424242)","(101.0, 150.0, 130.0)","(2.4, 2.76, 2.7384)","(4.0, 5.1, 5.057894736842105)","(81.0, 99999, 99990)","(4.2, 6.2, 5.948)","(14.0, 19.0, 18.444444444444443)","(9.0, 13.0, 11.973684210526315)"
11-01-2023 18:16:41.289904,"(6.5, 8.4, 8.28)","(101.0, 150.0, 130.0)","(2.4, 2.76, 2.7384)","(4.0, 5.1, 5.057894736842105)","(81.0, 99999, 99990)","(4.2, 6.2, 5.948)","(14.0, 19.0, 18.857142857142858)","(9.0, 12.0, 12.555555555555555)"
11-01-2023 18:16:42.604894,"(6.5, 7.8, 7.505263157894737)","(101.0, 150.0, 132.0)","(2.4, 2.82, 2.83)","(4.0, 5.2, 5.073333333333333)","(81.0, 99999, 99990)","(4.2, 6.2, 6.0)","(14.0, 19.5, 18.857142857142858)","(9.0, 13.0, 11.875)"
11-01-2023 18:16:43.859310,"(6.5, 7.8, 7.5777777777777775)","(101.0, 150.0, 132.0)","(2.4, 2.86, 2.87)","(4.0, 5.1, 5.0125)","(81.0, 99999, 99990)","(4.2, 6.2, 5.966666666666667)","(14.0, 19.0, 18.8)","(9.0, 12.0, 12.242857142857144)"
11-01-2023 18:16:45.236573,"(6.5, 7.8, 7.6375)","(101.0, 150.0, 114.0)","(2.4, 2.88, 2.8763636363636365)","(4.0, 5.1, 5.0125)","(81.0, 99999, 99990)","(4.2, 6.2, 5.954545454545455)","(14.0, 19.0, 18.8)","(9.0, 12.5, 12.147058823529411)"
11-01-2023 18:16:46.539787,"(6.5, 7.8, 7.6375)","(101.0, 150.0, 132.3529411764706)","(2.4, 2.92, 2.881176470588235)","(4.2, 5.1, 4.99)","(91.0, 99999, 99990)","(4.4, 6.2, 5.954545454545455)","(14.0, 19.0, 18.8)","(10.0, 12.5, 12.333333333333334)"
11-01-2023 18:16:47.890751,"(6.5, 7.6, 7.300000000000001)","(101.0, 150.0, 115.71428571428571)","(2.4, 2.92, 2.914285714285714)","(4.2, 5.1, 4.9818181818181815)","(91.0, 99999, 99990)","(4.4, 6.2, 5.979310344827586)","(14.0, 19.0, 18.785714285714285)","(10.0, 13.5, 13.25438596491228)"
11-01-2023 18:16:49.254649,"(6.5, 7.4, 7.300000000000001)","(101.0, 150.0, 116.66666666666667)","(2.4, 2.96, 2.9105263157894736)","(4.2, 5.0, 5.046153846153846)","(91.0, 99999, 99990)","(4.4, 6.0, 5.933333333333334)","(14.0, 19.0, 18.59090909090909)","(10.0, 13.5, 13.275862068965518)"
11-01-2023 18:16:50.503807,"(6.5, 7.6, 7.294117647058823)","(101.0, 150.0, 116.66666666666667)","(2.4, 2.92, 2.833333333333333)","(4.2, 5.2, 5.109090909090909)","(91.0, 99999, 99990)","(4.4, 6.2, 5.942857142857143)","(14.0, 19.5, 18.294117647058822)","(10.0, 13.5, 13.333333333333334)"
11-01-2023 18:16:51.818533,"(6.5, 7.4, 7.322222222222223)","(101.0, 150.0, 116.66666666666667)","(2.4, 2.9, 2.875)","(4.2, 5.2, 5.166666666666667)","(91.0, 99999, 99990)","(4.4, 6.2, 6.036363636363636)","(14.0, 19.0, 13.444444444444445)","(10.0, 13.5, 13.478260869565217)"
11-01-2023 18:16:53.245069,"(6.5, 7.6, 7.444444444444445)","(101.0, 150.0, 116.66666666666667)","(2.4, 2.9, 2.8808)","(4.2, 5.2, 5.166666666666667)","(91.0, 99999, 99990)","(4.4, 6.2, 6.061538461538461)","(14.0, 13.5, 13.464285714285714)","(10.0, 14.0, 13.233333333333333)"
11-01-2023 18:16:54.887761,"(6.5, 7.8, 7.545454545454545)","(101.0, 150.0, 132.0)","(2.4, 2.9, 2.8428571428571425)","(4.2, 5.2, 5.172727272727273)","(91.0, 99999, 99990)","(4.4, 6.2, 6.1466666666666665)","(14.0, 13.5, 13.666666666666666)","(10.0, 14.0, 13.206896551724139)"
