,Cherokee Castle,True Flirt,Nordic Dancer,Crafty Windsor Cat,Siente La Brisa
12-01-2023 11:27:17.025443,"(3.8, 4.8, 4.64)","(7.0, 9.0, 8.733333333333333)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:17.918320,"(3.8, 4.8, 4.64)","(7.0, 9.0, 8.733333333333333)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:18.803345,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:19.677265,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:20.556330,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:21.435674,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:22.308542,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:23.111361,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.899999999999999)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:23.935964,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.899999999999999)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:24.801687,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.899999999999999)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:25.613256,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.899999999999999)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:26.453418,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.899999999999999)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 19.666666666666668)"
12-01-2023 11:27:27.275600,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:28.060049,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:28.871603,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:29.728511,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:30.592764,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:31.733387,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.004)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:32.698906,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.004)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:33.486546,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.004)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:34.348691,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.004)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:35.421890,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:36.380147,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:37.254577,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:38.281901,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.0460000000000003)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:39.213703,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:40.154235,"(3.8, 4.8, 4.64)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:41.086043,"(3.8, 4.8, 4.64)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:41.939321,"(3.8, 4.8, 4.64)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:42.788000,"(3.8, 4.8, 4.64)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:43.644712,"(3.8, 4.8, 4.64)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:44.493306,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0570909090909093)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:45.396169,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0570909090909093)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:46.255428,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0570909090909093)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:47.094664,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.0)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.0570909090909093)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:47.960914,"(3.8, 4.8, 4.64)","(7.0, 9.2, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:48.833147,"(3.8, 4.8, 4.64)","(7.0, 9.2, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:49.711879,"(3.8, 4.8, 4.64)","(7.0, 9.2, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:50.650310,"(3.8, 4.8, 4.64)","(7.0, 9.2, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:51.625752,"(3.8, 4.8, 4.64)","(7.0, 9.2, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:52.458506,"(3.8, 4.8, 4.64)","(7.0, 9.2, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.044)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:53.307056,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.035)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:54.212124,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.035)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:55.175280,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.035)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:56.283503,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.114285714285714)","(7.5, 10.0, 9.6)","(1.75, 2.06, 1.978181818181818)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:57.190072,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 1.978181818181818)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:58.051489,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 1.978181818181818)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:59.041757,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 1.978181818181818)","(18.0, 30.0, 23.8)"
12-01-2023 11:27:59.942371,"(3.8, 4.8, 4.64)","(7.0, 9.6, 8.8)","(7.5, 10.0, 9.6)","(1.75, 2.06, 1.978181818181818)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:00.738264,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.457142857142857)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.035)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:01.595930,"(3.8, 4.8, 4.64)","(7.0, 9.8, 9.457142857142857)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.035)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:02.510237,"(3.8, 4.8, 4.64)","(7.0, 10.0, 9.614285714285714)","(7.5, 10.0, 9.8)","(1.75, 2.06, 2.035)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:03.381111,"(3.8, 4.8, 4.725)","(7.0, 9.6, 8.88)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.04)","(18.0, 30.0, 22.25)"
12-01-2023 11:28:04.196097,"(3.8, 4.8, 4.725)","(7.0, 9.6, 8.88)","(7.5, 10.0, 9.6)","(1.75, 2.06, 2.04)","(18.0, 30.0, 22.25)"
12-01-2023 11:28:05.048072,"(3.8, 4.8, 4.725)","(7.0, 9.6, 8.88)","(7.5, 10.0, 9.68)","(1.75, 2.06, 2.04)","(18.0, 30.0, 22.25)"
12-01-2023 11:28:05.906277,"(3.8, 4.8, 4.725)","(7.0, 9.6, 8.88)","(7.5, 10.0, 9.68)","(1.75, 2.06, 2.04)","(18.0, 30.0, 22.25)"
12-01-2023 11:28:06.766287,"(3.8, 4.8, 4.725)","(7.0, 9.6, 8.88)","(7.5, 10.0, 9.68)","(1.75, 2.06, 2.04)","(18.0, 30.0, 22.25)"
12-01-2023 11:28:07.634046,"(3.8, 4.8, 4.725)","(7.0, 9.6, 8.88)","(7.5, 10.0, 9.68)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:08.510878,"(3.8, 4.8, 4.725)","(7.0, 9.6, 8.88)","(7.5, 10.0, 9.68)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:09.455485,"(3.8, 4.8, 4.725)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:10.468242,"(3.8, 4.8, 4.725)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:11.414787,"(3.8, 4.8, 4.725)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:12.251581,"(3.8, 4.8, 4.725)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:13.162177,"(3.8, 4.8, 4.725)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:14.053369,"(3.8, 4.8, 4.725)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:14.902705,"(3.8, 4.8, 4.725)","(7.0, 9.6, 9.0)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:15.799599,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:16.655204,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:17.535170,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:18.443741,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.5, 10.3)","(1.75, 2.06, 1.9489655172413793)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:19.298259,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.5, 9.344444444444443)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:20.132412,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.5, 9.344444444444443)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:21.061897,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.5, 9.344444444444443)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:21.954318,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.5, 9.344444444444443)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:22.849000,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.5, 9.344444444444443)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:23.738474,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.5, 9.344444444444443)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:24.634984,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.5, 9.344444444444443)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:25.807961,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:26.826823,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:27.888965,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:28.863465,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:29.860069,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:30.982327,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:32.077102,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:33.108823,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:34.069726,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:35.060942,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:36.137368,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:37.036445,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:37.947886,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:38.880488,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:39.816723,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:40.778975,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:41.731583,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:42.826240,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:43.836367,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:44.904604,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.733333333333334)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:45.935679,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:46.853649,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:47.722529,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.05)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:48.612739,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.05)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:49.560180,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.05)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:50.534430,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.05)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:51.504655,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:52.347650,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:53.284894,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:54.216330,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:55.104314,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:56.076383,"(3.8, 4.8, 4.725)","(7.0, 9.4, 8.8)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.04)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:57.049161,"(3.8, 4.8, 4.752)","(7.0, 9.4, 9.057142857142857)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.06, 2.035)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:57.878658,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.057142857142857)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.04, 1.9461111111111111)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:58.818189,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.02, 1.9649999999999999)","(18.0, 30.0, 23.8)"
12-01-2023 11:28:59.774538,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.466666666666667)","(1.75, 2.02, 1.9649999999999999)","(18.0, 30.0, 23.8)"
12-01-2023 11:29:00.663069,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.466666666666667)","(1.7, 2.0, 1.9240625)","(19.0, 30.0, 23.8)"
12-01-2023 11:29:01.595300,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.466666666666667)","(1.7, 2.0, 1.9240625)","(19.0, 30.0, 23.8)"
12-01-2023 11:29:02.437564,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.466666666666667)","(1.7, 2.02, 1.971111111111111)","(19.0, 30.0, 23.8)"
12-01-2023 11:29:03.464292,"(3.8, 4.8, 4.725)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.866666666666667)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 22.0)"
12-01-2023 11:29:04.513333,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:05.412777,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:06.229986,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:07.243293,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:08.262739,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:09.196834,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:10.081150,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:10.992834,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:11.957725,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:12.909918,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:13.777092,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.88888888888889)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:14.692861,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.88888888888889)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:15.710068,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:16.600250,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:17.452436,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
12-01-2023 11:29:18.371524,"(3.8, 4.8, 4.64)","(7.0, 9.4, 9.181818181818182)","(7.5, 10.0, 9.6)","(1.7, 2.02, 1.9353846153846153)","(19.0, 30.0, 23.6)"
