,Cherokee Castle,True Flirt,Nordic Dancer,Crafty Windsor Cat,Siente La Brisa
12-01-2023 11:18:38.306058,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:39.141732,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:39.984937,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:40.796870,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:41.607256,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:42.575458,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:43.489643,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:44.293663,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:45.157834,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:45.996652,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:46.859234,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:47.718798,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:48.586393,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:49.565386,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:50.446536,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:51.285797,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:52.234358,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:53.138531,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:53.945479,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:54.881284,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:55.756591,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:56.562449,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:57.420411,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:58.381314,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:18:59.174826,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:00.058025,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:00.990581,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:01.844017,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:02.803893,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 22.5)"
12-01-2023 11:19:03.692723,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:04.590511,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.801111111111111)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:05.432635,"(3.8, 5.0, 4.777777777777778)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.7922222222222222)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:06.373501,"(3.8, 5.0, 4.6)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:07.316881,"(3.8, 5.0, 4.6)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:08.186725,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:09.040585,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:09.857600,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:10.781408,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:11.744185,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:12.611617,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:13.470631,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.89, 1.802)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:14.362354,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.96, 1.816)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:15.266362,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.96, 1.816)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:16.155300,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.94, 1.8485714285714285)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:17.026017,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.93, 1.915)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:17.846540,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.963636363636363)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.93, 1.8699999999999999)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:18.773724,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.9)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.93, 1.8699999999999999)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:19.703394,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.9)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.93, 1.8699999999999999)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:20.536627,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.93, 1.8699999999999999)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:21.345173,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.93, 1.8699999999999999)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:22.315640,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.93, 1.8699999999999999)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:23.152824,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.93, 1.8699999999999999)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:24.036307,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.92, 1.876923076923077)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:24.945865,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:25.851158,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:26.710264,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:27.570263,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:28.463475,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:29.448270,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:30.451863,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:31.285127,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:32.173355,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:33.121343,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:34.019341,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:34.908727,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:35.807574,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:36.731957,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:37.654601,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 10.36)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:38.561914,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:39.471787,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.897)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:40.336874,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:41.258640,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:42.156102,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:43.024100,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:43.930374,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:44.859433,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:45.691823,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:46.535329,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:47.531250,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:48.524062,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:49.527233,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:50.380973,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:51.267518,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:52.275341,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:53.270570,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:54.164661,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:55.159926,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:56.208306,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:57.117347,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:58.086967,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:58.998702,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:19:59.927145,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:00.907566,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:01.871755,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 22.5)"
12-01-2023 11:20:02.689030,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 22.5)"
12-01-2023 11:20:03.631377,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 22.5)"
12-01-2023 11:20:04.540192,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:05.397037,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:06.371077,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:07.298285,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:08.189864,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:09.086531,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:09.938196,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:10.866563,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:11.863504,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:12.833271,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:13.625140,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:14.597866,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:15.555782,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:16.476186,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:17.315997,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:18.218290,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:19.165174,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:20.128885,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:21.056846,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:21.984490,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 8.76)","(7.5, 11.0, 9.933333333333334)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:23.096628,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.285714285714285)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:24.227432,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.285714285714285)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:25.250321,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:26.261598,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:27.186387,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:28.168280,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:29.197553,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:30.122119,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:31.021254,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:31.879207,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:32.774425,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
12-01-2023 11:20:33.765437,"(3.8, 5.0, 4.333333333333333)","(7.0, 11.0, 9.506666666666666)","(7.5, 11.0, 9.17142857142857)","(1.8, 1.91, 1.845)","(17.0, 30.0, 24.0)"
