,Thoros Of Myr,Glebely,Popilita,Needs Sugar,Kaboom Kaboom,Bobble
06-01-2023 13:00:00.429172,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 6.0, 5.1125)","(5.0, 7.2, 6.133333333333333)","(6.5, 9.6, 8.799999999999999)","(13.0, 28.0, 25.375)"
06-01-2023 13:00:01.338444,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.133333333333333)","(6.5, 9.6, 8.799999999999999)","(13.0, 28.0, 25.375)"
06-01-2023 13:00:02.353311,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 28.0, 25.375)"
06-01-2023 13:00:03.350863,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 28.0, 25.375)"
06-01-2023 13:00:04.398472,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 28.0, 22.1875)"
06-01-2023 13:00:05.352947,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 30.0, 22.1875)"
06-01-2023 13:00:06.321455,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:07.294341,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:08.179305,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:09.238965,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:10.314481,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:11.352859,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 6.3999999999999995)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:12.381859,"(1.9, 2.14, 2.1387596899224808)","(31.0, 65.0, 51.0)","(3.7, 5.9, 5.1125)","(5.0, 6.8, 5.866666666666666)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:13.310732,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.866666666666666)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:14.188277,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.866666666666666)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:15.151782,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.866666666666666)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:16.165634,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.866666666666666)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:17.196260,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.866666666666666)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:18.158195,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.866666666666666)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:19.029582,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.771428571428571)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:19.967366,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.771428571428571)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:20.963970,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.771428571428571)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:21.976203,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 6.8, 5.771428571428571)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:00:23.015226,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.2, 5.550000000000001)","(5.0, 6.8, 5.771428571428571)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.0)"
06-01-2023 13:00:23.990835,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.2, 5.550000000000001)","(5.0, 6.8, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:24.985030,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.583333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:25.913255,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.615384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:26.780013,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.615384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:27.734460,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.615384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:28.659007,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:29.566642,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:30.487179,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:31.361940,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:32.376966,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:33.402714,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:34.344207,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 22.0)"
06-01-2023 13:00:35.362401,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.2)","(5.0, 7.2, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 25.0, 19.45)"
06-01-2023 13:00:36.261797,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.2)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:37.197726,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.2)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:38.178542,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.2)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:39.097909,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.2)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:40.146184,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.2)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:41.119522,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.2)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:41.971446,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:42.926482,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:43.854433,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:44.945056,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:46.061236,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:47.089078,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.0, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:48.096232,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:49.069554,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:49.942539,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:50.906015,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.711111111111111)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:51.876314,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.800000000000001)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:52.839208,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.615384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:53.774688,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.615384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:54.616834,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.2, 5.8)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:55.584440,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.2, 5.444444444444445)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:56.525436,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:57.531209,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.199999999999999)","(5.0, 7.2, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:58.584090,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.199999999999999)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:00:59.534264,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.199999999999999)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:00.456869,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.199999999999999)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:01.418520,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:02.283923,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:03.206674,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.0, 5.8)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:04.173300,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.0, 6.3)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:05.111397,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:06.022536,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:06.933145,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:07.859531,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:08.808045,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:09.832890,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:10.930039,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:11.952739,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:12.912899,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:13.947308,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:14.901953,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:15.962345,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:16.929622,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:17.875222,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:18.748521,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:19.596074,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:20.518904,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 19.45)"
06-01-2023 13:01:21.465720,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 24.0, 22.6)"
06-01-2023 13:01:22.503835,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:23.548047,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:24.573605,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:25.525482,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:26.420415,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:27.399346,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.2, 5.65)","(5.0, 6.8, 6.199999999999999)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:28.427746,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 6.2, 5.6)","(5.0, 7.4, 7.04)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:29.443042,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 6.2, 5.6)","(5.0, 7.4, 7.04)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:30.420583,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.444444444444445)","(5.0, 7.4, 7.04)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:31.316399,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.4, 7.04)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:32.196178,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 6.0, 5.5)","(5.0, 7.4, 7.04)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:33.066566,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 5.9, 5.199999999999999)","(5.0, 7.4, 7.04)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:33.951314,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.4, 7.04)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:34.968838,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:36.009620,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:37.039250,"(1.9, 2.14, 2.1381679389312978)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:38.113345,"(1.9, 2.14, 2.1390625)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:39.011901,"(1.9, 2.14, 2.1396825396825396)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:39.941168,"(1.9, 2.14, 2.1396825396825396)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:40.836597,"(1.9, 2.14, 2.1396825396825396)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.333333333333333)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:41.913756,"(1.9, 2.14, 2.1396825396825396)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.315384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:43.010173,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.315384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
06-01-2023 13:01:43.986198,"(1.9, 2.14, 2.1387596899224808)","(31.0, 70.0, 57.0)","(3.7, 5.8, 5.315384615384615)","(5.0, 7.2, 6.666666666666667)","(6.5, 9.6, 8.799999999999999)","(13.0, 26.0, 22.6)"
