,Thoros Of Myr,Glebely,Popilita,Needs Sugar,Kaboom Kaboom,Bobble
06-01-2023 13:05:30.683158,"(1.85, 2.2, 2.1933333333333334)","(41.0, 65.0, 58.2)","(3.7, 6.2, 5.771428571428571)","(5.0, 6.4, 5.9)","(6.5, 9.2, 8.879999999999999)","(15.0, 26.0, 24.0)"
06-01-2023 13:05:31.676448,"(1.85, 2.28, 2.2527272727272725)","(41.0, 65.0, 58.2)","(3.7, 6.2, 5.699999999999999)","(5.0, 6.4, 5.9)","(6.5, 9.2, 8.879999999999999)","(15.0, 26.0, 24.0)"
06-01-2023 13:05:32.820530,"(1.85, 2.26, 2.1738461538461538)","(41.0, 65.0, 58.2)","(3.7, 6.2, 5.8)","(5.0, 6.4, 5.9)","(6.5, 9.2, 8.666666666666666)","(15.0, 26.0, 24.0)"
06-01-2023 13:05:33.895921,"(1.85, 2.26, 2.1738461538461538)","(41.0, 65.0, 56.5)","(3.7, 6.2, 5.699999999999999)","(5.0, 6.4, 5.9)","(6.5, 9.2, 9.085714285714285)","(15.0, 26.0, 21.666666666666668)"
06-01-2023 13:05:34.783059,"(1.85, 2.26, 2.1738461538461538)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.9)","(6.5, 9.6, 9.085714285714285)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:35.809167,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:36.957565,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:38.040880,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:39.109547,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:40.174406,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:41.164846,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:42.050438,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:42.987878,"(1.85, 2.26, 2.1666666666666665)","(41.0, 65.0, 56.5)","(3.7, 6.0, 5.699999999999999)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:43.949247,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.2, 5.8)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:44.834952,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.4, 5.866666666666666)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:45.838583,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.4, 5.866666666666666)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:46.781937,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.4, 5.866666666666666)","(5.0, 6.4, 5.733333333333333)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:47.823356,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.4, 5.866666666666666)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:48.812617,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.4, 6.0)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.6, 8.64)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:49.715374,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:50.678279,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:51.614974,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:52.643684,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:53.602430,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:54.625437,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:55.708959,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:56.627444,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:57.488221,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:58.470778,"(1.85, 2.26, 2.1751515151515153)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.800000000000001)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:05:59.463003,"(1.85, 2.12, 2.0864000000000003)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.9)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:06:00.438895,"(1.85, 2.12, 2.0864000000000003)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.9)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:06:01.399887,"(1.85, 2.12, 2.0864000000000003)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.9)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:06:02.345757,"(1.85, 2.12, 2.0864000000000003)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.9)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:06:03.280710,"(1.85, 2.12, 2.0864000000000003)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.9)","(6.5, 9.4, 8.466666666666667)","(15.0, 26.0, 21.0)"
06-01-2023 13:06:04.318362,"(1.85, 2.12, 2.0864000000000003)","(41.0, 65.0, 56.5)","(3.7, 6.6, 5.85)","(5.0, 6.4, 5.666666666666667)","(6.5, 9.4, 8.35)","(15.0, 26.0, 25.625)"
06-01-2023 13:06:05.286701,"(1.85, 2.08, 2.075833333333333)","(41.0, 65.0, 62.85714285714286)","(3.7, 6.6, 6.24)","(5.0, 6.4, 5.666666666666667)","(6.5, 9.4, 8.35)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:06.277549,"(1.85, 2.08, 2.075555555555556)","(41.0, 65.0, 62.85714285714286)","(3.7, 6.6, 6.24)","(5.0, 6.4, 5.85)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:07.326887,"(1.85, 2.08, 2.075555555555556)","(41.0, 65.0, 58.333333333333336)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 5.85)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:08.375599,"(1.85, 2.08, 2.075555555555556)","(41.0, 65.0, 58.333333333333336)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 5.85)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:09.399549,"(1.85, 2.08, 2.075555555555556)","(41.0, 65.0, 58.333333333333336)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:10.343298,"(1.85, 2.08, 2.075555555555556)","(41.0, 65.0, 58.333333333333336)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:11.330570,"(1.85, 2.08, 2.075555555555556)","(41.0, 65.0, 58.333333333333336)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:12.363556,"(1.85, 2.08, 2.075555555555556)","(41.0, 65.0, 58.333333333333336)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:13.291134,"(1.85, 2.08, 2.075555555555556)","(41.0, 120.0, 87.5)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:14.246000,"(1.85, 2.08, 2.075555555555556)","(41.0, 120.0, 87.5)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:15.326373,"(1.85, 2.08, 2.075555555555556)","(41.0, 120.0, 87.5)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:16.319400,"(1.85, 2.08, 2.075555555555556)","(41.0, 120.0, 87.5)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.085714285714286)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:17.224371,"(1.85, 2.08, 2.075555555555556)","(41.0, 120.0, 87.5)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.180000000000001)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:18.253773,"(1.85, 2.08, 2.075555555555556)","(41.0, 120.0, 87.5)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.180000000000001)","(6.5, 9.4, 8.2)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:19.328473,"(1.85, 2.08, 2.075555555555556)","(41.0, 120.0, 87.5)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.180000000000001)","(6.5, 9.4, 8.333333333333334)","(15.0, 26.0, 24.0)"
06-01-2023 13:06:20.354071,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 83.33333333333333)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.180000000000001)","(6.5, 9.4, 8.6)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:21.312276,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 83.33333333333333)","(3.7, 6.6, 6.3428571428571425)","(5.0, 6.4, 6.180000000000001)","(6.5, 9.4, 8.6)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:22.324829,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 97.5)","(3.7, 6.6, 6.375)","(5.0, 6.4, 6.180000000000001)","(6.5, 9.4, 8.6)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:23.372462,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 97.5)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.360869565217392)","(6.5, 9.4, 8.6)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:24.386028,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 115.71428571428571)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(6.5, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:25.295231,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 115.71428571428571)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(6.5, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:26.296019,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 115.71428571428571)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(6.5, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:27.270247,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 115.71428571428571)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(6.5, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:28.270175,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 115.71428571428571)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(6.5, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:29.299565,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 115.71428571428571)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(6.5, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:30.326979,"(1.85, 2.08, 2.075555555555556)","(41.0, 140.0, 115.71428571428571)","(3.7, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(6.5, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:31.336862,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:32.353256,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:33.423529,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.08)","(15.0, 26.0, 25.285714285714285)"
06-01-2023 13:06:34.375883,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.345454545454546)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:35.399633,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.345454545454546)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:36.522876,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.345454545454546)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:37.673940,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.345454545454546)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:38.624179,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.24)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.345454545454546)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:39.620802,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:40.658632,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:41.602180,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:42.569656,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:43.646909,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:44.735834,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:45.701466,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:46.648068,"(1.85, 2.1, 2.056734693877551)","(41.0, 140.0, 115.71428571428571)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:47.711966,"(1.85, 2.1, 2.056734693877551)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.333333333333333)","(5.0, 6.4, 6.133333333333334)","(7.0, 9.4, 9.0)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:48.817408,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.12)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:49.879971,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.12)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:50.977736,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.12)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:52.065529,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.12)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:53.105371,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.12)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:54.069412,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.12)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:55.060256,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.075)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:56.121454,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.075)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:57.204015,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.075)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:58.220234,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.075)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:06:59.193799,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.075)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:07:00.200305,"(1.85, 2.1, 2.095909090909091)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.4173913043478255)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:07:01.221418,"(1.85, 2.1, 2.033333333333333)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.4799999999999995)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:07:02.326041,"(1.85, 2.1, 2.0814814814814815)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.4799999999999995)","(5.0, 6.4, 6.222222222222222)","(7.0, 9.4, 9.17142857142857)","(15.0, 26.0, 24.75)"
06-01-2023 13:07:03.432999,"(1.85, 2.1, 2.0814814814814815)","(41.0, 130.0, 108.57142857142857)","(3.8, 6.6, 6.4799999999999995)","(5.0, 6.4, 6.057142857142857)","(7.0, 9.4, 8.963636363636365)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:04.481151,"(1.85, 2.1, 2.0814814814814815)","(41.0, 110.0, 96.25)","(3.8, 6.6, 6.4799999999999995)","(5.0, 6.4, 6.057142857142857)","(7.0, 9.4, 9.222222222222223)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:05.530620,"(1.85, 2.1, 2.0814814814814815)","(41.0, 110.0, 96.25)","(3.8, 6.6, 6.4799999999999995)","(5.0, 6.4, 6.057142857142857)","(7.0, 9.4, 9.222222222222223)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:06.681758,"(1.85, 2.1, 2.0814814814814815)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.4799999999999995)","(5.0, 6.4, 6.057142857142857)","(7.0, 9.4, 9.222222222222223)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:07.859128,"(1.85, 2.1, 2.0833333333333335)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.422222222222222)","(5.0, 6.4, 5.98)","(7.0, 9.4, 8.383333333333333)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:09.027480,"(1.85, 2.08, 2.0689655172413794)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 9.2, 8.363636363636363)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:10.236079,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 9.0, 8.363636363636363)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:11.472443,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 9.0, 8.307692307692308)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:12.659867,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 9.0, 8.600000000000001)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:13.728340,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 8.8, 8.600000000000001)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:14.844602,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 8.8, 8.600000000000001)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:15.901008,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 8.8, 8.600000000000001)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:16.944755,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 8.8, 8.600000000000001)","(15.0, 26.0, 25.0)"
06-01-2023 13:07:18.030057,"(1.85, 2.08, 2.0714285714285716)","(41.0, 100.0, 88.75)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 5.9625)","(7.0, 8.8, 8.600000000000001)","(15.0, 26.0, 24.666666666666668)"
06-01-2023 13:07:19.178142,"(1.85, 1.99, 1.9838461538461538)","(41.0, 95.0, 77.5)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 6.011111111111111)","(7.0, 8.8, 8.600000000000001)","(15.0, 26.0, 24.666666666666668)"
06-01-2023 13:07:20.222498,"(1.85, 1.98, 1.9514285714285713)","(41.0, 95.0, 85.0)","(3.8, 6.6, 6.438461538461539)","(5.0, 6.4, 6.011111111111111)","(7.0, 8.8, 8.600000000000001)","(15.0, 26.0, 25.0)"
