,Angry Angie,Dam Slipperier,Nothing Matters,Blue Haze,Titanium Gunn,Nana Rooney
280,"[datetime.datetime(2022, 11, 28, 18, 38, 25, 120572), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 25, 120572), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 25, 120572), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 25, 120572), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 25, 120572), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 25, 120572), 5.5, 9.0]"
281,"[datetime.datetime(2022, 11, 28, 18, 38, 26, 225532), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 26, 225532), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 26, 225532), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 26, 225532), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 26, 225532), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 26, 225532), 5.5, 9.0]"
282,"[datetime.datetime(2022, 11, 28, 18, 38, 27, 324668), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 27, 324668), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 27, 324668), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 27, 324668), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 27, 324668), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 27, 324668), 5.5, 9.0]"
283,"[datetime.datetime(2022, 11, 28, 18, 38, 28, 423119), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 28, 423119), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 28, 423119), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 28, 423119), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 28, 423119), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 28, 423119), 5.5, 9.2]"
284,"[datetime.datetime(2022, 11, 28, 18, 38, 29, 535575), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 29, 535575), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 29, 535575), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 29, 535575), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 29, 535575), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 29, 535575), 5.5, 9.2]"
285,"[datetime.datetime(2022, 11, 28, 18, 38, 30, 650327), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 30, 650327), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 30, 650327), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 30, 650327), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 30, 650327), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 30, 650327), 5.5, 9.2]"
286,"[datetime.datetime(2022, 11, 28, 18, 38, 31, 770565), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 31, 770565), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 31, 770565), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 31, 770565), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 31, 770565), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 31, 770565), 5.5, 9.2]"
287,"[datetime.datetime(2022, 11, 28, 18, 38, 32, 870191), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 32, 870191), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 32, 870191), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 32, 870191), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 32, 870191), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 32, 870191), 5.5, 9.2]"
288,"[datetime.datetime(2022, 11, 28, 18, 38, 33, 978801), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 33, 978801), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 33, 978801), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 33, 978801), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 33, 978801), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 33, 978801), 5.5, 9.2]"
289,"[datetime.datetime(2022, 11, 28, 18, 38, 35, 84924), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 35, 84924), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 35, 84924), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 35, 84924), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 35, 84924), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 35, 84924), 5.5, 9.2]"
290,"[datetime.datetime(2022, 11, 28, 18, 38, 36, 183022), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 36, 183022), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 36, 183022), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 36, 183022), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 36, 183022), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 36, 183022), 5.5, 9.2]"
291,"[datetime.datetime(2022, 11, 28, 18, 38, 37, 298234), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 37, 298234), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 37, 298234), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 37, 298234), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 37, 298234), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 37, 298234), 5.5, 9.2]"
292,"[datetime.datetime(2022, 11, 28, 18, 38, 38, 393914), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 38, 393914), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 38, 393914), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 38, 393914), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 38, 393914), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 38, 393914), 5.5, 9.2]"
293,"[datetime.datetime(2022, 11, 28, 18, 38, 39, 489042), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 39, 489042), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 39, 489042), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 39, 489042), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 39, 489042), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 39, 489042), 5.5, 9.2]"
294,"[datetime.datetime(2022, 11, 28, 18, 38, 40, 596570), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 40, 596570), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 40, 596570), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 40, 596570), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 40, 596570), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 40, 596570), 5.5, 9.2]"
295,"[datetime.datetime(2022, 11, 28, 18, 38, 41, 691533), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 41, 691533), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 41, 691533), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 41, 691533), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 41, 691533), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 41, 691533), 5.5, 9.2]"
296,"[datetime.datetime(2022, 11, 28, 18, 38, 42, 792393), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 42, 792393), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 42, 792393), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 42, 792393), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 42, 792393), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 42, 792393), 5.5, 9.2]"
297,"[datetime.datetime(2022, 11, 28, 18, 38, 43, 891373), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 43, 891373), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 43, 891373), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 43, 891373), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 43, 891373), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 43, 891373), 5.5, 9.2]"
298,"[datetime.datetime(2022, 11, 28, 18, 38, 44, 991882), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 44, 991882), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 44, 991882), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 44, 991882), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 44, 991882), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 44, 991882), 5.5, 9.2]"
299,"[datetime.datetime(2022, 11, 28, 18, 38, 46, 91678), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 46, 91678), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 46, 91678), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 46, 91678), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 46, 91678), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 46, 91678), 5.5, 9.2]"
300,"[datetime.datetime(2022, 11, 28, 18, 38, 47, 185889), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 47, 185889), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 47, 185889), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 47, 185889), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 47, 185889), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 47, 185889), 5.5, 9.2]"
301,"[datetime.datetime(2022, 11, 28, 18, 38, 48, 285840), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 48, 285840), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 48, 285840), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 48, 285840), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 48, 286840), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 48, 286840), 5.5, 9.2]"
302,"[datetime.datetime(2022, 11, 28, 18, 38, 49, 382513), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 49, 382513), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 49, 382513), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 49, 382513), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 49, 382513), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 49, 382513), 5.5, 9.2]"
303,"[datetime.datetime(2022, 11, 28, 18, 38, 50, 474319), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 50, 474319), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 50, 474319), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 50, 474319), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 50, 474319), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 50, 474319), 5.5, 9.2]"
304,"[datetime.datetime(2022, 11, 28, 18, 38, 51, 575173), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 51, 575173), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 51, 575173), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 51, 575173), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 51, 575173), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 51, 575173), 5.5, 9.2]"
305,"[datetime.datetime(2022, 11, 28, 18, 38, 52, 671474), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 52, 671474), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 52, 671474), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 52, 671474), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 52, 671474), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 52, 671474), 5.5, 9.2]"
306,"[datetime.datetime(2022, 11, 28, 18, 38, 53, 774907), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 53, 774907), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 53, 774907), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 53, 774907), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 53, 774907), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 53, 774907), 5.5, 9.2]"
307,"[datetime.datetime(2022, 11, 28, 18, 38, 54, 883432), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 54, 883432), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 54, 883432), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 54, 883432), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 54, 883432), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 54, 883432), 5.5, 9.2]"
308,"[datetime.datetime(2022, 11, 28, 18, 38, 55, 992713), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 55, 992713), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 55, 992713), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 55, 992713), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 55, 992713), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 55, 992713), 5.5, 9.2]"
309,"[datetime.datetime(2022, 11, 28, 18, 38, 57, 101988), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 57, 101988), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 57, 101988), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 57, 101988), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 57, 101988), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 57, 101988), 5.5, 9.2]"
310,"[datetime.datetime(2022, 11, 28, 18, 38, 58, 199952), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 58, 199952), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 58, 199952), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 58, 199952), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 58, 199952), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 58, 199952), 5.5, 9.2]"
311,"[datetime.datetime(2022, 11, 28, 18, 38, 59, 303648), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 38, 59, 303648), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 38, 59, 303648), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 38, 59, 303648), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 38, 59, 303648), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 38, 59, 303648), 5.5, 9.4]"
312,"[datetime.datetime(2022, 11, 28, 18, 39, 0, 397911), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 0, 397911), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 0, 397911), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 0, 397911), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 0, 397911), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 0, 397911), 5.5, 9.4]"
313,"[datetime.datetime(2022, 11, 28, 18, 39, 1, 497359), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 1, 497359), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 1, 497359), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 1, 497359), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 1, 497359), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 1, 497359), 5.5, 9.4]"
314,"[datetime.datetime(2022, 11, 28, 18, 39, 2, 602148), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 2, 602148), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 2, 602148), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 2, 602148), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 2, 602148), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 2, 602148), 5.5, 9.4]"
315,"[datetime.datetime(2022, 11, 28, 18, 39, 3, 702046), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 3, 702046), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 3, 702046), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 3, 702046), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 3, 702046), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 3, 702046), 5.5, 9.2]"
316,"[datetime.datetime(2022, 11, 28, 18, 39, 4, 815514), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 4, 815514), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 4, 815514), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 4, 815514), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 4, 815514), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 4, 815514), 5.5, 9.2]"
317,"[datetime.datetime(2022, 11, 28, 18, 39, 5, 911862), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 5, 911862), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 5, 911862), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 5, 911862), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 5, 911862), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 5, 911862), 5.5, 9.0]"
318,"[datetime.datetime(2022, 11, 28, 18, 39, 7, 15512), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 7, 15512), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 7, 15512), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 7, 15512), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 7, 15512), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 7, 15512), 5.5, 9.0]"
319,"[datetime.datetime(2022, 11, 28, 18, 39, 8, 128183), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 8, 128183), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 8, 128183), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 8, 128183), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 8, 128183), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 8, 128183), 5.5, 9.0]"
320,"[datetime.datetime(2022, 11, 28, 18, 39, 9, 223314), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 9, 223314), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 9, 223314), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 9, 223314), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 9, 223314), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 9, 223314), 5.5, 9.0]"
321,"[datetime.datetime(2022, 11, 28, 18, 39, 10, 335586), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 10, 335586), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 10, 335586), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 10, 335586), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 10, 335586), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 10, 335586), 5.5, 9.0]"
322,"[datetime.datetime(2022, 11, 28, 18, 39, 11, 446847), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 11, 446847), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 11, 446847), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 11, 446847), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 11, 446847), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 11, 446847), 5.5, 9.0]"
323,"[datetime.datetime(2022, 11, 28, 18, 39, 12, 540582), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 12, 540582), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 12, 540582), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 12, 540582), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 12, 540582), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 12, 540582), 5.5, 9.0]"
324,"[datetime.datetime(2022, 11, 28, 18, 39, 13, 635756), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 13, 635756), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 13, 635756), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 13, 635756), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 13, 635756), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 13, 635756), 5.5, 9.0]"
325,"[datetime.datetime(2022, 11, 28, 18, 39, 14, 729933), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 14, 729933), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 14, 729933), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 14, 729933), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 14, 729933), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 14, 729933), 5.5, 9.0]"
326,"[datetime.datetime(2022, 11, 28, 18, 39, 15, 828721), 51.0, 400.0]","[datetime.datetime(2022, 11, 28, 18, 39, 15, 828721), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 15, 828721), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 15, 828721), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 15, 828721), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 15, 828721), 5.5, 9.0]"
327,"[datetime.datetime(2022, 11, 28, 18, 39, 16, 922610), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 39, 16, 922610), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 16, 922610), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 16, 922610), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 16, 922610), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 16, 922610), 5.5, 9.0]"
328,"[datetime.datetime(2022, 11, 28, 18, 39, 18, 23902), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 39, 18, 23902), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 18, 23902), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 18, 23902), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 18, 23902), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 18, 23902), 5.5, 9.0]"
329,"[datetime.datetime(2022, 11, 28, 18, 39, 19, 120194), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 39, 19, 120194), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 19, 120194), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 19, 120194), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 19, 120194), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 19, 120194), 5.5, 9.0]"
330,"[datetime.datetime(2022, 11, 28, 18, 39, 20, 215410), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 39, 20, 215410), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 20, 215410), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 20, 215410), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 20, 215410), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 20, 215410), 5.5, 9.0]"
331,"[datetime.datetime(2022, 11, 28, 18, 39, 21, 317563), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 39, 21, 317563), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 21, 317563), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 21, 317563), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 21, 317563), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 21, 317563), 5.5, 9.0]"
332,"[datetime.datetime(2022, 11, 28, 18, 39, 22, 412532), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 39, 22, 412532), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 22, 412532), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 22, 412532), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 22, 412532), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 22, 412532), 5.5, 9.0]"
333,"[datetime.datetime(2022, 11, 28, 18, 39, 23, 509806), 51.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 39, 23, 509806), 4.2, 8.4]","[datetime.datetime(2022, 11, 28, 18, 39, 23, 509806), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 39, 23, 509806), 13.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 39, 23, 509806), 2.0, 3.25]","[datetime.datetime(2022, 11, 28, 18, 39, 23, 509806), 5.5, 9.0]"
