,Friar Away,Chiclett,Stylax,Vevinsky,Emerald Trader,Honorfic,Kerman Rock,Tell Nothin,Belafonte Boy,My Fair Balentine,Paigeys Turn,Patchwork
07-01-2023 19:23:11.982389,"(20.0, 29.0, 27.36842105263158)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.4, 6.37037037037037)","(6.5, 7.8, 7.5920000000000005)","(5.5, 6.8, 6.644444444444444)","(14.0, 17.0, 16.533333333333335)","(5.0, 6.2, 5.9046875000000005)","(11.0, 16.0, 15.583333333333334)","(61.0, 100.0, 97.8)","(41.0, 80.0, 78.33333333333333)","(13.0, 15.5, 15.1875)","(7.0, 9.4, 9.219780219780219)"
07-01-2023 19:23:13.503632,"(20.0, 29.0, 27.38095238095238)","(16.0, 21.0, 20.34426229508197)","(5.0, 6.4, 6.371084337349398)","(6.5, 7.8, 7.61090909090909)","(5.5, 6.8, 6.66)","(14.0, 17.0, 16.58823529411765)","(5.0, 6.2, 5.894736842105264)","(11.0, 16.0, 15.583333333333334)","(61.0, 100.0, 97.8)","(41.0, 80.0, 78.33333333333333)","(13.0, 15.5, 15.1875)","(7.0, 9.4, 9.223655913978494)"
07-01-2023 19:23:14.979625,"(20.0, 29.0, 27.38095238095238)","(16.0, 21.0, 20.34426229508197)","(5.0, 6.4, 6.372727272727273)","(6.5, 7.8, 7.60377358490566)","(5.5, 6.8, 6.655172413793103)","(14.0, 17.0, 16.5625)","(5.0, 5.9, 5.894444444444445)","(11.0, 16.0, 15.583333333333334)","(61.0, 100.0, 97.8)","(41.0, 80.0, 78.33333333333333)","(13.0, 15.5, 15.1875)","(7.0, 9.4, 9.219780219780219)"
07-01-2023 19:23:16.473523,"(20.0, 29.0, 27.545454545454547)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.4, 6.296774193548387)","(6.5, 7.8, 7.641269841269841)","(5.5, 6.8, 6.696)","(14.0, 17.0, 16.583333333333332)","(5.0, 5.9, 5.908571428571428)","(11.0, 16.0, 16.144444444444446)","(61.0, 100.0, 96.76470588235294)","(41.0, 80.0, 79.58333333333333)","(13.0, 15.5, 15.394736842105264)","(7.0, 9.4, 9.227118644067795)"
07-01-2023 19:23:17.881354,"(20.0, 28.0, 27.545454545454547)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.4, 6.148484848484848)","(6.5, 7.8, 7.641269841269841)","(5.5, 6.8, 6.696)","(14.0, 17.5, 16.583333333333332)","(5.0, 6.0, 5.9135135135135135)","(11.0, 16.5, 16.214285714285715)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 16.0, 15.135135135135135)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:19.236422,"(20.0, 28.0, 27.545454545454547)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.2, 6.079032258064516)","(6.5, 7.8, 7.935643564356436)","(5.5, 6.8, 6.664864864864865)","(14.0, 17.5, 16.583333333333332)","(5.0, 6.0, 5.905882352941177)","(11.0, 16.5, 16.174418604651162)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 16.0, 15.125)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:20.479649,"(20.0, 28.0, 27.545454545454547)","(16.0, 21.0, 20.333333333333332)","(5.0, 6.4, 6.12972972972973)","(6.5, 8.0, 7.94051282051282)","(5.5, 6.8, 6.664864864864865)","(14.0, 17.5, 16.583333333333332)","(5.0, 6.0, 5.905882352941177)","(11.0, 16.5, 16.236842105263158)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 16.0, 15.125)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:21.775058,"(20.0, 28.0, 27.166666666666668)","(16.0, 21.0, 20.285714285714285)","(5.0, 6.4, 6.12972972972973)","(6.5, 8.0, 7.94051282051282)","(5.5, 6.8, 6.664864864864865)","(14.0, 17.5, 16.583333333333332)","(5.0, 6.0, 5.905882352941177)","(11.0, 16.5, 16.195652173913043)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 16.0, 15.125)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:23.071737,"(20.0, 27.0, 26.7)","(16.0, 21.0, 20.34426229508197)","(5.0, 6.4, 6.12972972972973)","(6.5, 8.0, 7.94051282051282)","(5.5, 6.8, 6.675)","(14.0, 17.5, 16.583333333333332)","(5.0, 6.0, 5.73448275862069)","(11.0, 16.5, 16.236842105263158)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 16.0, 15.078947368421053)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:24.407176,"(20.0, 28.0, 26.875)","(16.0, 21.0, 20.34426229508197)","(5.0, 6.4, 6.168595041322314)","(6.5, 8.0, 7.94051282051282)","(5.5, 6.8, 6.675)","(14.0, 17.5, 16.583333333333332)","(5.0, 5.9, 5.778378378378378)","(11.0, 16.5, 16.22972972972973)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 16.0, 14.954545454545455)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:26.120325,"(20.0, 28.0, 26.384615384615383)","(16.0, 21.0, 20.34426229508197)","(5.0, 6.4, 6.231325301204819)","(6.5, 8.0, 7.91377245508982)","(5.5, 6.8, 6.675)","(14.0, 17.5, 16.583333333333332)","(5.0, 5.9, 5.821428571428571)","(11.0, 16.5, 16.193181818181817)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 15.0, 14.954545454545455)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:27.847665,"(20.0, 27.0, 26.384615384615383)","(16.0, 21.0, 20.35483870967742)","(5.0, 6.4, 6.220000000000001)","(6.5, 8.0, 7.924183006535948)","(5.5, 6.8, 6.678048780487805)","(14.0, 17.5, 16.583333333333332)","(5.0, 5.9, 5.77741935483871)","(11.0, 16.5, 16.153846153846153)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 15.5, 15.1)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:29.256615,"(20.0, 27.0, 26.384615384615383)","(16.0, 21.0, 20.35483870967742)","(5.0, 6.4, 6.220000000000001)","(6.5, 8.0, 7.924183006535948)","(5.5, 6.8, 6.678048780487805)","(14.0, 17.5, 16.583333333333332)","(5.0, 5.9, 5.77741935483871)","(11.0, 16.5, 16.153846153846153)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 15.5, 15.1)","(7.0, 9.4, 9.24406779661017)"
07-01-2023 19:23:31.193500,"(20.0, 27.0, 26.53846153846154)","(16.0, 21.0, 20.35)","(5.0, 6.4, 6.238775510204082)","(6.5, 8.0, 7.919496855345912)","(5.5, 6.8, 6.738888888888889)","(14.0, 17.5, 16.669811320754718)","(5.0, 5.9, 5.714285714285714)","(11.0, 16.5, 16.157894736842106)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 15.5, 15.157894736842104)","(7.0, 9.4, 9.244827586206895)"
07-01-2023 19:23:32.799909,"(20.0, 27.0, 26.53846153846154)","(16.0, 21.0, 20.35)","(5.0, 6.4, 6.233684210526316)","(6.5, 8.0, 7.919496855345912)","(5.5, 6.8, 6.738888888888889)","(14.0, 17.5, 16.669811320754718)","(5.0, 5.8, 5.733333333333333)","(11.0, 16.5, 15.865853658536585)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 15.5, 15.157894736842104)","(7.0, 9.4, 9.244827586206895)"
07-01-2023 19:23:34.276995,"(21.0, 27.0, 26.53846153846154)","(16.0, 21.0, 20.35)","(5.0, 6.4, 6.230107526881721)","(6.5, 8.0, 7.919496855345912)","(5.5, 6.8, 6.738888888888889)","(14.0, 17.5, 16.669811320754718)","(5.0, 5.8, 5.733333333333333)","(11.0, 16.5, 15.865853658536585)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 79.58333333333333)","(13.0, 15.5, 15.466666666666667)","(7.0, 9.4, 9.244827586206895)"
07-01-2023 19:23:35.723653,"(21.0, 27.0, 26.40909090909091)","(16.0, 21.0, 20.35)","(5.0, 6.4, 6.2073170731707314)","(6.5, 8.0, 7.919496855345912)","(5.5, 6.8, 6.7153846153846155)","(14.0, 17.5, 16.669811320754718)","(5.0, 5.8, 5.733333333333333)","(11.0, 16.5, 15.865853658536585)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 82.5)","(13.0, 15.5, 15.46551724137931)","(7.0, 9.4, 9.244827586206895)"
07-01-2023 19:23:37.035167,"(21.0, 28.0, 26.142857142857142)","(16.0, 21.0, 20.35)","(5.0, 6.4, 6.2073170731707314)","(6.5, 8.0, 7.919496855345912)","(5.5, 6.8, 6.7153846153846155)","(14.0, 17.5, 16.669811320754718)","(5.0, 5.8, 5.733333333333333)","(11.0, 16.5, 15.865853658536585)","(61.0, 100.0, 96.76470588235294)","(41.0, 85.0, 82.5)","(13.0, 15.5, 15.46551724137931)","(7.0, 9.4, 9.244827586206895)"
07-01-2023 19:23:38.361341,"(21.0, 28.0, 26.142857142857142)","(16.0, 21.0, 20.35)","(5.0, 6.4, 6.2073170731707314)","(6.5, 8.0, 7.919496855345912)","(5.5, 6.8, 6.7153846153846155)","(14.0, 17.5, 16.669811320754718)","(5.0, 5.8, 5.733333333333333)","(11.0, 16.5, 15.865853658536585)","(61.0, 100.0, 96.76470588235294)","(41.0, 85.0, 82.5)","(13.0, 15.5, 15.46551724137931)","(7.0, 9.4, 9.244827586206895)"
07-01-2023 19:23:39.887828,"(21.0, 28.0, 26.285714285714285)","(16.0, 21.0, 20.35593220338983)","(5.0, 6.4, 6.2214285714285715)","(6.5, 8.0, 7.922784810126582)","(5.5, 6.8, 6.744)","(14.0, 17.5, 17.043478260869566)","(5.0, 5.7, 5.684210526315789)","(11.0, 16.5, 16.142857142857142)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 80.38461538461539)","(13.0, 15.5, 14.851851851851851)","(7.0, 9.4, 9.26)"
07-01-2023 19:23:41.218069,"(21.0, 28.0, 26.285714285714285)","(16.0, 21.0, 20.35593220338983)","(5.0, 6.4, 6.225581395348837)","(6.5, 8.0, 7.921794871794872)","(5.5, 6.8, 6.757575757575758)","(14.0, 17.5, 17.12857142857143)","(5.0, 5.8, 5.733333333333333)","(11.0, 16.5, 16.142857142857142)","(61.0, 100.0, 96.76470588235294)","(41.0, 90.0, 80.38461538461539)","(13.0, 15.0, 14.851851851851851)","(7.0, 9.4, 9.26)"
07-01-2023 19:23:42.650440,"(21.0, 28.0, 26.285714285714285)","(16.0, 21.0, 20.35593220338983)","(5.0, 6.4, 6.225581395348837)","(6.5, 8.0, 7.856603773584905)","(5.5, 6.8, 6.757575757575758)","(14.0, 17.5, 17.12857142857143)","(5.0, 5.8, 5.733333333333333)","(11.0, 16.5, 16.142857142857142)","(61.0, 100.0, 96.875)","(41.0, 90.0, 79.58333333333333)","(13.0, 15.0, 14.879310344827585)","(7.0, 9.4, 9.265454545454546)"
07-01-2023 19:23:44.205399,"(21.0, 28.0, 26.333333333333332)","(16.0, 21.0, 20.36842105263158)","(5.0, 6.4, 6.211320754716981)","(6.5, 8.0, 7.869767441860465)","(5.5, 7.0, 6.82156862745098)","(14.0, 17.5, 17.173076923076923)","(5.0, 5.8, 5.557142857142857)","(11.0, 16.5, 17.214285714285715)","(61.0, 100.0, 97.0)","(41.0, 90.0, 82.5)","(13.0, 15.0, 14.868852459016393)","(7.0, 9.4, 9.554545454545455)"
07-01-2023 19:23:45.712645,"(21.0, 29.0, 26.31578947368421)","(16.0, 21.0, 20.41176470588235)","(5.0, 6.4, 6.211320754716981)","(6.5, 8.0, 7.869767441860465)","(5.5, 7.0, 6.82156862745098)","(14.0, 17.5, 17.173076923076923)","(5.0, 5.6, 5.511111111111111)","(11.0, 17.5, 17.142857142857142)","(61.0, 100.0, 97.0)","(41.0, 90.0, 82.5)","(13.0, 15.0, 14.868852459016393)","(7.0, 9.6, 9.554545454545455)"
07-01-2023 19:23:47.201900,"(21.0, 29.0, 26.31578947368421)","(16.0, 21.0, 20.41176470588235)","(5.0, 6.4, 6.161616161616162)","(6.5, 8.0, 7.869767441860465)","(5.5, 7.0, 6.8314814814814815)","(14.0, 17.5, 17.173076923076923)","(5.0, 5.6, 5.4222222222222225)","(11.0, 18.0, 17.53846153846154)","(61.0, 100.0, 97.0)","(41.0, 90.0, 82.5)","(13.0, 15.0, 14.555555555555555)","(7.0, 9.6, 9.554545454545455)"
07-01-2023 19:23:48.644038,"(21.0, 29.0, 26.384615384615383)","(16.0, 21.0, 20.41176470588235)","(5.0, 6.4, 6.182857142857143)","(6.5, 8.0, 7.871428571428571)","(5.5, 7.0, 6.697297297297297)","(14.0, 17.5, 17.18)","(5.0, 5.6, 5.644444444444445)","(11.0, 18.0, 18.233333333333334)","(61.0, 100.0, 97.0)","(41.0, 90.0, 82.5)","(13.0, 15.0, 15.060975609756097)","(7.0, 9.6, 9.683333333333334)"
07-01-2023 19:23:50.130655,"(21.0, 29.0, 26.574468085106382)","(17.0, 21.0, 20.283783783783782)","(5.0, 6.4, 6.218978102189781)","(6.5, 8.0, 7.871428571428571)","(5.0, 6.8, 6.627272727272727)","(14.0, 17.5, 17.155172413793103)","(5.0, 5.7, 5.644444444444445)","(12.0, 18.5, 18.27777777777778)","(61.0, 100.0, 97.0)","(41.0, 90.0, 82.5)","(13.0, 15.5, 14.785714285714286)","(7.5, 9.8, 9.70967741935484)"
07-01-2023 19:23:51.510252,"(21.0, 29.0, 26.574468085106382)","(17.0, 21.0, 20.283783783783782)","(5.0, 6.4, 6.218978102189781)","(6.5, 8.0, 7.871428571428571)","(5.0, 6.8, 6.627272727272727)","(14.0, 17.5, 17.155172413793103)","(5.0, 5.7, 5.655882352941177)","(12.0, 18.5, 18.27777777777778)","(61.0, 100.0, 97.0)","(41.0, 90.0, 82.5)","(13.0, 15.5, 14.785714285714286)","(7.5, 9.8, 9.637500000000001)"
07-01-2023 19:23:52.899088,"(21.0, 29.0, 26.574468085106382)","(17.0, 21.0, 20.283783783783782)","(5.0, 6.4, 6.218978102189781)","(6.5, 8.0, 7.871428571428571)","(5.0, 6.8, 6.627272727272727)","(14.0, 17.5, 17.155172413793103)","(5.0, 5.7, 5.655882352941177)","(12.0, 18.5, 18.27777777777778)","(61.0, 100.0, 97.0)","(41.0, 90.0, 82.5)","(13.0, 15.5, 14.785714285714286)","(7.5, 9.8, 9.637500000000001)"
07-01-2023 19:23:54.348372,"(21.0, 29.0, 26.574468085106382)","(17.0, 21.0, 20.283783783783782)","(5.0, 6.4, 6.0625)","(6.5, 8.0, 7.847619047619047)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.083333333333332)","(5.0, 5.7, 5.765909090909091)","(12.0, 18.5, 17.852941176470587)","(61.0, 100.0, 95.55555555555556)","(41.0, 90.0, 80.0)","(13.0, 15.5, 14.86046511627907)","(7.5, 9.8, 9.485714285714286)"
07-01-2023 19:23:55.781636,"(21.0, 29.0, 25.897959183673468)","(17.0, 21.0, 20.166666666666668)","(5.0, 6.2, 6.0697368421052635)","(6.5, 8.0, 7.855639097744361)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.076923076923077)","(5.0, 5.8, 5.76)","(12.0, 19.0, 18.35)","(61.0, 100.0, 95.55555555555556)","(41.0, 90.0, 82.22222222222223)","(13.0, 15.0, 14.6)","(7.5, 10.0, 9.648780487804878)"
07-01-2023 19:23:57.188757,"(21.0, 27.0, 26.923076923076923)","(17.0, 21.0, 20.206349206349206)","(5.0, 6.2, 6.0697368421052635)","(6.5, 8.0, 7.855639097744361)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.076923076923077)","(5.0, 5.8, 5.76)","(12.0, 19.0, 18.35)","(61.0, 100.0, 95.55555555555556)","(41.0, 90.0, 82.22222222222223)","(13.0, 15.0, 15.08695652173913)","(7.5, 10.0, 9.648780487804878)"
07-01-2023 19:23:58.619368,"(21.0, 27.0, 26.8)","(17.0, 21.0, 20.206349206349206)","(5.0, 6.2, 6.0697368421052635)","(6.5, 8.0, 7.968181818181818)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.076923076923077)","(5.0, 5.8, 5.76)","(12.0, 19.0, 17.852941176470587)","(61.0, 100.0, 95.55555555555556)","(41.0, 90.0, 78.33333333333334)","(13.0, 15.5, 15.38888888888889)","(7.5, 10.0, 9.648780487804878)"
07-01-2023 19:24:00.071785,"(21.0, 27.0, 26.8)","(17.0, 21.0, 20.25)","(5.0, 6.2, 6.013223140495867)","(6.5, 8.0, 7.968181818181818)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.076923076923077)","(5.0, 5.8, 5.76)","(12.0, 19.0, 17.852941176470587)","(61.0, 100.0, 95.55555555555556)","(41.0, 85.0, 80.45454545454545)","(13.0, 15.5, 15.38888888888889)","(7.5, 10.0, 9.648780487804878)"
07-01-2023 19:24:01.570655,"(21.0, 27.0, 26.8)","(17.0, 21.0, 20.25)","(5.0, 6.2, 6.013223140495867)","(6.5, 8.0, 7.968181818181818)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.076923076923077)","(5.0, 5.8, 5.76)","(12.0, 19.0, 17.852941176470587)","(61.0, 100.0, 95.55555555555556)","(41.0, 85.0, 80.45454545454545)","(13.0, 15.5, 15.38888888888889)","(7.5, 10.0, 9.648780487804878)"
07-01-2023 19:24:02.996301,"(21.0, 27.0, 26.8)","(17.0, 21.0, 20.25)","(5.0, 6.2, 6.013223140495867)","(6.5, 8.0, 7.968181818181818)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.076923076923077)","(5.0, 5.8, 5.76)","(12.0, 19.0, 17.852941176470587)","(61.0, 100.0, 95.55555555555556)","(41.0, 85.0, 80.45454545454545)","(13.0, 15.5, 15.38888888888889)","(7.5, 10.0, 9.648780487804878)"
07-01-2023 19:24:04.311364,"(21.0, 27.0, 26.8)","(17.0, 21.0, 20.25)","(5.0, 6.2, 6.013223140495867)","(6.5, 8.0, 7.968181818181818)","(5.0, 6.8, 6.691428571428571)","(14.0, 17.5, 17.076923076923077)","(5.0, 5.8, 5.76)","(12.0, 19.0, 17.852941176470587)","(61.0, 100.0, 95.55555555555556)","(41.0, 85.0, 80.45454545454545)","(13.0, 15.5, 15.38888888888889)","(7.5, 10.0, 9.648780487804878)"
07-01-2023 19:24:05.640660,"(21.0, 27.0, 26.8)","(17.0, 21.0, 20.27027027027027)","(5.0, 6.2, 6.148837209302326)","(6.5, 8.2, 8.066666666666666)","(5.0, 7.0, 6.848837209302325)","(13.0, 17.5, 17.3)","(5.0, 5.5, 5.4245535714285715)","(12.0, 17.5, 17.3125)","(71.0, 110.0, 102.5)","(51.0, 80.0, 69.56521739130434)","(13.0, 15.0, 14.638613861386139)","(7.5, 9.8, 9.56842105263158)"
07-01-2023 19:24:06.997893,"(21.0, 29.0, 26.72)","(17.0, 21.0, 20.321428571428573)","(5.0, 6.2, 5.9375)","(6.5, 8.2, 8.07)","(5.0, 7.0, 6.848837209302325)","(13.0, 18.0, 17.3)","(5.0, 5.5, 5.4245535714285715)","(12.0, 18.0, 17.3125)","(71.0, 110.0, 102.5)","(51.0, 80.0, 69.56521739130434)","(13.0, 15.5, 14.638613861386139)","(7.5, 9.8, 9.56842105263158)"
07-01-2023 19:24:08.347761,"(21.0, 29.0, 26.348837209302324)","(17.0, 21.0, 20.321428571428573)","(5.0, 6.2, 5.930434782608696)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.848837209302325)","(13.0, 18.0, 17.3)","(5.0, 5.5, 5.4163366336633665)","(12.0, 18.0, 17.3125)","(71.0, 120.0, 107.5)","(51.0, 80.0, 69.0909090909091)","(13.0, 15.0, 14.55813953488372)","(7.5, 9.8, 9.646153846153847)"
07-01-2023 19:24:09.792992,"(21.0, 29.0, 26.348837209302324)","(17.0, 21.0, 20.208333333333332)","(5.0, 6.2, 5.930434782608696)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.848837209302325)","(13.0, 18.0, 17.3)","(5.0, 5.5, 5.415577889447237)","(12.0, 18.0, 17.22222222222222)","(71.0, 130.0, 112.5)","(51.0, 80.0, 69.0909090909091)","(13.0, 15.0, 14.55813953488372)","(7.5, 9.8, 9.646153846153847)"
07-01-2023 19:24:11.239489,"(21.0, 29.0, 26.348837209302324)","(17.0, 21.0, 20.185185185185187)","(5.0, 6.2, 5.930434782608696)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.842424242424242)","(13.0, 18.0, 17.3)","(5.0, 5.5, 5.420945945945946)","(12.0, 18.0, 17.22222222222222)","(71.0, 130.0, 112.5)","(51.0, 80.0, 73.0)","(13.0, 15.0, 14.581818181818182)","(7.5, 9.8, 9.646153846153847)"
07-01-2023 19:24:12.708052,"(21.0, 29.0, 27.347826086956523)","(17.0, 21.0, 20.185185185185187)","(5.0, 6.2, 5.961538461538462)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.761832061068702)","(13.0, 18.0, 17.3)","(5.0, 5.5, 5.420945945945946)","(12.0, 18.0, 17.22222222222222)","(71.0, 130.0, 112.5)","(51.0, 75.0, 69.16666666666667)","(13.0, 15.0, 14.54)","(7.5, 9.8, 9.646153846153847)"
07-01-2023 19:24:14.164219,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 20.185185185185187)","(5.0, 6.2, 5.930434782608696)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.761832061068702)","(13.0, 18.0, 17.3)","(5.0, 5.5, 5.420945945945946)","(12.0, 18.0, 17.22222222222222)","(71.0, 130.0, 112.5)","(51.0, 80.0, 69.16666666666667)","(13.0, 15.0, 14.536363636363637)","(7.5, 9.8, 9.646153846153847)"
07-01-2023 19:24:15.565798,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 20.04)","(5.0, 6.2, 5.930434782608696)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.761832061068702)","(13.0, 18.0, 17.3)","(5.0, 5.5, 5.417919075144509)","(12.0, 18.0, 17.22222222222222)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.536363636363637)","(7.5, 9.8, 9.646153846153847)"
07-01-2023 19:24:17.015085,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 20.04)","(5.0, 6.2, 5.930434782608696)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.812048192771084)","(13.0, 18.0, 17.4)","(5.0, 5.5, 5.411976047904192)","(12.0, 18.0, 17.045454545454547)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.536363636363637)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:18.418449,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 20.17241379310345)","(5.0, 6.2, 5.9675)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.818604651162791)","(13.0, 18.0, 17.4)","(5.0, 5.5, 5.411976047904192)","(12.0, 18.0, 17.071428571428573)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.536363636363637)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:19.780139,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 20.035714285714285)","(5.0, 6.2, 6.0202898550724635)","(6.5, 8.2, 8.08358208955224)","(5.0, 7.0, 6.748387096774193)","(13.0, 18.0, 17.4)","(5.0, 5.5, 5.411976047904192)","(12.0, 17.5, 17.125)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.536363636363637)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:21.139885,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 20.130434782608695)","(5.0, 6.2, 6.0202898550724635)","(6.5, 8.2, 8.040287769784172)","(5.0, 7.0, 6.766666666666667)","(13.0, 18.0, 17.875)","(5.0, 5.5, 5.411976047904192)","(12.0, 17.5, 17.2)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.54)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:22.540400,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 20.24)","(5.0, 6.2, 6.0202898550724635)","(6.5, 8.2, 8.040287769784172)","(5.0, 7.0, 6.766666666666667)","(13.0, 18.0, 17.928571428571427)","(5.0, 5.5, 5.411976047904192)","(12.0, 17.5, 17.2)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.54)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:23.941508,"(21.0, 29.0, 27.390243902439025)","(17.0, 21.0, 19.86)","(5.0, 6.2, 5.968181818181819)","(6.5, 8.2, 8.040287769784172)","(5.0, 7.0, 6.747747747747748)","(13.0, 18.0, 17.928571428571427)","(5.0, 5.5, 5.411494252873563)","(12.0, 17.5, 17.2)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.54)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:25.381748,"(21.0, 29.0, 27.428571428571427)","(17.0, 21.0, 19.86)","(5.0, 6.2, 5.968181818181819)","(6.5, 8.2, 8.040287769784172)","(5.0, 7.0, 6.747747747747748)","(13.0, 18.0, 17.928571428571427)","(5.0, 5.5, 5.411494252873563)","(12.0, 17.5, 17.2)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.54)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:26.869378,"(21.0, 29.0, 27.428571428571427)","(17.0, 21.0, 19.86)","(5.0, 6.2, 5.968181818181819)","(6.5, 8.2, 8.040287769784172)","(5.0, 7.0, 6.747747747747748)","(13.0, 18.0, 17.928571428571427)","(5.0, 5.5, 5.411494252873563)","(12.0, 17.5, 17.2)","(71.0, 130.0, 112.5)","(51.0, 80.0, 70.71428571428571)","(13.0, 15.0, 14.54)","(7.5, 9.8, 9.492307692307692)"
07-01-2023 19:24:28.340308,"(21.0, 29.0, 28.133333333333333)","(17.0, 21.0, 20.142857142857142)","(5.0, 6.2, 5.949090909090909)","(6.5, 8.2, 8.055445544554455)","(5.0, 7.0, 6.786301369863014)","(13.0, 18.0, 18.547619047619047)","(5.0, 5.5, 5.202325581395349)","(12.0, 17.5, 17.55128205128205)","(71.0, 130.0, 99.5)","(51.0, 80.0, 70.83333333333333)","(13.0, 15.0, 14.60909090909091)","(7.5, 9.8, 9.709090909090909)"
07-01-2023 19:24:29.739829,"(21.0, 29.0, 28.133333333333333)","(17.0, 21.0, 19.42105263157895)","(5.0, 6.2, 5.933333333333334)","(6.5, 8.2, 8.05)","(5.0, 7.0, 6.8374999999999995)","(13.0, 19.0, 18.27777777777778)","(5.0, 5.3, 5.206666666666666)","(12.0, 18.5, 17.553333333333335)","(71.0, 140.0, 103.18181818181819)","(51.0, 80.0, 71.42857142857143)","(13.0, 15.0, 14.629310344827585)","(7.5, 10.0, 10.5)"
