,Zoutons,Jaazeb,Cork Harbour,Devils Rain,Huntley Lady,Lil Piper,Syncretism,Miss Miduki,Opal Beach,Isa Secret,Tea Rav
07-01-2023 16:30:24.682279,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.985714285714286)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 230.0, 116.66666666666666)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:26.009570,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.77142857142857)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 220.0, 110.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:27.345614,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.77142857142857)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:28.787677,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.77142857142857)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:30.191846,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.75)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:31.521303,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.75)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:32.761953,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.75)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:34.050054,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.75)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:35.463850,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.75)","(17.0, 27.0, 23.25)","(21.0, 42.0, 33.5)","(2.6, 3.1, 3.08)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:36.790795,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.959999999999999)","(17.0, 27.0, 26.0)","(21.0, 42.0, 40.0)","(2.6, 3.1, 3.0272727272727273)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:38.220165,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(17.0, 27.0, 26.0)","(21.0, 42.0, 40.0)","(2.6, 3.05, 3.0272727272727273)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:39.561138,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(17.0, 27.0, 26.0)","(21.0, 42.0, 40.0)","(2.6, 3.05, 3.077272727272727)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:40.950489,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(17.0, 27.0, 26.0)","(21.0, 42.0, 40.0)","(2.6, 3.1, 3.071428571428571)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:42.252523,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(17.0, 27.0, 26.0)","(21.0, 42.0, 33.53846153846154)","(2.6, 3.1, 3.071428571428571)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:43.622785,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(18.0, 27.0, 26.0)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.1, 3.061111111111111)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:45.023499,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(18.0, 27.0, 26.0)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.8, 4.714285714285714)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:46.338310,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(18.0, 27.0, 26.0)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.8, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:47.755823,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(18.0, 27.0, 26.0)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:49.000596,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(18.0, 27.0, 26.0)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:50.278631,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(18.0, 27.0, 26.0)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:51.572010,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 9.04)","(18.0, 27.0, 26.0)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:52.951554,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.857142857142858)","(18.0, 27.0, 26.142857142857142)","(21.0, 40.0, 33.53846153846154)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:54.294751,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.836363636363638)","(18.0, 27.0, 26.142857142857142)","(21.0, 40.0, 35.5)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:55.585678,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.836363636363638)","(18.0, 27.0, 26.142857142857142)","(21.0, 38.0, 35.5)","(2.6, 3.05, 3.0266666666666664)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:56.932275,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.836363636363638)","(18.0, 27.0, 27.75)","(21.0, 38.0, 35.5)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.777777777777779)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:58.324521,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 38.0, 35.5)","(2.6, 3.05, 3.03)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.9, 4.800000000000001)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 134.28571428571428)"
07-01-2023 16:30:59.781386,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 38.0, 35.5)","(2.6, 3.05, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.9, 4.605882352941176)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:01.133567,"(8.5, 13.0, 11.772727272727273)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 38.0, 35.5)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.7, 4.605882352941176)","(31.0, 130.0, 102.0)","(41.0, 210.0, 135.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:02.445040,"(8.5, 13.0, 12.0)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 38.0, 34.0)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.7, 4.605882352941176)","(31.0, 130.0, 83.0)","(41.0, 210.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:03.780005,"(8.5, 13.0, 12.0)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:05.081132,"(8.5, 13.0, 12.0)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:06.511954,"(8.5, 13.0, 12.0)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:07.888076,"(8.5, 13.0, 12.0)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.0625)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:09.231367,"(8.5, 13.0, 12.0)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.25)","(6.0, 8.8, 8.783333333333333)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:10.601486,"(8.5, 13.0, 12.0)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.022222222222222)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:11.989200,"(8.5, 13.0, 11.8)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.025)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:13.377423,"(8.5, 13.0, 11.8)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 36.0, 34.0)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 83.0)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:14.773367,"(8.5, 13.0, 11.8)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 36.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:16.236831,"(8.5, 13.0, 11.8)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:17.597514,"(8.5, 13.0, 11.8)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:18.974862,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:20.328571,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:21.731752,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:23.132960,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:24.521433,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:25.927793,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:27.243817,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.605882352941176)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:28.710615,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.1, 3.033333333333333)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.780000000000001)","(4.2, 4.7, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:30.174886,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363638)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.15, 3.125)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.75)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:31.672895,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.15, 3.125)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:33.068689,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.142857142857142)","(21.0, 34.0, 33.14285714285714)","(2.6, 3.15, 3.125)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:34.440033,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.875)","(21.0, 34.0, 31.5)","(2.6, 3.15, 3.1166666666666667)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:35.836076,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.875)","(21.0, 34.0, 31.5)","(2.6, 3.15, 3.1714285714285717)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:37.199053,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.875)","(21.0, 34.0, 31.5)","(2.6, 3.2, 3.1714285714285717)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:38.585611,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.875)","(21.0, 34.0, 31.5)","(2.6, 3.2, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:39.922799,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.875)","(21.0, 34.0, 31.5)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:41.307457,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.836363636363636)","(18.0, 30.0, 26.875)","(21.0, 34.0, 30.4)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.589361702127659)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:42.738285,"(8.5, 13.0, 11.65)","(8.0, 9.0, 8.742857142857142)","(18.0, 30.0, 26.25)","(21.0, 36.0, 29.7)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.752)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:44.119251,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 36.0, 29.7)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.8, 4.65)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:45.472720,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 36.0, 29.7)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.7, 4.65)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:46.824394,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.25)","(21.0, 36.0, 29.7)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.7, 4.65)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:48.136022,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.25)","(21.0, 36.0, 29.7)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.7, 4.572413793103448)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:49.528141,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 36.0, 29.7)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.733333333333334)","(4.2, 4.6, 4.572413793103448)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
07-01-2023 16:31:50.899740,"(8.5, 13.0, 11.65)","(8.0, 9.2, 8.742857142857142)","(18.0, 30.0, 26.875)","(21.0, 36.0, 29.7)","(2.6, 3.15, 3.14)","(19.0, 25.0, 22.555555555555557)","(6.0, 8.8, 8.766666666666667)","(4.2, 4.6, 4.572413793103448)","(31.0, 120.0, 75.6)","(41.0, 200.0, 95.0)","(101.0, 170.0, 138.75)"
