,Lil Toughman,Fit But Fat,Eisele,Rey O Reyes,Rayo Negro,Johnny Swish,Salty J J,Henry Standingbear,Skip The Bull
16-12-2022 11:47:21.279954,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:22.423693,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:23.573933,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:24.725869,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:25.828540,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:27.001258,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:28.108443,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:29.198951,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:30.332967,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:31.490308,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:32.618377,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:33.766023,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:34.958003,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:36.130438,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:37.227734,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:38.357058,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:39.452118,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:40.539579,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:41.688461,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:42.879958,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:44.020275,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.58125)","(3.9, 4.7, 4.574626865671642)","(3.5, 4.2, 4.038461538461538)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.552)","(19.0, 30.0, 27.5)","(31.0, 250.0, 133.0)","(20.0, 34.0, 32.22222222222222)"
16-12-2022 11:47:45.407982,"(17.0, 27.0, 22.178571428571427)","(4.6, 5.9, 5.773684210526316)","(3.9, 4.7, 4.5864864864864865)","(3.5, 4.2, 3.8227272727272728)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 28.8)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 32.54545454545455)"
16-12-2022 11:47:46.653237,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.5, 3.85, 3.8227272727272728)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 28.8)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 32.54545454545455)"
16-12-2022 11:47:47.930918,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8227272727272728)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 28.8)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 32.54545454545455)"
16-12-2022 11:47:49.194183,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8227272727272728)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 28.8)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 32.54545454545455)"
16-12-2022 11:47:50.441822,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8227272727272728)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 28.8)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 32.54545454545455)"
16-12-2022 11:47:51.592172,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8227272727272728)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 27.0)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 29.2)"
16-12-2022 11:47:52.897543,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.835714285714286)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 28.09090909090909)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 30.0)"
16-12-2022 11:47:54.036537,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8369565217391304)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.532258064516129)","(19.0, 30.0, 27.75)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 30.0)"
16-12-2022 11:47:55.214710,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8369565217391304)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.495)","(19.0, 30.0, 27.75)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 30.0)"
16-12-2022 11:47:56.428167,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8369565217391304)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.495)","(19.0, 30.0, 27.75)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 30.0)"
16-12-2022 11:47:57.585313,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.48)","(3.9, 4.7, 4.5864864864864865)","(3.4, 3.85, 3.8369565217391304)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.6, 5.495)","(19.0, 30.0, 27.75)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 30.0)"
16-12-2022 11:47:59.007768,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.666666666666667)","(3.9, 4.8, 4.716666666666667)","(3.4, 3.9, 3.83125)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.2, 5.013333333333334)","(19.0, 30.0, 27.5)","(31.0, 250.0, 186.66666666666666)","(21.0, 34.0, 30.0)"
16-12-2022 11:48:00.308733,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.666666666666667)","(3.9, 4.9, 4.766666666666667)","(3.4, 3.9, 3.813157894736842)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.2, 5.01304347826087)","(19.0, 30.0, 27.0)","(31.0, 260.0, 193.33333333333331)","(21.0, 34.0, 30.0)"
16-12-2022 11:48:01.432344,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.723809523809524)","(3.9, 4.9, 4.858620689655173)","(3.4, 3.9, 3.83125)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.2, 5.01304347826087)","(19.0, 30.0, 27.0)","(31.0, 260.0, 193.33333333333331)","(21.0, 34.0, 30.0)"
16-12-2022 11:48:02.614398,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.723809523809524)","(3.9, 4.9, 4.858620689655173)","(3.4, 3.9, 3.83125)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.1, 5.074999999999999)","(19.0, 30.0, 28.363636363636363)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:03.832243,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.75)","(3.9, 4.9, 4.858620689655173)","(3.4, 3.9, 3.8541666666666665)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.1, 5.074999999999999)","(19.0, 30.0, 28.363636363636363)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:05.035130,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.723809523809524)","(3.9, 4.9, 4.872093023255815)","(3.4, 3.9, 3.8541666666666665)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.1, 5.074999999999999)","(19.0, 30.0, 28.5)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:06.186788,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.723809523809524)","(3.9, 4.9, 4.872093023255815)","(3.4, 3.9, 3.83125)","(15.0, 24.0, 22.666666666666668)","(4.0, 5.1, 5.074999999999999)","(19.0, 30.0, 28.5)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:07.432178,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.723809523809524)","(3.9, 4.9, 4.87)","(3.4, 3.9, 3.83125)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.074999999999999)","(19.0, 30.0, 28.5)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:08.582850,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.723809523809524)","(3.9, 5.1, 4.790140845070423)","(3.4, 3.9, 3.83125)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.0935483870967735)","(19.0, 30.0, 28.5)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:09.735447,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.790140845070423)","(3.4, 3.9, 3.83125)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 28.5)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:11.044223,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.76)","(3.9, 5.1, 4.790140845070423)","(3.4, 3.9, 3.85)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 28.5)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 30.57142857142857)"
16-12-2022 11:48:12.327553,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.790140845070423)","(3.4, 3.9, 3.85)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 28.5)","(31.0, 280.0, 206.66666666666666)","(21.0, 34.0, 31.818181818181817)"
16-12-2022 11:48:13.543794,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.790140845070423)","(3.2, 3.9, 3.75)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.4)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 31.818181818181817)"
16-12-2022 11:48:14.715889,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.790140845070423)","(3.2, 3.9, 3.815384615384615)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(19.0, 30.0, 29.464285714285715)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 31.818181818181817)"
16-12-2022 11:48:15.850156,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.790140845070423)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.464285714285715)","(31.0, 280.0, 206.66666666666666)","(20.0, 30.0, 29.75)"
16-12-2022 11:48:16.922409,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.790140845070423)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.464285714285715)","(31.0, 280.0, 206.66666666666666)","(20.0, 30.0, 29.75)"
16-12-2022 11:48:18.088767,"(17.0, 27.0, 23.4)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.828395061728394)","(3.2, 3.9, 3.7303571428571427)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.464285714285715)","(31.0, 280.0, 206.66666666666666)","(20.0, 30.0, 29.75)"
16-12-2022 11:48:19.320978,"(17.0, 27.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.1, 4.774074074074075)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.464285714285715)","(31.0, 280.0, 206.66666666666666)","(20.0, 30.0, 29.75)"
16-12-2022 11:48:20.555625,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 4.774626865671642)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.464285714285715)","(31.0, 280.0, 206.66666666666666)","(20.0, 30.0, 31.818181818181817)"
16-12-2022 11:48:21.725480,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.033333333333333)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 27.0)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 31.818181818181817)"
16-12-2022 11:48:22.921229,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.107407407407408)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 27.0)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.0)"
16-12-2022 11:48:24.153114,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.107407407407408)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.516129032258064)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.0)"
16-12-2022 11:48:25.344304,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.107407407407408)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.516129032258064)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.0)"
16-12-2022 11:48:26.536193,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.107407407407408)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.516129032258064)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.0)"
16-12-2022 11:48:27.706652,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.107407407407408)","(3.2, 3.9, 3.7624999999999997)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.516129032258064)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.0)"
16-12-2022 11:48:28.947748,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.1305555555555555)","(3.2, 3.85, 3.8136363636363635)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.516129032258064)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.0)"
16-12-2022 11:48:30.102625,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 5.1305555555555555)","(3.2, 3.85, 3.8136363636363635)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 27.0)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.0)"
16-12-2022 11:48:31.280935,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 4.976785714285715)","(3.2, 3.85, 3.8136363636363635)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 27.0)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 30.0)"
16-12-2022 11:48:32.460198,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 4.954098360655738)","(3.2, 3.85, 3.8136363636363635)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.285714285714285)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.95652173913044)"
16-12-2022 11:48:33.708720,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 4.954098360655738)","(3.2, 3.85, 3.8136363636363635)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.285714285714285)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.18181818181818)"
16-12-2022 11:48:34.892115,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 4.931343283582089)","(3.2, 3.85, 3.8136363636363635)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.285714285714285)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.18181818181818)"
16-12-2022 11:48:36.227569,"(17.0, 25.0, 23.6)","(4.6, 5.8, 5.742857142857143)","(3.9, 5.2, 4.931343283582089)","(3.2, 3.85, 3.84)","(15.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.285714285714285)","(31.0, 280.0, 206.66666666666666)","(20.0, 34.0, 32.18181818181818)"
16-12-2022 11:48:37.529946,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.84)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.285714285714285)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.18181818181818)"
16-12-2022 11:48:38.710026,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.84)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.285714285714285)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.18181818181818)"
16-12-2022 11:48:39.948078,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.84)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 27.0)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.18181818181818)"
16-12-2022 11:48:41.140979,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.84)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 27.0)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.18181818181818)"
16-12-2022 11:48:42.310006,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 29.210526315789473)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.0)"
16-12-2022 11:48:43.622105,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 30.0, 26.272727272727273)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.0)"
16-12-2022 11:48:45.014706,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 27.0, 25.933333333333334)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.04761904761905)"
16-12-2022 11:48:46.363937,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 27.0, 25.823529411764707)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.04761904761905)"
16-12-2022 11:48:47.706546,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 27.0, 25.823529411764707)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.04761904761905)"
16-12-2022 11:48:48.992241,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.2, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 27.0, 25.823529411764707)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 33.04761904761905)"
16-12-2022 11:48:50.232356,"(17.0, 25.0, 23.6)","(4.4, 5.8, 5.742857142857143)","(4.0, 5.2, 4.931343283582089)","(3.3, 3.85, 3.831818181818182)","(16.0, 25.0, 22.5)","(4.0, 5.1, 5.092592592592593)","(18.0, 27.0, 25.823529411764707)","(41.0, 280.0, 206.66666666666666)","(21.0, 34.0, 32.57142857142857)"
