,Lil Toughman,Fit But Fat,Eisele,Rey O Reyes,Rayo Negro,Johnny Swish,Salty J J,Henry Standingbear,Skip The Bull
16-12-2022 11:50:42.414273,"(16.0, 22.0, 20.095238095238095)","(4.6, 6.0, 5.687878787878788)","(4.0, 5.5, 5.379310344827586)","(3.4, 3.6, 3.5625)","(16.0, 25.0, 23.333333333333332)","(4.0, 5.2, 5.015000000000001)","(19.0, 30.0, 29.0)","(41.0, 280.0, 151.0)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:44.024412,"(16.0, 22.0, 18.666666666666668)","(4.6, 5.9, 5.681818181818182)","(4.0, 5.5, 5.378947368421052)","(3.4, 3.6, 3.58)","(16.0, 25.0, 22.307692307692307)","(4.0, 5.3, 4.9135593220338984)","(19.0, 30.0, 29.444444444444443)","(41.0, 280.0, 172.5)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:45.578558,"(16.0, 19.0, 17.666666666666668)","(4.6, 5.9, 5.911111111111111)","(4.0, 5.6, 5.231578947368421)","(3.4, 3.6, 3.568181818181818)","(16.0, 25.0, 20.625)","(4.0, 5.3, 4.911594202898551)","(19.0, 30.0, 29.444444444444443)","(41.0, 280.0, 172.5)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:46.989450,"(16.0, 19.0, 18.2)","(4.6, 6.0, 5.911111111111111)","(4.0, 5.6, 5.231578947368421)","(3.4, 3.6, 3.5589285714285714)","(16.0, 25.0, 20.53125)","(4.0, 5.3, 4.9135593220338984)","(19.0, 30.0, 29.444444444444443)","(41.0, 280.0, 172.5)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:48.426904,"(15.0, 19.0, 18.2)","(4.6, 6.0, 5.911111111111111)","(4.0, 5.6, 5.416666666666666)","(3.4, 3.6, 3.5409090909090906)","(16.0, 25.0, 20.666666666666668)","(4.0, 5.3, 4.9135593220338984)","(19.0, 30.0, 29.444444444444443)","(41.0, 280.0, 172.5)","(21.0, 44.0, 42.285714285714285)"
16-12-2022 11:50:50.191512,"(15.0, 19.0, 18.2)","(4.6, 6.0, 5.911111111111111)","(4.0, 5.6, 5.38)","(3.4, 3.55, 3.55)","(16.0, 23.0, 21.666666666666664)","(4.0, 5.3, 4.9135593220338984)","(19.0, 30.0, 29.444444444444443)","(41.0, 280.0, 172.5)","(21.0, 44.0, 42.5)"
16-12-2022 11:50:51.713730,"(15.0, 19.0, 18.2)","(4.6, 6.0, 5.944827586206896)","(4.0, 5.6, 5.38)","(3.4, 3.6, 3.52)","(16.0, 23.0, 21.8)","(4.0, 5.3, 5.021951219512196)","(19.0, 30.0, 29.5)","(41.0, 280.0, 172.5)","(21.0, 44.0, 41.5)"
16-12-2022 11:50:53.241191,"(15.0, 19.0, 18.2)","(4.6, 6.0, 5.84375)","(4.0, 5.6, 5.38)","(3.4, 3.6, 3.525581395348837)","(16.0, 23.0, 20.6)","(4.0, 5.3, 5.031764705882353)","(19.0, 30.0, 28.666666666666668)","(41.0, 280.0, 172.5)","(21.0, 44.0, 42.888888888888886)"
16-12-2022 11:50:54.666910,"(15.0, 19.0, 18.2)","(4.6, 6.2, 5.84375)","(4.0, 5.6, 5.566666666666666)","(3.4, 3.6, 3.528888888888889)","(15.0, 23.0, 21.909090909090907)","(4.0, 5.3, 4.885714285714285)","(19.0, 30.0, 29.46666666666667)","(41.0, 280.0, 185.71428571428572)","(21.0, 44.0, 42.888888888888886)"
16-12-2022 11:50:56.175660,"(15.0, 19.0, 18.2)","(4.6, 6.2, 5.634042553191489)","(4.0, 5.6, 5.566666666666666)","(3.4, 3.6, 3.5272727272727273)","(15.0, 23.0, 21.954545454545453)","(4.0, 5.2, 4.964705882352941)","(19.0, 30.0, 29.46666666666667)","(41.0, 280.0, 197.5)","(21.0, 44.0, 42.333333333333336)"
16-12-2022 11:50:57.565419,"(15.0, 18.5, 17.5)","(4.6, 6.0, 5.705263157894737)","(4.0, 5.6, 5.566666666666666)","(3.4, 3.6, 3.5272727272727273)","(15.0, 24.0, 21.954545454545453)","(4.0, 5.2, 4.964705882352941)","(19.0, 30.0, 29.46666666666667)","(41.0, 280.0, 197.5)","(21.0, 44.0, 42.333333333333336)"
16-12-2022 11:50:58.988489,"(15.0, 18.5, 17.5)","(4.6, 6.0, 5.705263157894737)","(4.0, 5.6, 5.566666666666666)","(3.4, 3.6, 3.5272727272727273)","(15.0, 24.0, 21.954545454545453)","(4.0, 5.2, 4.964705882352941)","(19.0, 30.0, 29.46666666666667)","(51.0, 280.0, 197.5)","(21.0, 44.0, 42.333333333333336)"
16-12-2022 11:51:00.532088,"(15.0, 18.5, 17.6)","(4.6, 6.0, 5.8578947368421055)","(4.0, 5.6, 5.5)","(3.4, 3.55, 3.549484536082474)","(15.0, 24.0, 18.235294117647058)","(4.0, 5.2, 5.15)","(19.0, 30.0, 29.5)","(51.0, 280.0, 197.5)","(21.0, 44.0, 42.0)"
16-12-2022 11:51:02.178611,"(15.0, 18.5, 17.6)","(4.6, 6.0, 5.75)","(4.0, 5.7, 5.45)","(3.4, 3.55, 3.549484536082474)","(15.0, 24.0, 18.235294117647058)","(4.0, 5.2, 4.958823529411765)","(19.0, 30.0, 29.5)","(51.0, 280.0, 197.5)","(21.0, 44.0, 42.666666666666664)"
16-12-2022 11:51:03.791555,"(15.0, 18.5, 21.57142857142857)","(4.6, 6.0, 5.678571428571429)","(4.0, 5.7, 5.485714285714286)","(3.4, 3.55, 3.549481865284974)","(15.0, 24.0, 18.235294117647058)","(4.0, 5.3, 4.993617021276596)","(19.0, 30.0, 29.5)","(51.0, 280.0, 185.71428571428572)","(21.0, 44.0, 42.666666666666664)"
16-12-2022 11:51:05.700092,"(15.0, 25.0, 21.57142857142857)","(4.6, 6.0, 5.5625)","(4.0, 5.7, 5.562068965517241)","(3.2, 3.55, 3.5159090909090907)","(15.0, 24.0, 18.235294117647058)","(4.0, 5.3, 4.993617021276596)","(19.0, 30.0, 29.555555555555557)","(51.0, 280.0, 172.5)","(21.0, 44.0, 42.666666666666664)"
16-12-2022 11:51:07.602925,"(15.0, 25.0, 18.4)","(4.6, 6.0, 5.785714285714286)","(4.0, 5.7, 5.485714285714286)","(3.2, 3.55, 3.5083333333333333)","(15.0, 24.0, 18.647058823529413)","(4.0, 5.3, 5.020754716981132)","(19.0, 30.0, 29.57894736842105)","(51.0, 280.0, 172.5)","(21.0, 44.0, 42.666666666666664)"
16-12-2022 11:51:09.089523,"(15.0, 24.0, 19.0)","(4.6, 6.0, 5.672727272727273)","(4.0, 5.7, 5.485714285714286)","(3.2, 3.55, 3.568421052631579)","(15.0, 24.0, 18.473684210526315)","(4.0, 5.3, 5.065079365079365)","(19.0, 30.0, 29.57894736842105)","(51.0, 280.0, 172.5)","(21.0, 44.0, 42.666666666666664)"
16-12-2022 11:51:10.607895,"(15.0, 23.0, 21.0)","(4.6, 6.0, 5.672727272727273)","(4.0, 5.7, 5.485714285714286)","(3.2, 3.6, 3.5555555555555554)","(15.0, 24.0, 18.473684210526315)","(4.0, 5.3, 5.065079365079365)","(19.0, 30.0, 29.57894736842105)","(51.0, 280.0, 172.5)","(21.0, 44.0, 35.27272727272727)"
16-12-2022 11:51:12.220374,"(15.0, 23.0, 19.625)","(4.6, 6.0, 5.627586206896551)","(4.0, 5.7, 5.485714285714286)","(3.2, 3.6, 3.5555555555555554)","(15.0, 24.0, 18.473684210526315)","(4.0, 5.3, 5.105263157894737)","(19.0, 30.0, 29.57894736842105)","(51.0, 280.0, 172.5)","(21.0, 38.0, 35.27272727272727)"
16-12-2022 11:51:13.714013,"(15.0, 23.0, 18.178571428571427)","(4.6, 6.0, 5.784)","(4.0, 5.7, 5.677777777777778)","(3.2, 3.6, 3.5555555555555554)","(15.0, 24.0, 19.96153846153846)","(4.0, 5.3, 5.070588235294117)","(19.0, 30.0, 29.57894736842105)","(51.0, 280.0, 203.75)","(21.0, 38.0, 35.27272727272727)"
16-12-2022 11:51:15.233784,"(15.0, 23.0, 18.178571428571427)","(4.6, 6.0, 5.770212765957447)","(4.0, 5.8, 5.572972972972973)","(3.2, 3.6, 3.530769230769231)","(15.0, 24.0, 19.96153846153846)","(4.0, 5.2, 4.982608695652174)","(19.0, 30.0, 29.46666666666667)","(51.0, 250.0, 218.33333333333334)","(21.0, 38.0, 35.27272727272727)"
16-12-2022 11:51:16.714119,"(15.0, 23.0, 19.666666666666668)","(4.6, 6.0, 5.770212765957447)","(4.0, 5.8, 5.6461538461538465)","(3.2, 3.6, 3.4863636363636363)","(15.0, 24.0, 19.96153846153846)","(4.0, 5.1, 5.015625)","(19.0, 30.0, 31.2)","(51.0, 250.0, 182.14285714285714)","(21.0, 38.0, 35.27272727272727)"
16-12-2022 11:51:18.194250,"(14.0, 22.0, 19.11111111111111)","(4.6, 6.0, 5.770212765957447)","(4.0, 5.8, 5.6461538461538465)","(3.2, 3.55, 3.50625)","(15.0, 24.0, 19.0)","(4.0, 5.1, 5.014285714285714)","(19.0, 32.0, 31.2)","(51.0, 250.0, 182.14285714285714)","(21.0, 38.0, 35.27272727272727)"
16-12-2022 11:51:19.685261,"(14.0, 22.0, 19.11111111111111)","(4.6, 6.0, 5.770212765957447)","(4.0, 5.8, 5.6461538461538465)","(3.2, 3.55, 3.5471153846153847)","(15.0, 24.0, 19.0)","(4.0, 5.1, 5.116666666666667)","(19.0, 32.0, 31.2)","(51.0, 250.0, 182.14285714285714)","(21.0, 38.0, 35.27272727272727)"
16-12-2022 11:51:21.157531,"(14.0, 22.0, 19.4)","(4.6, 6.0, 5.725)","(4.0, 5.8, 5.6461538461538465)","(3.2, 3.55, 3.548643410852713)","(15.0, 24.0, 19.0)","(4.0, 5.2, 5.133333333333334)","(19.0, 32.0, 31.0)","(51.0, 250.0, 182.14285714285714)","(21.0, 38.0, 33.0)"
16-12-2022 11:51:22.734983,"(14.0, 22.0, 20.7)","(4.6, 6.0, 5.805882352941176)","(4.0, 5.8, 5.682352941176471)","(3.2, 3.55, 3.4499025341130607)","(15.0, 24.0, 19.0)","(4.0, 5.2, 5.133333333333334)","(19.0, 32.0, 31.0)","(51.0, 250.0, 182.14285714285714)","(21.0, 36.0, 32.666666666666664)"
16-12-2022 11:51:24.549962,"(14.0, 22.0, 20.7)","(4.6, 6.0, 5.805882352941176)","(4.0, 5.8, 5.682352941176471)","(3.2, 3.45, 3.4272727272727272)","(15.0, 24.0, 20.25)","(4.0, 5.2, 5.16734693877551)","(19.0, 32.0, 31.0)","(51.0, 250.0, 182.14285714285714)","(21.0, 36.0, 32.666666666666664)"
16-12-2022 11:51:26.206218,"(14.0, 22.0, 20.375)","(4.6, 6.0, 5.925)","(4.0, 5.8, 5.682352941176471)","(3.2, 3.5, 3.4272727272727272)","(15.0, 24.0, 20.25)","(4.0, 5.2, 5.155555555555556)","(19.0, 32.0, 30.8)","(51.0, 250.0, 182.14285714285714)","(21.0, 36.0, 32.666666666666664)"
16-12-2022 11:51:27.844752,"(14.0, 22.0, 20.375)","(4.6, 6.0, 5.958620689655173)","(4.0, 5.8, 5.682352941176471)","(3.2, 3.5, 3.466666666666667)","(15.0, 24.0, 20.25)","(4.0, 5.2, 5.155555555555556)","(19.0, 32.0, 30.8)","(51.0, 250.0, 182.14285714285714)","(21.0, 36.0, 32.666666666666664)"
16-12-2022 11:51:29.666800,"(14.0, 22.0, 20.375)","(4.6, 6.0, 5.958620689655173)","(4.0, 5.8, 5.6)","(3.2, 3.5, 3.4428571428571426)","(15.0, 24.0, 20.25)","(4.0, 5.2, 5.155555555555556)","(19.0, 32.0, 30.8)","(51.0, 250.0, 182.14285714285714)","(21.0, 36.0, 32.666666666666664)"
16-12-2022 11:51:31.585840,"(14.0, 22.0, 16.041666666666668)","(4.6, 6.0, 5.961904761904762)","(4.0, 5.8, 5.666666666666666)","(3.2, 3.5, 3.435714285714286)","(15.0, 24.0, 20.5)","(4.0, 5.2, 5.08)","(19.0, 32.0, 31.454545454545453)","(51.0, 250.0, 182.14285714285714)","(21.0, 36.0, 32.8421052631579)"
16-12-2022 11:51:33.130015,"(14.0, 22.0, 16.041666666666668)","(4.6, 6.0, 5.911111111111111)","(4.0, 5.8, 5.666666666666666)","(3.2, 3.5, 3.4045454545454548)","(15.0, 24.0, 20.5)","(4.0, 5.2, 5.142857142857143)","(19.0, 32.0, 31.454545454545453)","(51.0, 250.0, 163.63636363636363)","(21.0, 36.0, 32.8421052631579)"
16-12-2022 11:51:34.694372,"(14.0, 22.0, 17.233333333333334)","(4.6, 6.2, 5.930434782608695)","(4.0, 5.8, 5.666666666666666)","(3.2, 3.5, 3.4045454545454548)","(15.0, 24.0, 20.5)","(4.0, 5.2, 5.175)","(19.0, 32.0, 31.454545454545453)","(51.0, 250.0, 163.63636363636363)","(21.0, 36.0, 41.6)"
16-12-2022 11:51:36.259730,"(14.0, 22.0, 17.233333333333334)","(4.6, 6.2, 5.855555555555555)","(4.0, 5.8, 5.666666666666666)","(3.2, 3.5, 3.441666666666667)","(15.0, 24.0, 20.5)","(4.0, 5.2, 5.1657142857142855)","(19.0, 32.0, 31.53846153846154)","(51.0, 250.0, 182.14285714285714)","(21.0, 44.0, 41.6)"
16-12-2022 11:51:37.770798,"(14.0, 22.0, 17.794117647058822)","(4.6, 6.2, 5.904761904761905)","(4.0, 5.8, 5.699999999999999)","(3.2, 3.5, 3.4391304347826086)","(15.0, 24.0, 20.71875)","(4.0, 5.2, 5.127272727272727)","(20.0, 32.0, 31.57142857142857)","(51.0, 250.0, 186.66666666666666)","(21.0, 44.0, 42.0)"
16-12-2022 11:51:39.261680,"(14.0, 22.0, 18.236842105263158)","(4.6, 6.2, 5.904761904761905)","(4.0, 5.8, 5.699999999999999)","(3.2, 3.5, 3.5149999999999997)","(15.0, 24.0, 20.71875)","(4.0, 5.2, 5.127272727272727)","(20.0, 32.0, 31.57142857142857)","(51.0, 250.0, 186.66666666666666)","(21.0, 44.0, 42.0)"
16-12-2022 11:51:40.951995,"(14.0, 22.0, 18.236842105263158)","(4.6, 6.2, 5.884615384615384)","(4.0, 5.8, 5.699999999999999)","(3.2, 3.55, 3.4766666666666666)","(15.0, 24.0, 20.71875)","(4.0, 5.2, 5.127272727272727)","(20.0, 32.0, 31.454545454545453)","(51.0, 250.0, 186.66666666666666)","(21.0, 44.0, 42.0)"
16-12-2022 11:51:42.560347,"(14.0, 22.0, 18.236842105263158)","(4.6, 6.2, 5.884615384615384)","(4.0, 5.8, 5.699999999999999)","(3.2, 3.5, 3.4605263157894735)","(15.0, 24.0, 20.71875)","(4.0, 5.2, 5.127272727272727)","(20.0, 32.0, 31.454545454545453)","(51.0, 250.0, 186.66666666666666)","(21.0, 44.0, 42.0)"
16-12-2022 11:51:44.138363,"(14.0, 22.0, 17.857142857142858)","(4.6, 6.2, 5.884615384615384)","(4.0, 5.8, 5.699999999999999)","(3.2, 3.5, 3.4605263157894735)","(15.0, 24.0, 20.71875)","(4.0, 5.2, 5.127272727272727)","(20.0, 32.0, 31.454545454545453)","(51.0, 250.0, 186.66666666666666)","(21.0, 44.0, 38.0)"
16-12-2022 11:51:45.952917,"(14.0, 21.0, 18.2)","(4.6, 6.2, 5.884615384615384)","(4.0, 5.8, 5.699999999999999)","(3.2, 3.5, 3.4605263157894735)","(15.0, 24.0, 20.71875)","(4.0, 5.2, 5.127272727272727)","(20.0, 32.0, 31.454545454545453)","(51.0, 250.0, 186.66666666666666)","(21.0, 44.0, 38.0)"
16-12-2022 11:51:48.247121,"(14.0, 20.0, 18.2)","(4.6, 6.2, 5.91)","(4.0, 5.8, 5.728571428571429)","(3.2, 3.5, 3.4605263157894735)","(15.0, 24.0, 21.72222222222222)","(4.0, 5.2, 5.127272727272727)","(20.0, 30.0, 29.9)","(51.0, 220.0, 205.45454545454544)","(21.0, 42.0, 40.333333333333336)"
16-12-2022 11:51:49.842057,"(14.0, 20.0, 19.23076923076923)","(4.6, 6.0, 5.946938775510204)","(4.0, 5.8, 5.728571428571429)","(3.2, 3.5, 3.4605263157894735)","(15.0, 22.0, 21.5)","(4.0, 5.2, 5.1)","(20.0, 30.0, 31.454545454545453)","(51.0, 220.0, 205.45454545454544)","(21.0, 42.0, 37.0)"
16-12-2022 11:51:51.471396,"(14.0, 20.0, 19.23076923076923)","(4.6, 6.2, 5.946938775510204)","(4.0, 5.8, 5.728571428571429)","(3.2, 3.5, 3.4605263157894735)","(15.0, 22.0, 21.71875)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.454545454545453)","(51.0, 220.0, 205.45454545454544)","(21.0, 42.0, 29.5)"
16-12-2022 11:51:53.096051,"(13.0, 20.0, 19.473684210526315)","(4.6, 6.2, 5.946938775510204)","(4.0, 5.8, 5.61651376146789)","(3.2, 3.5, 3.4605263157894735)","(15.0, 22.0, 20.875)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.454545454545453)","(51.0, 220.0, 215.9090909090909)","(21.0, 42.0, 35.63636363636364)"
16-12-2022 11:51:54.726645,"(13.0, 20.0, 19.473684210526315)","(4.6, 6.2, 5.946938775510204)","(4.0, 5.8, 5.728571428571429)","(3.2, 3.5, 3.4192953020134227)","(15.0, 22.0, 20.875)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.454545454545453)","(51.0, 220.0, 205.45454545454544)","(21.0, 42.0, 35.63636363636364)"
16-12-2022 11:51:56.360959,"(13.0, 20.0, 19.615384615384617)","(4.6, 6.2, 5.886274509803922)","(4.0, 5.8, 5.728571428571429)","(3.2, 3.65, 3.4507246376811596)","(15.0, 22.0, 21.166666666666668)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.454545454545453)","(51.0, 220.0, 205.45454545454544)","(21.0, 42.0, 35.63636363636364)"
16-12-2022 11:51:58.028732,"(13.0, 20.0, 19.181818181818183)","(4.6, 6.2, 5.886274509803922)","(4.0, 5.8, 5.733333333333333)","(3.2, 3.65, 3.4507246376811596)","(15.0, 22.0, 21.357142857142858)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.454545454545453)","(51.0, 220.0, 205.45454545454544)","(21.0, 42.0, 35.63636363636364)"
16-12-2022 11:51:59.673089,"(13.0, 20.0, 18.875)","(4.6, 6.2, 5.836363636363637)","(4.0, 5.8, 5.914285714285715)","(3.2, 3.65, 3.5503623188405795)","(15.0, 22.0, 21.357142857142858)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.333333333333332)","(51.0, 220.0, 197.14285714285714)","(21.0, 42.0, 35.63636363636364)"
16-12-2022 11:52:01.557495,"(13.0, 20.0, 18.5)","(4.6, 6.2, 5.906896551724138)","(4.0, 6.2, 5.914285714285715)","(3.2, 3.65, 3.5503623188405795)","(15.0, 22.0, 19.833333333333332)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.333333333333332)","(51.0, 220.0, 166.66666666666669)","(21.0, 40.0, 38.285714285714285)"
16-12-2022 11:52:03.397889,"(13.0, 20.0, 18.5)","(4.6, 6.2, 5.906896551724138)","(4.0, 6.2, 5.914285714285715)","(3.2, 3.65, 3.5503623188405795)","(15.0, 21.0, 20.2)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.333333333333332)","(51.0, 220.0, 166.66666666666669)","(21.0, 40.0, 38.285714285714285)"
16-12-2022 11:52:05.068273,"(13.0, 20.0, 18.5)","(4.6, 6.2, 5.906896551724138)","(4.0, 6.2, 5.914285714285715)","(3.2, 3.65, 3.420066889632107)","(15.0, 22.0, 19.0)","(4.0, 5.3, 5.1)","(20.0, 32.0, 31.333333333333332)","(51.0, 220.0, 166.66666666666669)","(21.0, 40.0, 35.63636363636364)"
16-12-2022 11:52:06.556342,"(13.0, 20.0, 18.5)","(4.6, 6.2, 7.414285714285715)","(4.0, 6.2, 6.5)","(3.2, 3.65, 4.794444444444444)","(15.0, 20.0, 74.18181818181819)","(4.0, 5.3, 5.254545454545455)","(20.0, 32.0, 36.5)","(51.0, 220.0, 7500.025)","(21.0, 42.0, 33.93333333333334)"
16-12-2022 11:52:08.215298,"(13.0, 25.0, 17.75)","(4.6, 9.6, 7.414285714285715)","(4.0, 8.0, 7.4)","(3.2, 5.0, 4.333333333333333)","(15.0, 80.0, 74.18181818181819)","(4.0, 6.4, 5.254545454545455)","(20.0, 48.0, 36.5)","(51.0, 99999, 9544.686363636363)","(21.0, 46.0, 33.93333333333334)"
16-12-2022 11:52:09.842095,"(13.0, 25.0, 17.75)","(4.6, 9.6, 7.414285714285715)","(4.0, 8.0, 7.485714285714286)","(3.2, 5.0, 2.8422857142857145)","(15.0, 80.0, 41.45454545454545)","(4.0, 6.4, 5.254545454545455)","(20.0, 48.0, 30.75)","(51.0, 99999, 6669.333333333333)","(21.0, 46.0, 31.6)"
16-12-2022 11:52:11.382123,"(13.0, 25.0, 17.75)","(4.6, 9.6, 7.414285714285715)","(4.0, 8.0, 7.485714285714286)","(3.2, 3.0, 3.3204347826086957)","(15.0, 44.0, 41.45454545454545)","(4.0, 6.4, 4.24)","(20.0, 48.0, 30.75)","(51.0, 99999, 6669.333333333333)","(21.0, 46.0, 31.6)"
16-12-2022 11:52:13.084364,"(13.0, 25.0, 17.75)","(4.6, 9.6, 7.414285714285715)","(4.0, 8.0, 7.485714285714286)","(3.2, 3.55, 3.3204347826086957)","(15.0, 44.0, 41.45454545454545)","(4.0, 6.4, 4.24)","(20.0, 48.0, 30.75)","(51.0, 99999, 7514.25)","(21.0, 46.0, 31.6)"
