,Glitzy All Over,Fomo,Coco Beach,Martha Lavinia,Mista Pumblechook,Gotonebettor,Lilbitahenrytee,Mods,Pinkie Promise,Only In Rome Nz
32,"[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 3.6, 3.7]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 1.65, 2.06]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 18, 429638), 16.0, 99999]"
33,"[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 3.6, 3.7]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 1.65, 2.06]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 19, 669368), 16.0, 99999]"
34,"[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 3.6, 3.75]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 1.65, 2.1]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 101.0, 390.0]","[datetime.datetime(2022, 11, 28, 17, 30, 20, 939295), 16.0, 99999]"
35,"[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 16.0, 21.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 3.6, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 1.65, 2.16]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 7.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 101.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 30, 22, 187237), 16.0, 99999]"
36,"[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 16.0, 29.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 3.6, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 1.65, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 7.0, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 61.0, 150.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 101.0, 410.0]","[datetime.datetime(2022, 11, 28, 17, 30, 23, 450392), 16.0, 99999]"
37,"[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 3.4, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 1.7, 2.12]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 31.0, 75.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 61.0, 150.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 24, 718253), 15.0, 99999]"
38,"[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 3.4, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 1.7, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 61.0, 160.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 101.0, 410.0]","[datetime.datetime(2022, 11, 28, 17, 30, 25, 959471), 15.0, 99999]"
39,"[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 3.4, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 1.7, 2.12]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 7.0, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 101.0, 410.0]","[datetime.datetime(2022, 11, 28, 17, 30, 27, 208979), 15.0, 99999]"
40,"[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 3.5, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 1.75, 2.12]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 101.0, 410.0]","[datetime.datetime(2022, 11, 28, 17, 30, 28, 453851), 16.0, 99999]"
41,"[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 3.5, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 1.75, 2.1]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 29, 692209), 16.0, 99999]"
42,"[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 3.5, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 1.75, 2.08]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 30, 949880), 16.0, 99999]"
43,"[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 3.5, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 1.75, 2.08]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 32, 194358), 16.0, 99999]"
44,"[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 3.5, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 1.75, 2.08]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 33, 430761), 16.0, 99999]"
45,"[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 3.5, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 1.75, 2.04]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 34, 660322), 16.0, 99999]"
46,"[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 3.5, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 1.75, 2.06]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 35, 900229), 16.0, 99999]"
47,"[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 3.5, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 1.75, 2.06]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 37, 139387), 16.0, 99999]"
48,"[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 3.5, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 1.75, 2.06]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 6.5, 9.0]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 38, 395042), 16.0, 99999]"
49,"[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 3.5, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 1.75, 2.08]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 39, 680716), 16.0, 99999]"
50,"[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 15.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 3.4, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 1.75, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 40, 931960), 16.0, 99999]"
51,"[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 15.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 3.4, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 1.75, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 101.0, 400.0]","[datetime.datetime(2022, 11, 28, 17, 30, 42, 179230), 16.0, 99999]"
52,"[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 15.0, 24.0]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 3.4, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 1.75, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 43, 440968), 16.0, 99999]"
53,"[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 15.0, 24.0]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 3.4, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 1.75, 2.18]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 44, 697093), 16.0, 99999]"
54,"[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 3.4, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 1.75, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 41.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 45, 941039), 16.0, 99999]"
55,"[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 3.4, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 1.75, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 41.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 47, 187218), 16.0, 99999]"
56,"[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 3.4, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 1.75, 2.14]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 6.5, 8.8]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 41.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 61.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 48, 425739), 16.0, 99999]"
57,"[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 3.3, 3.75]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 1.8, 2.2]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 6.5, 8.2]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 51.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 49, 716132), 15.0, 99999]"
58,"[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 15.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 3.3, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 1.8, 2.2]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 51.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 50, 960924), 15.0, 99999]"
59,"[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 3.3, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 1.8, 2.2]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 51.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 52, 195853), 15.0, 99999]"
60,"[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 3.3, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 1.8, 2.2]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 51.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 53, 437095), 15.0, 99999]"
61,"[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 3.3, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 1.8, 2.2]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 51.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 101.0, 440.0]","[datetime.datetime(2022, 11, 28, 17, 30, 54, 701862), 15.0, 99999]"
62,"[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 3.3, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 1.8, 2.2]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 51.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 101.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 30, 55, 961926), 15.0, 99999]"
63,"[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 15.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 3.3, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 1.8, 2.2]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 6.5, 8.6]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 31.0, 70.0]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 51.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 101.0, 420.0]","[datetime.datetime(2022, 11, 28, 17, 30, 57, 204808), 15.0, 99999]"
