,Targan Bale,Ibrox Cooper,Slingshot Flare,Luxuriate,Who Told John,Chasing Jimmy,Inga Leah,Liberty Pop
12-01-2023 17:31:06.246904,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 116.66666666666667)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:07.643236,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 116.66666666666667)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:09.019131,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 116.66666666666667)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:10.431159,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 116.66666666666667)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:11.834772,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 116.66666666666667)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:13.211589,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 116.66666666666667)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:14.610586,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 120.0)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:15.975207,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.5)","(4.4, 5.9, 5.455555555555556)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 110.0)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:17.336112,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.7)","(4.4, 5.9, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 110.0)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:18.728523,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.7)","(4.4, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 110.0)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:20.140912,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.7)","(4.4, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 110.0)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:21.520384,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.7)","(4.4, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 145.0)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:22.904270,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.7)","(4.4, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:24.353269,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.166666666666667)","(4.4, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:25.812800,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.166666666666667)","(4.4, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:27.183515,"(2.2, 2.44, 2.36)","(5.0, 7.0, 5.636363636363637)","(4.6, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:28.558077,"(2.2, 2.44, 2.36)","(5.0, 7.0, 5.636363636363637)","(4.6, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:29.927619,"(2.2, 2.44, 2.36)","(5.0, 7.0, 6.38)","(4.6, 5.8, 5.45)","(9.0, 14.0, 13.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:31.314949,"(2.2, 2.44, 2.4171428571428573)","(5.0, 6.6, 6.38)","(4.6, 5.8, 5.466666666666667)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:32.687534,"(2.2, 2.44, 2.4171428571428573)","(5.0, 6.6, 6.38)","(4.6, 5.8, 5.466666666666667)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:34.053446,"(2.2, 2.44, 2.4171428571428573)","(5.0, 6.6, 6.38)","(4.6, 5.8, 5.466666666666667)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:35.397219,"(2.2, 2.44, 2.4171428571428573)","(5.0, 6.6, 6.38)","(4.6, 5.8, 5.466666666666667)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:36.812736,"(2.2, 2.44, 2.4171428571428573)","(5.0, 6.6, 6.38)","(4.6, 5.8, 5.466666666666667)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:38.170167,"(2.2, 2.44, 2.4171428571428573)","(5.0, 6.6, 6.38)","(4.6, 5.8, 5.466666666666667)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:39.564263,"(2.2, 2.44, 2.4171428571428573)","(5.0, 6.6, 6.266666666666667)","(4.6, 5.8, 5.46)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:40.982291,"(2.2, 2.44, 2.4166666666666665)","(5.0, 6.6, 5.866666666666666)","(4.6, 5.7, 6.25)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.666666666666666)"
12-01-2023 17:31:42.420271,"(2.2, 2.44, 2.36)","(5.0, 6.6, 5.683333333333334)","(4.6, 6.6, 6.25)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:43.872787,"(2.2, 2.44, 2.36)","(5.0, 6.6, 5.530555555555556)","(4.6, 6.6, 6.25)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:45.262944,"(2.2, 2.44, 2.36)","(5.0, 6.6, 5.530555555555556)","(4.6, 6.6, 6.25)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:46.696697,"(2.2, 2.44, 2.36)","(5.0, 6.6, 5.530555555555556)","(4.6, 6.6, 6.25)","(9.0, 14.0, 12.5)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.94117647058823)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.923076923076923)"
12-01-2023 17:31:48.091247,"(2.2, 2.44, 2.36)","(5.0, 6.6, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.272727272727273)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.54545454545455)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.8)"
12-01-2023 17:31:49.488439,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:31:50.838382,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:31:52.211556,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:31:53.560032,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:31:54.968197,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:31:56.345572,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:31:57.805748,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:31:59.218233,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.125)","(16.0, 19.5, 17.25)","(17.0, 48.0, 47.111111111111114)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:00.591074,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 14.0, 11.416666666666666)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:02.021064,"(2.2, 2.44, 2.36)","(5.0, 6.2, 5.85)","(4.6, 6.6, 6.366666666666666)","(9.0, 13.5, 11.416666666666666)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:03.439783,"(2.2, 2.44, 2.408)","(5.0, 6.2, 5.966666666666667)","(4.6, 6.6, 5.6)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:04.799381,"(2.2, 2.44, 2.3885714285714283)","(5.0, 6.2, 6.025)","(4.6, 6.0, 5.783333333333333)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:06.217443,"(2.2, 2.46, 2.456470588235294)","(5.0, 6.2, 6.025)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:07.608970,"(2.2, 2.5, 2.4979591836734696)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:09.023335,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:10.478330,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 145.0)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:11.818372,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.937931034482759)"
12-01-2023 17:32:13.186545,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:14.609568,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:16.073713,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:17.456956,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:18.838470,"(2.2, 2.5, 2.498)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:20.194017,"(2.2, 2.5, 2.4833333333333334)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:21.640202,"(2.2, 2.5, 2.413333333333333)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:23.043258,"(2.2, 2.56, 2.413333333333333)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:24.436218,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:25.822095,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:27.200432,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:28.632861,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:29.989255,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.925)"
12-01-2023 17:32:31.353501,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.4625)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.318918918918918)"
12-01-2023 17:32:32.733665,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.4625)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.318918918918918)"
12-01-2023 17:32:34.096152,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.4625)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.318918918918918)"
12-01-2023 17:32:35.390223,"(2.2, 2.56, 2.4415384615384617)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.4625)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.318918918918918)"
12-01-2023 17:32:36.737885,"(2.2, 2.56, 2.4470588235294115)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.4625)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:38.110365,"(2.2, 2.56, 2.461176470588235)","(5.0, 6.2, 5.85)","(4.6, 5.9, 5.4625)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:39.455354,"(2.2, 2.56, 2.461176470588235)","(5.0, 6.2, 6.15625)","(4.6, 5.9, 5.4625)","(9.0, 13.5, 11.108695652173912)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:40.808589,"(2.2, 2.56, 2.5366666666666666)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:42.128704,"(2.2, 2.6, 2.5700000000000003)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:43.530742,"(2.2, 2.6, 2.5700000000000003)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:44.910263,"(2.2, 2.6, 2.5700000000000003)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 127.5)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:46.231234,"(2.2, 2.6, 2.5700000000000003)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:47.779099,"(2.2, 2.6, 2.5700000000000003)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 11.147058823529411)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:49.242534,"(2.2, 2.6, 2.5700000000000003)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:50.705497,"(2.2, 2.6, 2.5700000000000003)","(5.0, 6.2, 6.158823529411765)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:52.716904,"(2.2, 2.6, 2.555)","(5.0, 6.2, 6.206451612903226)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:54.478595,"(2.2, 2.6, 2.555)","(5.0, 6.4, 6.208333333333334)","(4.6, 5.9, 5.7250000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 113.33333333333334)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:56.284062,"(2.2, 2.6, 2.555)","(5.0, 6.4, 5.75)","(4.6, 5.9, 5.2700000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 100.0)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:57.950757,"(2.2, 2.6, 2.555)","(5.0, 6.4, 5.75)","(4.6, 5.9, 5.2700000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 100.0)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:32:59.733005,"(2.2, 2.6, 2.555)","(5.0, 6.4, 6.045454545454546)","(4.6, 5.9, 5.2700000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.25)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 100.0)","(6.5, 11.0, 10.209756097560975)"
12-01-2023 17:33:02.013856,"(2.2, 2.6, 2.4690909090909092)","(5.0, 6.4, 5.935714285714286)","(4.6, 5.9, 5.2700000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.605263157894736)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 100.0)","(6.5, 11.0, 10.044897959183674)"
12-01-2023 17:33:04.010148,"(2.2, 2.6, 2.4690909090909092)","(5.0, 6.4, 5.935714285714286)","(4.6, 5.9, 5.2700000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.605263157894736)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 100.0)","(6.5, 11.0, 10.196666666666667)"
12-01-2023 17:33:05.768220,"(2.2, 2.6, 2.4690909090909092)","(5.0, 6.4, 5.935714285714286)","(4.6, 5.9, 5.2700000000000005)","(9.0, 13.5, 10.973684210526315)","(16.0, 19.5, 17.605263157894736)","(17.0, 48.0, 46.666666666666664)","(26.0, 180.0, 100.0)","(6.5, 10.5, 10.196666666666667)"
