,Aramco,Fighting Force,Statesmanship,Albanian Bay,Dynamic Deel,Italian Award,Kenrick Road,Shark Island,Diamanda,Jenni Lartiste,Lottacheex,Sockastar,Brungle Creek,Lucky Hands
16-12-2022 13:53:46.989417,"(4.6, 5.4, 5.307377049180328)","(61.0, 80.0, 79.47368421052632)","(18.0, 23.0, 22.254901960784313)","(41.0, 55.0, 52.09756097560975)","(16.0, 21.0, 20.166666666666668)","(31.0, 46.0, 44.78787878787879)","(31.0, 38.0, 36.06896551724138)","(10.0, 13.0, 12.826241134751774)","(101.0, 250.0, 227.5)","(9.0, 12.5, 12.303191489361701)","(2.2, 2.5, 2.503406113537118)","(31.0, 36.0, 35.65384615384615)","(16.0, 22.0, 21.885245901639344)","(101.0, 590.0, 570.0)"
16-12-2022 13:53:48.571782,"(4.6, 5.3, 5.284042553191489)","(61.0, 80.0, 79.47368421052632)","(18.0, 23.0, 21.583333333333332)","(41.0, 55.0, 51.1764705882353)","(16.0, 21.0, 19.83823529411765)","(31.0, 46.0, 44.18181818181818)","(31.0, 38.0, 36.44444444444444)","(10.0, 13.0, 12.826241134751774)","(101.0, 250.0, 227.5)","(9.0, 12.5, 12.199530516431924)","(2.2, 2.52, 2.503348416289593)","(31.0, 36.0, 35.58139534883721)","(16.0, 22.0, 21.885245901639344)","(101.0, 590.0, 570.0)"
16-12-2022 13:53:50.101597,"(4.6, 5.3, 5.313076923076923)","(61.0, 80.0, 79.47368421052632)","(18.0, 22.0, 21.583333333333332)","(41.0, 55.0, 51.1764705882353)","(16.0, 20.0, 20.076923076923077)","(31.0, 46.0, 42.68)","(31.0, 38.0, 36.44444444444444)","(10.0, 13.0, 12.832764505119455)","(101.0, 250.0, 227.5)","(9.0, 12.5, 12.161214953271028)","(2.2, 2.52, 2.5033492822966505)","(31.0, 36.0, 35.58139534883721)","(16.0, 22.0, 21.73972602739726)","(101.0, 590.0, 570.0)"
16-12-2022 13:53:51.517180,"(4.6, 5.4, 5.313076923076923)","(61.0, 80.0, 79.47368421052632)","(18.0, 22.0, 21.583333333333332)","(41.0, 55.0, 51.59090909090909)","(16.0, 21.0, 20.375)","(31.0, 44.0, 42.4)","(31.0, 38.0, 36.666666666666664)","(10.0, 13.0, 12.83774834437086)","(101.0, 250.0, 227.5)","(9.0, 12.5, 12.164351851851851)","(2.2, 2.52, 2.512042253521127)","(31.0, 36.0, 35.39622641509434)","(16.0, 22.0, 21.893939393939394)","(101.0, 590.0, 562.0)"
16-12-2022 13:53:52.973153,"(4.6, 5.3, 5.273684210526316)","(61.0, 80.0, 79.54545454545455)","(18.0, 22.0, 21.583333333333332)","(41.0, 55.0, 52.38095238095238)","(16.0, 21.0, 20.523809523809526)","(31.0, 44.0, 42.53061224489796)","(31.0, 38.0, 36.833333333333336)","(10.0, 13.0, 12.847826086956522)","(101.0, 250.0, 232.0)","(9.0, 12.5, 12.173170731707318)","(2.2, 2.52, 2.5267961165048543)","(31.0, 36.0, 35.85)","(16.0, 22.0, 22.01010101010101)","(101.0, 590.0, 562.0)"
16-12-2022 13:53:54.504445,"(4.6, 5.3, 5.245422535211268)","(61.0, 80.0, 79.33333333333333)","(18.0, 22.0, 21.620967741935484)","(41.0, 55.0, 52.38095238095238)","(16.0, 21.0, 20.523809523809526)","(31.0, 44.0, 42.464285714285715)","(31.0, 38.0, 35.63636363636363)","(10.0, 13.0, 12.842105263157894)","(101.0, 250.0, 183.75)","(9.0, 12.5, 12.173170731707318)","(2.2, 2.54, 2.527)","(31.0, 36.0, 35.85)","(16.0, 23.0, 22.0126582278481)","(101.0, 590.0, 562.0)"
16-12-2022 13:53:56.015710,"(4.6, 5.3, 5.25195530726257)","(61.0, 80.0, 79.33333333333333)","(18.0, 22.0, 21.5982905982906)","(41.0, 55.0, 50.833333333333336)","(16.0, 21.0, 20.523809523809526)","(31.0, 44.0, 42.464285714285715)","(31.0, 36.0, 35.5)","(10.0, 13.0, 12.842105263157894)","(101.0, 210.0, 183.33333333333334)","(9.0, 12.5, 12.173170731707318)","(2.2, 2.54, 2.5352)","(31.0, 36.0, 35.85)","(16.0, 23.0, 22.0126582278481)","(101.0, 590.0, 566.6666666666666)"
16-12-2022 13:53:57.493903,"(4.6, 5.3, 5.255479452054795)","(61.0, 80.0, 79.33333333333333)","(18.0, 22.0, 21.5982905982906)","(41.0, 55.0, 52.869565217391305)","(16.0, 21.0, 20.523809523809526)","(31.0, 44.0, 42.464285714285715)","(31.0, 36.0, 35.4)","(10.0, 13.0, 12.868421052631579)","(101.0, 210.0, 185.0)","(9.0, 12.5, 12.173170731707318)","(2.2, 2.54, 2.5347826086956524)","(31.0, 36.0, 35.696969696969695)","(16.0, 23.0, 22.1875)","(101.0, 590.0, 566.6666666666666)"
16-12-2022 13:53:58.937739,"(4.6, 5.3, 5.255479452054795)","(61.0, 80.0, 78.61111111111111)","(18.0, 22.0, 21.5982905982906)","(41.0, 55.0, 52.869565217391305)","(16.0, 21.0, 20.51219512195122)","(31.0, 44.0, 42.36619718309859)","(31.0, 36.0, 34.95238095238095)","(10.0, 13.0, 12.829044117647058)","(101.0, 200.0, 186.66666666666666)","(9.0, 12.5, 12.163551401869158)","(2.2, 2.54, 2.536619718309859)","(31.0, 36.0, 35.696969696969695)","(16.0, 23.0, 22.1875)","(101.0, 590.0, 566.6666666666666)"
16-12-2022 13:54:00.419661,"(4.6, 5.3, 5.253873239436619)","(61.0, 80.0, 78.75)","(18.0, 22.0, 21.552380952380954)","(41.0, 55.0, 53.04)","(16.0, 21.0, 20.565217391304348)","(31.0, 44.0, 42.39473684210526)","(31.0, 36.0, 35.214285714285715)","(10.0, 13.0, 12.834519572953736)","(101.0, 200.0, 188.57142857142858)","(9.0, 12.5, 12.10952380952381)","(2.2, 2.54, 2.5432727272727274)","(31.0, 36.0, 35.72222222222222)","(16.0, 23.0, 22.025)","(101.0, 590.0, 566.6666666666666)"
16-12-2022 13:54:01.914638,"(4.6, 5.3, 5.256907894736842)","(61.0, 80.0, 75.83333333333333)","(18.0, 22.0, 21.537037037037038)","(41.0, 55.0, 52.666666666666664)","(16.0, 21.0, 20.509803921568626)","(31.0, 44.0, 42.351351351351354)","(31.0, 36.0, 34.77777777777778)","(10.0, 13.0, 12.829824561403509)","(101.0, 200.0, 193.33333333333334)","(9.0, 12.5, 11.823170731707316)","(2.2, 2.56, 2.543286384976526)","(31.0, 36.0, 35.72222222222222)","(16.0, 23.0, 22.21608040201005)","(101.0, 590.0, 566.6666666666666)"
16-12-2022 13:54:03.284900,"(4.6, 5.3, 5.25354609929078)","(61.0, 80.0, 70.8974358974359)","(18.0, 22.0, 21.586776859504134)","(41.0, 55.0, 52.89473684210526)","(16.0, 21.0, 20.676923076923078)","(31.0, 44.0, 42.55263157894737)","(31.0, 36.0, 35.241379310344826)","(10.0, 13.0, 12.864341085271318)","(101.0, 200.0, 194.0)","(9.0, 12.0, 11.727467811158798)","(2.2, 2.56, 2.563743842364532)","(31.0, 36.0, 34.92537313432836)","(16.0, 23.0, 21.964788732394368)","(101.0, 590.0, 566.6666666666666)"
16-12-2022 13:54:04.733136,"(4.6, 5.3, 5.2861751152073735)","(61.0, 75.0, 70.55555555555556)","(18.0, 22.0, 21.496503496503497)","(41.0, 55.0, 52.89473684210526)","(16.0, 21.0, 20.676923076923078)","(31.0, 44.0, 42.55263157894737)","(31.0, 36.0, 35.5)","(10.0, 13.0, 12.864341085271318)","(101.0, 200.0, 194.0)","(9.0, 12.0, 11.7018779342723)","(2.2, 2.58, 2.56203125)","(31.0, 36.0, 34.857142857142854)","(16.0, 22.0, 21.964788732394368)","(101.0, 590.0, 566.6666666666666)"
16-12-2022 13:54:06.189180,"(4.6, 5.4, 5.311764705882353)","(61.0, 75.0, 70.5)","(18.0, 22.0, 21.496503496503497)","(41.0, 55.0, 52.89473684210526)","(16.0, 21.0, 20.676923076923078)","(31.0, 44.0, 42.45)","(31.0, 36.0, 35.5)","(10.0, 13.0, 12.865758754863814)","(101.0, 200.0, 194.0)","(9.0, 12.0, 11.7018779342723)","(2.2, 2.58, 2.559448275862069)","(31.0, 36.0, 34.857142857142854)","(16.0, 22.0, 21.964788732394368)","(101.0, 590.0, 538.8888888888889)"
16-12-2022 13:54:07.665255,"(4.6, 5.4, 5.194685990338164)","(61.0, 75.0, 70.5)","(18.0, 22.0, 21.418181818181818)","(41.0, 55.0, 53.666666666666664)","(16.0, 21.0, 20.853658536585368)","(31.0, 44.0, 42.21212121212121)","(31.0, 36.0, 35.714285714285715)","(10.0, 13.0, 12.883673469387755)","(101.0, 200.0, 194.0)","(9.0, 12.0, 11.691176470588236)","(2.2, 2.56, 2.5732142857142857)","(31.0, 36.0, 34.72463768115942)","(16.0, 22.0, 22.093023255813954)","(101.0, 610.0, 538.8888888888889)"
16-12-2022 13:54:09.073795,"(4.6, 5.2, 5.194685990338164)","(61.0, 75.0, 70.4054054054054)","(18.0, 22.0, 21.560439560439562)","(41.0, 55.0, 53.46153846153846)","(16.0, 21.0, 20.951219512195124)","(31.0, 44.0, 42.27777777777778)","(31.0, 36.0, 36.111111111111114)","(10.0, 13.0, 12.90948275862069)","(101.0, 200.0, 195.71428571428572)","(9.0, 12.0, 11.699453551912569)","(2.2, 2.58, 2.579542857142857)","(31.0, 36.0, 34.625)","(16.0, 23.0, 22.14782608695652)","(101.0, 610.0, 490.0)"
16-12-2022 13:54:10.521540,"(4.6, 5.3, 5.177060931899642)","(61.0, 75.0, 70.4054054054054)","(18.0, 22.0, 21.560439560439562)","(41.0, 55.0, 53.46153846153846)","(16.0, 22.0, 20.896551724137932)","(31.0, 44.0, 42.9)","(31.0, 38.0, 36.111111111111114)","(10.0, 13.0, 12.844202898550725)","(101.0, 200.0, 195.71428571428572)","(9.0, 12.0, 11.668674698795181)","(2.2, 2.58, 2.5934782608695652)","(31.0, 36.0, 33.63157894736842)","(16.0, 23.0, 22.20967741935484)","(101.0, 610.0, 490.0)"
16-12-2022 13:54:11.917108,"(4.6, 5.2, 5.177060931899642)","(61.0, 75.0, 70.4054054054054)","(18.0, 22.0, 21.560439560439562)","(41.0, 55.0, 54.4)","(16.0, 22.0, 20.77227722772277)","(31.0, 48.0, 44.35897435897436)","(31.0, 38.0, 36.51162790697674)","(10.0, 13.0, 12.865758754863814)","(101.0, 200.0, 195.71428571428572)","(9.0, 12.0, 11.650537634408602)","(2.2, 2.6, 2.5965833333333332)","(31.0, 34.0, 33.47692307692308)","(16.0, 23.0, 22.218487394957982)","(101.0, 610.0, 490.0)"
16-12-2022 13:54:13.383633,"(4.6, 5.2, 5.168817204301075)","(61.0, 75.0, 70.4054054054054)","(18.0, 22.0, 21.596774193548388)","(41.0, 55.0, 54.4)","(16.0, 22.0, 20.77227722772277)","(31.0, 46.0, 42.77777777777778)","(31.0, 38.0, 36.51162790697674)","(10.0, 13.0, 12.865758754863814)","(101.0, 200.0, 195.71428571428572)","(9.0, 12.0, 11.663551401869158)","(2.2, 2.6, 2.59125)","(31.0, 34.0, 33.27536231884058)","(16.0, 23.0, 22.36521739130435)","(101.0, 610.0, 490.0)"
16-12-2022 13:54:14.870430,"(4.6, 5.2, 5.172048192771085)","(61.0, 75.0, 70.4054054054054)","(18.0, 22.0, 21.612403100775193)","(41.0, 55.0, 54.44444444444444)","(16.0, 22.0, 20.862385321100916)","(31.0, 44.0, 42.9)","(31.0, 38.0, 35.67567567567568)","(10.0, 13.0, 12.921276595744681)","(101.0, 200.0, 197.5)","(9.0, 12.0, 11.691629955947137)","(2.2, 2.6, 2.557818181818182)","(31.0, 34.0, 33.27536231884058)","(16.0, 23.0, 22.36521739130435)","(101.0, 610.0, 490.0)"
16-12-2022 13:54:16.341471,"(4.6, 5.2, 5.185166240409207)","(61.0, 75.0, 70.88888888888889)","(18.0, 22.0, 21.561904761904763)","(41.0, 55.0, 54.827586206896555)","(16.0, 22.0, 21.015873015873016)","(31.0, 44.0, 43.083333333333336)","(31.0, 36.0, 35.67567567567568)","(10.0, 13.0, 12.921276595744681)","(101.0, 200.0, 197.5)","(9.0, 12.0, 11.616935483870968)","(2.2, 2.56, 2.5606315789473686)","(31.0, 34.0, 33.31506849315068)","(16.0, 23.0, 22.391666666666666)","(101.0, 610.0, 490.0)"
16-12-2022 13:54:17.848712,"(4.6, 5.2, 5.16)","(61.0, 75.0, 71.07142857142857)","(18.0, 22.0, 20.591666666666665)","(41.0, 55.0, 54.83870967741935)","(16.0, 22.0, 20.784313725490197)","(31.0, 44.0, 43.388888888888886)","(31.0, 36.0, 35.625)","(10.0, 13.0, 12.92911877394636)","(101.0, 200.0, 197.27272727272728)","(9.0, 12.0, 11.638324873096447)","(2.2, 2.58, 2.571441860465116)","(31.0, 34.0, 33.333333333333336)","(16.0, 23.0, 22.46323529411765)","(101.0, 610.0, 490.0)"
16-12-2022 13:54:19.302424,"(4.6, 5.2, 5.16)","(51.0, 75.0, 72.15686274509804)","(18.0, 21.0, 20.792792792792792)","(41.0, 55.0, 56.770833333333336)","(16.0, 22.0, 21.126436781609197)","(31.0, 44.0, 44.33009708737864)","(31.0, 36.0, 37.08571428571429)","(10.0, 13.0, 13.173252279635259)","(101.0, 200.0, 195.55555555555554)","(9.0, 12.0, 11.70435684647303)","(2.2, 2.58, 2.5991666666666666)","(31.0, 34.0, 33.54761904761905)","(16.0, 23.0, 22.596685082872927)","(101.0, 610.0, 569.0909090909091)"
16-12-2022 13:54:20.833758,"(4.6, 5.1, 5.065706051873199)","(51.0, 75.0, 72.15686274509804)","(18.0, 21.0, 20.785714285714285)","(41.0, 60.0, 56.93181818181818)","(16.0, 22.0, 21.0989010989011)","(31.0, 46.0, 43.638888888888886)","(31.0, 38.0, 37.29032258064516)","(10.0, 13.5, 13.186217008797653)","(101.0, 210.0, 196.25)","(9.0, 12.0, 11.694280078895464)","(2.2, 2.6, 2.6010714285714287)","(31.0, 34.0, 33.51162790697674)","(16.0, 23.0, 22.596685082872927)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:22.288381,"(4.6, 5.0, 4.887603305785125)","(51.0, 75.0, 68.92156862745098)","(18.0, 21.0, 19.872881355932204)","(41.0, 60.0, 56.875)","(16.0, 22.0, 20.8)","(31.0, 44.0, 43.57142857142857)","(31.0, 38.0, 37.55555555555556)","(10.0, 13.5, 14.338926174496644)","(101.0, 210.0, 196.25)","(9.0, 12.0, 11.694280078895464)","(2.2, 2.62, 2.636969696969697)","(31.0, 34.0, 33.46153846153846)","(16.0, 23.0, 22.596685082872927)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:23.724227,"(4.6, 4.9, 4.887603305785125)","(51.0, 75.0, 69.34782608695652)","(18.0, 20.0, 19.821052631578947)","(41.0, 60.0, 57.5)","(16.0, 22.0, 20.8)","(31.0, 44.0, 43.6)","(31.0, 38.0, 37.55555555555556)","(10.0, 14.5, 14.519736842105264)","(101.0, 210.0, 196.25)","(9.0, 12.0, 11.709574468085107)","(2.2, 2.64, 2.6164356435643565)","(31.0, 34.0, 33.46153846153846)","(16.0, 23.0, 22.605405405405406)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:25.145151,"(4.6, 4.9, 4.870316301703163)","(51.0, 70.0, 69.375)","(18.0, 20.0, 19.357142857142858)","(41.0, 60.0, 57.5)","(16.0, 22.0, 20.8)","(31.0, 44.0, 43.57142857142857)","(31.0, 38.0, 37.55555555555556)","(10.0, 15.0, 14.503401360544217)","(101.0, 210.0, 196.25)","(9.0, 12.0, 11.709574468085107)","(2.2, 2.64, 2.6164356435643565)","(31.0, 34.0, 33.46153846153846)","(16.0, 23.0, 22.605405405405406)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:26.600971,"(4.6, 4.9, 4.870316301703163)","(51.0, 70.0, 69.375)","(18.0, 19.5, 19.402298850574713)","(41.0, 60.0, 57.93103448275862)","(16.0, 22.0, 21.01098901098901)","(31.0, 44.0, 43.493975903614455)","(31.0, 38.0, 37.69230769230769)","(10.0, 15.0, 14.628491620111731)","(101.0, 210.0, 197.05882352941177)","(9.0, 12.0, 11.748322147651006)","(2.2, 2.64, 2.6244585987261146)","(31.0, 34.0, 33.51724137931034)","(16.0, 23.0, 22.63131313131313)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:28.116641,"(4.6, 4.9, 4.869108910891089)","(51.0, 70.0, 68.90625)","(18.0, 20.0, 19.395522388059703)","(41.0, 60.0, 57.407407407407405)","(16.0, 22.0, 20.752688172043012)","(31.0, 44.0, 43.333333333333336)","(31.0, 38.0, 37.6)","(10.0, 15.0, 14.66)","(101.0, 210.0, 197.05882352941177)","(9.0, 12.0, 11.748322147651006)","(2.2, 2.64, 2.621924198250729)","(31.0, 34.0, 33.493975903614455)","(16.0, 23.0, 22.63131313131313)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:29.566377,"(4.6, 4.9, 4.8688)","(51.0, 70.0, 68.90625)","(18.0, 19.5, 19.395522388059703)","(41.0, 60.0, 57.407407407407405)","(16.0, 22.0, 20.752688172043012)","(31.0, 44.0, 43.4054054054054)","(31.0, 38.0, 37.6)","(10.0, 15.0, 14.592465753424657)","(101.0, 210.0, 197.05882352941177)","(9.0, 12.0, 11.748322147651006)","(2.2, 2.64, 2.6229969418960244)","(31.0, 34.0, 33.493975903614455)","(16.0, 23.0, 22.63131313131313)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:31.113692,"(4.6, 4.9, 4.867967145790555)","(51.0, 70.0, 68.97058823529412)","(18.0, 19.5, 19.294444444444444)","(41.0, 60.0, 57.407407407407405)","(16.0, 22.0, 20.752688172043012)","(31.0, 44.0, 43.52173913043478)","(31.0, 38.0, 37.6)","(10.0, 15.0, 14.4822695035461)","(101.0, 210.0, 197.05882352941177)","(9.0, 12.0, 11.748322147651006)","(2.2, 2.64, 2.6228019323671496)","(31.0, 34.0, 33.493975903614455)","(16.0, 23.0, 22.63131313131313)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:32.670616,"(4.6, 4.9, 4.868888888888889)","(51.0, 70.0, 72.74193548387098)","(18.0, 19.5, 19.3302752293578)","(41.0, 60.0, 57.03125)","(16.0, 22.0, 20.786516853932586)","(31.0, 44.0, 43.52173913043478)","(31.0, 38.0, 36.680851063829785)","(10.0, 14.5, 14.35)","(101.0, 210.0, 197.05882352941177)","(9.0, 12.0, 11.673529411764706)","(2.2, 2.64, 2.6695726495726495)","(31.0, 34.0, 33.493975903614455)","(16.0, 23.0, 22.63131313131313)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:34.241547,"(4.6, 4.9, 4.873228346456693)","(51.0, 75.0, 71.0)","(18.0, 19.5, 19.423553719008265)","(41.0, 60.0, 56.5625)","(16.0, 22.0, 20.436363636363637)","(31.0, 44.0, 43.37931034482759)","(31.0, 38.0, 36.37735849056604)","(10.0, 14.5, 14.321192052980132)","(101.0, 210.0, 197.05882352941177)","(9.0, 12.0, 11.710732984293193)","(2.2, 2.68, 2.6644897959183673)","(31.0, 34.0, 33.44)","(16.0, 23.0, 22.63131313131313)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:35.800786,"(4.6, 4.9, 4.873228346456693)","(51.0, 75.0, 71.0)","(18.0, 19.5, 19.864035087719298)","(41.0, 60.0, 56.92307692307692)","(16.0, 21.0, 19.120689655172413)","(31.0, 44.0, 43.17460317460318)","(31.0, 38.0, 35.95454545454545)","(10.0, 14.5, 13.908256880733944)","(101.0, 210.0, 197.05882352941177)","(9.0, 12.0, 12.311046511627907)","(2.2, 2.68, 2.645934065934066)","(31.0, 34.0, 33.44736842105263)","(16.0, 23.0, 22.634517766497463)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:37.328914,"(4.6, 4.9, 4.8744000000000005)","(51.0, 75.0, 70.29411764705883)","(18.0, 20.0, 19.9364406779661)","(41.0, 60.0, 57.03703703703704)","(16.0, 19.5, 19.181818181818183)","(31.0, 44.0, 43.1875)","(31.0, 38.0, 35.97752808988764)","(10.0, 14.0, 13.902777777777779)","(101.0, 210.0, 182.5)","(9.0, 12.5, 12.314285714285715)","(2.2, 2.66, 2.6492)","(31.0, 34.0, 33.46153846153846)","(16.0, 23.0, 22.63819095477387)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:38.864475,"(4.6, 4.9, 4.885159010600707)","(51.0, 75.0, 70.29411764705883)","(18.0, 20.0, 19.87786259541985)","(41.0, 60.0, 56.36363636363637)","(16.0, 19.5, 19.215686274509803)","(31.0, 44.0, 42.48192771084337)","(31.0, 38.0, 35.97752808988764)","(10.0, 14.0, 13.928571428571429)","(101.0, 190.0, 182.66666666666666)","(9.0, 12.5, 12.305232558139535)","(2.2, 2.66, 2.650395480225989)","(31.0, 34.0, 33.51724137931034)","(16.0, 23.0, 22.6580310880829)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:40.444233,"(4.6, 4.9, 4.873252279635259)","(51.0, 75.0, 70.8974358974359)","(18.0, 20.0, 20.02659574468085)","(41.0, 60.0, 56.36363636363637)","(16.0, 19.5, 18.925675675675677)","(31.0, 44.0, 42.48780487804878)","(31.0, 38.0, 35.89247311827957)","(10.0, 14.5, 13.91826923076923)","(101.0, 190.0, 182.66666666666666)","(9.0, 12.5, 12.305232558139535)","(2.3, 2.68, 2.6674285714285717)","(31.0, 34.0, 33.51724137931034)","(16.0, 23.0, 22.650793650793652)","(101.0, 610.0, 505.0)"
16-12-2022 13:54:41.983073,"(4.6, 4.9, 4.873252279635259)","(51.0, 75.0, 71.09756097560975)","(18.0, 21.0, 20.08040201005025)","(41.0, 60.0, 57.5)","(16.0, 19.0, 18.939560439560438)","(31.0, 44.0, 42.68131868131868)","(31.0, 38.0, 35.97938144329897)","(10.0, 14.5, 13.9037558685446)","(101.0, 190.0, 183.125)","(9.0, 12.5, 12.432835820895523)","(2.3, 2.68, 2.6640625)","(31.0, 34.0, 33.550561797752806)","(16.0, 23.0, 22.661538461538463)","(101.0, 610.0, 516.6666666666666)"
16-12-2022 13:54:43.522167,"(4.6, 4.9, 4.839568345323741)","(51.0, 75.0, 71.94444444444444)","(18.0, 21.0, 20.120192307692307)","(41.0, 60.0, 58.8235294117647)","(16.0, 19.0, 19.176190476190477)","(31.0, 44.0, 42.888888888888886)","(31.0, 38.0, 36.310344827586206)","(10.0, 14.5, 14.114906832298137)","(101.0, 190.0, 184.21052631578948)","(9.0, 12.5, 12.728346456692913)","(2.3, 2.68, 2.628038585209003)","(31.0, 34.0, 33.7752808988764)","(16.0, 23.0, 22.726775956284154)","(101.0, 610.0, 516.6666666666666)"
16-12-2022 13:54:45.001970,"(4.6, 4.9, 4.89498746867168)","(51.0, 75.0, 68.0)","(18.0, 21.0, 20.875)","(41.0, 60.0, 59.0)","(16.0, 19.5, 18.78813559322034)","(31.0, 44.0, 42.78504672897196)","(31.0, 38.0, 36.36363636363637)","(10.0, 14.5, 14.14102564102564)","(101.0, 190.0, 184.76190476190476)","(9.0, 13.0, 12.789473684210526)","(2.3, 2.64, 2.61765625)","(31.0, 34.0, 33.95061728395062)","(16.0, 23.0, 22.853503184713375)","(101.0, 610.0, 540.0)"
16-12-2022 13:54:46.565921,"(4.6, 4.9, 4.89498746867168)","(51.0, 70.0, 67.8125)","(18.0, 21.0, 20.583333333333332)","(41.0, 65.0, 59.0)","(16.0, 19.0, 18.73972602739726)","(31.0, 44.0, 43.41538461538462)","(31.0, 38.0, 36.33898305084746)","(10.0, 14.5, 14.1301775147929)","(101.0, 190.0, 184.54545454545453)","(9.0, 13.0, 12.79144385026738)","(2.3, 2.62, 2.617972350230415)","(31.0, 34.0, 33.95061728395062)","(16.0, 23.0, 22.70899470899471)","(101.0, 610.0, 575.0)"
16-12-2022 13:54:48.160528,"(4.6, 4.9, 4.8927855711422845)","(51.0, 70.0, 67.8125)","(18.0, 21.0, 20.388059701492537)","(41.0, 65.0, 64.05405405405405)","(16.0, 19.0, 18.67105263157895)","(31.0, 44.0, 43.96078431372549)","(31.0, 38.0, 36.36666666666667)","(10.0, 14.5, 14.088235294117647)","(101.0, 190.0, 184.28571428571428)","(9.0, 13.0, 12.800531914893616)","(2.25, 2.62, 2.617966101694915)","(31.0, 34.0, 33.702127659574465)","(16.0, 23.0, 22.712041884816752)","(101.0, 610.0, 575.0)"
16-12-2022 13:54:49.718061,"(4.6, 4.9, 4.893714285714286)","(51.0, 70.0, 68.15789473684211)","(18.0, 21.0, 19.91509433962264)","(41.0, 65.0, 64.02777777777777)","(16.0, 19.0, 18.62121212121212)","(31.0, 46.0, 43.980582524271846)","(31.0, 38.0, 35.892857142857146)","(10.0, 14.5, 14.071895424836601)","(101.0, 190.0, 184.76190476190476)","(9.0, 13.0, 12.831428571428571)","(2.25, 2.62, 2.618153846153846)","(31.0, 34.0, 33.68181818181818)","(16.0, 23.0, 22.716494845360824)","(101.0, 610.0, 575.0)"
16-12-2022 13:54:51.217202,"(4.4, 4.9, 4.893714285714286)","(51.0, 70.0, 67.08333333333333)","(17.0, 20.0, 19.904929577464788)","(41.0, 65.0, 64.8529411764706)","(16.0, 19.0, 18.63235294117647)","(31.0, 46.0, 44.71604938271605)","(31.0, 36.0, 35.73529411764706)","(10.0, 14.5, 14.057432432432432)","(101.0, 190.0, 185.0)","(9.0, 13.0, 12.846368715083798)","(2.25, 2.62, 2.619609375)","(26.0, 34.0, 33.69230769230769)","(16.0, 23.0, 22.704433497536947)","(101.0, 610.0, 586.6666666666666)"
16-12-2022 13:54:52.723257,"(4.4, 4.9, 4.8932926829268295)","(51.0, 70.0, 66.88888888888889)","(17.0, 20.0, 20.01923076923077)","(41.0, 65.0, 64.82758620689656)","(16.0, 19.0, 18.307692307692307)","(31.0, 46.0, 44.351351351351354)","(31.0, 36.0, 35.457142857142856)","(10.0, 14.5, 13.94078947368421)","(101.0, 190.0, 185.0)","(9.0, 13.0, 12.829479768786127)","(2.25, 2.62, 2.6240659340659342)","(26.0, 34.0, 33.66265060240964)","(16.0, 23.0, 22.704433497536947)","(101.0, 610.0, 575.0)"
16-12-2022 13:54:54.270358,"(4.4, 4.9, 4.896037735849057)","(51.0, 70.0, 61.0)","(17.0, 21.0, 20.568627450980394)","(41.0, 65.0, 64.83870967741936)","(16.0, 18.5, 18.214285714285715)","(31.0, 46.0, 44.44444444444444)","(31.0, 36.0, 35.40625)","(10.0, 14.0, 14.01526717557252)","(101.0, 190.0, 185.0)","(9.0, 13.0, 12.687943262411348)","(2.25, 2.64, 2.6315348837209305)","(26.0, 34.0, 33.67058823529412)","(16.0, 23.0, 19.798387096774192)","(101.0, 610.0, 575.0)"
16-12-2022 13:54:55.833506,"(4.4, 5.0, 4.942857142857143)","(51.0, 65.0, 61.76470588235294)","(17.0, 21.0, 20.36842105263158)","(41.0, 65.0, 67.10526315789474)","(16.0, 18.5, 18.385714285714286)","(31.0, 46.0, 44.41935483870968)","(31.0, 36.0, 35.70967741935484)","(10.0, 14.5, 13.97682119205298)","(101.0, 190.0, 185.6)","(9.0, 13.0, 12.481481481481481)","(2.25, 2.64, 2.647177419354839)","(26.0, 34.0, 34.09836065573771)","(16.0, 20.0, 20.596774193548388)","(101.0, 610.0, 597.2727272727273)"
16-12-2022 13:54:57.307622,"(4.4, 5.0, 4.942857142857143)","(51.0, 65.0, 61.8421052631579)","(17.0, 21.0, 19.825925925925926)","(41.0, 70.0, 68.0)","(16.0, 18.5, 18.271186440677965)","(31.0, 46.0, 44.80701754385965)","(31.0, 36.0, 36.17391304347826)","(10.0, 14.0, 13.97517730496454)","(101.0, 190.0, 185.3846153846154)","(9.0, 12.5, 12.482142857142858)","(2.25, 2.66, 2.6854545454545455)","(26.0, 36.0, 33.5609756097561)","(16.0, 21.0, 20.696428571428573)","(101.0, 610.0, 597.2727272727273)"
