,Blue Ruby,Akuna Street,Rustic Bling,Magic Eclipse,Chasing Jess,Yeah The Boy,Buddys Mate,Diablo Bale
06-01-2023 13:57:52.969354,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 28.0, 14.363636363636363)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:54.177536,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 28.0, 14.363636363636363)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:55.390357,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 28.0, 20.0)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:56.498769,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:57.575578,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:58.749769,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:59.985296,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.21)"
06-01-2023 13:58:01.122305,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.21)"
06-01-2023 13:58:02.235295,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:03.360973,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:04.465259,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:05.609299,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:06.830651,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:07.966186,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:09.097723,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:10.223939,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:11.340516,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:12.544524,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:13.670478,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 73.75)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 9.245454545454546)"
06-01-2023 13:58:14.816257,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 65.0)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:15.918615,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:17.035412,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 20.0)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:18.163234,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.5, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 27.0, 16.25)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:19.276886,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:20.407950,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:21.584380,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:22.703604,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:23.868770,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:25.027561,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:26.141053,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:27.249206,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:28.514396,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 69.375)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:29.696325,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 65.0)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:30.808119,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 65.0)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:32.003652,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:33.151851,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:34.238588,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:35.435774,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:36.662111,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:37.740184,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:38.810023,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:39.949391,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 11.3)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:41.079340,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 15.0, 9.795454545454545)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:42.200813,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 14.5, 9.795454545454545)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:43.358719,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 14.5, 9.7)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:44.507754,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 14.5, 9.7)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:45.545708,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 14.5, 9.7)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:46.638202,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 14.5, 9.7)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:47.738312,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 14.5, 9.7)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:48.811107,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 92.36363636363637)","(6.0, 14.5, 9.7)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:49.996169,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 105.38461538461539)","(6.0, 14.5, 9.7)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:51.131488,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:52.289727,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:53.448069,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:54.491982,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:55.656762,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:56.931528,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:58.092740,"(5.5, 8.0, 7.5)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:58:59.251753,"(5.5, 8.0, 7.297297297297297)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:59:00.522282,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:59:01.766796,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 26.0, 14.857142857142858)","(5.0, 9.6, 8.95)"
06-01-2023 13:59:02.982260,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.833333333333333)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.08)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.0, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.6, 7.408333333333334)"
06-01-2023 13:59:04.228735,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.833333333333333)","(31.0, 170.0, 114.0)","(6.0, 14.0, 12.08)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:05.428033,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.909090909090909)","(31.0, 170.0, 110.0)","(6.0, 14.0, 12.08)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:06.649967,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.0)","(31.0, 170.0, 114.0)","(6.0, 14.0, 12.08)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:07.873450,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.0, 12.08)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:09.134121,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.0, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:10.384202,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:11.707505,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:12.877837,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:14.040188,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:15.297233,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:16.544443,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(5.0, 9.8, 7.408333333333334)"
06-01-2023 13:59:17.779359,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:18.917748,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:20.083349,"(5.5, 7.8, 7.733333333333333)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:21.160874,"(5.5, 7.8, 7.4)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:22.322936,"(5.5, 7.8, 7.4)","(4.8, 8.0, 7.1)","(31.0, 170.0, 110.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 8.886666666666667)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:23.542746,"(5.5, 7.8, 7.4)","(4.8, 8.0, 7.1)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 9.992307692307692)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:24.606031,"(5.5, 7.8, 7.275)","(4.8, 8.0, 7.85)","(31.0, 170.0, 114.0)","(6.0, 14.5, 11.05)","(3.5, 5.5, 5.264285714285714)","(6.0, 11.5, 9.992307692307692)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:25.842190,"(5.5, 7.8, 7.275)","(4.8, 8.0, 7.918181818181818)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 5.3625)","(6.0, 11.5, 8.85625)","(11.0, 26.0, 17.0)","(4.8, 9.8, 7.408333333333334)"
06-01-2023 13:59:27.133137,"(5.5, 7.8, 7.266666666666667)","(4.8, 8.0, 7.918181818181818)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 5.3625)","(6.0, 11.5, 8.85625)","(11.0, 26.0, 14.631578947368421)","(4.8, 9.8, 7.0928571428571425)"
06-01-2023 13:59:28.366553,"(5.5, 7.8, 7.266666666666667)","(4.8, 8.0, 7.918181818181818)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 4.433333333333334)","(6.0, 11.5, 10.72)","(11.0, 26.0, 18.75)","(4.8, 9.6, 7.0)"
06-01-2023 13:59:29.584799,"(5.5, 7.8, 7.266666666666667)","(4.8, 8.0, 7.918181818181818)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 4.433333333333334)","(6.0, 11.0, 10.72)","(11.0, 25.0, 17.857142857142858)","(4.8, 9.6, 7.0)"
06-01-2023 13:59:30.755865,"(5.5, 7.8, 7.266666666666667)","(4.8, 8.0, 7.918181818181818)","(31.0, 170.0, 114.0)","(6.0, 14.5, 12.4875)","(3.5, 5.5, 4.433333333333334)","(6.0, 11.0, 10.72)","(11.0, 25.0, 16.333333333333332)","(4.8, 9.6, 6.726315789473684)"
