,Blue Ruby,Akuna Street,Rustic Bling,Magic Eclipse,Chasing Jess,Yeah The Boy,Buddys Mate,Diablo Bale
06-01-2023 13:56:11.148984,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.699999999999999)","(31.0, 170.0, 91.25)","(6.0, 12.5, 11.97)","(3.6, 5.6, 3.9958333333333336)","(6.0, 10.5, 8.55)","(11.0, 29.0, 21.666666666666664)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:12.377784,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 5.633333333333334)","(31.0, 170.0, 91.25)","(6.0, 12.5, 11.771428571428572)","(3.6, 5.6, 3.9958333333333336)","(6.0, 10.5, 8.55)","(11.0, 29.0, 23.25)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:13.660522,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 5.633333333333334)","(31.0, 170.0, 91.25)","(6.0, 12.5, 10.05)","(3.6, 5.6, 3.9958333333333336)","(6.0, 10.5, 8.55)","(11.0, 34.0, 23.25)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:14.836592,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 5.633333333333334)","(31.0, 170.0, 91.25)","(6.0, 12.5, 11.325)","(3.6, 5.6, 3.9958333333333336)","(6.0, 10.5, 8.55)","(11.0, 34.0, 23.25)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:15.995734,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 12.5, 11.325)","(3.6, 5.6, 3.9958333333333336)","(6.0, 10.5, 8.55)","(11.0, 34.0, 23.25)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:17.195152,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 12.5, 11.325)","(3.6, 5.6, 3.9958333333333336)","(6.0, 10.5, 8.55)","(11.0, 34.0, 21.363636363636363)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:18.303221,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 12.5, 11.325)","(3.6, 5.6, 3.9958333333333336)","(6.0, 10.5, 8.55)","(11.0, 32.0, 21.363636363636363)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:19.484894,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 12.5, 9.9)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 24.6875)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:21.020358,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.5, 9.9)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 23.642857142857142)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:22.229623,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.5, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 17.2)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:23.580492,"(5.5, 9.0, 7.666666666666666)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 17.2)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:24.796838,"(5.5, 9.0, 8.047619047619047)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 17.2)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:25.978777,"(5.5, 9.0, 7.615384615384616)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 17.2)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:27.421516,"(5.5, 9.0, 7.615384615384616)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 17.2)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:28.740612,"(5.5, 9.0, 7.615384615384616)","(4.6, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 17.2)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:30.009011,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 22.25)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:31.462317,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.55)","(11.0, 32.0, 22.25)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:32.853577,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:34.008277,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:35.149483,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1466666666666665)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:36.359672,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:37.622959,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:38.810134,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:40.084559,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:41.419452,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:42.536820,"(5.5, 9.0, 7.615384615384616)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.475)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:43.823916,"(5.5, 8.8, 7.6000000000000005)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 9.914285714285715)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:45.251458,"(5.5, 8.8, 7.6000000000000005)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 10.044444444444444)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:46.610959,"(5.5, 8.8, 7.6000000000000005)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 10.044444444444444)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:47.737604,"(5.5, 8.8, 7.6000000000000005)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 10.044444444444444)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:48.998531,"(5.5, 9.0, 7.445454545454545)","(4.8, 8.2, 6.1)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.1)","(6.0, 10.5, 8.95)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:50.251882,"(5.5, 9.0, 7.445454545454545)","(4.8, 8.2, 6.885714285714286)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.6, 4.125)","(6.0, 11.5, 10.488888888888889)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.241666666666667)"
06-01-2023 13:56:51.435213,"(5.5, 9.0, 7.445454545454545)","(4.8, 8.0, 6.885714285714286)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.133333333333333)"
06-01-2023 13:56:52.672627,"(5.5, 9.0, 7.896774193548387)","(4.8, 8.0, 6.885714285714286)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.971428571428572)","(3.6, 5.5, 4.125)","(6.0, 11.0, 9.95)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.378947368421052)"
06-01-2023 13:56:53.969884,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.378947368421052)"
06-01-2023 13:56:55.209671,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.378947368421052)"
06-01-2023 13:56:56.460812,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.378947368421052)"
06-01-2023 13:56:57.724852,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.378947368421052)"
06-01-2023 13:56:58.966755,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:00.172774,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 16.8)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:01.410288,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 32.0, 15.833333333333334)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:02.619736,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 15.833333333333334)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:03.711932,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 15.833333333333334)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:04.933105,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 15.833333333333334)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:06.124661,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 15.833333333333334)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:07.213702,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:08.441108,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:09.636302,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:10.742982,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 4.125)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:11.954631,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 5.014705882352941)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:13.191862,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.6, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:14.326464,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:15.467147,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:16.766605,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:17.914600,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:19.042163,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:20.200230,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.258333333333333)"
06-01-2023 13:57:21.333739,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.155555555555555)"
06-01-2023 13:57:22.397455,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.177777777777777)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.36470588235294)"
06-01-2023 13:57:23.554018,"(5.5, 9.0, 7.774193548387097)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 13.2)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:24.732580,"(5.5, 8.6, 7.914285714285714)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:25.905088,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:27.095226,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:28.262264,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:29.389292,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:30.549232,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 14.133333333333333)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:31.772909,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 30.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:32.969446,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:34.116886,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:35.340230,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:36.534965,"(5.5, 8.6, 7.711111111111111)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:37.633888,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 14.1)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:38.844610,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.0, 11.393333333333333)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:40.062887,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:41.333452,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:42.482671,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:43.647872,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:44.772409,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:45.933339,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:47.215453,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 15.666666666666666)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:48.405641,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 29.0, 16.75)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:49.432355,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 28.0, 14.5)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:50.641380,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 28.0, 14.5)","(5.0, 9.6, 9.377777777777776)"
06-01-2023 13:57:51.837541,"(5.5, 8.2, 7.57391304347826)","(4.8, 8.0, 7.571428571428571)","(31.0, 170.0, 91.25)","(6.0, 15.5, 11.16875)","(3.5, 5.5, 5.041666666666667)","(6.0, 11.0, 10.45)","(11.0, 28.0, 14.363636363636363)","(5.0, 9.6, 9.377777777777776)"
