,Hedaresthedevil,Muletrain,Russet Moon,Triple,Johnny Jude,Production Time,Saber Storm,Gray Dane,Smarty Ridge,Bad Decisions
16-12-2022 12:32:10.042264,"(10.0, 13.5, 12.59090909090909)","(9.0, 21.0, 19.88888888888889)","(6.0, 9.8, 9.100000000000001)","(21.0, 65.0, 41.0)","(26.0, 95.0, 53.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 245.42857142857142)","(1.9, 2.2, 2.1500000000000004)"
16-12-2022 12:32:11.203678,"(10.0, 13.5, 12.59090909090909)","(9.0, 21.0, 19.625)","(6.0, 9.8, 9.100000000000001)","(21.0, 65.0, 53.0)","(26.0, 95.0, 74.66666666666666)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 26.875)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 232.0)","(1.9, 2.2, 2.090909090909091)"
16-12-2022 12:32:12.407107,"(10.0, 13.5, 12.59090909090909)","(9.0, 21.0, 19.88888888888889)","(6.0, 9.8, 9.100000000000001)","(21.0, 65.0, 53.33333333333333)","(26.0, 95.0, 53.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 245.42857142857142)","(1.9, 2.2, 2.1294117647058823)"
16-12-2022 12:32:13.739149,"(10.0, 13.5, 12.59090909090909)","(9.0, 21.0, 19.88888888888889)","(6.0, 9.8, 9.100000000000001)","(21.0, 65.0, 54.714285714285715)","(26.0, 95.0, 53.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 245.42857142857142)","(1.9, 2.2, 2.1294117647058823)"
16-12-2022 12:32:15.109619,"(10.0, 13.5, 12.59090909090909)","(9.0, 21.0, 19.88888888888889)","(6.0, 9.8, 9.100000000000001)","(21.0, 65.0, 41.0)","(26.0, 95.0, 53.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 25.2)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 264.2222222222222)","(1.9, 2.2, 2.1473684210526316)"
16-12-2022 12:32:16.439435,"(10.0, 13.5, 12.59090909090909)","(9.0, 21.0, 18.0)","(6.0, 9.8, 9.100000000000001)","(21.0, 65.0, 43.0)","(26.0, 95.0, 53.0)","(8.5, 9.2, 8.4)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.2, 2.162962962962963)"
16-12-2022 12:32:17.709769,"(10.0, 13.5, 12.59090909090909)","(9.0, 21.0, 18.0)","(6.0, 9.8, 8.866666666666667)","(21.0, 65.0, 43.0)","(26.0, 95.0, 60.5)","(8.5, 9.0, 8.4)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.2, 2.162962962962963)"
16-12-2022 12:32:18.983567,"(10.0, 14.0, 12.75)","(9.0, 21.0, 18.0)","(6.0, 9.8, 8.733333333333333)","(21.0, 65.0, 43.0)","(26.0, 95.0, 84.53846153846155)","(8.5, 9.0, 8.4)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.2, 2.162962962962963)"
16-12-2022 12:32:20.250722,"(10.0, 14.0, 12.75)","(9.0, 21.0, 18.0)","(6.0, 9.8, 8.733333333333333)","(21.0, 65.0, 43.0)","(26.0, 95.0, 78.0)","(8.5, 9.0, 8.55)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.2, 2.1166666666666667)"
16-12-2022 12:32:21.498280,"(10.0, 14.0, 12.75)","(9.0, 21.0, 18.0)","(6.0, 9.8, 8.733333333333333)","(21.0, 65.0, 43.0)","(26.0, 95.0, 67.8)","(8.5, 9.0, 8.55)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.2, 2.132)"
16-12-2022 12:32:22.757766,"(10.0, 14.0, 12.75)","(9.0, 21.0, 18.0)","(6.0, 9.8, 8.733333333333333)","(21.0, 65.0, 43.0)","(26.0, 95.0, 72.66666666666666)","(8.5, 9.0, 8.621052631578948)","(17.0, 30.0, 27.25)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:23.988095,"(10.0, 14.0, 12.75)","(9.0, 21.0, 18.0)","(6.0, 9.8, 8.733333333333333)","(21.0, 65.0, 43.0)","(26.0, 95.0, 72.66666666666666)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:25.288018,"(10.0, 14.0, 12.75)","(9.0, 20.0, 17.666666666666668)","(6.0, 9.8, 8.733333333333333)","(21.0, 65.0, 43.0)","(26.0, 95.0, 72.66666666666666)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:26.508266,"(10.0, 14.0, 12.75)","(9.0, 20.0, 17.666666666666668)","(6.0, 9.8, 8.733333333333333)","(26.0, 65.0, 43.0)","(26.0, 95.0, 72.66666666666666)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:27.710542,"(10.0, 14.0, 12.75)","(9.0, 20.0, 17.666666666666668)","(6.0, 9.8, 8.733333333333333)","(26.0, 65.0, 43.0)","(26.0, 95.0, 72.66666666666666)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.25)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:28.893857,"(10.0, 14.0, 12.75)","(9.0, 20.0, 17.666666666666668)","(6.0, 9.8, 8.733333333333333)","(26.0, 65.0, 43.0)","(26.0, 95.0, 72.66666666666666)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:30.095371,"(10.0, 14.0, 12.75)","(9.0, 20.0, 17.666666666666668)","(6.0, 9.8, 8.733333333333333)","(26.0, 65.0, 43.0)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 153.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:31.348962,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.666666666666668)","(6.0, 9.8, 8.733333333333333)","(26.0, 65.0, 43.0)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.125)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 252.75)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:32.591630,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.857142857142858)","(6.0, 9.8, 9.600000000000001)","(26.0, 65.0, 56.4)","(26.0, 95.0, 73.33333333333334)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.125)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 227.33333333333334)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:33.963386,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.857142857142858)","(6.0, 9.8, 9.0)","(26.0, 65.0, 53.0)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.125)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 268.6)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:35.284566,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.857142857142858)","(6.0, 9.8, 9.0)","(26.0, 65.0, 53.0)","(26.0, 95.0, 73.33333333333334)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 242.57142857142858)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:36.803244,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.857142857142858)","(6.0, 9.8, 9.0)","(26.0, 65.0, 44.0)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.125)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 242.57142857142858)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:38.297426,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.857142857142858)","(6.0, 9.8, 9.0)","(26.0, 65.0, 53.285714285714285)","(26.0, 95.0, 73.33333333333334)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.125)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 242.57142857142858)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:39.687772,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.857142857142858)","(6.0, 9.8, 9.0)","(26.0, 65.0, 54.25)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.125)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 242.57142857142858)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:41.061851,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.857142857142858)","(6.0, 9.8, 9.0)","(26.0, 65.0, 44.0)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 242.57142857142858)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:42.444405,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.0)","(26.0, 65.0, 58.0)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 208.0)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:43.770509,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.0)","(26.0, 65.0, 58.166666666666664)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 243.14285714285717)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:45.055730,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.0)","(26.0, 65.0, 53.57142857142857)","(26.0, 95.0, 51.0)","(8.5, 9.0, 8.25)","(17.0, 30.0, 22.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 208.0)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:46.340842,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.266666666666667)","(26.0, 65.0, 45.5)","(26.0, 95.0, 63.5)","(8.5, 9.0, 8.25)","(17.0, 30.0, 27.125)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 148.8)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:47.620950,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.266666666666667)","(26.0, 65.0, 54.142857142857146)","(26.0, 95.0, 70.6)","(8.5, 9.0, 8.92)","(17.0, 30.0, 22.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:48.949436,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.266666666666667)","(26.0, 65.0, 54.142857142857146)","(26.0, 95.0, 70.6)","(8.5, 9.2, 8.92)","(17.0, 30.0, 25.6)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.18, 2.12)"
16-12-2022 12:32:50.598021,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.266666666666667)","(26.0, 65.0, 54.142857142857146)","(26.0, 95.0, 63.5)","(8.5, 9.2, 8.92)","(17.0, 30.0, 27.375)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 148.8)","(1.9, 2.18, 2.1008695652173914)"
16-12-2022 12:32:52.108558,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.100000000000001)","(26.0, 65.0, 40.333333333333336)","(26.0, 95.0, 70.6)","(8.5, 9.2, 8.92)","(17.0, 30.0, 27.666666666666668)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.16, 2.1008695652173914)"
16-12-2022 12:32:53.480860,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.100000000000001)","(26.0, 65.0, 53.0)","(26.0, 95.0, 70.6)","(8.5, 9.2, 8.92)","(17.0, 30.0, 27.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.16, 2.1008695652173914)"
16-12-2022 12:32:54.779845,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.100000000000001)","(26.0, 65.0, 40.333333333333336)","(26.0, 95.0, 70.6)","(8.5, 9.2, 8.92)","(17.0, 30.0, 23.75)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.16, 2.1008695652173914)"
16-12-2022 12:32:56.071334,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.100000000000001)","(26.0, 65.0, 53.0)","(26.0, 95.0, 70.6)","(8.5, 9.2, 8.92)","(17.0, 30.0, 23.75)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.16, 2.088421052631579)"
16-12-2022 12:32:57.356997,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.100000000000001)","(26.0, 65.0, 53.0)","(26.0, 95.0, 70.6)","(8.5, 9.2, 8.4)","(17.0, 30.0, 27.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.16, 2.0971428571428574)"
16-12-2022 12:32:58.703152,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.5)","(6.0, 9.8, 9.100000000000001)","(26.0, 65.0, 53.0)","(26.0, 95.0, 70.6)","(8.5, 9.0, 8.4)","(17.0, 30.0, 27.444444444444443)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.14, 2.0971428571428574)"
16-12-2022 12:33:00.004601,"(10.0, 14.0, 13.0)","(9.0, 20.0, 18.88888888888889)","(6.0, 9.8, 9.100000000000001)","(26.0, 65.0, 40.333333333333336)","(26.0, 95.0, 70.6)","(8.5, 9.0, 8.4)","(17.0, 30.0, 27.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 201.0)","(1.9, 2.14, 2.1440625)"
16-12-2022 12:33:01.352999,"(10.0, 14.0, 13.0)","(9.0, 20.0, 16.666666666666668)","(6.0, 9.8, 9.586666666666668)","(26.0, 65.0, 53.0)","(26.0, 95.0, 55.66666666666667)","(8.5, 9.0, 8.4)","(17.0, 30.0, 27.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 130.0)","(1.9, 2.16, 2.15875)"
16-12-2022 12:33:02.717661,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.0)","(6.0, 9.8, 9.586666666666668)","(26.0, 65.0, 53.0)","(26.0, 95.0, 72.2)","(8.5, 9.0, 8.4)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 210.8)","(1.9, 2.16, 2.15875)"
16-12-2022 12:33:03.993743,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.0)","(6.0, 9.8, 9.586666666666668)","(26.0, 65.0, 53.0)","(26.0, 95.0, 55.66666666666667)","(8.5, 9.0, 8.4)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 130.0)","(1.9, 2.16, 2.15875)"
16-12-2022 12:33:05.267014,"(10.0, 14.0, 13.0)","(9.0, 20.0, 17.0)","(6.0, 9.8, 9.533333333333333)","(26.0, 65.0, 61.13333333333333)","(26.0, 95.0, 55.66666666666667)","(8.5, 9.0, 8.371428571428572)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 15.4)","(26.0, 330.0, 271.1111111111111)","(1.9, 2.16, 2.15875)"
16-12-2022 12:33:06.501742,"(10.0, 14.0, 12.928571428571429)","(9.0, 20.0, 19.862068965517242)","(6.0, 9.8, 9.0)","(26.0, 65.0, 49.0)","(26.0, 95.0, 55.66666666666667)","(8.5, 8.8, 8.3)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 15.4)","(26.0, 330.0, 156.66666666666669)","(1.9, 2.16, 2.15875)"
16-12-2022 12:33:07.752191,"(10.0, 14.0, 13.375)","(9.0, 20.0, 19.862068965517242)","(6.0, 9.8, 9.0)","(26.0, 60.0, 49.0)","(26.0, 95.0, 55.66666666666667)","(8.5, 8.8, 8.3)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 15.4)","(26.0, 330.0, 156.66666666666669)","(1.9, 2.16, 2.15875)"
16-12-2022 12:33:09.038097,"(10.0, 14.0, 13.375)","(9.0, 20.0, 19.862068965517242)","(6.0, 9.8, 9.0)","(26.0, 60.0, 49.0)","(26.0, 95.0, 55.66666666666667)","(8.0, 8.8, 8.2)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 15.4)","(26.0, 330.0, 156.66666666666669)","(1.85, 2.16, 2.15875)"
16-12-2022 12:33:10.305754,"(10.0, 14.0, 13.375)","(9.0, 20.0, 19.862068965517242)","(6.0, 9.8, 9.0)","(26.0, 60.0, 49.0)","(26.0, 95.0, 55.66666666666667)","(8.0, 8.8, 8.2)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 15.4)","(26.0, 330.0, 156.66666666666669)","(1.85, 2.16, 2.15875)"
16-12-2022 12:33:11.522408,"(10.0, 14.0, 13.375)","(9.0, 20.0, 19.862068965517242)","(6.0, 9.8, 9.523076923076925)","(26.0, 60.0, 49.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.2)","(17.0, 30.0, 25.5)","(13.0, 17.5, 14.18421052631579)","(26.0, 330.0, 156.66666666666669)","(1.85, 2.16, 2.15875)"
16-12-2022 12:33:12.689948,"(10.0, 14.0, 13.5)","(10.0, 20.0, 19.862068965517242)","(6.5, 9.8, 9.523076923076925)","(26.0, 60.0, 49.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.2)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 14.18421052631579)","(26.0, 330.0, 156.66666666666669)","(1.85, 2.16, 2.15875)"
16-12-2022 12:33:14.181311,"(10.0, 14.0, 13.5)","(10.0, 20.0, 19.862068965517242)","(6.5, 9.8, 9.523076923076925)","(26.0, 65.0, 51.5)","(26.0, 95.0, 67.8)","(8.0, 9.0, 8.72)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 14.18421052631579)","(26.0, 330.0, 156.66666666666669)","(1.85, 2.16, 2.15875)"
16-12-2022 12:33:15.663028,"(10.0, 14.0, 13.5)","(10.0, 20.0, 19.862068965517242)","(6.5, 9.8, 9.523076923076925)","(26.0, 65.0, 51.5)","(26.0, 95.0, 49.66666666666667)","(8.0, 9.0, 8.68)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 14.18421052631579)","(26.0, 330.0, 156.66666666666669)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:17.096250,"(10.0, 14.0, 13.5)","(10.0, 20.0, 19.862068965517242)","(6.5, 9.8, 9.50909090909091)","(26.0, 65.0, 56.0)","(26.0, 95.0, 61.0)","(8.0, 9.0, 8.3)","(17.0, 30.0, 24.8)","(13.0, 17.5, 14.18421052631579)","(26.0, 330.0, 200.0)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:18.495441,"(10.0, 14.0, 13.5)","(10.0, 20.0, 19.862068965517242)","(6.5, 9.8, 9.50909090909091)","(26.0, 65.0, 56.0)","(26.0, 95.0, 61.0)","(8.0, 9.0, 8.3)","(17.0, 30.0, 24.8)","(13.0, 17.5, 14.18421052631579)","(26.0, 330.0, 200.0)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:19.698154,"(10.0, 14.0, 13.5)","(10.0, 20.0, 19.862068965517242)","(6.5, 9.8, 9.50909090909091)","(26.0, 65.0, 52.5)","(26.0, 95.0, 61.0)","(8.0, 9.0, 8.3)","(17.0, 30.0, 24.8)","(13.0, 17.5, 15.5)","(26.0, 330.0, 200.0)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:20.938498,"(10.0, 14.0, 13.5)","(10.0, 20.0, 19.25)","(6.5, 9.8, 9.50909090909091)","(26.0, 65.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 9.0, 7.966666666666667)","(17.0, 30.0, 24.8)","(13.0, 17.0, 15.5)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:22.159260,"(10.0, 14.0, 13.5)","(10.0, 21.0, 19.75)","(6.5, 9.8, 9.50909090909091)","(26.0, 60.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.163636363636364)","(17.0, 30.0, 24.8)","(13.0, 17.0, 15.5)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:23.519290,"(10.0, 14.0, 13.5)","(10.0, 21.0, 19.75)","(6.5, 9.8, 9.24)","(26.0, 60.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.371428571428572)","(17.0, 30.0, 24.8)","(13.0, 17.0, 15.5)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:24.764575,"(10.0, 14.0, 12.928571428571429)","(10.0, 21.0, 19.75)","(6.5, 9.8, 9.24)","(26.0, 60.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.371428571428572)","(17.0, 30.0, 24.8)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:26.056806,"(10.0, 14.0, 12.928571428571429)","(10.0, 21.0, 19.75)","(6.5, 9.8, 9.4)","(26.0, 60.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.371428571428572)","(17.0, 30.0, 24.8)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:27.670082,"(10.0, 14.0, 12.928571428571429)","(10.0, 21.0, 19.75)","(6.5, 9.8, 9.100000000000001)","(26.0, 60.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.371428571428572)","(17.0, 30.0, 24.8)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:29.047741,"(10.0, 14.0, 12.928571428571429)","(10.0, 21.0, 20.79310344827586)","(6.5, 9.8, 9.100000000000001)","(26.0, 60.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.371428571428572)","(17.0, 30.0, 24.8)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:30.258049,"(10.0, 14.0, 12.928571428571429)","(10.0, 21.0, 20.79310344827586)","(6.5, 9.8, 9.100000000000001)","(26.0, 60.0, 52.0)","(26.0, 95.0, 61.0)","(8.0, 8.8, 8.371428571428572)","(17.0, 30.0, 24.8)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 218.57142857142858)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:31.517472,"(10.0, 14.0, 12.928571428571429)","(10.0, 21.0, 20.7)","(6.5, 9.8, 9.100000000000001)","(26.0, 60.0, 52.0)","(26.0, 95.0, 82.45454545454545)","(8.0, 8.8, 8.333333333333332)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 147.85714285714286)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:32.730442,"(10.0, 14.0, 13.166666666666666)","(10.0, 23.0, 20.3)","(6.5, 9.8, 9.100000000000001)","(26.0, 60.0, 55.0)","(26.0, 95.0, 82.45454545454545)","(8.0, 8.6, 8.333333333333332)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 147.85714285714286)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:33.971482,"(10.0, 14.0, 13.166666666666666)","(10.0, 23.0, 20.3)","(6.5, 9.8, 9.100000000000001)","(26.0, 65.0, 55.0)","(26.0, 95.0, 61.0)","(8.0, 8.6, 7.8)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 147.85714285714286)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:35.162628,"(10.0, 14.0, 12.61111111111111)","(10.0, 23.0, 20.6)","(6.5, 9.8, 9.100000000000001)","(26.0, 65.0, 55.0)","(26.0, 95.0, 61.0)","(8.0, 8.6, 7.8)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 147.85714285714286)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:36.360217,"(10.0, 14.0, 13.423076923076923)","(10.0, 23.0, 20.6)","(6.5, 9.8, 9.100000000000001)","(26.0, 65.0, 52.5)","(26.0, 95.0, 61.0)","(8.0, 8.6, 7.8)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 202.5)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:37.586093,"(10.0, 14.0, 13.423076923076923)","(10.0, 23.0, 20.6)","(6.5, 9.8, 9.100000000000001)","(26.0, 65.0, 52.5)","(26.0, 95.0, 61.0)","(8.0, 8.6, 7.8)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 202.5)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:38.821811,"(10.0, 14.0, 13.423076923076923)","(10.0, 23.0, 20.6)","(6.5, 9.8, 9.100000000000001)","(26.0, 65.0, 52.5)","(26.0, 95.0, 61.0)","(8.0, 8.6, 7.8)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 202.5)","(1.85, 2.16, 2.158888888888889)"
16-12-2022 12:33:40.222502,"(10.0, 14.0, 12.571428571428571)","(10.0, 23.0, 20.5)","(6.5, 9.8, 9.100000000000001)","(26.0, 65.0, 52.5)","(26.0, 95.0, 61.0)","(8.0, 8.6, 7.8)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.0, 14.8125)","(26.0, 330.0, 202.5)","(1.85, 2.16, 2.158888888888889)"
