,Appealing Road,Awesome Moon,Odina,Jumpin Jack Brass,Jubaslilballerina,Ellies At Windsor,S S Frontier Angel,Grey Flamingo,Van Hook,La Maddalena
07-01-2023 10:48:45.413579,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:46.723853,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:48.019084,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:49.225168,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:50.397258,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:51.570719,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:52.763595,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:53.920528,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:55.118417,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:56.311718,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:57.567430,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:48:58.807878,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:00.048329,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:01.196635,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:02.328703,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:03.467112,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:04.625768,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:05.811400,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:07.028446,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:08.234762,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:09.425045,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:10.634716,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:11.815869,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:12.970908,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:14.116920,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:15.232674,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:16.396186,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:17.601716,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:18.861255,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:20.072485,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:21.210806,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:22.333875,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:23.519826,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:24.711641,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:25.925767,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:27.087862,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:28.274826,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:29.422736,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:30.629885,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:31.848676,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:32.996634,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:34.127070,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:35.262802,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:36.497859,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:37.699350,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:38.882723,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:40.033330,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:41.201042,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:42.370881,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:43.554310,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:44.726385,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:45.903083,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:47.089270,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:48.289948,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:49.473000,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:50.613113,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:51.768698,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:52.879693,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:54.081078,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:55.296756,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
07-01-2023 10:49:56.546947,"(11.0, 230.0, 175.0)","(19.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(3.7, 230.0, 173.575)","(15.0, 230.0, 175.125)","(15.0, 230.0, 175.125)","(19.0, 230.0, 175.125)","(9.0, 230.0, 175.0)","(3.2, 230.0, 173.4625)","(4.4, 230.0, 173.825)"
