,Goldstar Shaggy,Sinha Man,Barber Cubed,Mighty Mccook,Alhambra,Impressive Sonic,Diamond Georgio,Cupids Day
05-01-2023 16:37:33.229664,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 170.0, 71.0)"
05-01-2023 16:37:34.485780,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 170.0, 53.2)"
05-01-2023 16:37:35.714728,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:36.890913,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:38.123182,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:39.223386,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:40.349885,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:41.510532,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:42.747143,"(3.5, 4.9, 3.6464285714285714)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.586666666666666)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 7.946666666666666)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:43.955507,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.32)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 6.458333333333333)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:45.098264,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 55.833333333333336)","(4.4, 9.2, 6.458333333333333)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:46.221399,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 220.0, 60.4)","(4.4, 9.2, 6.05)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:47.358257,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.2, 6.05)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:48.551234,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.2, 6.05)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:49.784524,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.2, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:51.018027,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:52.248665,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:53.469665,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:54.723130,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:55.889154,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:57.039050,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:58.151939,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:37:59.305246,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:00.457134,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:01.519195,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:02.629940,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:03.758473,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:05.133660,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:06.592768,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:07.846970,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:08.989923,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:10.116110,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:11.196886,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:12.369358,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:13.511197,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 53.2)"
05-01-2023 16:38:14.646892,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 190.0, 71.0)"
05-01-2023 16:38:15.725176,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:16.873160,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:18.028852,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:19.216313,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:20.410873,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:21.604900,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:22.832925,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 60.4)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:24.016337,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 210.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:25.266865,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:26.407267,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:27.495952,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:28.545284,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:29.813172,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:31.082063,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:32.298617,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:33.746200,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:35.059536,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:36.449380,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 12.657142857142857)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:37.561310,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:38.806649,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 10.323076923076922)","(8.0, 14.0, 12.966666666666667)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:40.009048,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 10.323076923076922)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:41.232686,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 10.323076923076922)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 9.083333333333332)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:42.348518,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 10.323076923076922)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 10.0)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:43.436859,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 10.323076923076922)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 10.0)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:44.525038,"(3.5, 4.9, 3.6399999999999997)","(3.9, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 10.0)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:45.647343,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 10.0)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:46.781125,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 10.0)","(21.0, 200.0, 52.5)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:47.908364,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 10.0)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:49.072297,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:50.153920,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:51.225930,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:52.221770,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:53.297604,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 71.0)"
05-01-2023 16:38:54.440981,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:38:55.647461,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.5, 11.533333333333333)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:38:56.793176,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 11.2)","(8.0, 14.0, 12.694736842105264)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:38:57.886695,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 11.2)","(8.0, 14.0, 12.694736842105264)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:38:59.041366,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 11.2)","(8.0, 14.0, 12.694736842105264)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:39:00.105954,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 11.2)","(8.0, 14.0, 12.694736842105264)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:39:01.205936,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 11.2)","(8.0, 14.0, 12.694736842105264)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:39:02.292891,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 12.694736842105264)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:39:03.353691,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 12.694736842105264)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 7.925)","(41.0, 170.0, 64.4)"
05-01-2023 16:39:04.356275,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 9.0, 6.199999999999999)","(41.0, 170.0, 52.2)"
05-01-2023 16:39:05.361760,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 8.2, 6.199999999999999)","(41.0, 180.0, 52.2)"
05-01-2023 16:39:06.417873,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 8.2, 6.199999999999999)","(41.0, 180.0, 52.2)"
05-01-2023 16:39:07.460020,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 8.2, 6.199999999999999)","(41.0, 180.0, 52.2)"
05-01-2023 16:39:08.616770,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 8.2, 6.199999999999999)","(41.0, 180.0, 52.2)"
05-01-2023 16:39:09.779636,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 8.2, 6.199999999999999)","(41.0, 180.0, 52.2)"
05-01-2023 16:39:10.950627,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 8.2, 6.199999999999999)","(41.0, 180.0, 52.2)"
05-01-2023 16:39:12.089327,"(3.5, 4.9, 3.6399999999999997)","(4.0, 12.5, 10.86)","(7.5, 13.0, 10.092307692307692)","(8.0, 14.0, 13.6125)","(4.6, 15.5, 8.563636363636363)","(21.0, 200.0, 89.375)","(4.4, 8.2, 6.199999999999999)","(41.0, 180.0, 52.2)"
