,Goldstar Shaggy,Sinha Man,Barber Cubed,Mighty Mccook,Alhambra,Impressive Sonic,Diamond Georgio,Cupids Day
05-01-2023 16:30:16.271094,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:17.292748,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:18.376541,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:19.548087,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:20.617735,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:21.642749,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:22.694072,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:23.804380,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:24.996766,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:26.176338,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:27.297833,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:28.413900,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:29.516221,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:30.550460,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:31.620309,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 12.472727272727273)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:32.821420,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:34.002673,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:35.155784,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:36.301734,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:37.471043,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:38.565302,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 22.616666666666667)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.993103448275861)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:39.673666,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 24.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 8.6, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:40.738700,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:41.893186,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:43.022615,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:44.196609,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:45.392623,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:46.474609,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:47.490047,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:48.536750,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:49.669001,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:50.752025,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:51.884211,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:53.155312,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:54.406492,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:55.594806,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:56.835334,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:58.151728,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.272727272727273)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:30:59.451190,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:00.641474,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:01.744158,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:02.915716,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 24.450000000000003)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:04.000144,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 19.43529411764706)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:05.152481,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 19.43529411764706)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:06.420554,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 19.43529411764706)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:07.669231,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 19.43529411764706)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:08.924606,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 19.43529411764706)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:10.135415,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 19.43529411764706)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:11.280242,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.209090909090909)","(7.5, 14.0, 13.0)","(8.0, 26.0, 19.43529411764706)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 7.8, 7.199999999999999)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:12.435441,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.240909090909091)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.0, 7.533333333333333)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:13.525859,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.240909090909091)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.0, 7.533333333333333)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:14.593320,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.240909090909091)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.0, 7.533333333333333)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:15.638220,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.240909090909091)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.0, 7.533333333333333)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:16.778738,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.240909090909091)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.0, 7.533333333333333)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:17.986488,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.240909090909091)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.0, 7.533333333333333)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:19.244178,"(3.5, 5.6, 4.5)","(3.9, 13.0, 7.240909090909091)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.0, 8.309090909090909)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:20.368898,"(3.5, 5.6, 4.345833333333333)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:21.691566,"(3.5, 5.6, 4.345833333333333)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:23.097465,"(3.5, 5.6, 4.345833333333333)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:24.312306,"(3.5, 5.6, 4.345833333333333)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:25.543425,"(3.5, 5.6, 4.345833333333333)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:26.749624,"(3.5, 5.6, 4.345833333333333)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:27.901156,"(3.5, 5.6, 4.345833333333333)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 120.0)"
05-01-2023 16:31:29.006682,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:30.081815,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:31.224330,"(3.5, 5.6, 5.185526315789474)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:32.362590,"(3.5, 5.6, 4.5)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:33.520099,"(3.5, 5.6, 4.5)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:34.660102,"(3.5, 5.6, 4.5)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:35.669018,"(3.5, 5.6, 4.5)","(3.9, 13.0, 9.66578947368421)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:36.768457,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:37.900977,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:39.017099,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:40.101296,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:41.221136,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:42.265492,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:43.340025,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:44.428948,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:45.576932,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:46.707261,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:47.870745,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:48.935320,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:50.009082,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:51.061965,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:52.113572,"(3.5, 5.6, 4.5)","(3.9, 13.0, 8.475000000000001)","(7.5, 14.0, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 11.1)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
05-01-2023 16:31:53.246600,"(3.5, 5.6, 4.5)","(3.9, 12.5, 11.431250000000002)","(7.5, 13.5, 13.0)","(8.0, 14.5, 13.407692307692308)","(4.6, 15.5, 10.6875)","(21.0, 220.0, 121.0)","(4.4, 9.2, 7.828571428571428)","(41.0, 210.0, 61.66666666666667)"
