,Raging Romeo,Athabascan,Seeknyoushallfind,Star Armbro,Destined To Rule,Bellezza Nera,Sidstrepo,Heza Head Honcho Nz,Boston Rob,Ultimate Rocker Nz,Tepelo Star
10-01-2023 19:23:21.406761,"(8.5, 13.0, 12.035714285714286)","(1.24, 1.54, 1.5350322580645162)","(41.0, 95.0, 83.88888888888889)","(13.0, 15.5, 13.9)","(31.0, 44.0, 39.0)","(21.0, 48.0, 39.42857142857143)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 220.0, 140.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:22.899272,"(8.5, 13.0, 11.954545454545455)","(1.24, 1.54, 1.533688524590164)","(41.0, 95.0, 83.88888888888889)","(13.0, 15.5, 13.9)","(31.0, 44.0, 39.0)","(21.0, 48.0, 39.42857142857143)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 200.0, 120.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:24.453350,"(8.5, 12.5, 11.954545454545455)","(1.24, 1.54, 1.4975)","(41.0, 95.0, 83.88888888888889)","(13.0, 15.5, 12.8125)","(31.0, 44.0, 39.0)","(21.0, 48.0, 39.42857142857143)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 170.0, 130.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:25.859346,"(8.5, 12.5, 11.954545454545455)","(1.24, 1.55, 1.5379310344827586)","(41.0, 95.0, 83.88888888888889)","(13.0, 15.0, 13.409090909090908)","(31.0, 44.0, 39.0)","(21.0, 48.0, 41.333333333333336)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 170.0, 126.66666666666667)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:27.133647,"(8.5, 12.5, 11.954545454545455)","(1.24, 1.55, 1.5568992248062017)","(41.0, 95.0, 83.88888888888889)","(13.0, 15.0, 13.409090909090908)","(31.0, 44.0, 38.285714285714285)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 160.0, 118.33333333333333)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:28.618669,"(8.5, 12.5, 9.536842105263158)","(1.24, 1.56, 1.5572727272727274)","(41.0, 95.0, 83.88888888888889)","(13.0, 15.0, 13.055555555555555)","(31.0, 44.0, 38.285714285714285)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 23.35)","(26.0, 99999, 99990)","(91.0, 160.0, 118.33333333333333)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:30.045212,"(8.5, 12.0, 9.536842105263158)","(1.24, 1.57, 1.5572727272727274)","(41.0, 95.0, 77.6923076923077)","(13.0, 15.0, 13.055555555555555)","(31.0, 44.0, 37.714285714285715)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 160.0, 118.33333333333333)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:31.496132,"(8.5, 12.0, 9.136363636363637)","(1.24, 1.58, 1.56375)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.055555555555555)","(31.0, 42.0, 37.714285714285715)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 160.0, 118.33333333333333)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:32.907423,"(8.5, 12.0, 9.357142857142858)","(1.24, 1.59, 1.5725)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 160.0, 117.14285714285714)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:34.299845,"(8.5, 11.5, 10.74)","(1.24, 1.59, 1.4904773269689737)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 160.0, 117.14285714285714)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:35.601828,"(8.5, 11.5, 10.74)","(1.24, 1.5, 1.5681578947368422)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 160.0, 123.33333333333333)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:36.914358,"(8.5, 11.5, 10.572727272727274)","(1.24, 1.58, 1.5681578947368422)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 150.0, 115.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:38.322641,"(8.5, 11.5, 11.014285714285714)","(1.24, 1.58, 1.5681578947368422)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 44.0, 38.285714285714285)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 140.0, 115.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:39.755744,"(8.5, 11.5, 10.508333333333333)","(1.24, 1.58, 1.5605882352941176)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 44.0, 37.714285714285715)","(19.0, 25.0, 22.25)","(26.0, 99999, 99990)","(91.0, 140.0, 115.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:41.148704,"(8.5, 11.5, 10.508333333333333)","(1.24, 1.58, 1.5421052631578949)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 115.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:42.485632,"(8.5, 11.5, 10.508333333333333)","(1.24, 1.58, 1.5381818181818183)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 115.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:43.817314,"(8.5, 11.5, 10.657142857142857)","(1.24, 1.57, 1.5336363636363637)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:45.142438,"(8.5, 11.0, 10.657142857142857)","(1.24, 1.57, 1.5471428571428572)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 13.444444444444445)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:46.424733,"(8.5, 11.0, 10.657142857142857)","(1.24, 1.56, 1.5471428571428572)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:47.701535,"(8.5, 11.0, 10.657142857142857)","(1.24, 1.56, 1.5471428571428572)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:49.044219,"(8.5, 11.0, 10.657142857142857)","(1.24, 1.56, 1.5471428571428572)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:50.541124,"(8.5, 11.0, 10.345454545454546)","(1.24, 1.56, 1.5471428571428572)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:51.958520,"(8.5, 11.5, 10.572727272727274)","(1.24, 1.56, 1.5471428571428572)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:53.303071,"(8.5, 11.0, 10.657142857142857)","(1.24, 1.56, 1.5259722222222223)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:54.636243,"(8.5, 11.0, 10.4)","(1.24, 1.56, 1.5273333333333334)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:55.971128,"(8.5, 11.0, 10.142857142857144)","(1.24, 1.56, 1.5273333333333334)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 23.125)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:57.311438,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.56, 1.5273333333333334)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:23:58.825743,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.56, 1.5266666666666666)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 37.714285714285715)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:00.264157,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.56, 1.5245569620253165)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 42.0, 42.4)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.6)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:01.632060,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.56, 1.5253333333333334)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.637931034482758)","(31.0, 44.0, 42.4)","(21.0, 42.0, 38.4)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:02.991391,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.56, 1.540769230769231)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.454545454545455)","(31.0, 44.0, 42.4)","(21.0, 42.0, 38.4)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:04.389730,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.55, 1.5375862068965518)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.555555555555555)","(31.0, 44.0, 42.4)","(21.0, 42.0, 38.4)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:05.841024,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.55, 1.540769230769231)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.692307692307692)","(31.0, 44.0, 42.4)","(21.0, 42.0, 38.4)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:07.590313,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.55, 1.540769230769231)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 14.692307692307692)","(31.0, 44.0, 42.4)","(21.0, 42.0, 39.42857142857143)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:09.227279,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.55, 1.5288235294117647)","(41.0, 90.0, 77.6923076923077)","(13.0, 15.0, 15.846153846153847)","(31.0, 44.0, 42.4)","(21.0, 42.0, 39.42857142857143)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:10.747293,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.55, 1.5451612903225806)","(41.0, 90.0, 77.6923076923077)","(13.0, 16.0, 15.833333333333334)","(31.0, 44.0, 42.4)","(21.0, 42.0, 39.42857142857143)","(19.0, 25.0, 22.9375)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:12.305332,"(8.5, 11.0, 10.15)","(1.24, 1.55, 1.5266666666666666)","(41.0, 90.0, 77.6923076923077)","(13.0, 16.5, 15.333333333333334)","(31.0, 44.0, 42.4)","(21.0, 42.0, 39.42857142857143)","(19.0, 25.0, 21.7)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:13.870520,"(8.5, 10.5, 10.15)","(1.24, 1.53, 1.5222222222222221)","(41.0, 90.0, 77.6923076923077)","(13.0, 17.0, 16.0)","(31.0, 44.0, 42.285714285714285)","(21.0, 42.0, 39.42857142857143)","(19.0, 25.0, 23.05)","(26.0, 99999, 99990)","(91.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:15.324879,"(8.5, 10.5, 10.15)","(1.24, 1.53, 1.5222222222222221)","(41.0, 90.0, 77.6923076923077)","(13.0, 17.0, 15.75)","(31.0, 44.0, 42.8)","(21.0, 42.0, 39.42857142857143)","(18.0, 25.0, 23.05)","(26.0, 99999, 99990)","(101.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:16.815991,"(8.5, 10.5, 10.200000000000001)","(1.24, 1.53, 1.5222222222222221)","(41.0, 90.0, 77.6923076923077)","(13.0, 17.0, 15.75)","(31.0, 44.0, 42.8)","(21.0, 42.0, 39.42857142857143)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 140.0, 116.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:18.302657,"(8.5, 11.0, 10.040000000000001)","(1.24, 1.53, 1.5222222222222221)","(41.0, 90.0, 80.0)","(13.0, 17.0, 16.333333333333332)","(31.0, 44.0, 42.8)","(21.0, 42.0, 39.42857142857143)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 140.0, 140.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:19.750676,"(8.5, 11.0, 10.040000000000001)","(1.24, 1.53, 1.5222222222222221)","(41.0, 90.0, 80.0)","(13.0, 17.0, 15.333333333333334)","(31.0, 44.0, 42.8)","(21.0, 42.0, 39.42857142857143)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 170.0, 140.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:21.235380,"(8.5, 11.0, 10.040000000000001)","(1.24, 1.53, 1.5222222222222221)","(41.0, 90.0, 80.0)","(13.0, 17.0, 15.333333333333334)","(31.0, 44.0, 42.8)","(21.0, 42.0, 39.42857142857143)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 170.0, 140.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:22.705418,"(8.5, 11.0, 10.040000000000001)","(1.24, 1.53, 1.5222222222222221)","(41.0, 90.0, 82.5)","(13.0, 17.0, 16.333333333333332)","(31.0, 44.0, 42.8)","(21.0, 42.0, 40.5)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 170.0, 140.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:24.185906,"(8.5, 11.0, 10.040000000000001)","(1.24, 1.53, 1.5240425531914894)","(41.0, 95.0, 82.5)","(13.0, 17.0, 16.333333333333332)","(31.0, 44.0, 42.8)","(21.0, 42.0, 45.0)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 170.0, 145.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:25.618442,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.53, 1.5229896907216496)","(41.0, 95.0, 82.5)","(13.0, 17.0, 16.428571428571427)","(31.0, 44.0, 41.6)","(21.0, 60.0, 46.333333333333336)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 180.0, 145.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:27.079975,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.53, 1.5229896907216496)","(41.0, 95.0, 82.5)","(13.0, 17.0, 16.428571428571427)","(31.0, 44.0, 41.6)","(21.0, 55.0, 44.166666666666664)","(18.0, 25.0, 23.0)","(26.0, 99999, 99990)","(101.0, 180.0, 145.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:28.532819,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.5, 1.4827450980392156)","(41.0, 95.0, 82.5)","(13.0, 17.0, 16.0)","(31.0, 44.0, 41.6)","(21.0, 55.0, 45.25)","(18.0, 25.0, 21.7)","(26.0, 99999, 99990)","(101.0, 180.0, 145.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:30.000011,"(8.5, 11.0, 10.280000000000001)","(1.24, 1.49, 1.4811904761904762)","(41.0, 95.0, 82.5)","(13.0, 17.0, 17.375)","(31.0, 44.0, 41.6)","(21.0, 55.0, 43.333333333333336)","(18.0, 25.0, 22.857142857142858)","(26.0, 99999, 99990)","(101.0, 180.0, 145.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:31.405017,"(8.5, 11.0, 9.95)","(1.24, 1.5, 1.4826785714285715)","(41.0, 110.0, 103.33333333333334)","(13.0, 18.0, 17.375)","(31.0, 44.0, 41.6)","(21.0, 50.0, 43.333333333333336)","(18.0, 25.0, 22.857142857142858)","(26.0, 99999, 99990)","(101.0, 180.0, 145.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:32.745643,"(8.5, 11.0, 10.0375)","(1.24, 1.5, 1.4809803921568627)","(41.0, 110.0, 95.0)","(13.0, 18.5, 17.0)","(31.0, 44.0, 41.6)","(21.0, 50.0, 42.888888888888886)","(18.0, 29.0, 26.75)","(26.0, 99999, 99990)","(101.0, 180.0, 145.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:34.166267,"(8.5, 11.5, 10.046153846153846)","(1.24, 1.48, 1.4812258064516128)","(41.0, 110.0, 95.0)","(13.0, 18.5, 16.785714285714285)","(31.0, 44.0, 41.6)","(21.0, 50.0, 42.888888888888886)","(18.0, 29.0, 25.0)","(26.0, 99999, 99990)","(101.0, 150.0, 130.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:35.520844,"(8.5, 11.5, 10.046153846153846)","(1.24, 1.5, 1.4827941176470587)","(41.0, 110.0, 95.0)","(13.0, 18.5, 17.5)","(31.0, 44.0, 42.8)","(21.0, 50.0, 42.888888888888886)","(18.0, 29.0, 23.75)","(26.0, 99999, 99990)","(101.0, 150.0, 130.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:36.885360,"(8.5, 11.5, 10.31875)","(1.24, 1.5, 1.464885496183206)","(41.0, 110.0, 95.0)","(13.0, 18.5, 17.5)","(31.0, 44.0, 42.8)","(21.0, 50.0, 42.888888888888886)","(18.0, 29.0, 23.75)","(26.0, 99999, 99990)","(101.0, 150.0, 115.71428571428571)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:38.373718,"(8.5, 11.5, 9.945454545454545)","(1.24, 1.5, 1.4707627118644067)","(41.0, 110.0, 91.42857142857143)","(13.0, 18.5, 17.5)","(31.0, 44.0, 42.8)","(21.0, 50.0, 43.0)","(18.0, 29.0, 23.75)","(26.0, 99999, 99990)","(101.0, 150.0, 115.71428571428571)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:39.904545,"(8.5, 11.5, 10.789473684210526)","(1.26, 1.5, 1.4623880597014924)","(41.0, 100.0, 98.57142857142857)","(12.0, 18.5, 17.75)","(31.0, 44.0, 36.0625)","(21.0, 48.0, 37.5)","(17.0, 29.0, 23.75)","(26.0, 99999, 99990)","(91.0, 150.0, 120.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:41.269180,"(8.5, 11.5, 10.789473684210526)","(1.26, 1.47, 1.498235294117647)","(41.0, 110.0, 84.28571428571429)","(12.0, 18.5, 18.25)","(31.0, 38.0, 38.285714285714285)","(21.0, 48.0, 40.857142857142854)","(17.0, 29.0, 23.857142857142858)","(26.0, 99999, 99990)","(91.0, 140.0, 120.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:42.643454,"(8.5, 11.5, 10.576923076923077)","(1.26, 1.5, 1.4961904761904763)","(41.0, 110.0, 84.28571428571429)","(12.0, 18.5, 18.22222222222222)","(31.0, 44.0, 40.36363636363636)","(21.0, 50.0, 38.8)","(17.0, 29.0, 23.75)","(26.0, 99999, 99990)","(91.0, 140.0, 120.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:43.957552,"(8.5, 11.5, 10.714285714285714)","(1.26, 1.5, 1.4933333333333334)","(41.0, 110.0, 84.28571428571429)","(12.0, 18.5, 18.307692307692307)","(31.0, 44.0, 40.36363636363636)","(21.0, 50.0, 42.0)","(17.0, 29.0, 23.75)","(26.0, 99999, 99990)","(91.0, 140.0, 120.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:45.358246,"(8.5, 11.5, 10.714285714285714)","(1.26, 1.5, 1.48)","(41.0, 110.0, 84.28571428571429)","(12.0, 18.5, 18.307692307692307)","(31.0, 44.0, 40.36363636363636)","(21.0, 50.0, 40.4)","(17.0, 29.0, 23.75)","(26.0, 99999, 99990)","(91.0, 140.0, 120.0)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:46.750427,"(8.5, 11.5, 12.071428571428571)","(1.26, 1.5, 1.494923076923077)","(41.0, 110.0, 83.63636363636364)","(12.0, 18.5, 17.875)","(31.0, 44.0, 34.46153846153846)","(21.0, 50.0, 40.0)","(17.0, 29.0, 23.75)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:48.100307,"(8.5, 13.5, 12.071428571428571)","(1.26, 1.5, 1.47)","(41.0, 100.0, 83.63636363636364)","(12.0, 18.5, 18.0)","(31.0, 36.0, 34.46153846153846)","(21.0, 48.0, 34.0)","(17.0, 29.0, 22.0)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:49.418632,"(8.5, 13.5, 11.833333333333334)","(1.26, 1.47, 1.4623404255319148)","(41.0, 100.0, 83.63636363636364)","(12.0, 18.5, 18.0)","(31.0, 36.0, 34.42857142857143)","(21.0, 48.0, 39.0)","(17.0, 28.0, 23.5)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:50.766068,"(8.5, 13.5, 11.833333333333334)","(1.26, 1.47, 1.4824)","(41.0, 100.0, 83.63636363636364)","(12.0, 18.5, 17.75)","(31.0, 36.0, 34.42857142857143)","(21.0, 46.0, 33.714285714285715)","(17.0, 28.0, 23.5)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
10-01-2023 19:24:52.069213,"(8.5, 13.5, 11.833333333333334)","(1.26, 1.5, 1.496764705882353)","(41.0, 100.0, 81.36363636363636)","(12.0, 18.5, 17.833333333333332)","(31.0, 36.0, 34.42857142857143)","(21.0, 44.0, 33.666666666666664)","(17.0, 28.0, 23.5)","(26.0, 99999, 99990)","(91.0, 140.0, 117.5)","(15.0, 99999, 99990)","(101.0, 230.0, 223.33333333333334)"
