,Cronk,Anikitos,Luckyspeed,Flying Flynn,Kyvalley Helen,Whats The Tea,Antisocial,Maori Muscle,Dona Amalia,Hurricane Jane,Dynamic Star
12-01-2023 17:55:25.572204,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 71.5)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:27.028260,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 71.5)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:28.571655,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 71.5)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:30.018772,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 71.5)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:31.522070,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 71.5)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:32.914756,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:34.232304,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:35.880101,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:37.495859,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:39.165489,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:40.751491,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:42.310252,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:43.858943,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:45.363380,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:46.714995,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:48.188473,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.714285714285715)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:49.602355,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.333333333333336)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 45.45454545454545)","(51.0, 95.0, 86.0)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.850000000000001)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:51.013684,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:52.422163,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:53.972416,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 46.900000000000006)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:55.489216,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 38.8)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:56.922740,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 38.8)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:58.370941,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 38.8)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:55:59.802060,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 38.8)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:56:01.281966,"(21.0, 42.0, 30.666666666666668)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 28.77777777777778)","(15.0, 26.0, 20.0)","(1.75, 2.46, 2.2876923076923075)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.088888888888889)","(6.5, 9.8, 8.36)","(26.0, 55.0, 38.8)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:56:02.779010,"(21.0, 42.0, 32.0)","(19.0, 34.0, 24.666666666666668)","(16.0, 32.0, 27.22222222222222)","(15.0, 26.0, 18.8)","(1.75, 2.46, 2.341818181818182)","(26.0, 50.0, 42.85714285714286)","(51.0, 95.0, 88.28571428571428)","(4.0, 6.0, 5.342857142857143)","(6.5, 9.8, 8.24)","(26.0, 55.0, 39.0)","(31.0, 70.0, 42.666666666666664)"
12-01-2023 17:56:04.240241,"(21.0, 40.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 30.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 5.9, 5.414285714285715)","(6.5, 9.6, 8.9)","(26.0, 50.0, 38.0)","(31.0, 70.0, 41.0)"
12-01-2023 17:56:05.682650,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 48.0, 38.0)","(31.0, 65.0, 44.5)"
12-01-2023 17:56:07.008378,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 48.0, 44.0)","(31.0, 60.0, 49.5)"
12-01-2023 17:56:08.412193,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 60.0, 39.0)","(31.0, 70.0, 49.5)"
12-01-2023 17:56:09.779825,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 50.0, 44.0)","(31.0, 70.0, 49.5)"
12-01-2023 17:56:11.096916,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 60.0, 44.0)","(31.0, 70.0, 49.5)"
12-01-2023 17:56:12.484104,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 60.0, 44.0)","(31.0, 70.0, 49.5)"
12-01-2023 17:56:13.917996,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 60.0, 44.0)","(31.0, 70.0, 49.5)"
12-01-2023 17:56:15.407702,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 30.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.57142857142857)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 60.0, 44.0)","(31.0, 70.0, 49.5)"
12-01-2023 17:56:16.992760,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 28.666666666666664)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 90.9090909090909)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:18.496740,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 28.666666666666664)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 90.9090909090909)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.040000000000001)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:20.070678,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 28.666666666666664)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 90.9090909090909)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:21.520371,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:22.974302,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:24.481966,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:25.959200,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:27.382595,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:28.751293,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:30.115183,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:31.462153,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 91.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:32.872972,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 86.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:34.212474,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 86.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:35.637292,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 86.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:37.097430,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 86.25)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:38.635275,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 58.285714285714285)"
12-01-2023 17:56:40.172715,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:41.661165,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:43.066946,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:44.618189,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:46.097960,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:47.567961,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:48.933005,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.666666666666668)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:50.442165,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 31.714285714285715)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:51.900629,"(21.0, 46.0, 29.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 31.714285714285715)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 44.0)","(31.0, 70.0, 59.75)"
12-01-2023 17:56:53.374566,"(21.0, 46.0, 35.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 54.18181818181819)","(31.0, 70.0, 57.33333333333333)"
12-01-2023 17:56:54.785994,"(21.0, 46.0, 35.5)","(19.0, 34.0, 24.666666666666668)","(16.0, 34.0, 23.333333333333332)","(15.0, 26.0, 18.8)","(1.75, 2.44, 2.341818181818182)","(26.0, 50.0, 34.0)","(51.0, 95.0, 88.0)","(4.0, 6.0, 5.414285714285715)","(6.5, 9.8, 9.377777777777778)","(26.0, 60.0, 54.18181818181819)","(31.0, 70.0, 57.33333333333333)"
