,Haras Rusty,Climb A Rainbow,Earth Shaker,Blue Bertrum,Pollys Express,Billy Nailer,Phantom Jasper,Pollys Courier
08-01-2023 13:51:46.565090,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.8694736842105264)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.5, 12.125)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:47.847334,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.5, 12.008333333333333)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:48.865469,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.5, 12.353846153846154)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:49.883022,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.5, 12.353846153846154)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:50.888669,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.5, 13.0)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:52.009860,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.0, 13.0)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:53.150847,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.0, 14.09090909090909)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:54.214167,"(26.0, 85.0, 35.833333333333336)","(18.0, 60.0, 47.0)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.0, 14.09090909090909)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 166.0)"
08-01-2023 13:51:55.180045,"(26.0, 85.0, 35.833333333333336)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.0, 14.09090909090909)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 295.0)"
08-01-2023 13:51:56.184452,"(26.0, 85.0, 35.833333333333336)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 31.428571428571427)","(12.0, 24.0, 20.57142857142857)","(6.5, 16.0, 14.09090909090909)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 295.0)"
08-01-2023 13:51:57.180991,"(26.0, 85.0, 35.833333333333336)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9107692307692308)","(16.0, 40.0, 44.8)","(12.0, 24.0, 25.75)","(6.5, 16.0, 15.0)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 295.0)"
08-01-2023 13:51:58.174639,"(26.0, 120.0, 39.42857142857143)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9216666666666666)","(16.0, 70.0, 52.0)","(12.0, 27.0, 24.692307692307693)","(6.5, 17.5, 15.733333333333334)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 295.0)"
08-01-2023 13:51:59.160096,"(26.0, 120.0, 39.42857142857143)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9216666666666666)","(16.0, 60.0, 46.285714285714285)","(12.0, 26.0, 23.846153846153847)","(6.5, 19.0, 15.5)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 295.0)"
08-01-2023 13:52:00.160211,"(26.0, 120.0, 39.42857142857143)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9216666666666666)","(16.0, 55.0, 46.0)","(12.0, 26.0, 23.846153846153847)","(6.5, 19.0, 15.642857142857142)","(3.2, 4.1, 4.095416666666666)","(91.0, 510.0, 295.0)"
08-01-2023 13:52:01.166745,"(26.0, 120.0, 39.42857142857143)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9160000000000001)","(16.0, 55.0, 46.0)","(12.0, 26.0, 23.0)","(6.5, 19.0, 15.785714285714286)","(3.2, 4.1, 4.082113821138211)","(91.0, 510.0, 295.0)"
08-01-2023 13:52:02.255509,"(26.0, 120.0, 39.42857142857143)","(18.0, 65.0, 49.5)","(1.7, 2.12, 1.9160000000000001)","(16.0, 55.0, 46.0)","(12.0, 24.0, 23.0)","(6.5, 19.0, 12.928571428571429)","(3.2, 4.1, 4.057364341085271)","(91.0, 510.0, 178.0)"
08-01-2023 13:52:03.348684,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.12, 1.9160000000000001)","(16.0, 55.0, 46.0)","(12.0, 24.0, 23.0)","(6.5, 19.0, 11.69767441860465)","(3.2, 4.1, 4.057364341085271)","(91.0, 570.0, 178.0)"
08-01-2023 13:52:04.426328,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.12, 1.8881818181818182)","(16.0, 55.0, 46.0)","(12.0, 24.0, 23.0)","(6.5, 18.5, 16.09090909090909)","(3.2, 4.1, 4.069444444444444)","(91.0, 570.0, 178.0)"
08-01-2023 13:52:05.477313,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.1, 1.85)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.09090909090909)","(3.2, 4.1, 4.069444444444444)","(91.0, 570.0, 178.0)"
08-01-2023 13:52:06.492464,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.99)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.428571428571429)","(3.2, 4.1, 4.069444444444444)","(91.0, 570.0, 178.0)"
08-01-2023 13:52:07.544977,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.363636363636363)","(3.2, 4.1, 3.9818548387096775)","(91.0, 570.0, 178.0)"
08-01-2023 13:52:08.584167,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.0)","(3.2, 4.0, 3.9466666666666668)","(91.0, 570.0, 178.0)"
08-01-2023 13:52:09.680254,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 17.5, 15.25)","(3.2, 3.95, 3.9466666666666668)","(91.0, 570.0, 178.0)"
08-01-2023 13:52:10.793193,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9466666666666668)","(91.0, 570.0, 180.0)"
08-01-2023 13:52:11.925899,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9466666666666668)","(91.0, 580.0, 325.0)"
08-01-2023 13:52:12.901217,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9466666666666668)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:13.883656,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9466666666666668)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:14.880796,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9248031496062996)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:15.934316,"(26.0, 120.0, 39.42857142857143)","(18.0, 85.0, 40.95454545454545)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9248031496062996)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:16.968439,"(26.0, 120.0, 73.5)","(18.0, 85.0, 55.85714285714286)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9338709677419357)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:17.958214,"(26.0, 120.0, 73.5)","(18.0, 100.0, 44.421052631578945)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.25)","(3.2, 3.95, 3.9338709677419357)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:18.986241,"(26.0, 120.0, 73.5)","(18.0, 95.0, 44.166666666666664)","(1.7, 2.08, 1.8754545454545455)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.5)","(3.2, 3.95, 3.9338709677419357)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:19.993228,"(26.0, 120.0, 73.5)","(18.0, 95.0, 44.166666666666664)","(1.7, 2.06, 1.9106666666666667)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.5)","(3.2, 3.95, 3.8475)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:21.079805,"(26.0, 120.0, 73.5)","(18.0, 95.0, 44.166666666666664)","(1.7, 2.06, 1.8616666666666668)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 15.5)","(3.2, 3.85, 3.8475)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:22.141656,"(26.0, 120.0, 73.5)","(18.0, 95.0, 44.166666666666664)","(1.7, 2.06, 1.8584)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.636363636363637)","(3.2, 3.85, 3.8475)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:23.313171,"(26.0, 120.0, 73.5)","(18.0, 85.0, 59.5)","(1.7, 2.02, 1.830909090909091)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.2)","(3.2, 3.85, 3.716666666666667)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:24.425540,"(26.0, 120.0, 73.5)","(18.0, 85.0, 55.85714285714286)","(1.7, 2.02, 1.8705882352941177)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.2)","(3.2, 3.85, 3.825)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:25.539183,"(26.0, 120.0, 73.5)","(18.0, 85.0, 55.85714285714286)","(1.7, 2.0, 1.8705882352941177)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.2)","(3.2, 3.85, 3.825)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:26.599417,"(26.0, 120.0, 73.5)","(18.0, 85.0, 55.85714285714286)","(1.7, 2.0, 1.837037037037037)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.85, 3.7576923076923077)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:27.635520,"(26.0, 120.0, 73.5)","(18.0, 80.0, 47.8)","(1.7, 1.99, 1.9136363636363636)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.85, 3.7576923076923077)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:28.617677,"(26.0, 120.0, 73.5)","(18.0, 80.0, 46.54545454545455)","(1.7, 1.99, 1.9136363636363636)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.85, 3.7576923076923077)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:29.612691,"(26.0, 110.0, 98.14285714285714)","(18.0, 80.0, 46.54545454545455)","(1.7, 1.99, 1.9136363636363636)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.85, 3.7)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:30.601452,"(26.0, 110.0, 98.14285714285714)","(18.0, 80.0, 46.54545454545455)","(1.7, 1.99, 1.9136363636363636)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.85, 3.6924242424242424)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:31.610614,"(26.0, 110.0, 98.14285714285714)","(18.0, 80.0, 46.54545454545455)","(1.7, 1.99, 1.9136363636363636)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.85, 3.7416666666666667)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:32.636182,"(26.0, 110.0, 98.14285714285714)","(18.0, 80.0, 46.54545454545455)","(1.7, 1.99, 1.9433333333333334)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.8, 3.7357142857142858)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:33.700597,"(26.0, 110.0, 89.75)","(18.0, 80.0, 46.54545454545455)","(1.7, 1.99, 1.9433333333333334)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.75, 3.7357142857142858)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:34.833198,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.99, 1.9433333333333334)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.75, 3.7357142857142858)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:35.884010,"(26.0, 120.0, 74.5)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.99, 1.9433333333333334)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.75, 3.7357142857142858)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:36.945193,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.99, 1.9433333333333334)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.75, 3.7357142857142858)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:38.020049,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.99, 1.8224242424242425)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.5)","(3.2, 3.75, 3.69)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:39.066962,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.98, 1.8224242424242425)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.285714285714285)","(3.2, 3.75, 3.69)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:40.117135,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.98, 1.9277777777777778)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.346153846153847)","(6.5, 18.0, 16.333333333333332)","(3.2, 3.75, 3.6346153846153846)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:41.179910,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.97, 1.9277777777777778)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 18.0, 16.333333333333332)","(3.2, 3.75, 3.65)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:42.290201,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.97, 1.8275000000000001)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 18.0, 16.333333333333332)","(3.2, 3.75, 3.65)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:43.372879,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.97, 1.8275000000000001)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 18.0, 16.333333333333332)","(3.2, 3.75, 3.535714285714286)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:44.406951,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.97, 1.8275000000000001)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 18.0, 16.333333333333332)","(3.2, 3.75, 3.535714285714286)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:45.435654,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.97, 1.8275000000000001)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 17.0, 15.5)","(3.2, 3.75, 3.535714285714286)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:46.480810,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 49.33333333333333)","(1.7, 1.97, 1.8275000000000001)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 17.0, 15.5)","(3.2, 3.75, 3.6)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:47.544875,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 42.285714285714285)","(1.7, 1.97, 1.8275000000000001)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 17.0, 15.5)","(3.2, 3.75, 3.6)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:48.629809,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 45.77777777777778)","(1.7, 1.97, 1.814102564102564)","(16.0, 55.0, 41.5)","(12.0, 19.5, 14.833333333333334)","(6.5, 17.0, 15.5)","(3.2, 3.75, 3.7147058823529413)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:49.788442,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 62.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 41.5)","(12.0, 19.5, 18.0)","(6.5, 17.0, 15.5)","(3.2, 3.75, 3.6523809523809527)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:50.839418,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.125)","(6.5, 17.0, 15.5)","(3.2, 3.7, 3.638888888888889)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:51.837462,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.125)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.638888888888889)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:52.921591,"(26.0, 120.0, 74.5)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.638888888888889)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:53.999480,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.638888888888889)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:55.099761,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.638888888888889)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:56.209823,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.5978260869565215)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:57.295678,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.5978260869565215)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:58.371862,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.6289473684210525)","(91.0, 570.0, 325.0)"
08-01-2023 13:52:59.419188,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.6289473684210525)","(91.0, 570.0, 325.0)"
08-01-2023 13:53:00.475977,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 18.25)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.6289473684210525)","(91.0, 570.0, 325.0)"
08-01-2023 13:53:01.596062,"(26.0, 110.0, 98.42857142857143)","(18.0, 75.0, 49.0)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 46.0)","(12.0, 19.5, 16.333333333333332)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.6289473684210525)","(91.0, 570.0, 325.0)"
08-01-2023 13:53:02.690242,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 45.77777777777778)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 49.8)","(12.0, 20.0, 16.333333333333332)","(6.5, 17.0, 15.5)","(3.2, 3.65, 3.5444444444444443)","(91.0, 570.0, 325.0)"
08-01-2023 13:53:03.737138,"(26.0, 110.0, 98.42857142857143)","(18.0, 80.0, 45.77777777777778)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 52.63636363636364)","(12.0, 20.0, 18.216216216216218)","(6.5, 17.0, 15.6875)","(3.2, 3.55, 3.5700000000000003)","(91.0, 570.0, 525.909090909091)"
08-01-2023 13:53:04.748269,"(26.0, 100.0, 82.25)","(18.0, 80.0, 43.25)","(1.7, 1.97, 1.8813846153846154)","(16.0, 55.0, 52.83333333333333)","(12.0, 20.0, 15.384615384615385)","(6.5, 17.0, 15.73076923076923)","(3.2, 3.6, 3.640476190476191)","(91.0, 570.0, 525.909090909091)"
08-01-2023 13:53:05.789611,"(26.0, 100.0, 40.0)","(18.0, 80.0, 43.25)","(1.7, 1.97, 1.8827272727272728)","(16.0, 55.0, 52.83333333333333)","(12.0, 20.0, 15.384615384615385)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.7, 3.653703703703704)","(91.0, 570.0, 462.27272727272725)"
08-01-2023 13:53:06.878920,"(26.0, 95.0, 78.75)","(18.0, 80.0, 53.27272727272727)","(1.7, 1.97, 1.8827272727272728)","(16.0, 55.0, 49.42857142857143)","(12.0, 20.0, 17.0)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.7, 3.832608695652174)","(91.0, 500.0, 462.27272727272725)"
08-01-2023 13:53:07.998139,"(26.0, 90.0, 70.66666666666667)","(18.0, 80.0, 57.38461538461539)","(1.7, 1.97, 1.8827272727272728)","(16.0, 55.0, 49.42857142857143)","(12.0, 20.0, 17.0)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.85, 3.5875)","(91.0, 500.0, 462.27272727272725)"
08-01-2023 13:53:09.084033,"(26.0, 90.0, 68.9090909090909)","(18.0, 80.0, 59.0)","(1.7, 1.97, 1.8827272727272728)","(16.0, 55.0, 49.42857142857143)","(12.0, 20.0, 16.842105263157894)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.85, 3.5875)","(91.0, 500.0, 458.5)"
08-01-2023 13:53:10.133180,"(26.0, 90.0, 61.0)","(18.0, 80.0, 59.0)","(1.7, 1.97, 1.8827272727272728)","(16.0, 55.0, 49.42857142857143)","(12.0, 20.0, 16.842105263157894)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.85, 3.5875)","(91.0, 500.0, 462.27272727272725)"
08-01-2023 13:53:11.195248,"(26.0, 90.0, 38.666666666666664)","(18.0, 80.0, 59.0)","(1.7, 1.97, 1.8827272727272728)","(16.0, 50.0, 45.5)","(12.0, 20.0, 18.37837837837838)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.85, 3.6125)","(91.0, 500.0, 462.27272727272725)"
08-01-2023 13:53:12.211589,"(26.0, 90.0, 38.666666666666664)","(18.0, 80.0, 59.0)","(1.7, 1.97, 1.8827272727272728)","(16.0, 50.0, 42.58823529411765)","(12.0, 20.0, 18.37837837837838)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.95, 3.6125)","(91.0, 500.0, 462.27272727272725)"
08-01-2023 13:53:13.446560,"(26.0, 90.0, 38.666666666666664)","(18.0, 80.0, 59.0)","(1.7, 1.97, 1.8813432835820896)","(16.0, 50.0, 42.58823529411765)","(12.0, 20.0, 18.37837837837838)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.95, 3.6125)","(91.0, 500.0, 449.375)"
08-01-2023 13:53:14.767132,"(26.0, 85.0, 65.33333333333334)","(18.0, 80.0, 59.0)","(1.7, 1.97, 1.8813432835820896)","(16.0, 50.0, 42.58823529411765)","(12.0, 20.0, 18.37837837837838)","(6.5, 16.5, 15.38888888888889)","(3.2, 3.95, 3.829411764705882)","(91.0, 500.0, 449.375)"
