,Wild Express,Dashyns Dream,Mendis Girl,Marebell,Our Davina,Rye Munny,Watch Out Now,Destron Bay
15-12-2022 12:24:16.786817,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:17.842832,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:18.891628,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:19.961705,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:21.098368,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:22.144090,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:23.159833,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:24.154530,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 8.85)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:25.222449,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.6, 9.0)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:26.278568,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.8, 9.0)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:27.298526,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 9.8, 9.0)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:28.373674,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 10.0, 8.799999999999999)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:29.393817,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 10.0, 8.95)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:30.388615,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 10.0, 8.95)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:31.426689,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 10.0, 8.95)","(26.0, 110.0, 60.8)"
15-12-2022 12:24:32.428409,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 10.0, 8.95)","(26.0, 110.0, 69.0)"
15-12-2022 12:24:33.461295,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.727272727272727)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.266666666666667)","(7.0, 10.0, 8.95)","(26.0, 110.0, 69.0)"
15-12-2022 12:24:34.537591,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.25)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.133333333333333)","(7.0, 10.0, 8.95)","(26.0, 110.0, 69.0)"
15-12-2022 12:24:35.567680,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.25)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.133333333333333)","(7.0, 10.0, 8.95)","(26.0, 110.0, 69.0)"
15-12-2022 12:24:36.652417,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.25)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.133333333333333)","(7.0, 10.0, 8.95)","(26.0, 110.0, 69.0)"
15-12-2022 12:24:37.796101,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.133333333333333)","(7.0, 10.0, 8.95)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:38.775132,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.95)","(7.5, 8.8, 8.133333333333333)","(7.0, 10.0, 8.95)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:39.731354,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.314285714285714)","(7.5, 8.6, 8.053333333333333)","(7.0, 9.8, 8.95)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:40.698259,"(3.5, 4.8, 4.602631578947368)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.0, 6.314285714285714)","(7.5, 8.8, 8.053333333333333)","(7.0, 10.0, 8.685714285714285)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:41.690867,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.04)","(7.0, 9.8, 8.676923076923076)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:42.713489,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.95)","(7.5, 8.6, 8.04)","(7.0, 9.6, 8.693333333333333)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:43.729659,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.314285714285714)","(7.5, 8.6, 8.04)","(7.0, 10.0, 9.066666666666666)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:44.745893,"(3.5, 4.8, 4.602631578947368)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.0, 6.314285714285714)","(7.5, 8.6, 8.04)","(7.0, 10.0, 8.692307692307692)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:45.676333,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.04)","(7.0, 9.8, 8.693333333333333)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:24:46.676142,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.04)","(7.0, 10.0, 8.77142857142857)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:47.673797,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.04)","(7.0, 9.8, 8.676923076923076)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:48.742708,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.04)","(7.0, 9.6, 8.676923076923076)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:49.760193,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.04)","(7.0, 9.6, 8.676923076923076)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:50.989657,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.05)","(7.0, 9.6, 8.866666666666667)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:52.001338,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.05)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:52.977267,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.05)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:54.125026,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.075)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 68.5)"
15-12-2022 12:24:55.174326,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.075)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:56.560694,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.075)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:57.721468,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.2)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.075)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:58.955357,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.054545454545455)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:24:59.987891,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.054545454545455)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:25:01.000380,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.054545454545455)","(7.0, 9.4, 8.866666666666667)","(26.0, 110.0, 74.42857142857143)"
15-12-2022 12:25:01.971332,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 7.984615384615385)","(7.0, 9.4, 9.0)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:25:03.094319,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 7.984615384615385)","(7.0, 9.4, 9.3)","(26.0, 110.0, 68.5)"
15-12-2022 12:25:04.249310,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.066666666666666)","(7.0, 10.0, 9.200000000000001)","(26.0, 110.0, 68.5)"
15-12-2022 12:25:05.346686,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 26.285714285714285)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.6, 8.066666666666666)","(7.0, 10.0, 9.200000000000001)","(26.0, 110.0, 68.5)"
15-12-2022 12:25:06.359480,"(3.5, 4.8, 4.602631578947368)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.875)","(5.0, 7.0, 6.314285714285714)","(7.5, 8.4, 8.1)","(7.0, 9.8, 9.22857142857143)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:07.405844,"(3.5, 4.8, 4.602631578947368)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.875)","(5.0, 7.0, 6.314285714285714)","(7.5, 8.4, 8.1)","(7.0, 9.8, 9.22857142857143)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:08.456600,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.875)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.1)","(7.0, 10.0, 9.781818181818181)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:09.465600,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.875)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.014285714285714)","(7.0, 10.0, 9.781818181818181)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:10.453695,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.875)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.014285714285714)","(7.0, 10.0, 9.22857142857143)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:11.433329,"(3.5, 4.8, 4.602631578947368)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.875)","(5.0, 7.0, 6.628571428571429)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.8, 9.781818181818181)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:12.430445,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 30.75)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.014285714285714)","(7.0, 10.0, 9.781818181818181)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:13.469300,"(3.5, 4.9, 4.805882352941177)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 38.0, 33.6)","(5.0, 7.2, 6.628571428571429)","(7.5, 8.4, 8.014285714285714)","(7.0, 10.0, 9.22857142857143)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:14.666338,"(3.6, 4.8, 4.602631578947368)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 38.0, 33.6)","(5.0, 7.0, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.8, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:15.731189,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.2)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:17.043368,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.32)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 29.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:18.236175,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.4, 6.8076923076923075)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:19.248944,"(3.6, 4.9, 4.7)","(6.0, 7.2, 6.8076923076923075)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:20.310016,"(3.6, 4.9, 4.55)","(6.0, 7.2, 6.8076923076923075)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.278260869565218)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.6, 9.11304347826087)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:21.553954,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.6, 9.22857142857143)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:22.657192,"(3.6, 4.9, 4.55)","(6.0, 7.2, 6.6899999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 31.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.8, 9.22857142857143)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:23.733574,"(3.6, 4.9, 4.55)","(6.0, 7.2, 6.6899999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 36.0, 31.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.8, 9.781818181818181)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:24.853529,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 36.0, 31.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 10.0, 9.22857142857143)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:26.003858,"(3.6, 4.9, 4.55)","(6.0, 7.2, 6.6899999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 36.0, 31.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.8, 9.22857142857143)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:27.095320,"(3.6, 4.9, 4.55)","(6.0, 7.2, 6.822222222222222)","(4.4, 5.6, 5.4714285714285715)","(21.0, 36.0, 31.5)","(5.0, 6.8, 6.56)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.8, 9.22857142857143)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:28.231785,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.2)","(5.0, 6.8, 6.628571428571429)","(7.5, 8.4, 8.014285714285714)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:29.314791,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 7.2, 6.472727272727273)","(7.5, 8.4, 7.92)","(7.0, 9.6, 9.057142857142857)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:30.407136,"(3.6, 4.9, 4.7)","(6.0, 7.2, 6.822222222222222)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 7.2, 6.424)","(7.5, 8.4, 7.92)","(7.0, 9.4, 9.454545454545455)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:31.657443,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 7.0, 6.457142857142857)","(7.5, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 65.6)"
15-12-2022 12:25:32.817824,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.266666666666667)","(7.5, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:33.889268,"(3.6, 4.9, 4.7)","(6.0, 7.2, 6.822222222222222)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.266666666666667)","(7.5, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:34.914154,"(3.6, 4.9, 4.58)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.4)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.11304347826087)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:35.944316,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.4)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.11304347826087)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:36.928625,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.2, 6.822222222222222)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.266666666666667)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:37.940499,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.11304347826087)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:39.153311,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.2, 6.822222222222222)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.5)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:40.356789,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.2)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:41.431655,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.2)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:42.563077,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.2)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:43.691049,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.2)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.92)","(7.0, 9.6, 9.454545454545455)","(26.0, 110.0, 73.0)"
15-12-2022 12:25:44.876325,"(3.6, 4.9, 4.55)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 31.2)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 9.6, 8.92)","(26.0, 110.0, 67.5)"
15-12-2022 12:25:46.001918,"(3.6, 4.9, 4.7)","(6.0, 7.2, 6.822222222222222)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.142857142857142)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 9.4, 9.28)","(26.0, 110.0, 67.5)"
