,Tiggerlong Sassy,Hilton Hawk,Golden Avatar,Arch See All,Irish Hope,Nova Star,Our Winnie
10-01-2023 16:46:46.068135,"(2.25, 3.2, 2.986666666666667)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.8777777777777778)","(4.0, 5.1, 4.852)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:47.243035,"(2.25, 3.2, 2.986666666666667)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.8777777777777778)","(4.0, 5.1, 4.615625)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:48.432884,"(2.25, 3.2, 2.912)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.9)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:49.713186,"(2.25, 3.2, 2.9696)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.9)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:51.041712,"(2.25, 3.2, 2.9646153846153847)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.82)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:52.583514,"(2.25, 3.2, 2.973333333333333)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.82)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:53.988601,"(2.25, 3.2, 2.973333333333333)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.82)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:55.354559,"(2.25, 3.2, 2.973333333333333)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.82)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:56.773427,"(2.25, 3.2, 3.00875)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.82)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:58.091499,"(2.25, 3.2, 3.00875)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.82)","(4.0, 5.1, 4.613888888888889)","(13.0, 18.0, 15.625)","(9.0, 20.0, 13.28)"
10-01-2023 16:46:59.254116,"(2.25, 3.2, 2.945)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.82)","(4.0, 5.1, 4.63076923076923)","(13.0, 18.0, 15.625)","(9.0, 20.0, 17.6)"
10-01-2023 16:47:00.393213,"(2.25, 3.1, 2.9591666666666665)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(13.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:01.628085,"(2.25, 3.1, 2.9299999999999997)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(13.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:02.874198,"(2.3, 3.1, 2.966060606060606)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:04.065800,"(2.3, 3.1, 2.9555555555555557)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:05.262710,"(2.3, 3.1, 2.9555555555555557)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:06.459815,"(2.3, 3.1, 2.9285714285714284)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:07.676971,"(2.3, 3.1, 2.8904761904761904)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:08.936230,"(2.3, 3.1, 2.9307692307692306)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:10.217900,"(2.3, 3.1, 2.9625)","(12.0, 23.0, 19.63157894736842)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:11.445121,"(2.3, 3.1, 2.9625)","(12.0, 23.0, 20.5)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:12.600029,"(2.3, 3.0, 2.9907692307692306)","(12.0, 22.0, 20.5)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:13.767831,"(2.3, 3.0, 2.9907692307692306)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 42.5)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:14.876612,"(2.3, 3.0, 2.9907692307692306)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:16.152466,"(2.3, 3.0, 2.965)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:17.470816,"(2.3, 3.05, 2.9858333333333333)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:18.763500,"(2.3, 3.05, 2.9858333333333333)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:20.243960,"(2.3, 3.05, 2.9858333333333333)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:21.524532,"(2.3, 3.05, 2.9858333333333333)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:22.917593,"(2.3, 3.05, 2.9437499999999996)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:24.196458,"(2.3, 3.05, 2.9499999999999997)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:25.295000,"(2.3, 3.05, 2.9499999999999997)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:26.452830,"(2.3, 3.05, 2.9499999999999997)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:27.637915,"(2.3, 3.05, 2.9499999999999997)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:28.798417,"(2.3, 3.05, 2.9499999999999997)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:29.882076,"(2.3, 3.05, 2.9899999999999998)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:31.081441,"(2.3, 3.0, 2.993333333333333)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:32.330827,"(2.3, 3.05, 2.9899999999999998)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:33.566235,"(2.3, 3.05, 2.9899999999999998)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 15.625)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:34.783660,"(2.3, 3.05, 2.9899999999999998)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:36.020716,"(2.3, 3.05, 2.9899999999999998)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 17.6)"
10-01-2023 16:47:37.215600,"(2.3, 3.05, 2.9633333333333334)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 17.5)"
10-01-2023 16:47:38.428013,"(2.3, 3.05, 2.9633333333333334)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 18.083333333333332)"
10-01-2023 16:47:39.653833,"(2.3, 3.05, 2.9633333333333334)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.6125)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 18.083333333333332)"
10-01-2023 16:47:40.780299,"(2.3, 3.05, 2.9633333333333334)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 5.0, 4.642857142857142)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 18.666666666666664)"
10-01-2023 16:47:41.743520,"(2.3, 3.05, 2.9633333333333334)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 4.9, 4.758823529411765)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 16.22222222222222)"
10-01-2023 16:47:42.928813,"(2.3, 3.05, 2.9633333333333334)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 4.9, 4.758823529411765)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 16.36842105263158)"
10-01-2023 16:47:44.128363,"(2.3, 3.05, 2.9838888888888886)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 4.9, 4.758823529411765)","(14.0, 18.0, 16.62162162162162)","(9.0, 19.0, 16.22222222222222)"
10-01-2023 16:47:45.363350,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.7800000000000002)","(4.0, 4.9, 4.70952380952381)","(14.0, 18.0, 16.725)","(9.0, 19.0, 15.176470588235293)"
10-01-2023 16:47:46.551100,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.82)","(4.0, 4.9, 4.7)","(14.0, 18.0, 16.785714285714285)","(9.0, 19.0, 15.176470588235293)"
10-01-2023 16:47:47.716732,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.82)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 19.0, 17.692307692307693)"
10-01-2023 16:47:48.860476,"(2.3, 3.0, 2.911111111111111)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.82)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 18.0, 18.153846153846153)"
10-01-2023 16:47:50.042465,"(2.3, 3.0, 2.911111111111111)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.82)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:51.233182,"(2.3, 3.05, 2.915)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:52.438361,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:53.580566,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:54.670542,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:55.846643,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.785714285714285)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:57.233352,"(2.3, 3.0, 2.95)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.875)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:58.431747,"(2.3, 3.0, 2.946153846153846)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.875)","(9.0, 18.5, 18.153846153846153)"
10-01-2023 16:47:59.665273,"(2.3, 3.05, 2.9535714285714283)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.875)","(9.0, 18.5, 16.7)"
10-01-2023 16:48:01.000076,"(2.3, 3.05, 2.9535714285714283)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9875)","(4.0, 4.9, 4.597777777777778)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.421052631578947)"
10-01-2023 16:48:02.239428,"(2.3, 3.05, 2.9535714285714283)","(12.0, 22.0, 19.428571428571427)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.317073170731707)"
10-01-2023 16:48:03.485510,"(2.3, 3.05, 2.9535714285714283)","(12.0, 22.0, 20.25)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.317073170731707)"
10-01-2023 16:48:04.658571,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.875)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.317073170731707)"
10-01-2023 16:48:05.817208,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.875)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.317073170731707)"
10-01-2023 16:48:07.082518,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.875)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.604761904761905)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.317073170731707)"
10-01-2023 16:48:08.211492,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.875)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.604761904761905)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.928571428571429)"
10-01-2023 16:48:09.484996,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.57894736842105)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.604761904761905)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.928571428571429)"
10-01-2023 16:48:10.836002,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.57894736842105)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.604761904761905)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.452380952380953)"
10-01-2023 16:48:12.210151,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.157894736842106)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:13.579178,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.157894736842106)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:14.747458,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.157894736842106)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:15.872259,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.157894736842106)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.595652173913043)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:17.028487,"(2.3, 3.05, 2.979285714285714)","(12.0, 21.0, 19.157894736842106)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.62)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:18.264997,"(2.3, 3.05, 2.9499999999999997)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.627659574468085)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:19.524084,"(2.3, 3.0, 2.9299999999999997)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.627659574468085)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:20.741744,"(2.3, 3.0, 2.9299999999999997)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.415151515151516)","(14.0, 18.0, 16.875)","(9.0, 18.5, 15.59090909090909)"
10-01-2023 16:48:21.896928,"(2.3, 3.0, 2.8755555555555556)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9499999999999997)","(4.0, 4.9, 4.6)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 15.94)"
10-01-2023 16:48:23.076961,"(2.3, 3.0, 2.8755555555555556)","(12.0, 21.0, 17.9375)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.908695652173913)","(4.0, 4.8, 4.465789473684211)","(14.0, 18.0, 16.875)","(9.0, 18.5, 16.03846153846154)"
10-01-2023 16:48:24.327993,"(2.3, 3.0, 2.8755555555555556)","(12.0, 21.0, 17.9375)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.908695652173913)","(4.0, 4.9, 4.441666666666667)","(14.0, 18.0, 16.875)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:25.475457,"(2.3, 3.0, 2.92)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.908695652173913)","(4.0, 4.9, 4.441666666666667)","(14.0, 18.0, 16.875)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:26.651685,"(2.3, 3.0, 2.92)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.908695652173913)","(4.0, 4.9, 4.4375)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:27.932746,"(2.3, 3.0, 2.92)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.9, 4.4375)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:29.193758,"(2.3, 3.0, 2.92)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 44.16666666666667)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.9, 4.4375)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:30.444384,"(2.3, 3.0, 2.92)","(12.0, 21.0, 19.526315789473685)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.9, 4.4375)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:31.696035,"(2.3, 3.0, 2.8755555555555556)","(12.0, 21.0, 17.9375)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.9, 4.4375)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:32.873261,"(2.3, 3.0, 2.92)","(12.0, 21.0, 18.666666666666668)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.9, 4.4375)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:34.053200,"(2.3, 3.0, 2.92)","(12.0, 21.0, 18.666666666666668)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.9, 4.4375)","(14.0, 18.0, 17.05263157894737)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:35.235629,"(2.3, 3.0, 2.92)","(12.0, 21.0, 18.666666666666668)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.9, 4.7)","(14.0, 18.0, 17.083333333333332)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:36.470858,"(2.3, 3.0, 2.92)","(12.0, 21.0, 18.666666666666668)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.8, 4.5777777777777775)","(14.0, 18.0, 17.13157894736842)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:37.655582,"(2.3, 3.0, 2.92)","(12.0, 21.0, 18.666666666666668)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.8, 4.514285714285714)","(14.0, 18.0, 17.357142857142858)","(9.0, 18.5, 16.214285714285715)"
10-01-2023 16:48:38.662989,"(2.3, 3.0, 2.8755555555555556)","(12.0, 21.0, 18.789473684210527)","(21.0, 50.0, 43.0)","(3.5, 4.1, 3.9153846153846152)","(4.0, 4.8, 4.514285714285714)","(14.0, 18.0, 17.357142857142858)","(9.0, 18.5, 16.214285714285715)"
