,Jamboree June,Quorra Bale,Zipper It Man,Henry The Hawk,More Issues,Sweet Tooth,Dana Rocket,Sweet Laurel Lyn
10-01-2023 13:59:19.055186,"(5.0, 8.6, 8.061538461538461)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8794117647058823)","(8.5, 38.0, 31.6)","(15.0, 26.0, 18.875)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:20.524287,"(5.0, 8.6, 8.061538461538461)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8794117647058823)","(8.5, 38.0, 31.6)","(15.0, 26.0, 18.875)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:22.059908,"(5.0, 8.6, 8.061538461538461)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8699999999999999)","(8.5, 38.0, 31.6)","(15.0, 26.0, 18.875)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:23.629314,"(5.0, 8.6, 8.061538461538461)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8699999999999999)","(8.5, 38.0, 31.6)","(15.0, 26.0, 18.875)","(31.0, 70.0, 48.666666666666664)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:25.045024,"(5.0, 8.6, 8.061538461538461)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8699999999999999)","(8.5, 38.0, 31.6)","(15.0, 26.0, 18.875)","(31.0, 70.0, 48.666666666666664)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:26.435631,"(5.0, 8.6, 8.061538461538461)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8699999999999999)","(8.5, 38.0, 31.333333333333332)","(15.0, 26.0, 18.875)","(31.0, 70.0, 48.666666666666664)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:27.822604,"(5.0, 8.6, 8.061538461538461)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8884615384615384)","(8.5, 32.0, 31.333333333333332)","(15.0, 26.0, 18.875)","(31.0, 70.0, 55.14285714285714)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:29.333348,"(5.0, 8.6, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8633333333333335)","(8.5, 32.0, 31.333333333333332)","(15.0, 26.0, 18.875)","(31.0, 70.0, 52.21052631578947)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:30.849561,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.8633333333333335)","(8.5, 32.0, 31.333333333333332)","(15.0, 26.0, 18.875)","(31.0, 70.0, 53.904761904761905)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:32.174448,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.858888888888889)","(8.5, 32.0, 31.333333333333332)","(16.0, 26.0, 18.875)","(31.0, 70.0, 53.904761904761905)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:33.496200,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.852857142857143)","(8.5, 32.0, 36.857142857142854)","(16.0, 26.0, 18.875)","(31.0, 70.0, 53.904761904761905)","(5.0, 6.6, 6.096296296296296)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:34.889608,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.91, 1.8314285714285714)","(8.5, 38.0, 34.36363636363636)","(16.0, 26.0, 18.875)","(31.0, 70.0, 53.904761904761905)","(5.0, 6.6, 6.107692307692307)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:36.321917,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8314285714285714)","(8.5, 38.0, 34.36363636363636)","(16.0, 26.0, 18.875)","(31.0, 70.0, 53.904761904761905)","(5.0, 6.6, 6.107692307692307)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:37.662656,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8314285714285714)","(8.5, 38.0, 34.36363636363636)","(16.0, 26.0, 18.875)","(31.0, 70.0, 53.904761904761905)","(5.0, 6.6, 6.107692307692307)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:39.027661,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8314285714285714)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.107692307692307)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:40.402170,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8314285714285714)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.107692307692307)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:41.715807,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8314285714285714)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.107692307692307)","(11.0, 19.5, 15.326086956521738)"
10-01-2023 13:59:43.060982,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.8433333333333335)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.279999999999999)","(11.0, 17.0, 15.333333333333334)"
10-01-2023 13:59:44.439765,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.8433333333333335)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.090909090909091)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:45.886281,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.8433333333333335)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.2387096774193544)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:47.278545,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.86625)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.2387096774193544)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:48.609424,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8566666666666667)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.2387096774193544)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:49.997787,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8566666666666667)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.2387096774193544)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:51.390517,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8566666666666667)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.2387096774193544)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:52.674771,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8566666666666667)","(8.5, 38.0, 33.42857142857143)","(16.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.2387096774193544)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:53.969259,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8566666666666667)","(9.0, 38.0, 33.42857142857143)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.2387096774193544)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:55.386753,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.84375)","(9.0, 38.0, 33.42857142857143)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.288888888888889)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:56.796080,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.85)","(9.0, 38.0, 33.42857142857143)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.288888888888889)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:58.096593,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8528571428571428)","(9.0, 38.0, 33.42857142857143)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.288888888888889)","(11.0, 17.0, 15.203125)"
10-01-2023 13:59:59.372271,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8528571428571428)","(9.0, 38.0, 33.42857142857143)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.288888888888889)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:00.651749,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8528571428571428)","(9.0, 38.0, 33.42857142857143)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.288888888888889)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:02.363424,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8584615384615384)","(9.0, 38.0, 33.42857142857143)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.288888888888889)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:03.789534,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.8450000000000002)","(9.0, 38.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 47.714285714285715)","(5.0, 6.6, 6.288888888888889)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:05.193035,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.8450000000000002)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 56.13333333333333)","(5.0, 6.6, 6.4526315789473685)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:06.605108,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.8450000000000002)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 56.13333333333333)","(5.0, 6.6, 6.4526315789473685)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:08.043468,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.8450000000000002)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 59.166666666666664)","(5.0, 6.6, 6.4526315789473685)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:09.374285,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.8508333333333333)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.496296296296296)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:10.789109,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8508333333333333)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.5)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:12.136995,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8508333333333333)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.5)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:13.386399,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8508333333333333)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.5)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:14.762818,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8508333333333333)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.5)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:16.181808,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.88, 1.8508333333333333)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 18.875)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.5)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:17.542066,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.9, 1.81)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 21.68)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:18.834958,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.81)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 21.68)","(31.0, 70.0, 60.714285714285715)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:20.160153,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.83)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 21.68)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:21.538017,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.83)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:22.964837,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.86, 1.8916666666666666)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:24.337755,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.91, 1.835)","(9.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:25.713884,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.835)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:27.165498,"(5.0, 8.4, 7.9)","(21.0, 55.0, 49.0)","(1.8, 1.87, 1.835)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:28.597348,"(5.0, 8.4, 7.828571428571428)","(21.0, 55.0, 49.15384615384615)","(1.8, 1.87, 1.835)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:30.000243,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 49.57142857142857)","(1.8, 1.87, 1.8916666666666666)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:31.609571,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.733333333333334)","(1.8, 1.91, 1.8399999999999999)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:33.049238,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.733333333333334)","(1.8, 1.88, 1.8399999999999999)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.203125)"
10-01-2023 14:00:34.485974,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.733333333333334)","(1.8, 1.88, 1.8399999999999999)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:35.879914,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.733333333333334)","(1.8, 1.88, 1.8399999999999999)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:37.337896,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.733333333333334)","(1.8, 1.88, 1.8916666666666666)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:38.817453,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 54.0)","(1.8, 1.91, 1.8392857142857142)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:40.207505,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 45.5)","(1.8, 1.91, 1.868421052631579)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:41.487056,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 46.5)","(1.8, 1.9, 1.8454545454545455)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 14.763157894736842)"
10-01-2023 14:00:42.873131,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.111111111111114)","(1.8, 1.9, 1.8454545454545455)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 14.763157894736842)"
10-01-2023 14:00:44.230485,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.8454545454545455)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 14.763157894736842)"
10-01-2023 14:00:45.618818,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.83125)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:46.934124,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.83125)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:48.257196,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.83125)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:49.570782,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.83125)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:50.866121,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.83125)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:52.319548,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.83125)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.12)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:53.683631,"(5.0, 8.4, 8.036363636363637)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.85)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.428571428571428)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:55.073513,"(5.0, 8.4, 7.9)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.85)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.49090909090909)","(11.0, 17.0, 14.763157894736842)"
10-01-2023 14:00:56.421353,"(5.0, 8.4, 7.9)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.7933333333333334)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.6, 6.72)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:57.774616,"(5.0, 8.4, 7.9)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.8)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.8, 6.425)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:00:59.040226,"(5.0, 8.4, 7.9)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.9, 1.852)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.8, 6.338461538461538)","(11.0, 17.0, 14.763157894736842)"
10-01-2023 14:01:00.426796,"(5.0, 8.4, 7.9)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.87, 1.8033333333333335)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.8, 6.38)","(11.0, 17.0, 14.727272727272727)"
10-01-2023 14:01:01.676639,"(5.0, 8.4, 7.9)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.87, 1.8033333333333335)","(10.0, 32.0, 31.714285714285715)","(15.0, 26.0, 20.63157894736842)","(31.0, 70.0, 57.0)","(5.0, 6.8, 6.38)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:01:02.867109,"(5.0, 8.4, 7.9)","(21.0, 55.0, 53.69230769230769)","(1.8, 1.87, 1.8033333333333335)","(10.0, 32.0, 31.833333333333332)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 50.0)","(5.0, 6.8, 6.38)","(11.0, 17.0, 15.425925925925926)"
10-01-2023 14:01:04.120679,"(5.0, 8.4, 7.852631578947368)","(21.0, 55.0, 53.9375)","(1.8, 1.87, 1.7972727272727274)","(10.0, 32.0, 31.833333333333332)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 55.0)","(5.0, 6.8, 6.52)","(11.0, 17.0, 15.229166666666666)"
10-01-2023 14:01:05.437209,"(5.0, 8.4, 7.852631578947368)","(21.0, 55.0, 53.9375)","(1.8, 1.87, 1.83)","(10.0, 32.0, 37.76470588235294)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 50.0)","(5.0, 6.8, 6.38)","(11.0, 17.0, 15.068181818181818)"
10-01-2023 14:01:07.121750,"(5.0, 8.4, 8.08)","(21.0, 55.0, 53.9375)","(1.8, 1.9, 1.8480597014925375)","(10.0, 40.0, 36.875)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 50.0)","(5.0, 6.8, 6.38)","(11.0, 17.0, 15.425925925925926)"
10-01-2023 14:01:08.531991,"(5.0, 8.4, 8.08)","(21.0, 55.0, 53.9375)","(1.8, 1.86, 1.8472463768115943)","(10.0, 40.0, 36.875)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 50.0)","(5.0, 6.8, 6.38)","(11.0, 17.0, 14.763157894736842)"
10-01-2023 14:01:10.133031,"(5.0, 8.4, 7.969230769230769)","(21.0, 55.0, 53.9375)","(1.8, 1.86, 1.8482352941176472)","(10.0, 40.0, 36.875)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 55.0)","(5.0, 6.8, 6.52)","(11.0, 17.0, 15.148148148148149)"
10-01-2023 14:01:11.532525,"(5.0, 8.4, 8.133333333333333)","(21.0, 55.0, 53.9375)","(1.8, 1.86, 1.8482352941176472)","(10.0, 40.0, 36.875)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 55.0)","(5.0, 6.8, 6.52)","(11.0, 17.0, 15.333333333333334)"
10-01-2023 14:01:13.008028,"(5.0, 8.4, 8.2)","(21.0, 55.0, 53.9375)","(1.8, 1.86, 1.8260317460317461)","(10.0, 40.0, 36.875)","(15.0, 26.0, 20.08695652173913)","(31.0, 70.0, 55.0)","(5.0, 6.8, 6.466666666666667)","(11.0, 17.0, 15.333333333333334)"
