,Jamboree June,Quorra Bale,Zipper It Man,Henry The Hawk,More Issues,Sweet Tooth,Dana Rocket,Sweet Laurel Lyn
10-01-2023 13:54:55.861149,"(5.0, 7.0, 6.433333333333334)","(21.0, 75.0, 66.5)","(1.8, 2.58, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:54:56.932813,"(5.0, 7.4, 6.4)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:54:58.100487,"(5.0, 7.4, 6.4)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:54:59.168578,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:00.303456,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:01.391127,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:02.480115,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:03.770349,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:04.840936,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:06.006463,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.72, 2.5)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:07.339576,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:08.503013,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 107.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:09.548929,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 26.666666666666664)","(14.0, 30.0, 25.333333333333336)","(31.0, 180.0, 107.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:10.900475,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 180.0, 107.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:12.253659,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 180.0, 107.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:13.427318,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 180.0, 107.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:14.599094,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 180.0, 107.0)","(5.0, 7.4, 5.626666666666667)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:15.740986,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 180.0, 107.0)","(5.0, 7.4, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:16.950802,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 180.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:18.116282,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:19.288709,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:20.459734,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:21.629143,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:22.899184,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:24.109146,"(5.0, 7.4, 5.685714285714286)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:25.466790,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:26.656968,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:27.954212,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:29.395331,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:30.696867,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:32.054974,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.4850000000000003)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:33.286916,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.2466666666666666)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 132.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:34.441380,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.2466666666666666)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 230.0, 132.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:35.657364,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.2466666666666666)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 230.0, 132.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:36.880507,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.2466666666666666)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 230.0, 132.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:38.259397,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.2466666666666666)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 230.0, 132.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:39.559107,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.2533333333333334)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 230.0, 132.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:40.808337,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.72, 2.2533333333333334)","(8.5, 32.0, 29.333333333333332)","(14.0, 30.0, 25.333333333333336)","(31.0, 230.0, 132.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:42.072547,"(5.0, 7.4, 5.581818181818182)","(21.0, 75.0, 66.5)","(1.8, 2.7, 2.24)","(8.5, 32.0, 28.9)","(14.0, 30.0, 25.333333333333336)","(31.0, 230.0, 122.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:43.315601,"(5.0, 7.4, 5.542857142857144)","(21.0, 75.0, 66.5)","(1.8, 2.68, 2.24)","(8.5, 32.0, 28.9)","(14.0, 30.0, 25.333333333333336)","(31.0, 210.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:44.624787,"(5.0, 7.4, 5.542857142857144)","(21.0, 75.0, 66.5)","(1.8, 2.68, 2.24)","(8.5, 32.0, 28.9)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:46.036170,"(5.0, 7.4, 5.542857142857144)","(21.0, 75.0, 66.5)","(1.8, 2.68, 2.24)","(8.5, 32.0, 28.9)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:47.419372,"(5.0, 7.4, 5.542857142857144)","(21.0, 75.0, 66.5)","(1.8, 2.68, 2.4160000000000004)","(8.5, 32.0, 28.9)","(14.0, 30.0, 25.333333333333336)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 16.75)"
10-01-2023 13:55:48.736303,"(5.0, 7.2, 5.6000000000000005)","(21.0, 75.0, 62.25)","(1.8, 2.68, 2.3600000000000003)","(8.5, 32.0, 24.25)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.7125)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:50.370168,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 62.25)","(1.8, 2.7, 2.04)","(8.5, 32.0, 28.125)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:51.882016,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.68, 2.34)","(8.5, 32.0, 23.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:53.227919,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.66, 2.34)","(8.5, 27.0, 23.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:54.436520,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.66, 2.3200000000000003)","(8.5, 27.0, 23.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:55.630672,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.62, 2.33)","(8.5, 27.0, 23.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:56.925521,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.64, 2.33)","(8.5, 27.0, 23.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:58.222981,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.64, 2.31)","(8.5, 27.0, 28.166666666666664)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:55:59.485124,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.6, 2.31)","(8.5, 34.0, 31.642857142857142)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 122.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:56:00.676731,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.6, 2.31)","(8.5, 34.0, 38.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 210.0, 122.0)","(5.0, 7.2, 5.925)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:56:01.835518,"(5.0, 7.2, 5.5285714285714285)","(21.0, 75.0, 68.625)","(1.8, 2.6, 2.037058823529412)","(8.5, 42.0, 31.888888888888886)","(14.0, 30.0, 27.666666666666668)","(31.0, 210.0, 122.0)","(5.0, 7.2, 5.972222222222222)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:56:02.984405,"(5.0, 7.2, 5.625)","(21.0, 75.0, 68.625)","(1.8, 2.58, 2.052)","(8.5, 36.0, 31.888888888888886)","(14.0, 30.0, 27.666666666666668)","(31.0, 210.0, 122.0)","(5.0, 7.2, 5.972222222222222)","(11.0, 25.0, 20.07142857142857)"
10-01-2023 13:56:04.185837,"(5.0, 7.2, 5.625)","(21.0, 75.0, 68.625)","(1.8, 2.58, 2.0481081081081083)","(8.5, 36.0, 29.2)","(14.0, 30.0, 27.666666666666668)","(31.0, 210.0, 122.0)","(5.0, 7.2, 5.972222222222222)","(11.0, 25.0, 19.5)"
10-01-2023 13:56:05.333339,"(5.0, 7.2, 5.625)","(21.0, 75.0, 68.625)","(1.8, 2.54, 2.0481081081081083)","(8.5, 36.0, 31.142857142857142)","(14.0, 30.0, 27.666666666666668)","(31.0, 210.0, 122.0)","(5.0, 7.2, 5.972222222222222)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:06.446056,"(5.0, 7.2, 5.625)","(21.0, 75.0, 68.625)","(1.8, 2.52, 2.12)","(8.5, 36.0, 31.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 210.0, 122.0)","(5.0, 7.2, 5.875)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:07.532813,"(5.0, 7.2, 5.625)","(21.0, 75.0, 68.625)","(1.8, 2.48, 2.3266666666666667)","(8.5, 36.0, 31.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 210.0, 92.0)","(5.0, 7.0, 5.875)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:08.687196,"(5.0, 7.2, 6.021052631578947)","(21.0, 75.0, 68.625)","(1.8, 2.48, 2.3266666666666667)","(8.5, 36.0, 31.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.0, 5.840909090909091)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:09.748759,"(5.0, 7.2, 6.021052631578947)","(21.0, 75.0, 68.625)","(1.8, 2.48, 2.0425641025641026)","(8.5, 36.0, 31.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.0, 5.840909090909091)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:10.943048,"(5.0, 7.0, 6.011764705882353)","(21.0, 75.0, 68.625)","(1.8, 2.46, 2.3)","(8.5, 36.0, 31.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.0, 5.840909090909091)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:12.210581,"(5.0, 7.0, 5.968421052631578)","(21.0, 75.0, 68.625)","(1.8, 2.44, 2.08)","(8.5, 36.0, 31.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.0, 5.840909090909091)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:13.406929,"(5.0, 7.0, 5.968421052631578)","(21.0, 75.0, 68.625)","(1.8, 2.44, 2.0675)","(8.5, 36.0, 32.0)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.0, 5.840909090909091)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:14.546396,"(5.0, 7.0, 5.968421052631578)","(21.0, 75.0, 68.625)","(1.8, 2.4, 2.0733333333333333)","(8.5, 36.0, 31.333333333333336)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.0, 5.840909090909091)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:15.731413,"(5.0, 7.0, 5.968421052631578)","(21.0, 80.0, 73.0)","(1.8, 2.34, 2.12)","(8.5, 36.0, 32.0)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 92.0)","(5.0, 7.0, 5.840909090909091)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:16.942420,"(5.0, 7.0, 5.968421052631578)","(21.0, 80.0, 73.0)","(1.8, 2.32, 2.1933333333333334)","(8.5, 36.0, 33.2)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 7.0, 5.98)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:18.196062,"(5.0, 7.0, 6.02)","(21.0, 80.0, 73.0)","(1.8, 2.28, 2.16)","(8.5, 36.0, 33.83333333333333)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 7.0, 5.98)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:19.348907,"(5.0, 6.8, 6.02)","(21.0, 80.0, 73.0)","(1.8, 2.3, 2.16)","(8.5, 36.0, 34.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 7.0, 5.98)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:20.397626,"(5.0, 6.8, 6.0)","(21.0, 80.0, 73.0)","(1.8, 2.3, 2.16)","(8.5, 36.0, 34.5)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 7.0, 5.98)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:21.520655,"(5.0, 6.8, 6.0)","(21.0, 80.0, 73.0)","(1.8, 2.28, 2.04)","(8.5, 42.0, 38.72727272727273)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 7.0, 5.98)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:22.680508,"(5.0, 6.8, 5.989473684210527)","(21.0, 80.0, 73.0)","(1.8, 2.24, 2.031891891891892)","(8.5, 42.0, 35.8)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 127.6)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:23.897561,"(5.0, 6.8, 5.989473684210527)","(21.0, 80.0, 73.0)","(1.8, 2.24, 2.031891891891892)","(8.5, 38.0, 35.8)","(14.0, 30.0, 27.666666666666668)","(31.0, 190.0, 143.5)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:25.124459,"(5.0, 6.8, 5.989473684210527)","(21.0, 80.0, 73.0)","(1.8, 2.24, 2.031891891891892)","(8.5, 38.0, 36.77777777777778)","(14.0, 30.0, 27.666666666666668)","(31.0, 180.0, 143.5)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:26.312838,"(5.0, 6.8, 5.989473684210527)","(21.0, 80.0, 73.0)","(1.8, 2.24, 2.031891891891892)","(8.5, 38.0, 36.77777777777778)","(14.0, 30.0, 27.666666666666668)","(31.0, 180.0, 143.5)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:27.482882,"(5.0, 6.8, 5.989473684210527)","(21.0, 80.0, 73.0)","(1.8, 2.24, 2.031891891891892)","(8.5, 38.0, 38.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 180.0, 143.5)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:28.676314,"(5.0, 6.8, 5.989473684210527)","(21.0, 80.0, 73.0)","(1.8, 2.24, 2.038181818181818)","(8.5, 40.0, 38.285714285714285)","(14.0, 30.0, 27.666666666666668)","(31.0, 180.0, 143.5)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:29.933348,"(5.0, 6.8, 5.75)","(21.0, 80.0, 73.0)","(1.8, 2.22, 2.032857142857143)","(8.5, 40.0, 39.0)","(14.0, 30.0, 27.666666666666668)","(31.0, 180.0, 143.5)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:31.109231,"(5.0, 6.8, 6.25)","(21.0, 80.0, 73.0)","(1.8, 2.2, 2.032857142857143)","(8.5, 40.0, 39.0)","(14.0, 30.0, 27.666666666666668)","(31.0, 180.0, 143.5)","(5.0, 7.0, 5.8)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:32.231926,"(5.0, 6.8, 6.25)","(21.0, 80.0, 73.0)","(1.8, 2.2, 2.032857142857143)","(8.5, 44.0, 39.55555555555556)","(14.0, 30.0, 27.666666666666668)","(31.0, 180.0, 121.0)","(5.0, 7.0, 5.824999999999999)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:33.462035,"(5.0, 6.8, 6.25)","(21.0, 80.0, 73.0)","(1.8, 2.2, 2.032857142857143)","(8.5, 44.0, 39.55555555555556)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 6.8, 5.824999999999999)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:34.684958,"(5.0, 6.8, 6.25)","(21.0, 80.0, 73.0)","(1.8, 2.2, 2.032857142857143)","(8.5, 44.0, 39.55555555555556)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 6.8, 5.824999999999999)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:35.911262,"(5.0, 6.8, 6.25)","(21.0, 80.0, 73.0)","(1.8, 2.2, 2.034)","(8.5, 44.0, 37.6)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 6.8, 5.824999999999999)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:37.038000,"(5.0, 6.8, 6.25)","(21.0, 80.0, 73.0)","(1.8, 2.16, 2.034)","(8.5, 44.0, 40.81818181818182)","(14.0, 30.0, 27.666666666666668)","(31.0, 150.0, 121.0)","(5.0, 6.8, 5.824999999999999)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:38.163967,"(5.0, 6.8, 6.25)","(21.0, 80.0, 73.0)","(1.8, 2.16, 2.0375)","(8.5, 42.0, 41.07142857142857)","(14.0, 30.0, 26.625)","(31.0, 150.0, 121.0)","(5.0, 6.8, 5.824999999999999)","(11.0, 24.0, 21.9)"
10-01-2023 13:56:39.350656,"(5.0, 6.8, 6.152941176470589)","(21.0, 80.0, 66.5)","(1.8, 2.14, 2.0285714285714285)","(8.5, 42.0, 43.0)","(14.0, 30.0, 27.3)","(31.0, 150.0, 121.0)","(5.0, 6.8, 5.811764705882353)","(11.0, 24.0, 21.9)"
