,Cruising Bellew,Hoppers Dream,Manoeuver Man,Calculating Dancer,Mamma Kass,Midnight Sport,Captain Thunderbolt Nz,Passionate Pursuit,Absolution,My Golden Eagle
12-01-2023 15:25:46.644910,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 60.0, 47.0)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 28.0, 24.571428571428573)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 3.8421052631578947)"
12-01-2023 15:25:47.875022,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 65.0, 49.333333333333336)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 28.0, 26.5)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 3.875)"
12-01-2023 15:25:49.124678,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 60.0, 49.333333333333336)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 26.5)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.875)"
12-01-2023 15:25:50.353963,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.3125)","(31.0, 60.0, 45.57142857142857)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 26.5)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.875)"
12-01-2023 15:25:51.557712,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.3125)","(31.0, 55.0, 45.57142857142857)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 26.5)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.875)"
12-01-2023 15:25:52.793741,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 61.785714285714285)","(31.0, 55.0, 49.0)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 24.6)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.875)"
12-01-2023 15:25:54.076809,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.714285714285715)","(31.0, 55.0, 49.0)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 30.0, 24.6)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.875)"
12-01-2023 15:25:55.341925,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.714285714285715)","(31.0, 55.0, 45.57142857142857)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 30.0, 25.90909090909091)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.875)"
12-01-2023 15:25:56.665683,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.714285714285715)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 30.0, 25.90909090909091)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8631578947368417)"
12-01-2023 15:25:58.151142,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 65.0, 48.0)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 30.0, 25.90909090909091)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8499999999999996)"
12-01-2023 15:25:59.581708,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 30.0, 25.90909090909091)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.844444444444444)"
12-01-2023 15:26:00.985144,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.75, 3.5785714285714287)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 30.0, 27.0)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8499999999999996)"
12-01-2023 15:26:02.470358,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 27.0)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8499999999999996)"
12-01-2023 15:26:03.763222,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 18.5, 17.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 27.0)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8499999999999996)"
12-01-2023 15:26:05.098938,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 18.5, 16.928571428571427)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 27.0)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8499999999999996)"
12-01-2023 15:26:06.278832,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 19.5, 18.5)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 27.0)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8499999999999996)"
12-01-2023 15:26:07.437171,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 19.0, 16.25)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(13.0, 29.0, 27.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.834285714285714)"
12-01-2023 15:26:08.648942,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 18.5, 16.25)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(14.0, 29.0, 27.0)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8413793103448275)"
12-01-2023 15:26:09.849495,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 18.0, 15.666666666666666)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(14.0, 29.0, 26.571428571428573)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.1, 3.8413793103448275)"
12-01-2023 15:26:11.048139,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 18.0, 16.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(14.0, 30.0, 26.4)","(3.8, 5.0, 4.875)","(3.5, 4.1, 3.848)"
12-01-2023 15:26:12.232897,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 18.0, 16.5)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(14.0, 30.0, 27.75)","(3.8, 5.0, 4.875)","(3.5, 4.1, 3.848)"
12-01-2023 15:26:13.702683,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 55.714285714285715)","(2.9, 3.6, 3.5785714285714287)","(12.0, 17.5, 16.5)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(14.0, 30.0, 28.285714285714285)","(3.8, 5.0, 4.875)","(3.5, 4.1, 3.848)"
12-01-2023 15:26:15.418947,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 17.0, 15.875)","(9.0, 12.0, 11.75)","(26.0, 99999, 99990)","(14.0, 30.0, 28.285714285714285)","(3.8, 5.0, 4.875)","(3.5, 4.1, 3.8666666666666663)"
12-01-2023 15:26:16.667079,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5785714285714287)","(12.0, 17.0, 15.875)","(9.0, 12.5, 11.75)","(26.0, 99999, 99990)","(14.0, 30.0, 28.285714285714285)","(3.8, 5.0, 4.875)","(3.5, 4.1, 3.848)"
12-01-2023 15:26:18.437067,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 54.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 15.8)","(9.0, 12.5, 11.722222222222221)","(26.0, 99999, 99990)","(14.0, 30.0, 28.285714285714285)","(3.8, 5.0, 4.875)","(3.5, 4.1, 3.8153846153846156)"
12-01-2023 15:26:19.908316,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 15.714285714285714)","(9.0, 13.5, 11.875)","(26.0, 99999, 99990)","(15.0, 30.0, 28.285714285714285)","(3.8, 5.0, 4.875)","(3.5, 4.0, 3.8071428571428574)"
12-01-2023 15:26:21.339635,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.5, 15.714285714285714)","(9.0, 13.0, 11.875)","(26.0, 99999, 99990)","(15.0, 30.0, 28.285714285714285)","(3.8, 5.0, 4.944444444444445)","(3.5, 4.0, 3.8130952380952383)"
12-01-2023 15:26:22.617290,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.5, 16.285714285714285)","(9.0, 13.0, 11.875)","(26.0, 99999, 99990)","(15.0, 30.0, 29.0)","(3.8, 5.0, 4.944444444444445)","(3.5, 3.95, 3.8032608695652175)"
12-01-2023 15:26:23.854559,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 60.0)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 16.03846153846154)","(9.0, 13.0, 11.875)","(26.0, 99999, 99990)","(15.0, 30.0, 29.0)","(3.8, 5.0, 4.944444444444445)","(3.5, 3.95, 3.8032608695652175)"
12-01-2023 15:26:25.532802,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 53.75)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 11.875)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.944444444444445)","(3.5, 3.95, 3.7969387755102044)"
12-01-2023 15:26:26.950782,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 53.75)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 11.875)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.944444444444445)","(3.4, 3.95, 3.7969387755102044)"
12-01-2023 15:26:28.315209,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 53.75)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 12.5)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.944444444444445)","(3.4, 3.95, 3.7969387755102044)"
12-01-2023 15:26:29.617826,"(71.0, 120.0, 93.75)","(41.0, 65.0, 53.75)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 12.5)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.944444444444445)","(3.4, 3.95, 3.7969387755102044)"
12-01-2023 15:26:30.839664,"(71.0, 100.0, 95.0)","(41.0, 65.0, 53.75)","(31.0, 60.0, 57.0)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 12.5)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.944444444444445)","(3.4, 3.95, 3.7969387755102044)"
12-01-2023 15:26:32.300041,"(71.0, 100.0, 95.0)","(41.0, 65.0, 53.75)","(31.0, 60.0, 54.35294117647059)","(2.9, 3.6, 3.5875)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 12.5)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.944444444444445)","(3.4, 3.95, 3.8130952380952383)"
12-01-2023 15:26:33.755322,"(71.0, 120.0, 95.0)","(41.0, 65.0, 60.0)","(31.0, 60.0, 53.72727272727273)","(2.9, 3.6, 3.5923076923076924)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 12.5)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.92)","(3.4, 3.95, 3.7755813953488375)"
12-01-2023 15:26:35.342341,"(71.0, 110.0, 92.5)","(41.0, 65.0, 60.0)","(31.0, 55.0, 55.714285714285715)","(2.9, 3.6, 3.5923076923076924)","(12.0, 17.0, 16.318181818181817)","(9.0, 13.0, 12.1)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.92)","(3.4, 3.9, 3.7295454545454545)"
12-01-2023 15:26:36.833892,"(71.0, 100.0, 95.0)","(41.0, 65.0, 60.0)","(31.0, 60.0, 53.0)","(2.9, 3.6, 3.5923076923076924)","(12.0, 17.0, 16.5)","(9.0, 13.0, 12.55)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.9)","(3.4, 3.9, 3.8372727272727274)"
12-01-2023 15:26:38.862609,"(71.0, 100.0, 95.0)","(41.0, 65.0, 60.0)","(31.0, 65.0, 54.285714285714285)","(2.9, 3.6, 3.5923076923076924)","(12.0, 18.5, 16.9)","(9.0, 13.0, 12.4375)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.8, 5.0, 4.9)","(3.4, 3.9, 3.8372727272727274)"
12-01-2023 15:26:40.549072,"(71.0, 100.0, 95.0)","(41.0, 65.0, 60.0)","(31.0, 65.0, 54.285714285714285)","(2.9, 3.6, 3.5923076923076924)","(12.0, 17.5, 16.346153846153847)","(9.0, 13.0, 12.4375)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.9, 5.0, 4.9)","(3.4, 3.9, 3.8372727272727274)"
12-01-2023 15:26:42.029424,"(71.0, 120.0, 101.66666666666667)","(41.0, 65.0, 60.0)","(31.0, 65.0, 58.92857142857143)","(2.9, 3.6, 3.5923076923076924)","(12.0, 17.5, 16.346153846153847)","(9.0, 13.0, 12.625)","(26.0, 99999, 99990)","(15.0, 30.0, 28.333333333333332)","(3.9, 5.0, 4.8545454545454545)","(3.4, 3.9, 3.8372727272727274)"
12-01-2023 15:26:43.647521,"(71.0, 110.0, 94.0)","(41.0, 65.0, 60.0)","(31.0, 65.0, 58.92857142857143)","(2.9, 3.6, 3.5923076923076924)","(12.0, 17.5, 16.346153846153847)","(9.0, 13.0, 12.625)","(26.0, 99999, 99990)","(15.0, 30.0, 28.571428571428573)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.9, 3.8372727272727274)"
12-01-2023 15:26:45.383933,"(71.0, 100.0, 95.55555555555556)","(41.0, 65.0, 60.0)","(31.0, 65.0, 58.75)","(2.9, 3.6, 3.5357142857142856)","(12.0, 17.5, 16.346153846153847)","(9.0, 13.0, 12.625)","(31.0, 99999, 99990)","(15.0, 30.0, 26.0)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.9, 3.8372727272727274)"
12-01-2023 15:26:46.936486,"(71.0, 100.0, 95.55555555555556)","(41.0, 65.0, 60.0)","(31.0, 65.0, 65.0)","(2.9, 3.55, 3.5357142857142856)","(12.0, 17.5, 16.346153846153847)","(9.0, 13.0, 12.625)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.9, 3.8372727272727274)"
12-01-2023 15:26:48.330778,"(71.0, 100.0, 95.55555555555556)","(41.0, 65.0, 61.53846153846153)","(31.0, 80.0, 65.0)","(2.9, 3.55, 3.5357142857142856)","(12.0, 17.5, 16.346153846153847)","(9.0, 13.0, 12.625)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.75, 3.71)"
12-01-2023 15:26:49.696644,"(71.0, 100.0, 95.55555555555556)","(41.0, 65.0, 61.53846153846153)","(31.0, 80.0, 70.0)","(2.9, 3.55, 3.4875)","(12.0, 17.5, 16.346153846153847)","(9.0, 13.0, 12.625)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.75, 3.71)"
12-01-2023 15:26:51.098287,"(71.0, 110.0, 101.0)","(41.0, 65.0, 61.53846153846153)","(31.0, 100.0, 80.0)","(2.9, 3.55, 3.4875)","(12.0, 17.5, 16.68181818181818)","(9.0, 13.0, 12.625)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.75, 3.71)"
12-01-2023 15:26:52.368040,"(71.0, 110.0, 101.0)","(41.0, 65.0, 61.53846153846153)","(31.0, 100.0, 80.0)","(2.9, 3.55, 3.542307692307692)","(12.0, 17.5, 16.68181818181818)","(9.0, 13.0, 12.7)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.75, 3.558333333333333)"
12-01-2023 15:26:53.765812,"(71.0, 110.0, 101.0)","(41.0, 65.0, 61.53846153846153)","(31.0, 100.0, 80.0)","(2.9, 3.65, 3.4944444444444445)","(12.0, 17.5, 16.68181818181818)","(9.0, 13.0, 12.666666666666666)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.65, 3.518)"
12-01-2023 15:26:55.428677,"(71.0, 100.0, 92.72727272727272)","(41.0, 65.0, 61.53846153846153)","(31.0, 90.0, 64.28571428571429)","(2.9, 3.65, 3.4944444444444445)","(12.0, 17.5, 16.68181818181818)","(9.0, 13.5, 12.666666666666666)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.65, 3.562)"
12-01-2023 15:26:56.911331,"(71.0, 100.0, 92.72727272727272)","(41.0, 65.0, 61.53846153846153)","(31.0, 90.0, 64.28571428571429)","(2.9, 3.65, 3.488709677419355)","(12.0, 17.5, 16.68181818181818)","(9.0, 13.5, 12.666666666666666)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.894736842105263)","(3.3, 3.65, 3.5328947368421053)"
12-01-2023 15:26:58.307670,"(71.0, 100.0, 92.72727272727272)","(41.0, 65.0, 60.0)","(31.0, 90.0, 84.44444444444444)","(2.9, 3.65, 3.488709677419355)","(12.0, 17.5, 16.68181818181818)","(9.0, 13.5, 11.673913043478262)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.916666666666667)","(3.3, 3.6, 3.5951612903225807)"
12-01-2023 15:26:59.791804,"(71.0, 100.0, 92.72727272727272)","(41.0, 65.0, 60.0)","(31.0, 90.0, 80.0)","(2.9, 3.65, 3.542307692307692)","(12.0, 17.5, 16.68181818181818)","(9.0, 12.0, 11.583333333333334)","(31.0, 99999, 99990)","(15.0, 30.0, 28.666666666666664)","(3.9, 5.0, 4.916666666666667)","(3.3, 3.6, 3.5833333333333335)"
12-01-2023 15:27:01.444117,"(71.0, 100.0, 95.55555555555556)","(41.0, 65.0, 60.0)","(31.0, 90.0, 80.0)","(2.9, 3.65, 3.6166666666666667)","(12.0, 17.5, 16.68181818181818)","(9.0, 12.0, 11.753846153846155)","(31.0, 99999, 99990)","(15.0, 30.0, 27.5)","(3.9, 5.0, 4.916666666666667)","(3.3, 3.6, 3.6336363636363638)"
12-01-2023 15:27:02.905497,"(71.0, 110.0, 105.0)","(41.0, 65.0, 60.0)","(31.0, 90.0, 80.0)","(2.9, 3.7, 3.5508771929824565)","(12.0, 17.5, 16.0)","(9.0, 12.0, 11.753846153846155)","(31.0, 99999, 99990)","(15.0, 32.0, 27.714285714285715)","(3.9, 5.0, 4.851428571428571)","(3.3, 3.65, 3.7346153846153847)"
12-01-2023 15:27:04.417877,"(71.0, 110.0, 105.0)","(41.0, 65.0, 60.0)","(31.0, 90.0, 80.0)","(2.9, 3.7, 3.592857142857143)","(12.0, 17.5, 16.346153846153847)","(9.0, 12.0, 11.65625)","(31.0, 99999, 99990)","(15.0, 32.0, 28.0)","(3.9, 5.0, 4.851428571428571)","(3.3, 3.75, 3.7111111111111112)"
12-01-2023 15:27:05.990556,"(71.0, 100.0, 92.5)","(41.0, 65.0, 60.0)","(31.0, 90.0, 80.0)","(2.9, 3.6, 3.592857142857143)","(12.0, 17.5, 16.346153846153847)","(9.0, 12.0, 11.65625)","(31.0, 99999, 99990)","(15.0, 30.0, 28.0)","(3.9, 5.0, 4.826666666666666)","(3.3, 3.75, 3.7111111111111112)"
12-01-2023 15:27:07.559708,"(71.0, 100.0, 96.0)","(41.0, 65.0, 60.0)","(31.0, 90.0, 84.44444444444444)","(2.9, 3.6, 3.592857142857143)","(12.0, 17.5, 16.346153846153847)","(9.0, 12.0, 11.65625)","(31.0, 99999, 99990)","(15.0, 30.0, 28.0)","(3.9, 5.0, 4.826666666666666)","(3.3, 3.75, 3.7181818181818183)"
12-01-2023 15:27:09.025136,"(71.0, 100.0, 96.0)","(41.0, 65.0, 60.0)","(31.0, 90.0, 84.44444444444444)","(2.9, 3.6, 3.592857142857143)","(12.0, 17.5, 16.346153846153847)","(9.0, 12.0, 11.65625)","(31.0, 99999, 99990)","(15.0, 30.0, 28.0)","(3.9, 5.0, 4.826666666666666)","(3.3, 3.75, 3.74)"
12-01-2023 15:27:10.484023,"(71.0, 100.0, 96.0)","(41.0, 65.0, 60.0)","(31.0, 90.0, 84.44444444444444)","(2.9, 3.6, 3.592857142857143)","(12.0, 17.5, 16.346153846153847)","(9.0, 12.0, 11.615384615384615)","(31.0, 99999, 99990)","(15.0, 30.0, 27.714285714285715)","(3.9, 5.0, 4.826666666666666)","(3.3, 3.75, 3.717241379310345)"
12-01-2023 15:27:11.876303,"(71.0, 120.0, 96.05263157894737)","(41.0, 65.0, 60.0)","(31.0, 90.0, 84.44444444444444)","(2.9, 3.6, 3.4944444444444445)","(12.0, 17.5, 16.346153846153847)","(9.0, 12.0, 11.384615384615385)","(31.0, 99999, 99990)","(15.0, 32.0, 27.714285714285715)","(3.9, 5.0, 4.8)","(3.3, 3.8, 3.857894736842105)"
12-01-2023 15:27:13.305330,"(71.0, 120.0, 96.05263157894737)","(41.0, 65.0, 60.0)","(31.0, 90.0, 81.42857142857143)","(2.9, 3.55, 3.4944444444444445)","(12.0, 17.5, 16.346153846153847)","(9.0, 11.5, 11.344827586206897)","(31.0, 99999, 99990)","(15.0, 32.0, 28.0)","(3.9, 5.1, 4.878260869565217)","(3.3, 3.9, 3.821875)"
12-01-2023 15:27:14.720147,"(71.0, 110.0, 98.63636363636364)","(41.0, 65.0, 62.0)","(31.0, 90.0, 72.14285714285714)","(2.9, 3.55, 3.471276595744681)","(12.0, 17.5, 16.346153846153847)","(9.0, 11.5, 11.344827586206897)","(31.0, 99999, 99990)","(15.0, 30.0, 28.0)","(3.9, 5.1, 4.922727272727273)","(3.3, 3.9, 3.814285714285714)"
12-01-2023 15:27:16.092909,"(71.0, 110.0, 98.63636363636364)","(41.0, 65.0, 62.0)","(31.0, 90.0, 76.11111111111111)","(2.9, 3.45, 3.3833333333333333)","(12.0, 17.5, 15.9375)","(9.0, 11.5, 11.344827586206897)","(31.0, 99999, 99990)","(15.0, 30.0, 28.0)","(3.9, 5.1, 4.949999999999999)","(3.3, 3.9, 3.8833333333333333)"
12-01-2023 15:27:17.492104,"(71.0, 110.0, 99.58333333333333)","(41.0, 65.0, 53.75)","(31.0, 90.0, 84.0)","(2.9, 3.4, 3.3499999999999996)","(12.0, 17.5, 16.93181818181818)","(9.0, 11.5, 11.344827586206897)","(31.0, 99999, 99990)","(15.0, 30.0, 28.0)","(3.9, 5.1, 5.073287671232876)","(3.3, 3.9, 3.9316326530612247)"
12-01-2023 15:27:18.972304,"(71.0, 110.0, 98.46153846153847)","(41.0, 65.0, 53.75)","(31.0, 85.0, 82.22222222222223)","(2.9, 3.4, 3.3892857142857142)","(12.0, 17.5, 16.71875)","(9.0, 11.5, 10.32)","(31.0, 99999, 99990)","(15.0, 30.0, 27.666666666666668)","(3.9, 5.1, 4.909090909090909)","(3.3, 3.95, 3.930263157894737)"
12-01-2023 15:27:20.461258,"(71.0, 100.0, 92.63157894736842)","(41.0, 65.0, 53.75)","(31.0, 85.0, 82.22222222222223)","(2.9, 3.55, 3.427659574468085)","(12.0, 17.5, 16.71875)","(9.0, 11.0, 10.27659574468085)","(31.0, 99999, 99990)","(15.0, 29.0, 24.4)","(3.9, 5.1, 4.909090909090909)","(3.3, 4.1, 3.9235294117647057)"
12-01-2023 15:27:21.936598,"(71.0, 100.0, 92.63157894736842)","(41.0, 65.0, 53.75)","(31.0, 85.0, 82.22222222222223)","(2.9, 3.55, 3.427659574468085)","(12.0, 17.5, 16.71875)","(9.0, 11.0, 10.15)","(31.0, 99999, 99990)","(15.0, 26.0, 23.8)","(3.9, 5.1, 4.909090909090909)","(3.3, 4.1, 3.82)"
12-01-2023 15:27:23.410632,"(71.0, 100.0, 92.63157894736842)","(41.0, 65.0, 53.75)","(31.0, 85.0, 82.22222222222223)","(2.9, 3.55, 3.4378048780487807)","(12.0, 17.5, 16.53846153846154)","(9.0, 11.0, 10.13953488372093)","(31.0, 99999, 99990)","(15.0, 25.0, 23.8)","(3.9, 5.1, 5.1625000000000005)","(3.3, 4.1, 3.759375)"
