,Not Even Owl,Big Time Taniwha,Big Time Raider,Oscars Reality,Big Time Roman,Allegro Smudge
04-01-2023 10:46:13.501488,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:14.404521,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:15.321130,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:16.219648,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:17.160399,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:18.105370,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:19.044742,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:19.961535,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:20.883253,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:21.752320,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:22.590206,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:23.439886,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:24.346118,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:25.199571,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:26.112676,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:26.983781,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:27.899733,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:28.821935,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:29.742905,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:30.671417,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:31.586282,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:32.485527,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:33.349588,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:34.184782,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:35.022096,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:35.887717,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:36.793755,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:37.699517,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:38.738111,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.0, 5.3125)","(26.0, 240.0, 117.22222222222223)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 6.949999999999999)"
04-01-2023 10:46:39.863380,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.0, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.5, 7.588461538461539)"
04-01-2023 10:46:40.813682,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:41.721046,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:42.674697,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:43.563038,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:44.525605,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:45.429399,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:46.389745,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:47.269031,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:48.239735,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:49.184379,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:50.186743,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:51.121220,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:52.112095,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:53.029610,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:53.955947,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:54.850782,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:55.874813,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:56.845670,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:57.926148,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:58.940943,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:46:59.887653,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:00.811854,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:01.733388,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:02.594900,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:03.498211,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 9.8, 6.076923076923077)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:04.418027,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:05.409027,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:06.399375,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:07.403200,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:08.381554,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:09.375984,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:10.382141,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:11.336630,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:12.237619,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:13.121618,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:13.998205,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:14.842279,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:15.749732,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.588461538461539)"
04-01-2023 10:47:16.711355,"(3.5, 9.6, 7.334615384615384)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 10.0, 7.334615384615384)"
04-01-2023 10:47:17.617905,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:18.546701,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:19.458580,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:20.425909,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:21.409200,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:22.363439,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:23.294234,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:24.171991,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:25.029081,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:25.887406,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:26.744658,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:27.587027,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:28.452368,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:29.356512,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:30.222548,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:31.129725,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:32.008948,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:32.892960,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:33.777293,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:34.617608,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:35.472767,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:36.331634,"(3.5, 9.4, 8.229268292682926)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:37.196967,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:38.080133,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:39.019517,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:39.923201,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:40.862643,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:41.747239,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:42.730108,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:43.807392,"(3.5, 9.2, 7.08076923076923)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:44.722717,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:45.738499,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:46.678512,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:47.646660,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:48.658663,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:49.601668,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:50.534738,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:51.465941,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:52.366317,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
04-01-2023 10:47:53.270046,"(3.5, 9.8, 8.551219512195122)","(10.0, 36.0, 21.0)","(3.7, 10.5, 6.346153846153847)","(26.0, 240.0, 87.0)","(3.2, 5.2, 4.5175)","(3.6, 9.6, 7.334615384615384)"
