,Butter Up Again,Aces Are Trumps,Aston Dijon,Immense,Deadly Redeemer,Winkler,Elegant Bix,Lagoon Dark Eyes
10-01-2023 12:20:08.061327,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:09.358681,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:10.615866,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:11.914893,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:13.061125,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:14.301296,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:15.484135,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:16.494445,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:17.620987,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:18.795273,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:19.881041,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 16.58)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:20.949775,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 24.545454545454547)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:22.002730,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:23.120009,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:24.239331,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:25.342129,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:26.425438,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:27.533595,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:28.601583,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:29.646295,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:30.738907,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:32.056408,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:33.286953,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:34.609079,"(21.0, 70.0, 47.27272727272727)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:36.090632,"(21.0, 70.0, 40.0)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:37.387366,"(21.0, 70.0, 40.0)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:38.828884,"(21.0, 70.0, 40.0)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:40.076429,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:41.267521,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:42.475089,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:43.617877,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:44.710486,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:45.749574,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:46.758566,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:47.808634,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:48.948898,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:50.009669,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:51.348435,"(21.0, 70.0, 57.125)","(5.0, 10.0, 6.6000000000000005)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:52.655264,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:53.822374,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:54.981951,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:56.170830,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:57.321972,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:58.488714,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 13.4)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:20:59.775233,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:00.848689,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:01.990388,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:03.119180,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:04.213616,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 11.600000000000001)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 26.333333333333336)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:05.379002,"(21.0, 70.0, 57.125)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 20.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:06.529815,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:07.669265,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:08.819043,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:09.900380,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:11.032246,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:12.195036,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:13.310221,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:14.413168,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:15.485102,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:16.564578,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:17.623911,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:18.689795,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 10.833333333333334)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:19.785727,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 14.7)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:20.927016,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 7.653333333333334)","(9.0, 21.0, 14.7)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:22.097009,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:23.251798,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:24.417394,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 12.285714285714286)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:25.637302,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 12.285714285714286)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:26.771500,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 12.285714285714286)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:27.900301,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 12.285714285714286)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:29.059993,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 12.285714285714286)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:30.212446,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 12.285714285714286)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:31.324129,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 12.285714285714286)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:32.411370,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:33.476129,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:34.491422,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:35.646736,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:36.732450,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
10-01-2023 12:21:37.845651,"(21.0, 70.0, 53.90625)","(5.0, 10.0, 5.644444444444444)","(5.0, 9.8, 5.8625)","(9.0, 21.0, 10.666666666666666)","(3.8, 5.1, 4.822222222222222)","(17.0, 46.0, 27.5625)","(3.7, 6.2, 5.5600000000000005)","(5.5, 9.4, 8.57777777777778)"
