,The Big One,Renato,Trespassing,Altomega,Eye Opener,Scenic Ruler,Supersession,My Top Secret,Rising Commodity,Cherry Bay,Prinsessa Anja,Marmooga
11-01-2023 16:16:32.265751,"(12.0, 17.5, 16.946428571428573)","(9.0, 10.5, 10.434554973821989)","(3.0, 3.4, 3.3540425531914893)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.63636363636364)","(101.0, 480.0, 373.3333333333333)","(5.5, 6.2, 6.149253731343284)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 84.28571428571429)","(101.0, 300.0, 288.57142857142856)","(2.7, 3.05, 3.0349834983498347)"
11-01-2023 16:16:33.707802,"(12.0, 17.5, 16.946428571428573)","(9.0, 10.5, 10.474025974025974)","(3.0, 3.4, 3.356451612903226)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.63636363636364)","(101.0, 480.0, 373.3333333333333)","(5.5, 6.2, 6.149253731343284)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 84.28571428571429)","(101.0, 300.0, 288.57142857142856)","(2.7, 3.05, 3.026133333333333)"
11-01-2023 16:16:35.165062,"(12.0, 17.5, 16.946428571428573)","(9.0, 10.5, 10.474025974025974)","(3.0, 3.4, 3.356451612903226)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.529411764705884)","(101.0, 480.0, 373.3333333333333)","(5.5, 6.2, 6.149253731343284)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 84.28571428571429)","(101.0, 300.0, 288.57142857142856)","(2.7, 3.05, 3.025531914893617)"
11-01-2023 16:16:36.600846,"(12.0, 17.5, 16.946428571428573)","(9.0, 10.5, 10.474025974025974)","(3.0, 3.4, 3.356451612903226)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 38.588235294117645)","(101.0, 480.0, 373.3333333333333)","(5.5, 6.2, 6.149253731343284)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 84.28571428571429)","(101.0, 300.0, 288.57142857142856)","(2.7, 3.05, 3.025593667546174)"
11-01-2023 16:16:38.061600,"(12.0, 17.5, 16.946428571428573)","(9.0, 10.5, 10.439024390243903)","(3.0, 3.4, 3.356451612903226)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 38.588235294117645)","(101.0, 480.0, 373.3333333333333)","(5.5, 6.2, 6.08)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 288.57142857142856)","(2.7, 3.05, 3.0302593659942363)"
11-01-2023 16:16:39.493051,"(12.0, 17.5, 16.946428571428573)","(9.0, 10.5, 10.439024390243903)","(3.0, 3.4, 3.356451612903226)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 38.588235294117645)","(101.0, 480.0, 373.3333333333333)","(5.5, 6.2, 6.059574468085106)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 288.57142857142856)","(2.7, 3.05, 3.0302593659942363)"
11-01-2023 16:16:40.982660,"(12.0, 17.5, 16.801204819277107)","(9.0, 10.5, 10.181122448979592)","(3.0, 3.4, 3.3611510791366905)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 38.588235294117645)","(101.0, 480.0, 373.3333333333333)","(5.5, 6.2, 6.059574468085106)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 288.57142857142856)","(2.7, 3.05, 3.0302593659942363)"
11-01-2023 16:16:42.341087,"(12.0, 17.5, 16.545454545454547)","(9.0, 10.5, 10.215909090909092)","(3.0, 3.4, 3.3629166666666666)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 38.5)","(101.0, 480.0, 442.22222222222223)","(5.5, 6.2, 6.060215053763441)","(101.0, 220.0, 203.33333333333334)","(101.0, 310.0, 266.25)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.05, 3.061559139784946)"
11-01-2023 16:16:43.664969,"(12.0, 17.0, 16.527027027027028)","(9.0, 10.5, 10.255859375)","(3.0, 3.4, 3.395614035087719)","(91.0, 280.0, 246.66666666666666)","(31.0, 40.0, 38.15384615384615)","(101.0, 480.0, 438.0)","(5.5, 6.2, 6.024324324324325)","(101.0, 220.0, 186.25)","(101.0, 310.0, 260.0)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.0580645161290323)"
11-01-2023 16:16:45.035920,"(12.0, 17.0, 16.278350515463917)","(9.0, 10.5, 10.255859375)","(3.0, 3.4, 3.406338028169014)","(91.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.027027027027025)","(101.0, 470.0, 438.0)","(5.5, 6.2, 6.024324324324325)","(101.0, 190.0, 186.25)","(101.0, 310.0, 266.25)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.0579411764705884)"
11-01-2023 16:16:46.426662,"(12.0, 16.5, 16.385714285714286)","(9.0, 10.5, 10.255859375)","(3.0, 3.45, 3.410759493670886)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.23076923076923)","(101.0, 470.0, 438.0)","(5.5, 6.2, 6.024324324324325)","(101.0, 190.0, 160.0)","(101.0, 310.0, 271.1111111111111)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.0579411764705884)"
11-01-2023 16:16:47.890908,"(12.0, 16.5, 16.385714285714286)","(9.0, 10.5, 10.246963562753036)","(3.0, 3.45, 3.410759493670886)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.0)","(101.0, 470.0, 438.0)","(5.5, 6.2, 6.019444444444445)","(101.0, 190.0, 172.5)","(101.0, 310.0, 306.6666666666667)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.057894736842105)"
11-01-2023 16:16:49.431723,"(12.0, 16.5, 16.275862068965516)","(9.0, 10.5, 10.246963562753036)","(3.0, 3.45, 3.4343220338983054)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.0)","(101.0, 470.0, 438.0)","(5.5, 6.2, 5.933333333333334)","(101.0, 190.0, 180.0)","(91.0, 340.0, 306.6666666666667)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.076482213438735)"
11-01-2023 16:16:50.833657,"(12.0, 16.5, 16.275862068965516)","(9.0, 10.5, 10.246963562753036)","(3.0, 3.45, 3.4447916666666667)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.0)","(101.0, 470.0, 438.0)","(5.5, 6.0, 5.933333333333334)","(101.0, 190.0, 177.69230769230768)","(91.0, 340.0, 306.6666666666667)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.076482213438735)"
11-01-2023 16:16:52.172718,"(12.0, 16.5, 16.25862068965517)","(9.0, 10.5, 10.246963562753036)","(3.0, 3.45, 3.4447916666666667)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.0)","(101.0, 470.0, 438.0)","(5.5, 6.0, 5.933333333333334)","(91.0, 190.0, 177.69230769230768)","(101.0, 340.0, 306.6666666666667)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.0754752851711027)"
11-01-2023 16:16:53.569095,"(12.0, 16.5, 16.25862068965517)","(9.0, 10.5, 10.246963562753036)","(3.0, 3.45, 3.4447916666666667)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 39.0)","(101.0, 470.0, 438.0)","(5.5, 6.0, 5.933333333333334)","(91.0, 190.0, 177.69230769230768)","(101.0, 340.0, 520.0)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.0754752851711027)"
11-01-2023 16:16:54.909222,"(12.0, 16.5, 16.166666666666668)","(9.0, 10.5, 10.246963562753036)","(3.0, 3.45, 3.466949152542373)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 38.5)","(101.0, 470.0, 438.0)","(5.5, 6.0, 5.866666666666667)","(91.0, 190.0, 177.69230769230768)","(101.0, 590.0, 520.0)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.044202898550725)"
11-01-2023 16:16:56.500875,"(12.0, 16.5, 16.291044776119403)","(9.0, 10.5, 10.246963562753036)","(3.0, 3.5, 3.4810975609756096)","(101.0, 280.0, 246.66666666666666)","(31.0, 40.0, 37.625)","(101.0, 470.0, 440.9090909090909)","(5.5, 5.9, 5.873809523809524)","(101.0, 190.0, 177.69230769230768)","(101.0, 590.0, 473.33333333333337)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.048494983277592)"
11-01-2023 16:16:57.896292,"(12.0, 16.5, 16.291044776119403)","(9.0, 10.5, 10.244)","(3.0, 3.5, 3.5094444444444446)","(101.0, 280.0, 246.66666666666666)","(31.0, 38.0, 37.225806451612904)","(101.0, 470.0, 440.9090909090909)","(5.5, 5.9, 5.938613861386139)","(101.0, 190.0, 177.69230769230768)","(101.0, 590.0, 473.33333333333337)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.0586021505376344)"
11-01-2023 16:16:59.293814,"(12.0, 16.5, 16.23611111111111)","(9.0, 10.5, 10.306060606060607)","(3.0, 3.55, 3.5085)","(101.0, 280.0, 270.0)","(31.0, 38.0, 37.27272727272727)","(101.0, 470.0, 440.9090909090909)","(5.5, 6.0, 5.931372549019608)","(101.0, 190.0, 177.69230769230768)","(101.0, 590.0, 473.33333333333337)","(61.0, 90.0, 85.55555555555556)","(101.0, 300.0, 280.0)","(2.7, 3.1, 3.0391176470588235)"
11-01-2023 16:17:00.722873,"(12.0, 16.5, 16.303030303030305)","(9.0, 10.5, 10.621247113163973)","(3.0, 3.55, 3.4434782608695653)","(101.0, 300.0, 270.0)","(31.0, 38.0, 38.25)","(101.0, 470.0, 440.9090909090909)","(5.5, 6.0, 5.894444444444445)","(101.0, 190.0, 196.66666666666669)","(101.0, 590.0, 473.33333333333337)","(61.0, 90.0, 91.76470588235294)","(101.0, 300.0, 334.375)","(2.7, 3.05, 3.033240223463687)"
11-01-2023 16:17:02.253033,"(12.0, 16.5, 16.24)","(9.0, 11.0, 10.554347826086957)","(3.0, 3.45, 3.4714285714285715)","(101.0, 300.0, 270.0)","(31.0, 42.0, 38.869565217391305)","(101.0, 470.0, 440.9090909090909)","(5.5, 5.9, 5.894897959183674)","(101.0, 220.0, 180.0)","(101.0, 590.0, 473.33333333333337)","(61.0, 120.0, 91.36363636363636)","(101.0, 340.0, 325.0)","(2.7, 3.05, 3.0297297297297296)"
11-01-2023 16:17:03.613930,"(12.0, 17.0, 16.333333333333332)","(9.0, 11.0, 10.62471395881007)","(3.0, 3.5, 3.488421052631579)","(101.0, 300.0, 270.0)","(31.0, 42.0, 35.294117647058826)","(101.0, 470.0, 440.9090909090909)","(5.5, 5.9, 5.892957746478873)","(101.0, 220.0, 191.76470588235293)","(101.0, 590.0, 473.33333333333337)","(61.0, 120.0, 91.25)","(101.0, 340.0, 334.375)","(2.7, 3.05, 3.0297297297297296)"
11-01-2023 16:17:05.005775,"(12.0, 17.0, 16.333333333333332)","(9.0, 11.0, 10.62471395881007)","(3.0, 3.5, 3.491954022988506)","(101.0, 300.0, 250.0)","(31.0, 36.0, 35.45454545454545)","(101.0, 470.0, 438.0)","(5.5, 5.9, 5.8730769230769235)","(101.0, 220.0, 180.0)","(91.0, 590.0, 473.33333333333337)","(61.0, 95.0, 91.0)","(101.0, 340.0, 334.375)","(2.7, 3.05, 3.0297297297297296)"
11-01-2023 16:17:06.328484,"(12.0, 17.0, 16.235294117647058)","(9.0, 11.0, 10.62471395881007)","(3.0, 3.55, 3.491954022988506)","(101.0, 300.0, 250.0)","(31.0, 36.0, 35.45454545454545)","(101.0, 470.0, 438.0)","(5.5, 5.9, 5.8730769230769235)","(101.0, 220.0, 180.0)","(91.0, 590.0, 473.33333333333337)","(61.0, 95.0, 91.25)","(101.0, 340.0, 334.375)","(2.7, 3.05, 3.0297297297297296)"
11-01-2023 16:17:07.799031,"(12.0, 17.0, 16.235294117647058)","(9.0, 11.0, 10.62471395881007)","(3.0, 3.55, 3.493452380952381)","(101.0, 300.0, 250.0)","(31.0, 36.0, 35.294117647058826)","(101.0, 470.0, 438.0)","(5.5, 5.9, 5.879710144927537)","(101.0, 220.0, 180.0)","(91.0, 590.0, 473.33333333333337)","(61.0, 95.0, 91.25)","(101.0, 340.0, 334.375)","(2.7, 3.05, 3.0297297297297296)"
11-01-2023 16:17:09.156441,"(12.0, 17.0, 16.235294117647058)","(9.0, 11.0, 10.62471395881007)","(3.0, 3.55, 3.4653543307086614)","(101.0, 300.0, 270.0)","(31.0, 36.0, 34.833333333333336)","(101.0, 470.0, 438.0)","(5.5, 5.9, 5.886407766990292)","(101.0, 220.0, 190.0)","(91.0, 590.0, 473.33333333333337)","(61.0, 95.0, 88.33333333333333)","(101.0, 340.0, 334.375)","(2.7, 3.05, 2.9948936170212765)"
11-01-2023 16:17:10.467938,"(12.0, 17.0, 16.40625)","(9.0, 11.0, 10.687007874015748)","(3.0, 3.5, 3.4653543307086614)","(101.0, 300.0, 270.0)","(31.0, 36.0, 34.833333333333336)","(101.0, 470.0, 430.0)","(5.5, 5.9, 5.886407766990292)","(101.0, 220.0, 180.0)","(91.0, 590.0, 410.0)","(61.0, 95.0, 88.33333333333333)","(101.0, 340.0, 334.375)","(2.7, 3.05, 2.994285714285714)"
11-01-2023 16:17:11.827686,"(12.0, 17.0, 16.24)","(9.0, 11.0, 10.687007874015748)","(3.0, 3.5, 3.501785714285714)","(101.0, 300.0, 270.0)","(31.0, 36.0, 35.52)","(101.0, 460.0, 430.0)","(5.5, 5.9, 5.554135338345865)","(101.0, 220.0, 175.55555555555554)","(91.0, 580.0, 410.0)","(61.0, 95.0, 91.25)","(101.0, 340.0, 334.375)","(2.7, 3.05, 3.0258823529411765)"
11-01-2023 16:17:13.155783,"(12.0, 17.0, 16.62)","(9.0, 11.0, 10.687007874015748)","(3.0, 3.55, 3.5024)","(101.0, 300.0, 270.0)","(31.0, 36.0, 35.4)","(101.0, 460.0, 432.72727272727275)","(5.5, 5.6, 5.554135338345865)","(101.0, 220.0, 175.55555555555554)","(91.0, 580.0, 410.0)","(61.0, 95.0, 91.25)","(101.0, 340.0, 334.375)","(2.7, 3.05, 3.0283854166666666)"
11-01-2023 16:17:14.370165,"(12.0, 17.0, 16.62)","(9.0, 11.0, 10.687007874015748)","(3.0, 3.55, 3.503225806451613)","(101.0, 300.0, 270.0)","(31.0, 36.0, 34.833333333333336)","(101.0, 460.0, 432.72727272727275)","(5.5, 5.6, 5.554074074074074)","(101.0, 220.0, 189.23076923076923)","(91.0, 580.0, 410.0)","(61.0, 95.0, 91.25)","(101.0, 340.0, 334.375)","(2.7, 3.05, 3.035855263157895)"
11-01-2023 16:17:15.610156,"(12.0, 17.0, 16.62)","(9.0, 11.0, 10.626760563380282)","(3.0, 3.55, 3.503225806451613)","(101.0, 300.0, 270.0)","(31.0, 36.0, 34.833333333333336)","(101.0, 460.0, 432.72727272727275)","(5.5, 5.6, 5.544242424242424)","(101.0, 220.0, 197.69230769230768)","(91.0, 580.0, 360.0)","(61.0, 95.0, 93.57142857142857)","(101.0, 340.0, 336.0)","(2.7, 3.05, 3.056796116504854)"
11-01-2023 16:17:16.861949,"(12.0, 17.0, 16.642857142857142)","(9.0, 11.0, 10.639705882352942)","(3.0, 3.5, 3.464406779661017)","(101.0, 300.0, 270.0)","(31.0, 36.0, 35.0)","(101.0, 450.0, 436.0)","(5.5, 5.6, 5.544242424242424)","(101.0, 210.0, 192.22222222222223)","(91.0, 380.0, 333.3333333333333)","(61.0, 95.0, 93.57142857142857)","(101.0, 340.0, 336.0)","(2.7, 3.1, 3.0707999999999998)"
11-01-2023 16:17:18.153786,"(12.0, 17.0, 16.625)","(9.0, 11.0, 10.639705882352942)","(3.0, 3.45, 3.4447058823529413)","(101.0, 300.0, 270.0)","(31.0, 36.0, 35.0)","(101.0, 450.0, 436.0)","(5.5, 5.6, 5.547126436781609)","(101.0, 210.0, 192.22222222222223)","(91.0, 380.0, 333.3333333333333)","(61.0, 95.0, 93.57142857142857)","(101.0, 340.0, 336.0)","(2.7, 3.1, 3.0707999999999998)"
11-01-2023 16:17:19.489179,"(12.0, 17.0, 16.571428571428573)","(9.0, 11.0, 10.662844036697248)","(3.0, 3.45, 3.443918918918919)","(101.0, 300.0, 290.0)","(31.0, 36.0, 35.76470588235294)","(101.0, 450.0, 436.0)","(5.5, 5.6, 5.563565891472868)","(101.0, 210.0, 192.22222222222223)","(91.0, 380.0, 333.3333333333333)","(61.0, 95.0, 93.57142857142857)","(101.0, 340.0, 336.0)","(2.7, 3.1, 3.074871794871795)"
11-01-2023 16:17:20.932038,"(12.0, 17.0, 16.571428571428573)","(9.0, 11.0, 10.613157894736842)","(3.0, 3.45, 3.445774647887324)","(101.0, 300.0, 290.0)","(31.0, 36.0, 35.76470588235294)","(101.0, 450.0, 436.0)","(5.5, 5.6, 5.563565891472868)","(101.0, 210.0, 192.22222222222223)","(91.0, 380.0, 360.0)","(61.0, 95.0, 96.25)","(101.0, 340.0, 326.6666666666667)","(2.7, 3.1, 3.103617021276596)"
11-01-2023 16:17:22.267768,"(12.0, 17.0, 16.74576271186441)","(9.0, 11.0, 10.719202898550725)","(3.0, 3.45, 3.410989010989011)","(101.0, 310.0, 283.75)","(31.0, 38.0, 36.714285714285715)","(101.0, 440.0, 427.0)","(5.5, 5.7, 5.596385542168675)","(101.0, 210.0, 195.0)","(91.0, 380.0, 368.57142857142856)","(61.0, 100.0, 98.63636363636364)","(101.0, 340.0, 330.0)","(2.7, 3.15, 3.0300813008130083)"
11-01-2023 16:17:23.566388,"(12.0, 17.0, 16.8125)","(9.0, 11.0, 10.675732217573222)","(3.0, 3.45, 3.410989010989011)","(101.0, 310.0, 283.75)","(31.0, 38.0, 36.83870967741935)","(101.0, 440.0, 383.125)","(5.5, 5.7, 5.619626168224299)","(101.0, 200.0, 195.0)","(91.0, 390.0, 368.57142857142856)","(61.0, 110.0, 95.71428571428572)","(101.0, 340.0, 330.0)","(2.7, 3.1, 3.03469387755102)"
11-01-2023 16:17:25.288553,"(12.0, 17.5, 16.773972602739725)","(9.0, 11.0, 10.709737827715356)","(3.0, 3.45, 3.3679190751445085)","(101.0, 310.0, 283.75)","(31.0, 38.0, 37.57142857142857)","(101.0, 440.0, 383.125)","(5.5, 5.7, 5.6456140350877195)","(101.0, 200.0, 197.0)","(91.0, 390.0, 368.57142857142856)","(61.0, 110.0, 96.66666666666667)","(101.0, 340.0, 330.0)","(2.7, 3.1, 3.07347972972973)"
11-01-2023 16:17:26.722766,"(12.0, 17.5, 16.773972602739725)","(9.0, 11.0, 10.720216606498195)","(3.0, 3.4, 3.3294444444444444)","(101.0, 310.0, 286.6666666666667)","(31.0, 38.0, 37.61290322580645)","(101.0, 440.0, 383.125)","(5.5, 5.7, 5.719736842105263)","(101.0, 200.0, 195.71428571428572)","(91.0, 390.0, 371.25)","(61.0, 110.0, 97.5)","(101.0, 340.0, 330.0)","(2.7, 3.1, 3.0770440251572326)"
11-01-2023 16:17:28.045328,"(12.0, 17.5, 16.88372093023256)","(9.0, 11.0, 10.710344827586207)","(3.0, 3.35, 3.328612716763006)","(101.0, 310.0, 286.6666666666667)","(31.0, 38.0, 37.61290322580645)","(101.0, 440.0, 383.125)","(5.5, 5.8, 5.774285714285714)","(101.0, 200.0, 195.71428571428572)","(91.0, 390.0, 371.25)","(61.0, 110.0, 94.23076923076923)","(101.0, 340.0, 330.0)","(2.7, 3.1, 3.0782738095238096)"
11-01-2023 16:17:29.939880,"(12.0, 17.0, 17.119718309859156)","(9.0, 11.0, 10.688888888888888)","(3.0, 3.35, 3.327910447761194)","(101.0, 310.0, 286.6666666666667)","(31.0, 38.0, 37.61290322580645)","(101.0, 440.0, 383.125)","(5.5, 5.8, 5.791044776119403)","(101.0, 200.0, 196.25)","(91.0, 390.0, 352.5)","(61.0, 100.0, 90.625)","(101.0, 340.0, 330.0)","(2.7, 3.1, 3.0809352517985613)"
11-01-2023 16:17:31.298048,"(12.0, 17.5, 17.119718309859156)","(9.0, 11.0, 10.688888888888888)","(3.0, 3.35, 3.327910447761194)","(101.0, 310.0, 295.0)","(31.0, 38.0, 37.05263157894737)","(101.0, 440.0, 370.0)","(5.5, 5.8, 5.792941176470588)","(101.0, 200.0, 198.0)","(91.0, 390.0, 430.0)","(61.0, 100.0, 89.0)","(101.0, 340.0, 410.0)","(2.7, 3.1, 3.0605442176870747)"
11-01-2023 16:17:32.763372,"(12.0, 17.5, 17.119718309859156)","(9.0, 11.0, 10.688888888888888)","(3.0, 3.35, 3.3381632653061226)","(101.0, 310.0, 298.0)","(31.0, 38.0, 37.05263157894737)","(101.0, 440.0, 370.0)","(5.5, 5.8, 5.792941176470588)","(101.0, 200.0, 198.0)","(91.0, 460.0, 405.0)","(61.0, 100.0, 89.0)","(101.0, 500.0, 410.0)","(2.7, 3.1, 3.0635983263598323)"
11-01-2023 16:17:34.208815,"(12.0, 17.0, 16.714285714285715)","(9.0, 11.0, 10.712328767123287)","(3.0, 3.35, 3.3240112994350284)","(101.0, 310.0, 298.0)","(31.0, 38.0, 37.515151515151516)","(101.0, 440.0, 370.0)","(5.5, 5.8, 5.792941176470588)","(101.0, 200.0, 198.0)","(91.0, 460.0, 405.0)","(61.0, 100.0, 89.0)","(101.0, 500.0, 376.6666666666667)","(2.7, 3.1, 3.0625968992248063)"
11-01-2023 16:17:35.535632,"(12.0, 17.0, 16.714285714285715)","(9.0, 11.0, 10.712328767123287)","(3.0, 3.35, 3.3261658031088084)","(101.0, 310.0, 298.0)","(26.0, 38.0, 35.93103448275862)","(101.0, 440.0, 370.0)","(5.5, 5.8, 5.789230769230769)","(101.0, 200.0, 198.0)","(91.0, 460.0, 405.0)","(61.0, 100.0, 89.0)","(101.0, 490.0, 376.6666666666667)","(2.7, 3.1, 3.06)"
11-01-2023 16:17:36.987232,"(12.0, 17.0, 16.716666666666665)","(9.0, 11.0, 10.732472324723247)","(3.0, 3.35, 3.3266497461928934)","(101.0, 310.0, 298.0)","(26.0, 36.0, 37.65714285714286)","(101.0, 440.0, 370.0)","(5.5, 5.8, 5.788524590163934)","(101.0, 200.0, 198.0)","(91.0, 460.0, 405.0)","(61.0, 100.0, 89.0)","(101.0, 490.0, 342.85714285714283)","(2.7, 3.1, 3.0603909465020576)"
11-01-2023 16:17:38.218262,"(12.0, 17.0, 16.716666666666665)","(9.0, 11.0, 10.8)","(3.0, 3.35, 3.28695652173913)","(101.0, 310.0, 300.0)","(26.0, 38.0, 40.666666666666664)","(101.0, 440.0, 390.0)","(5.5, 5.8, 5.813186813186813)","(101.0, 200.0, 207.14285714285714)","(91.0, 460.0, 440.0)","(61.0, 100.0, 110.96774193548387)","(101.0, 480.0, 390.0)","(2.7, 3.1, 3.027586206896552)"
11-01-2023 16:17:39.447951,"(12.0, 18.0, 17.247191011235955)","(9.0, 11.0, 10.845018450184503)","(3.0, 3.3, 3.2873417721518985)","(101.0, 310.0, 302.0)","(26.0, 42.0, 39.84615384615385)","(101.0, 450.0, 390.0)","(5.5, 5.9, 5.813186813186813)","(101.0, 220.0, 198.88888888888889)","(91.0, 470.0, 430.0)","(61.0, 120.0, 110.0)","(101.0, 460.0, 390.0)","(2.8, 3.05, 3.032191780821918)"
11-01-2023 16:17:40.740087,"(12.0, 17.5, 17.392857142857142)","(9.0, 11.0, 10.845588235294118)","(3.0, 3.3, 3.2873417721518985)","(101.0, 310.0, 302.0)","(26.0, 42.0, 38.0)","(101.0, 450.0, 390.0)","(5.5, 5.9, 5.813186813186813)","(101.0, 210.0, 198.88888888888889)","(91.0, 470.0, 430.0)","(61.0, 120.0, 110.0)","(101.0, 460.0, 390.0)","(2.8, 3.05, 3.011467889908257)"
11-01-2023 16:17:42.198226,"(12.0, 17.5, 17.392857142857142)","(9.0, 11.0, 10.845018450184503)","(3.0, 3.35, 3.300274725274725)","(101.0, 310.0, 306.0)","(31.0, 38.0, 37.23809523809524)","(101.0, 450.0, 390.0)","(5.5, 5.9, 5.87037037037037)","(101.0, 210.0, 200.0)","(101.0, 470.0, 450.0)","(61.0, 120.0, 110.66666666666667)","(101.0, 460.0, 390.0)","(2.7, 3.05, 2.9924074074074074)"
11-01-2023 16:17:43.550355,"(12.0, 18.0, 17.581967213114755)","(9.0, 11.0, 10.85958904109589)","(3.0, 3.35, 3.323065476190476)","(101.0, 310.0, 305.0)","(26.0, 38.0, 36.285714285714285)","(101.0, 450.0, 390.0)","(5.0, 5.9, 5.920481927710844)","(101.0, 210.0, 201.66666666666666)","(81.0, 470.0, 410.0)","(61.0, 120.0, 110.66666666666667)","(101.0, 460.0, 390.0)","(2.7, 3.0, 2.964423076923077)"
11-01-2023 16:17:44.835572,"(12.0, 18.0, 17.581967213114755)","(9.0, 11.0, 10.797047970479705)","(3.0, 3.35, 3.3154580152671755)","(101.0, 310.0, 306.0)","(26.0, 38.0, 36.18181818181818)","(101.0, 450.0, 390.0)","(5.0, 6.0, 5.938356164383562)","(101.0, 210.0, 201.66666666666666)","(81.0, 470.0, 410.0)","(61.0, 120.0, 96.66666666666667)","(101.0, 460.0, 390.0)","(2.7, 2.98, 2.9635249042145593)"
11-01-2023 16:17:46.398240,"(12.0, 18.0, 17.580645161290324)","(9.0, 11.0, 10.832740213523131)","(3.0, 3.35, 3.3282082324455207)","(101.0, 310.0, 306.0)","(26.0, 38.0, 36.8)","(101.0, 450.0, 405.0)","(5.0, 6.0, 5.97289156626506)","(101.0, 210.0, 202.85714285714286)","(91.0, 470.0, 410.0)","(61.0, 110.0, 100.0)","(101.0, 460.0, 390.0)","(2.7, 3.0, 2.9657971014492754)"
11-01-2023 16:17:47.815251,"(12.0, 18.0, 17.679012345679013)","(9.0, 11.0, 10.832740213523131)","(3.0, 3.35, 3.33025974025974)","(101.0, 310.0, 306.0)","(26.0, 38.0, 36.8)","(101.0, 450.0, 405.0)","(5.0, 6.0, 5.9772727272727275)","(101.0, 210.0, 174.0)","(91.0, 470.0, 410.0)","(61.0, 110.0, 107.14285714285714)","(101.0, 450.0, 385.0)","(2.7, 2.98, 2.9657971014492754)"
11-01-2023 16:17:49.239690,"(12.0, 18.0, 17.679012345679013)","(9.0, 11.0, 10.835740072202166)","(3.0, 3.35, 3.3308707124010555)","(101.0, 310.0, 305.0)","(26.0, 38.0, 36.8)","(101.0, 450.0, 405.0)","(5.0, 6.0, 5.978191489361702)","(101.0, 210.0, 183.33333333333334)","(101.0, 470.0, 410.0)","(61.0, 110.0, 93.47826086956522)","(101.0, 450.0, 385.0)","(2.7, 2.98, 2.9643636363636365)"
11-01-2023 16:17:51.159490,"(12.0, 18.0, 17.679012345679013)","(9.0, 11.0, 11.212230215827338)","(3.0, 3.35, 3.3255700325732898)","(101.0, 310.0, 305.0)","(26.0, 38.0, 37.5)","(101.0, 450.0, 405.0)","(5.0, 6.0, 5.971917808219178)","(101.0, 210.0, 194.0)","(101.0, 470.0, 410.0)","(61.0, 110.0, 92.96296296296296)","(101.0, 460.0, 390.0)","(2.7, 2.98, 2.962938775510204)"
