,Devon Lass,Hurricane Max,Wagner Bale,Indigo Indy,Hurricane Miami,My Dilemma,California Blond,Captain Cruiser
126,"[datetime.datetime(2022, 11, 28, 14, 50, 50, 590695), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 50, 590695), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 50, 590695), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 50, 590695), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 50, 590695), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 50, 590695), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 50, 590695), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 50, 591693), 5.5, 8.8]"
127,"[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 51, 774497), 5.5, 8.8]"
128,"[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 53, 69793), 5.5, 8.8]"
129,"[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 54, 315839), 5.5, 8.8]"
130,"[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 55, 456878), 5.5, 8.8]"
131,"[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 56, 604333), 5.5, 8.8]"
132,"[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 57, 780920), 5.5, 8.8]"
133,"[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 50, 58, 933863), 5.5, 8.8]"
134,"[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 0, 106228), 5.5, 8.8]"
135,"[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 1, 261757), 5.5, 8.8]"
136,"[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 2, 425346), 5.5, 8.8]"
137,"[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 3, 578778), 5.5, 8.8]"
138,"[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 4, 731519), 5.5, 8.8]"
139,"[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 5, 862282), 5.5, 8.8]"
140,"[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 6, 998689), 5.5, 8.8]"
141,"[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 8, 129699), 5.5, 8.8]"
142,"[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 9, 311836), 5.5, 8.8]"
143,"[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 10, 504490), 5.5, 8.8]"
144,"[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 11, 740201), 5.5, 8.8]"
145,"[datetime.datetime(2022, 11, 28, 14, 51, 12, 899226), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 12, 899226), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 12, 899226), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 12, 900226), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 12, 900226), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 12, 900226), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 12, 900226), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 12, 900226), 5.5, 8.8]"
146,"[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 14, 55432), 5.5, 8.8]"
147,"[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 15, 204080), 5.5, 8.8]"
148,"[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 16, 339530), 5.5, 8.8]"
149,"[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 17, 480922), 5.5, 8.8]"
150,"[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 18, 611006), 5.5, 8.8]"
151,"[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 19, 740446), 5.5, 8.8]"
152,"[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 20, 895324), 5.5, 8.8]"
153,"[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 22, 44885), 5.5, 8.8]"
154,"[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 23, 185649), 5.5, 8.8]"
155,"[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 24, 322866), 5.5, 8.8]"
156,"[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 25, 466140), 5.5, 8.8]"
157,"[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 26, 613146), 5.5, 8.8]"
158,"[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 27, 748804), 5.5, 8.8]"
159,"[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 28, 889214), 5.5, 8.8]"
160,"[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 30, 31950), 5.5, 8.8]"
161,"[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 31, 180123), 5.5, 8.8]"
162,"[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 32, 310877), 5.5, 8.8]"
163,"[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 33, 456333), 5.5, 8.8]"
164,"[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 34, 582893), 5.5, 8.8]"
165,"[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 51, 35, 714881), 5.5, 8.8]"
