,Triumph,Electra Glide,Jagger Bale,Lala Reindeer,Reiko Bolt,Nicki Whoop,Kanji Giant,Super Marli
14-12-2022 19:10:03.982471,"(1.3, 1.41, 1.375)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 18.0, 14.785714285714286)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.227272727272727)","(18.0, 60.0, 48.66666666666667)"
14-12-2022 19:10:05.020779,"(1.3, 1.41, 1.375)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 18.0, 14.785714285714286)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.227272727272727)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:06.124891,"(1.3, 1.41, 1.375)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 18.0, 14.785714285714286)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.227272727272727)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:07.208878,"(1.3, 1.41, 1.375)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 18.0, 14.785714285714286)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.227272727272727)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:08.314969,"(1.3, 1.41, 1.375)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 18.0, 15.833333333333334)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.227272727272727)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:09.433314,"(1.3, 1.41, 1.375)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 15.833333333333334)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.227272727272727)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:10.667733,"(1.3, 1.41, 1.375)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:11.881326,"(1.3, 1.37, 1.3696129032258066)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.319148936170212)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:13.145963,"(1.3, 1.37, 1.3625)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.319148936170212)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:14.328572,"(1.3, 1.37, 1.3625)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.319148936170212)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:15.432420,"(1.3, 1.41, 1.3875)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 49.53846153846154)"
14-12-2022 19:10:16.607594,"(1.3, 1.41, 1.3875)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:17.679369,"(1.3, 1.41, 1.3875)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:18.730669,"(1.3, 1.41, 1.3875)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:19.885536,"(1.3, 1.41, 1.365)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:21.044557,"(1.3, 1.41, 1.365)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.209302325581394)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:22.209527,"(1.3, 1.41, 1.365)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.346153846153847)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:23.482457,"(1.3, 1.41, 1.365)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 14.375)","(71.0, 540.0, 206.25)","(13.0, 17.0, 16.5)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:24.657770,"(1.3, 1.41, 1.365)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 17.0, 15.833333333333334)","(71.0, 540.0, 206.25)","(13.0, 17.0, 16.5)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:25.873375,"(1.3, 1.41, 1.3575000000000002)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 20.0, 17.4)","(71.0, 540.0, 206.25)","(13.0, 17.0, 16.5)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:26.973734,"(1.3, 1.41, 1.3575000000000002)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 20.0, 15.666666666666666)","(71.0, 540.0, 206.25)","(13.0, 17.0, 16.5)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:28.032208,"(1.3, 1.41, 1.3575000000000002)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 20.0, 15.666666666666666)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.346153846153847)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:29.174044,"(1.3, 1.41, 1.3575000000000002)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 19.5, 15.5)","(71.0, 540.0, 206.25)","(13.0, 17.5, 17.21153846153846)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:30.340983,"(1.3, 1.41, 1.3575000000000002)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 19.0, 14.470588235294118)","(71.0, 540.0, 206.25)","(13.0, 17.5, 17.21153846153846)","(4.4, 11.5, 9.357142857142858)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:31.575171,"(1.3, 1.41, 1.3575000000000002)","(18.0, 95.0, 81.66666666666667)","(91.0, 610.0, 553.3333333333333)","(9.0, 19.0, 14.875)","(71.0, 540.0, 206.25)","(13.0, 17.5, 17.21153846153846)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:32.732243,"(1.3, 1.41, 1.3575000000000002)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 19.0, 14.875)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.547619047619047)","(4.4, 11.5, 9.416666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:33.790940,"(1.3, 1.34, 1.3302416918429003)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 19.0, 14.678571428571429)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.666666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:34.820953,"(1.3, 1.34, 1.3302416918429003)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 19.0, 14.678571428571429)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.666666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:35.935653,"(1.3, 1.34, 1.3302416918429003)","(18.0, 100.0, 70.0)","(91.0, 610.0, 553.3333333333333)","(9.0, 19.0, 14.678571428571429)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.666666666666666)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:37.140446,"(1.3, 1.34, 1.3302416918429003)","(18.0, 100.0, 70.0)","(91.0, 610.0, 570.7692307692308)","(9.0, 19.0, 14.678571428571429)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.842105263157894)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:38.325711,"(1.3, 1.34, 1.3302416918429003)","(18.0, 100.0, 70.0)","(91.0, 610.0, 487.5)","(9.0, 19.0, 14.678571428571429)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.842105263157894)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:39.402354,"(1.3, 1.35, 1.3423076923076924)","(18.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(9.0, 19.0, 14.346153846153847)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.842105263157894)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:40.419461,"(1.3, 1.4, 1.3946153846153846)","(18.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(9.0, 19.0, 15.071428571428571)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.842105263157894)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:41.552386,"(1.3, 1.4, 1.3324475524475525)","(18.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(9.0, 18.0, 17.357142857142858)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.842105263157894)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:42.605456,"(1.3, 1.4, 1.3324475524475525)","(18.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(9.0, 18.0, 17.357142857142858)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.678571428571429)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:43.699354,"(1.3, 1.4, 1.3324475524475525)","(18.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(9.0, 18.0, 17.357142857142858)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.678571428571429)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:44.807663,"(1.3, 1.4, 1.3324475524475525)","(18.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(9.0, 18.0, 16.5)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.678571428571429)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:45.892777,"(1.3, 1.39, 1.3599999999999999)","(18.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(9.0, 18.0, 14.5)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.86111111111111)","(18.0, 60.0, 47.2)"
14-12-2022 19:10:47.100568,"(1.3, 1.39, 1.3599999999999999)","(18.0, 100.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(9.0, 18.0, 14.727272727272727)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.55)","(4.4, 11.5, 10.678571428571429)","(18.0, 60.0, 45.0)"
14-12-2022 19:10:48.261483,"(1.28, 1.39, 1.3599999999999999)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.0, 17.4)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.55)","(4.6, 11.5, 10.678571428571429)","(20.0, 60.0, 45.0)"
14-12-2022 19:10:49.444067,"(1.28, 1.39, 1.3737209302325581)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 20.0, 17.4)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.55)","(4.6, 11.5, 10.678571428571429)","(20.0, 60.0, 45.0)"
14-12-2022 19:10:50.697329,"(1.28, 1.39, 1.339090909090909)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 20.0, 17.4)","(71.0, 540.0, 206.25)","(13.0, 17.5, 16.55)","(4.6, 11.5, 10.678571428571429)","(20.0, 60.0, 45.0)"
14-12-2022 19:10:51.769405,"(1.28, 1.39, 1.3338297872340426)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 20.0, 15.333333333333334)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 11.5, 11.490909090909092)","(20.0, 60.0, 46.66666666666667)"
14-12-2022 19:10:52.811180,"(1.28, 1.39, 1.3338297872340426)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.333333333333334)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:10:53.970958,"(1.28, 1.39, 1.3338297872340426)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:10:55.122841,"(1.28, 1.39, 1.3338297872340426)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:10:56.343192,"(1.28, 1.39, 1.3342857142857143)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:10:57.505674,"(1.28, 1.39, 1.3342857142857143)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:10:58.586678,"(1.28, 1.39, 1.3342857142857143)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:10:59.658461,"(1.28, 1.39, 1.3342857142857143)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:11:00.741807,"(1.28, 1.39, 1.3342857142857143)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 184.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 46.66666666666667)"
14-12-2022 19:11:01.900265,"(1.28, 1.39, 1.3342857142857143)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.5)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 49.8)"
14-12-2022 19:11:03.066716,"(1.28, 1.39, 1.3342857142857143)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.833333333333332)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 49.8)"
14-12-2022 19:11:04.212543,"(1.28, 1.39, 1.3342857142857143)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 16.833333333333332)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 49.8)"
14-12-2022 19:11:05.259417,"(1.28, 1.39, 1.3342857142857143)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.785714285714285)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 49.8)"
14-12-2022 19:11:06.334223,"(1.28, 1.39, 1.3342857142857143)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.785714285714285)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 49.8)"
14-12-2022 19:11:07.521769,"(1.28, 1.39, 1.3391304347826087)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.785714285714285)","(71.0, 540.0, 450.0)","(13.0, 17.5, 16.55)","(4.6, 12.0, 11.490909090909092)","(20.0, 55.0, 49.8)"
14-12-2022 19:11:08.595480,"(1.28, 1.39, 1.3391304347826087)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.785714285714285)","(71.0, 540.0, 450.0)","(13.0, 17.5, 20.0)","(4.6, 12.0, 11.6)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:09.675102,"(1.28, 1.32, 1.3102588996763755)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.785714285714285)","(71.0, 540.0, 450.0)","(13.0, 21.0, 20.0)","(4.6, 12.0, 11.6)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:10.699193,"(1.28, 1.32, 1.3102588996763755)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.785714285714285)","(71.0, 540.0, 450.0)","(13.0, 20.0, 19.0)","(4.6, 12.0, 10.7)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:11.802947,"(1.28, 1.32, 1.3102588996763755)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.785714285714285)","(71.0, 540.0, 450.0)","(13.0, 20.0, 18.125)","(4.6, 12.0, 10.7)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:12.911562,"(1.28, 1.32, 1.3008280254777072)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 19.5, 18.642857142857142)","(71.0, 540.0, 450.0)","(13.0, 26.0, 24.65)","(4.6, 12.0, 10.879999999999999)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:14.019387,"(1.28, 1.32, 1.3101633986928105)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 20.0, 18.375)","(71.0, 540.0, 450.0)","(13.0, 25.0, 23.73913043478261)","(4.6, 12.0, 10.266666666666667)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:15.139542,"(1.28, 1.3, 1.2904026845637584)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 20.0, 18.7)","(71.0, 540.0, 450.0)","(13.0, 24.0, 19.643835616438356)","(4.6, 12.0, 11.35)","(20.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:16.270214,"(1.28, 1.3, 1.2902054794520548)","(20.0, 100.0, 70.0)","(91.0, 610.0, 540.0)","(10.0, 20.0, 18.227272727272727)","(71.0, 540.0, 206.25)","(13.0, 24.0, 19.643835616438356)","(4.6, 12.0, 10.4)","(20.0, 55.0, 39.4)"
14-12-2022 19:11:17.403227,"(1.28, 1.3, 1.2902054794520548)","(20.0, 95.0, 81.66666666666667)","(91.0, 610.0, 540.0)","(10.0, 20.0, 17.6)","(71.0, 540.0, 206.25)","(13.0, 24.0, 19.643835616438356)","(4.6, 12.0, 10.4)","(20.0, 55.0, 42.0)"
14-12-2022 19:11:18.446149,"(1.28, 1.3, 1.280952380952381)","(20.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 20.0, 17.6)","(71.0, 540.0, 206.25)","(13.0, 24.0, 19.643835616438356)","(4.6, 12.0, 11.7)","(20.0, 55.0, 42.0)"
14-12-2022 19:11:19.525740,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.875)","(71.0, 540.0, 206.25)","(13.0, 24.0, 20.52)","(4.8, 12.0, 11.733333333333334)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:20.569604,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.875)","(71.0, 540.0, 206.25)","(13.0, 24.0, 21.5)","(4.8, 12.0, 11.733333333333334)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:21.636153,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.875)","(71.0, 540.0, 206.25)","(13.0, 24.0, 21.5)","(4.8, 12.0, 11.733333333333334)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:22.641885,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.875)","(71.0, 540.0, 206.25)","(13.0, 24.0, 23.82911392405063)","(4.8, 12.0, 11.733333333333334)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:23.602916,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.363636363636363)","(71.0, 540.0, 206.25)","(13.0, 25.0, 24.672619047619047)","(4.8, 12.0, 11.68)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:24.657542,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.363636363636363)","(71.0, 540.0, 243.33333333333334)","(13.0, 25.0, 24.672619047619047)","(4.8, 12.0, 11.68)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:25.690396,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.0, 15.875)","(71.0, 540.0, 243.33333333333334)","(13.0, 25.0, 24.672619047619047)","(4.8, 12.0, 11.68)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:27.080272,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.5, 15.65)","(71.0, 540.0, 243.33333333333334)","(13.0, 25.0, 24.696969696969695)","(4.8, 12.0, 11.68)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:28.192012,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.5, 15.178571428571429)","(71.0, 540.0, 243.33333333333334)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.68)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:29.309966,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.5, 15.178571428571429)","(71.0, 540.0, 243.33333333333334)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:30.339948,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 19.5, 15.178571428571429)","(71.0, 540.0, 243.33333333333334)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 55.0, 42.0)"
14-12-2022 19:11:31.389986,"(1.28, 1.3, 1.284)","(21.0, 95.0, 89.28571428571428)","(91.0, 610.0, 540.0)","(10.0, 20.0, 17.666666666666668)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 55.0, 48.25)"
14-12-2022 19:11:32.586394,"(1.28, 1.3, 1.295)","(21.0, 95.0, 85.0)","(91.0, 610.0, 540.0)","(10.0, 19.5, 17.666666666666668)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:33.748124,"(1.28, 1.31, 1.295)","(21.0, 100.0, 85.0)","(91.0, 610.0, 540.0)","(10.0, 19.5, 18.583333333333332)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:34.895745,"(1.28, 1.31, 1.295)","(21.0, 100.0, 85.0)","(91.0, 610.0, 540.0)","(10.0, 19.5, 18.583333333333332)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:36.076840,"(1.28, 1.31, 1.295)","(21.0, 100.0, 85.0)","(91.0, 610.0, 540.0)","(10.0, 19.5, 18.583333333333332)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 55.0, 51.14285714285714)"
14-12-2022 19:11:37.320524,"(1.28, 1.34, 1.33)","(21.0, 100.0, 85.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.75)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 60.0, 47.2)"
14-12-2022 19:11:38.355422,"(1.28, 1.35, 1.2872916666666667)","(21.0, 100.0, 85.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.75)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 60.0, 47.2)"
14-12-2022 19:11:39.423870,"(1.28, 1.35, 1.2866037735849056)","(21.0, 100.0, 85.0)","(91.0, 610.0, 540.0)","(10.0, 18.5, 17.0)","(71.0, 540.0, 450.0)","(13.0, 25.0, 24.935483870967744)","(4.8, 12.0, 11.6)","(21.0, 60.0, 47.2)"
