,Collays Spirit,My Snow Queen,Paperclip,Bandit,Chilliwack,Gulf Of Saros,He Knows,Tranquil Bay,Neds Gully,Sacca,Michigan,Cracking Thunder
08-01-2023 15:39:39.438368,"(12.0, 18.0, 17.108695652173914)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 9.6, 8.666666666666666)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:40.705382,"(12.0, 17.5, 17.108695652173914)","(15.0, 25.0, 20.75)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 9.6, 8.666666666666666)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:41.970509,"(12.0, 17.5, 17.108695652173914)","(15.0, 25.0, 20.75)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.4)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.6, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:43.316569,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:44.640415,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:45.905178,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:47.152285,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:48.427126,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.1647058823529415)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:49.804313,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:51.195955,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.5)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:52.470530,"(12.0, 17.0, 16.88235294117647)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.5)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:53.720594,"(12.0, 17.0, 16.88235294117647)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.5)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:55.065470,"(12.0, 17.0, 16.88235294117647)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 169.375)","(12.0, 22.0, 19.5)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 9.120000000000001)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:56.407566,"(12.0, 17.0, 16.88235294117647)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 169.375)","(12.0, 22.0, 20.125)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.836170212765958)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 9.120000000000001)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:57.703026,"(12.0, 17.0, 16.88235294117647)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 169.375)","(12.0, 22.0, 20.125)","(11.0, 16.5, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.836170212765958)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 9.145454545454546)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:58.973693,"(12.0, 17.0, 16.88235294117647)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 169.375)","(12.0, 22.0, 20.125)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.836170212765958)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 9.1)","(41.0, 210.0, 66.0)"
08-01-2023 15:40:00.239085,"(12.0, 17.5, 17.36764705882353)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 169.375)","(12.0, 22.0, 20.125)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.836170212765958)","(4.4, 5.8, 5.556097560975609)","(7.5, 9.4, 9.1)","(41.0, 210.0, 66.0)"
08-01-2023 15:40:01.564424,"(12.0, 17.5, 17.36764705882353)","(15.0, 25.0, 22.763157894736842)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 169.375)","(12.0, 22.0, 17.333333333333332)","(11.0, 16.5, 15.38888888888889)","(31.0, 180.0, 117.5)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.7)","(4.4, 5.8, 5.7)","(7.5, 9.4, 8.37142857142857)","(41.0, 210.0, 80.4)"
08-01-2023 15:40:02.877358,"(12.0, 17.5, 17.24285714285714)","(15.0, 25.0, 21.2)","(10.0, 13.0, 12.25)","(91.0, 220.0, 169.375)","(12.0, 22.0, 19.666666666666668)","(11.0, 16.5, 15.38888888888889)","(31.0, 180.0, 131.66666666666669)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.7125)","(4.4, 5.9, 5.7)","(7.5, 9.4, 8.37142857142857)","(41.0, 210.0, 80.4)"
08-01-2023 15:40:04.116396,"(12.0, 17.5, 17.24285714285714)","(15.0, 24.0, 20.6)","(10.0, 13.0, 12.25)","(91.0, 220.0, 169.375)","(12.0, 22.0, 18.5)","(11.0, 16.5, 14.833333333333334)","(31.0, 170.0, 120.71428571428571)","(5.0, 5.2, 5.140000000000001)","(4.2, 5.9, 5.7125)","(4.4, 5.9, 5.7)","(7.5, 9.4, 8.584615384615384)","(41.0, 210.0, 80.4)"
08-01-2023 15:40:05.396658,"(12.0, 17.5, 17.24285714285714)","(15.0, 23.0, 20.6)","(10.0, 13.0, 12.647058823529411)","(91.0, 220.0, 179.5)","(12.0, 22.0, 18.5)","(11.0, 16.5, 15.875)","(31.0, 170.0, 120.71428571428571)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.584615384615384)","(41.0, 210.0, 80.4)"
08-01-2023 15:40:06.702939,"(12.0, 17.5, 17.24285714285714)","(15.0, 23.0, 20.6)","(10.0, 13.0, 12.647058823529411)","(91.0, 220.0, 179.5)","(12.0, 22.0, 19.666666666666668)","(11.0, 16.5, 15.875)","(31.0, 170.0, 120.71428571428571)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.584615384615384)","(41.0, 210.0, 80.4)"
08-01-2023 15:40:07.996140,"(12.0, 17.5, 17.24285714285714)","(15.0, 23.0, 20.6)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 179.5)","(12.0, 22.0, 18.76923076923077)","(11.0, 16.5, 15.5)","(31.0, 170.0, 115.0)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.584615384615384)","(41.0, 210.0, 80.4)"
08-01-2023 15:40:09.296461,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.5)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 179.5)","(12.0, 22.0, 18.76923076923077)","(11.0, 16.5, 15.5)","(31.0, 160.0, 131.0)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.584615384615384)","(41.0, 210.0, 80.4)"
08-01-2023 15:40:10.557862,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 22.0, 20.09090909090909)","(11.0, 16.5, 15.5)","(31.0, 150.0, 138.88888888888889)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.584615384615384)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:11.842590,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 22.0, 20.09090909090909)","(11.0, 16.5, 15.5)","(31.0, 150.0, 138.88888888888889)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.584615384615384)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:13.178523,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 22.0, 20.09090909090909)","(11.0, 16.5, 15.5)","(31.0, 150.0, 138.88888888888889)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.584615384615384)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:14.499830,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 22.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 150.0, 138.88888888888889)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:15.777513,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 150.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:17.098186,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:18.410864,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:19.657465,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:20.927529,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 155.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:22.205883,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 142.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:23.518478,"(12.0, 17.5, 16.907894736842106)","(15.0, 23.0, 21.0)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 142.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.796551724137931)","(4.4, 5.9, 5.7)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:24.841093,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 21.428571428571427)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 142.0)","(12.0, 21.0, 20.333333333333332)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.757142857142857)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:26.133591,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 21.428571428571427)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 142.0)","(12.0, 21.0, 16.944444444444443)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.0875)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.757142857142857)","(7.5, 9.6, 8.8)","(41.0, 210.0, 123.60000000000001)"
08-01-2023 15:40:27.409477,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 21.428571428571427)","(10.0, 13.0, 12.571428571428571)","(91.0, 220.0, 142.0)","(12.0, 22.0, 16.944444444444443)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.833333333333334)","(7.5, 9.6, 8.8)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:28.696956,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 22.266666666666666)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 16.944444444444443)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.8)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:29.945023,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 22.266666666666666)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.8)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:31.238291,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 22.266666666666666)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.8)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:32.561327,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 22.266666666666666)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.8)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:33.821508,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 22.266666666666666)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.64)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:35.150572,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 22.266666666666666)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.800000000000001)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:36.415554,"(12.0, 17.5, 15.277777777777779)","(15.0, 23.0, 22.266666666666666)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.805263157894737)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:37.685851,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 19.395833333333332)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.805263157894737)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:39.003470,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 19.395833333333332)","(10.0, 13.0, 12.25)","(91.0, 220.0, 142.0)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.5)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.805263157894737)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:40.272904,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.25)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 14.9)","(31.0, 170.0, 156.66666666666669)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.84375)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 138.0)"
08-01-2023 15:40:41.549067,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 14.9)","(31.0, 170.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.84375)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 67.77777777777777)"
08-01-2023 15:40:42.839370,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 14.9)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.84375)","(4.4, 5.9, 5.74)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 67.77777777777777)"
08-01-2023 15:40:44.122779,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.323529411764707)","(11.0, 16.5, 15.875)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.84375)","(4.4, 5.9, 5.56)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 67.77777777777777)"
08-01-2023 15:40:45.357133,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.47222222222222)","(11.0, 16.5, 15.911764705882353)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.847058823529412)","(4.4, 5.8, 5.6)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 67.77777777777777)"
08-01-2023 15:40:46.640859,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.47222222222222)","(11.0, 16.5, 15.911764705882353)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.847058823529412)","(4.4, 5.8, 5.6)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 67.77777777777777)"
08-01-2023 15:40:47.932309,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.25)","(91.0, 220.0, 139.0)","(12.0, 22.0, 19.47222222222222)","(11.0, 16.5, 15.911764705882353)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.847058823529412)","(4.4, 5.8, 5.6)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 67.77777777777777)"
08-01-2023 15:40:49.159011,"(12.0, 17.5, 16.136363636363637)","(15.0, 21.0, 18.642857142857142)","(10.0, 13.0, 12.25)","(91.0, 220.0, 139.0)","(12.0, 22.0, 20.375)","(11.0, 16.5, 15.666666666666666)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.86896551724138)","(4.4, 5.8, 5.6)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 67.77777777777777)"
08-01-2023 15:40:50.492219,"(12.0, 17.5, 16.785714285714285)","(15.0, 21.0, 20.25)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.375)","(11.0, 16.5, 15.666666666666666)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.86896551724138)","(4.4, 5.8, 5.6)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 118.57142857142857)"
08-01-2023 15:40:52.007069,"(12.0, 17.5, 16.785714285714285)","(15.0, 21.0, 20.25)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.375)","(11.0, 16.5, 15.666666666666666)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.86896551724138)","(4.4, 5.8, 5.6)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 118.57142857142857)"
08-01-2023 15:40:53.285924,"(12.0, 17.5, 16.785714285714285)","(15.0, 21.0, 20.25)","(10.0, 13.0, 12.25)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.375)","(11.0, 16.5, 15.666666666666666)","(31.0, 160.0, 147.77777777777777)","(5.0, 5.2, 5.14375)","(4.2, 5.9, 5.86896551724138)","(4.4, 5.8, 5.6)","(7.5, 9.6, 8.933333333333334)","(41.0, 210.0, 118.57142857142857)"
