,Loco Tonto,Indy Korie,Orson Thunder,Wheelin In,Kepler Bale,Watch The Clock,My Boy Charlott,Kinson Bale
10-01-2023 16:37:28.000250,"(18.0, 48.0, 39.0)","(8.0, 13.0, 9.0)","(4.6, 9.8, 8.933333333333334)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 13.0, 11.466666666666667)","(2.4, 3.05, 2.384375)"
10-01-2023 16:37:29.410943,"(18.0, 48.0, 39.0)","(8.0, 13.0, 9.0)","(4.6, 9.8, 8.218181818181819)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 13.0, 11.466666666666667)","(2.4, 3.05, 2.4499999999999997)"
10-01-2023 16:37:30.869394,"(18.0, 48.0, 39.0)","(8.0, 13.0, 9.0)","(4.6, 10.0, 8.218181818181819)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 13.0, 11.466666666666667)","(2.4, 3.0, 2.4499999999999997)"
10-01-2023 16:37:32.163067,"(18.0, 48.0, 39.0)","(8.0, 13.0, 9.0)","(4.6, 10.0, 8.218181818181819)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 13.0, 11.133333333333333)","(2.4, 3.0, 2.4499999999999997)"
10-01-2023 16:37:33.402911,"(18.0, 48.0, 39.0)","(8.0, 12.5, 9.125)","(4.6, 10.0, 8.218181818181819)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 3.0, 2.4499999999999997)"
10-01-2023 16:37:34.592450,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.642857142857142)","(4.6, 10.0, 8.218181818181819)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 3.0, 2.4499999999999997)"
10-01-2023 16:37:35.833307,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.642857142857142)","(4.6, 10.0, 8.218181818181819)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 3.0, 2.4499999999999997)"
10-01-2023 16:37:36.993970,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.75)","(4.6, 10.0, 8.213333333333333)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 3.0, 2.4466666666666663)"
10-01-2023 16:37:38.213008,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.75)","(4.6, 11.0, 8.213333333333333)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 2.98, 2.4466666666666663)"
10-01-2023 16:37:39.389289,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.375)","(4.6, 11.0, 8.213333333333333)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 2.98, 2.4466666666666663)"
10-01-2023 16:37:40.605974,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 8.213333333333333)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 2.98, 2.4466666666666663)"
10-01-2023 16:37:41.876577,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 8.213333333333333)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 2.98, 2.4466666666666663)"
10-01-2023 16:37:43.012909,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 8.213333333333333)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 2.98, 2.4466666666666663)"
10-01-2023 16:37:44.349345,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 8.213333333333333)","(13.0, 30.0, 21.25)","(6.5, 11.0, 7.4)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 2.98, 2.4466666666666663)"
10-01-2023 16:37:45.619389,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 9.8, 7.4)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.133333333333333)","(2.4, 2.98, 2.4175)"
10-01-2023 16:37:46.928015,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 9.8, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 10.457142857142857)","(2.4, 2.96, 2.4175)"
10-01-2023 16:37:48.362467,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.457142857142857)","(2.4, 2.96, 2.4175)"
10-01-2023 16:37:49.659726,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.457142857142857)","(2.4, 2.96, 2.4175)"
10-01-2023 16:37:50.874889,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.457142857142857)","(2.4, 2.96, 2.4175)"
10-01-2023 16:37:52.058375,"(18.0, 48.0, 39.0)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.457142857142857)","(2.4, 2.96, 2.4175)"
10-01-2023 16:37:53.241975,"(18.0, 44.0, 30.25)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.457142857142857)","(2.4, 2.96, 2.415)"
10-01-2023 16:37:54.448431,"(18.0, 44.0, 27.076923076923077)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.457142857142857)","(2.4, 2.94, 2.415)"
10-01-2023 16:37:55.678680,"(18.0, 44.0, 27.076923076923077)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.457142857142857)","(2.4, 2.94, 2.3975)"
10-01-2023 16:37:56.928567,"(18.0, 44.0, 27.076923076923077)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.0, 10.55)","(2.4, 2.94, 2.3975)"
10-01-2023 16:37:58.092349,"(18.0, 44.0, 27.076923076923077)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.385714285714286)","(2.4, 2.94, 2.66)"
10-01-2023 16:37:59.255668,"(18.0, 44.0, 27.076923076923077)","(8.0, 12.5, 8.3)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.48)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 11.385714285714286)","(2.4, 2.94, 2.5025)"
10-01-2023 16:38:00.408539,"(18.0, 44.0, 22.4)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 8.9)","(8.5, 17.0, 9.799999999999999)","(7.0, 12.5, 10.033333333333333)","(2.4, 2.94, 2.5025)"
10-01-2023 16:38:01.424892,"(18.0, 44.0, 20.0)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 7.7)","(13.0, 30.0, 21.25)","(6.5, 11.0, 9.6)","(8.5, 17.0, 12.8)","(7.0, 12.5, 11.5)","(2.4, 2.94, 2.478823529411765)"
10-01-2023 16:38:02.563512,"(18.0, 44.0, 22.4)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.8)","(13.0, 30.0, 15.833333333333334)","(6.5, 11.0, 9.666666666666666)","(8.5, 17.0, 12.8)","(7.0, 12.5, 11.5)","(2.4, 3.1, 2.478823529411765)"
10-01-2023 16:38:03.739168,"(18.0, 44.0, 22.4)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.8)","(13.0, 30.0, 21.5)","(6.5, 11.0, 9.666666666666666)","(8.5, 17.0, 12.8)","(7.0, 12.5, 11.5)","(2.4, 3.1, 2.41125)"
10-01-2023 16:38:04.960456,"(18.0, 44.0, 22.4)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.8)","(13.0, 30.0, 21.5)","(6.5, 11.0, 9.666666666666666)","(8.5, 17.0, 12.8)","(7.0, 12.5, 11.5)","(2.4, 3.05, 2.41125)"
10-01-2023 16:38:06.251811,"(18.0, 44.0, 22.4)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.8)","(13.0, 30.0, 21.5)","(6.5, 11.0, 8.72)","(8.5, 17.0, 12.8)","(7.0, 12.5, 11.5)","(2.4, 3.05, 2.41125)"
10-01-2023 16:38:07.397601,"(18.0, 44.0, 22.4)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 11.0, 8.72)","(8.5, 17.0, 12.8)","(7.0, 12.5, 11.857142857142858)","(2.4, 3.05, 2.41125)"
10-01-2023 16:38:08.459159,"(18.0, 48.0, 32.5)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 11.0, 8.72)","(8.5, 17.0, 12.8)","(7.0, 13.0, 10.466666666666667)","(2.4, 3.05, 2.41125)"
10-01-2023 16:38:09.602579,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 11.0, 8.72)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.1)","(2.4, 3.05, 2.41125)"
10-01-2023 16:38:10.860697,"(18.0, 50.0, 19.75)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 11.0, 8.72)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.41125)"
10-01-2023 16:38:12.031178,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 11.0, 8.72)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.71)"
10-01-2023 16:38:13.203713,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 11.0, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.1, 2.3656249999999996)"
10-01-2023 16:38:14.352496,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.3656249999999996)"
10-01-2023 16:38:15.406385,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.3656249999999996)"
10-01-2023 16:38:16.420484,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.3656249999999996)"
10-01-2023 16:38:17.501411,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.3656249999999996)"
10-01-2023 16:38:18.504649,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.3656249999999996)"
10-01-2023 16:38:19.580557,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.3656249999999996)"
10-01-2023 16:38:20.657014,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.639130434782609)"
10-01-2023 16:38:21.771476,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.05, 2.88)"
10-01-2023 16:38:23.105145,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.1, 2.88)"
10-01-2023 16:38:24.266016,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.1, 2.88)"
10-01-2023 16:38:25.414422,"(18.0, 50.0, 22.076923076923077)","(8.0, 12.5, 8.794117647058824)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 21.5)","(6.5, 9.8, 8.0)","(8.5, 17.0, 12.8)","(7.0, 13.0, 11.8)","(2.4, 3.1, 2.88)"
10-01-2023 16:38:26.599409,"(18.0, 50.0, 24.07142857142857)","(8.0, 12.5, 8.9)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.2)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:27.717472,"(18.0, 50.0, 24.07142857142857)","(8.0, 12.5, 8.9)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.2)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:28.979479,"(18.0, 46.0, 34.4)","(8.0, 12.5, 8.9)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.2)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:30.250311,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.2)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:31.396222,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.2)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:32.709111,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:33.786551,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:34.775323,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:35.806905,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:36.876825,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:38.092262,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:39.460149,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 10.215384615384615)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:40.678129,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 11.0, 8.822222222222223)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.968)"
10-01-2023 16:38:41.891583,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 9.8, 8.822222222222223)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 3.0340000000000003)"
10-01-2023 16:38:42.979513,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 24.333333333333332)","(6.5, 9.8, 8.822222222222223)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 3.0340000000000003)"
10-01-2023 16:38:44.212420,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 9.8, 8.822222222222223)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.1, 2.584473684210526)"
10-01-2023 16:38:45.428830,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 9.8, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.05, 2.5893333333333333)"
10-01-2023 16:38:46.545399,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 3.0, 2.5054545454545454)"
10-01-2023 16:38:47.839746,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.98, 2.5054545454545454)"
10-01-2023 16:38:49.123913,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.98, 2.824)"
10-01-2023 16:38:50.246212,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.76)"
10-01-2023 16:38:51.472381,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.76)"
10-01-2023 16:38:52.676585,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.76)"
10-01-2023 16:38:53.891263,"(18.0, 46.0, 23.692307692307693)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.493333333333333)"
10-01-2023 16:38:55.256632,"(18.0, 42.0, 35.75)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.493333333333333)"
10-01-2023 16:38:56.412043,"(18.0, 42.0, 26.375)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.493333333333333)"
10-01-2023 16:38:57.684167,"(18.0, 42.0, 23.25)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.493333333333333)"
10-01-2023 16:38:58.961670,"(18.0, 42.0, 23.25)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.493333333333333)"
10-01-2023 16:39:00.130826,"(18.0, 42.0, 23.25)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.292307692307691)","(13.0, 30.0, 16.25)","(6.5, 11.0, 9.725)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.55)","(2.4, 2.92, 2.493333333333333)"
10-01-2023 16:39:01.525649,"(18.0, 42.0, 23.25)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.8)","(13.0, 30.0, 16.25)","(6.5, 11.0, 10.093333333333334)","(8.5, 17.0, 14.529411764705882)","(7.0, 13.0, 12.2)","(2.4, 2.92, 2.4675)"
10-01-2023 16:39:02.608371,"(18.0, 42.0, 23.25)","(8.0, 12.5, 8.9375)","(4.6, 11.0, 8.8)","(13.0, 30.0, 21.25)","(6.5, 11.0, 10.053846153846154)","(8.5, 17.0, 15.892307692307693)","(7.0, 13.0, 11.690909090909091)","(2.4, 2.88, 2.4844444444444442)"
10-01-2023 16:39:03.729507,"(18.0, 40.0, 34.25)","(8.0, 11.5, 10.916666666666668)","(4.6, 10.5, 9.728571428571428)","(13.0, 29.0, 21.25)","(6.5, 10.5, 10.053846153846154)","(8.5, 16.5, 15.892307692307693)","(7.0, 13.0, 11.690909090909091)","(2.4, 2.84, 2.4625)"
10-01-2023 16:39:04.808464,"(18.0, 40.0, 34.25)","(8.0, 11.5, 10.916666666666668)","(4.6, 10.5, 9.728571428571428)","(13.0, 29.0, 21.25)","(6.5, 10.5, 10.053846153846154)","(8.5, 16.5, 15.892307692307693)","(7.0, 13.0, 11.690909090909091)","(2.4, 2.8, 2.54)"
10-01-2023 16:39:06.051781,"(18.0, 40.0, 34.25)","(8.0, 11.5, 10.916666666666668)","(4.6, 10.5, 9.728571428571428)","(13.0, 29.0, 21.25)","(6.5, 10.5, 10.053846153846154)","(8.5, 16.5, 15.892307692307693)","(7.0, 13.0, 11.690909090909091)","(2.4, 2.74, 2.52)"
10-01-2023 16:39:07.225058,"(18.0, 40.0, 34.25)","(8.0, 11.5, 10.916666666666668)","(4.6, 10.5, 9.728571428571428)","(13.0, 29.0, 21.25)","(6.5, 10.5, 10.053846153846154)","(8.5, 16.5, 15.973333333333333)","(7.0, 13.0, 11.690909090909091)","(2.4, 2.72, 2.5033333333333334)"
10-01-2023 16:39:08.388297,"(18.0, 40.0, 34.25)","(8.0, 11.5, 10.916666666666668)","(4.6, 10.5, 9.728571428571428)","(13.0, 29.0, 21.25)","(6.5, 10.5, 10.053846153846154)","(8.5, 16.5, 13.933333333333334)","(7.0, 13.0, 11.690909090909091)","(2.4, 2.72, 2.5033333333333334)"
10-01-2023 16:39:09.633426,"(18.0, 40.0, 34.25)","(8.0, 11.5, 10.916666666666668)","(4.6, 10.5, 9.728571428571428)","(13.0, 29.0, 21.25)","(6.5, 10.5, 9.023529411764706)","(8.5, 16.5, 15.666666666666668)","(7.0, 13.0, 11.690909090909091)","(2.4, 2.72, 2.5033333333333334)"
