,What A Knight,Ibiza,Ready To Raid,Mister Brockie,Fernando Rocker,Tinker Train,Whiskey Cobbler,Targaryen Jewel
275,"[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 2.3, 2.76]","[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 41, 569190), 26.0, 95.0]"
276,"[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 2.3, 2.76]","[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 42, 835944), 26.0, 95.0]"
277,"[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 2.3, 2.76]","[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 44, 459594), 26.0, 95.0]"
278,"[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 2.3, 2.76]","[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 45, 761061), 26.0, 95.0]"
279,"[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 2.3, 2.76]","[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 47, 23620), 26.0, 95.0]"
280,"[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 48, 294596), 26.0, 95.0]"
281,"[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 49, 619220), 26.0, 95.0]"
282,"[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 50, 850990), 26.0, 95.0]"
283,"[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 52, 51668), 26.0, 95.0]"
284,"[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 2.3, 2.8]","[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 53, 396302), 26.0, 95.0]"
285,"[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 54, 614208), 26.0, 95.0]"
286,"[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 55, 998500), 26.0, 95.0]"
287,"[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 57, 401772), 26.0, 95.0]"
288,"[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 54, 58, 640366), 26.0, 95.0]"
289,"[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 0, 19109), 26.0, 95.0]"
290,"[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 1, 301091), 26.0, 95.0]"
291,"[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 2, 584689), 26.0, 95.0]"
292,"[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 3, 821224), 26.0, 95.0]"
293,"[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 5, 150438), 26.0, 95.0]"
294,"[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 6, 480802), 26.0, 95.0]"
295,"[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 7, 777224), 26.0, 95.0]"
296,"[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 9, 14206), 26.0, 95.0]"
297,"[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 10, 276169), 26.0, 95.0]"
298,"[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 2.3, 2.6]","[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 11, 496952), 26.0, 95.0]"
299,"[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 2.3, 2.8]","[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 12, 715962), 26.0, 95.0]"
300,"[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 2.3, 2.8]","[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 13, 912725), 26.0, 95.0]"
301,"[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 15, 71222), 26.0, 95.0]"
302,"[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 16, 252285), 26.0, 95.0]"
303,"[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 17, 444851), 26.0, 95.0]"
304,"[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 18, 611296), 26.0, 95.0]"
305,"[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 19, 800892), 26.0, 95.0]"
306,"[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 20, 967124), 26.0, 95.0]"
307,"[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 169127), 26.0, 95.0]"
308,"[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 23, 319384), 26.0, 95.0]"
309,"[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 485133), 26.0, 95.0]"
310,"[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 637340), 26.0, 95.0]"
311,"[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 857327), 26.0, 95.0]"
312,"[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 77970), 26.0, 95.0]"
313,"[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 338890), 26.0, 95.0]"
314,"[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 15.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 2.9, 4.5]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 3.8, 7.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 626750), 26.0, 95.0]"
