,Vale Orchard,Discrepancy,Harvard Scholar,Golden State,Hotspot Hero,Mepunga Roz,Axel Coaster
04-01-2023 11:11:34.260297,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.8)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.7)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.52, 2.2678787878787876)","(13.0, 19.5, 16.0)"
04-01-2023 11:11:35.163370,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.6571428571428575)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.7)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.5, 2.2828571428571425)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:36.075057,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.6571428571428575)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.7)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.48, 2.2751724137931033)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:36.971353,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.6571428571428575)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.7)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.48, 2.2751724137931033)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:37.875159,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.7)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.48, 2.2751724137931033)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:38.792363,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.7)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.48, 2.2751724137931033)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:39.720797,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.7)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:40.616318,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.5, 9.983333333333334)","(6.0, 7.8, 7.216666666666667)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:41.572081,"(12.0, 16.5, 13.5)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 9.6, 8.5)","(6.0, 7.8, 7.530769230769231)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:42.491592,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 9.6, 8.5)","(6.0, 7.8, 7.234615384615385)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.0)"
04-01-2023 11:11:43.436267,"(12.0, 17.0, 13.11111111111111)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 9.6, 8.5)","(6.0, 7.6, 7.199999999999999)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 18.423076923076923)"
04-01-2023 11:11:44.352889,"(12.0, 17.0, 12.394736842105264)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 9.6, 8.5)","(6.0, 7.6, 7.199999999999999)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 18.423076923076923)"
04-01-2023 11:11:45.295952,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 9.6, 8.5)","(6.0, 7.8, 7.355555555555555)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 15.75)"
04-01-2023 11:11:46.215007,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 9.6, 8.5)","(6.0, 7.8, 7.355555555555555)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 15.75)"
04-01-2023 11:11:47.120382,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 9.6, 8.5)","(6.0, 7.8, 7.355555555555555)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:48.053347,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 22.0, 14.153846153846153)","(6.0, 10.0, 8.32857142857143)","(6.0, 7.8, 7.355555555555555)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:48.955591,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 17.0, 13.517412935323383)","(6.0, 10.0, 8.08421052631579)","(6.0, 7.8, 7.355555555555555)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:49.876264,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 10.0, 8.08421052631579)","(6.0, 7.8, 7.133333333333333)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:50.798356,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 10.0, 8.08421052631579)","(6.0, 7.8, 7.133333333333333)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:51.721011,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 9.6, 8.622222222222222)","(6.0, 7.8, 7.133333333333333)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:52.638594,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 9.6, 8.622222222222222)","(6.0, 7.8, 7.133333333333333)","(2.0, 2.48, 2.2751724137931033)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:53.587833,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 9.6, 8.622222222222222)","(6.0, 7.8, 7.133333333333333)","(2.0, 2.48, 2.2751724137931033)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:54.522090,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 9.6, 8.622222222222222)","(6.0, 7.8, 7.133333333333333)","(2.0, 2.48, 2.3529411764705883)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:55.523484,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 9.2, 8.3)","(6.0, 7.8, 7.377777777777778)","(2.0, 2.48, 2.3529411764705883)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:56.448002,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 9.2, 8.3)","(6.0, 7.8, 7.377777777777778)","(2.0, 2.48, 2.3529411764705883)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:57.443278,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 8.8, 8.100000000000001)","(6.0, 7.8, 7.377777777777778)","(2.0, 2.48, 2.3529411764705883)","(13.0, 19.0, 16.25)"
04-01-2023 11:11:58.417089,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 15.0)","(6.0, 8.8, 8.100000000000001)","(6.0, 7.8, 7.377777777777778)","(2.0, 2.48, 2.3529411764705883)","(13.0, 19.0, 14.25)"
04-01-2023 11:11:59.407533,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 17.0, 13.517412935323383)","(6.0, 8.8, 7.502941176470588)","(6.0, 8.0, 6.014545454545455)","(2.0, 2.48, 2.3449999999999998)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:00.379248,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 17.0, 13.517412935323383)","(6.0, 8.8, 7.502941176470588)","(6.0, 8.0, 6.014545454545455)","(2.0, 2.48, 2.3679245283018866)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:01.343614,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 17.0, 13.517412935323383)","(6.0, 8.8, 8.100000000000001)","(6.0, 8.0, 6.142857142857143)","(2.0, 2.48, 2.3769811320754717)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:02.289769,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 17.0, 13.517412935323383)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.142857142857143)","(2.0, 2.46, 2.3769811320754717)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:03.264574,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 17.0, 13.517412935323383)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.237288135593221)","(2.0, 2.46, 2.3769811320754717)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:04.179266,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.237288135593221)","(2.0, 2.46, 2.3769811320754717)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:05.147793,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.109090909090909)","(2.0, 2.46, 2.3015999999999996)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:06.021334,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.109090909090909)","(2.0, 2.46, 2.3015999999999996)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:06.948400,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.109090909090909)","(2.0, 2.46, 2.3015999999999996)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:07.830261,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.109090909090909)","(2.0, 2.46, 2.3015999999999996)","(13.0, 19.5, 14.25)"
04-01-2023 11:12:08.768463,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 13.75)","(6.0, 8.8, 7.512903225806452)","(6.0, 8.0, 6.109090909090909)","(2.0, 2.46, 2.357333333333333)","(13.0, 17.0, 13.568627450980392)"
04-01-2023 11:12:09.689686,"(12.0, 17.0, 12.625)","(4.0, 8.0, 7.921311475409836)","(11.0, 16.5, 13.75)","(6.0, 8.2, 7.8)","(6.0, 8.0, 6.109090909090909)","(2.0, 2.46, 2.357333333333333)","(13.0, 17.0, 13.568627450980392)"
04-01-2023 11:12:10.609270,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.350819672131148)","(11.0, 16.5, 13.75)","(6.0, 8.2, 7.8)","(6.0, 8.0, 6.3578947368421055)","(2.0, 2.46, 2.357333333333333)","(13.0, 17.0, 13.568627450980392)"
04-01-2023 11:12:11.506348,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.350819672131148)","(11.0, 16.5, 13.75)","(6.0, 8.2, 7.8)","(6.0, 8.0, 6.3578947368421055)","(2.0, 2.46, 2.357333333333333)","(13.0, 17.0, 13.568627450980392)"
04-01-2023 11:12:12.467293,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.350819672131148)","(11.0, 16.5, 13.75)","(6.0, 8.2, 7.8)","(6.0, 8.0, 6.3578947368421055)","(2.0, 2.46, 2.357333333333333)","(13.0, 17.0, 13.568627450980392)"
04-01-2023 11:12:13.415918,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.350819672131148)","(11.0, 16.5, 13.75)","(6.0, 8.2, 7.8)","(6.0, 8.0, 6.3578947368421055)","(2.0, 2.46, 2.357333333333333)","(13.0, 17.0, 13.509950248756219)"
04-01-2023 11:12:14.350014,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.350819672131148)","(11.0, 16.5, 13.75)","(6.0, 8.2, 7.8)","(6.0, 8.0, 6.540350877192982)","(2.0, 2.46, 2.357333333333333)","(13.0, 15.5, 13.509950248756219)"
04-01-2023 11:12:15.336480,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.25)","(11.0, 16.5, 13.75)","(6.0, 8.2, 7.8)","(6.0, 8.0, 6.3578947368421055)","(2.0, 2.46, 2.3367999999999998)","(13.0, 15.5, 13.509950248756219)"
04-01-2023 11:12:16.289666,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.290909090909091)","(11.0, 16.5, 13.75)","(6.0, 8.8, 7.512903225806452)","(6.0, 8.0, 6.3578947368421055)","(2.0, 2.46, 2.3866666666666667)","(13.0, 15.5, 13.625)"
04-01-2023 11:12:17.263098,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.290909090909091)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.540350877192982)","(2.0, 2.46, 2.3866666666666667)","(13.0, 15.0, 13.588235294117647)"
04-01-2023 11:12:18.234749,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.290909090909091)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.540350877192982)","(2.0, 2.46, 2.3866666666666667)","(13.0, 15.0, 13.588235294117647)"
04-01-2023 11:12:19.234259,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.290909090909091)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.540350877192982)","(2.0, 2.46, 2.3866666666666667)","(13.0, 15.0, 13.588235294117647)"
04-01-2023 11:12:20.229058,"(12.0, 17.0, 12.625)","(4.0, 7.4, 7.290909090909091)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.722807017543859)","(2.0, 2.46, 2.3866666666666667)","(13.0, 15.0, 13.588235294117647)"
04-01-2023 11:12:21.229438,"(12.0, 15.5, 12.519867549668874)","(4.0, 7.4, 7.290909090909091)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.722807017543859)","(2.0, 2.46, 2.3866666666666667)","(13.0, 15.0, 13.588235294117647)"
04-01-2023 11:12:22.185223,"(12.0, 15.5, 12.519867549668874)","(4.0, 7.4, 7.25)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.885714285714285)","(2.0, 2.46, 2.372)","(13.0, 15.0, 13.588235294117647)"
04-01-2023 11:12:23.122161,"(12.0, 15.0, 12.708333333333334)","(4.0, 7.4, 7.25)","(11.0, 16.5, 13.75)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.885714285714285)","(2.0, 2.46, 2.4144827586206894)","(13.0, 15.0, 13.588235294117647)"
04-01-2023 11:12:24.094830,"(12.0, 14.0, 12.75)","(4.0, 7.4, 7.388888888888889)","(11.0, 16.5, 13.75)","(6.0, 8.6, 8.1)","(6.0, 8.0, 7.243636363636364)","(2.0, 2.46, 2.4233333333333333)","(13.0, 15.0, 13.25)"
04-01-2023 11:12:25.022754,"(12.0, 14.0, 12.75)","(4.0, 7.4, 7.175)","(11.0, 16.5, 14.142857142857142)","(6.0, 8.6, 8.1)","(6.0, 8.0, 7.243636363636364)","(2.0, 2.46, 2.44375)","(13.0, 13.5, 13.25)"
04-01-2023 11:12:25.995380,"(12.0, 14.0, 12.75)","(4.0, 10.5, 10.196103896103896)","(11.0, 16.5, 13.75)","(6.0, 8.6, 8.0)","(6.0, 8.0, 6.237288135593221)","(2.0, 2.5, 2.416551724137931)","(13.0, 13.5, 13.25)"
04-01-2023 11:12:26.891541,"(12.0, 14.0, 12.75)","(4.0, 8.4, 8.0)","(11.0, 16.5, 13.75)","(6.0, 8.6, 8.0)","(6.0, 8.0, 6.237288135593221)","(2.0, 2.52, 2.42)","(13.0, 13.5, 13.285714285714286)"
04-01-2023 11:12:27.804908,"(12.0, 14.0, 12.75)","(4.0, 8.4, 8.0)","(11.0, 16.5, 13.75)","(6.0, 8.6, 8.0)","(6.0, 8.0, 6.142857142857143)","(2.0, 2.52, 2.42)","(13.0, 13.5, 13.285714285714286)"
04-01-2023 11:12:28.725096,"(12.0, 14.0, 12.75)","(4.0, 8.4, 8.211764705882352)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.6, 7.775)","(6.0, 8.0, 6.328571428571429)","(2.0, 2.52, 2.42)","(13.0, 13.5, 13.285714285714286)"
04-01-2023 11:12:29.639975,"(12.0, 14.0, 12.75)","(4.0, 8.4, 8.211764705882352)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.6, 7.775)","(6.0, 8.0, 6.44)","(2.0, 2.52, 2.42)","(13.0, 13.5, 13.285714285714286)"
04-01-2023 11:12:30.552841,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 8.225)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.6, 7.945454545454545)","(6.0, 8.0, 6.44)","(2.0, 2.52, 2.42)","(13.0, 13.5, 13.049019607843137)"
04-01-2023 11:12:31.462900,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 8.225)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.7)","(6.0, 8.0, 6.328571428571429)","(2.0, 2.52, 2.42)","(13.0, 15.5, 13.4)"
04-01-2023 11:12:32.379277,"(12.0, 15.0, 12.708333333333334)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.7)","(6.0, 8.0, 6.328571428571429)","(2.0, 2.52, 2.42)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:33.325346,"(12.0, 13.5, 12.666666666666666)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.7)","(6.0, 8.0, 6.44)","(2.0, 2.52, 2.42)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:34.261884,"(12.0, 13.5, 12.666666666666666)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.7)","(6.0, 8.0, 6.44)","(2.0, 2.52, 2.42)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:35.206404,"(12.0, 13.5, 12.666666666666666)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.7)","(6.0, 8.0, 6.905263157894737)","(2.0, 2.52, 2.42)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:36.168255,"(12.0, 13.5, 12.666666666666666)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.7)","(6.0, 8.0, 6.905263157894737)","(2.0, 2.52, 2.42)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:37.147120,"(12.0, 13.5, 12.666666666666666)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.7)","(6.0, 8.0, 6.905263157894737)","(2.0, 2.52, 2.4654545454545453)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:38.138256,"(12.0, 13.5, 12.666666666666666)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.905263157894737)","(2.0, 2.52, 2.4654545454545453)","(13.0, 15.0, 13.533333333333333)"
04-01-2023 11:12:39.083266,"(12.0, 13.5, 12.666666666666666)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.4, 7.9)","(6.0, 8.0, 6.905263157894737)","(2.0, 2.52, 2.4654545454545453)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:40.081072,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.4, 7.938461538461539)","(6.0, 8.0, 6.905263157894737)","(2.0, 2.52, 2.4654545454545453)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:41.084521,"(12.0, 15.0, 12.708333333333334)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.4, 7.938461538461539)","(6.0, 8.0, 6.905263157894737)","(2.0, 2.52, 2.4654545454545453)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:42.051645,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.310344827586207)","(6.0, 8.0, 6.722807017543859)","(2.0, 2.52, 2.4654545454545453)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:43.015633,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 13.666666666666666)","(6.0, 8.0, 7.310344827586207)","(6.0, 8.0, 6.766101694915254)","(2.0, 2.52, 2.4109090909090907)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:43.952437,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 12.804347826086957)","(6.0, 8.0, 7.310344827586207)","(6.0, 8.0, 6.766101694915254)","(2.0, 2.52, 2.429090909090909)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:44.911347,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.241379310344827)","(6.0, 8.0, 6.766101694915254)","(2.0, 2.52, 2.429090909090909)","(13.0, 15.0, 13.4)"
04-01-2023 11:12:45.825026,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.278260869565218)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.241379310344827)","(6.0, 8.0, 6.766101694915254)","(2.0, 2.52, 2.429090909090909)","(13.0, 15.0, 13.421052631578947)"
04-01-2023 11:12:46.755626,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.296296296296296)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.241379310344827)","(6.0, 8.0, 6.766101694915254)","(2.0, 2.52, 2.429090909090909)","(13.0, 15.0, 12.75)"
04-01-2023 11:12:47.689283,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 8.296296296296296)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.241379310344827)","(6.0, 8.0, 6.651851851851852)","(2.0, 2.52, 2.429090909090909)","(13.0, 13.0, 12.75)"
04-01-2023 11:12:48.633883,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 8.296296296296296)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.241379310344827)","(6.0, 8.0, 6.651851851851852)","(2.0, 2.52, 2.429090909090909)","(13.0, 13.0, 12.75)"
04-01-2023 11:12:49.528661,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 8.296296296296296)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.241379310344827)","(6.0, 8.0, 6.786666666666666)","(2.0, 2.52, 2.4415686274509802)","(13.0, 13.0, 12.75)"
04-01-2023 11:12:50.442524,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.133333333333333)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.241379310344827)","(6.0, 8.0, 6.885714285714285)","(2.0, 2.52, 2.4415686274509802)","(13.0, 13.0, 12.75)"
04-01-2023 11:12:51.408943,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.133333333333333)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.245283018867925)","(6.0, 8.0, 6.885714285714285)","(2.0, 2.52, 2.4417391304347826)","(13.0, 13.0, 12.75)"
04-01-2023 11:12:52.361895,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.133333333333333)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.245283018867925)","(6.0, 8.0, 6.885714285714285)","(2.0, 2.52, 2.4417391304347826)","(13.0, 13.0, 12.75)"
04-01-2023 11:12:53.359449,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.133333333333333)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.245283018867925)","(6.0, 8.0, 6.786666666666666)","(2.0, 2.52, 2.4417391304347826)","(13.0, 13.0, 13.75)"
04-01-2023 11:12:54.339589,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.26)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.245283018867925)","(6.0, 8.0, 6.786666666666666)","(2.0, 2.52, 2.4613043478260868)","(13.0, 15.0, 12.636363636363637)"
04-01-2023 11:12:55.326182,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.181818181818182)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.245283018867925)","(6.0, 8.0, 6.885714285714285)","(2.0, 2.52, 2.4613043478260868)","(13.0, 13.0, 12.636363636363637)"
04-01-2023 11:12:56.321356,"(12.0, 13.0, 12.583333333333334)","(4.0, 8.4, 8.181818181818182)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.245283018867925)","(6.0, 8.0, 6.676363636363636)","(2.0, 2.52, 2.4613043478260868)","(13.0, 13.0, 12.636363636363637)"
04-01-2023 11:12:57.332891,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 8.26)","(11.0, 16.5, 12.722222222222221)","(6.0, 8.0, 7.245283018867925)","(6.0, 8.0, 6.844444444444444)","(2.0, 2.52, 2.4614634146341463)","(13.0, 13.0, 12.636363636363637)"
04-01-2023 11:12:58.372975,"(12.0, 15.5, 12.519867549668874)","(4.0, 8.4, 7.5)","(11.0, 16.5, 12.722222222222221)","(6.0, 7.2, 7.183333333333334)","(6.0, 8.0, 7.018867924528302)","(2.0, 2.52, 2.4614634146341463)","(13.0, 13.0, 12.636363636363637)"
04-01-2023 11:12:59.407303,"(12.0, 15.0, 12.708333333333334)","(4.0, 8.4, 7.542857142857144)","(11.0, 16.5, 12.722222222222221)","(6.0, 7.2, 7.183333333333334)","(6.0, 8.0, 7.215094339622642)","(2.0, 2.52, 2.4614634146341463)","(13.0, 13.0, 12.636363636363637)"
04-01-2023 11:13:00.472322,"(12.0, 14.5, 12.833333333333334)","(4.0, 8.4, 7.542857142857144)","(11.0, 16.5, 12.722222222222221)","(6.0, 7.2, 7.183333333333334)","(6.0, 8.0, 6.699999999999999)","(2.0, 2.52, 2.4809756097560975)","(13.0, 13.0, 12.544334975369457)"
04-01-2023 11:13:01.490927,"(12.0, 14.5, 12.833333333333334)","(4.0, 8.4, 8.05)","(11.0, 16.5, 12.722222222222221)","(6.0, 7.2, 7.183333333333334)","(6.0, 8.0, 7.215094339622642)","(2.0, 2.52, 2.429090909090909)","(13.0, 15.5, 12.772727272727273)"
