,Haveyoucheckedin,Rakasharp Nz,Timely Sovereign,Swedish Meatballs,The Poobah,Outside Fighter,El Jacob,Some Chevron Nz,Classicmajor,Daggy Lamb Nz
10-01-2023 16:34:17.242030,"(3.9, 5.5, 5.182758620689655)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 11.5, 11.1875)","(16.0, 20.0, 21.416666666666668)","(3.4, 4.1, 3.9949999999999997)","(21.0, 34.0, 32.54545454545455)","(4.8, 99999, 99990)","(7.5, 8.8, 8.514285714285714)","(8.5, 99999, 99990)"
10-01-2023 16:34:18.595626,"(3.9, 5.5, 5.221212121212121)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 11.5, 11.1875)","(16.0, 22.0, 19.4)","(3.4, 4.1, 3.9499999999999997)","(21.0, 34.0, 30.285714285714285)","(4.8, 99999, 99990)","(7.5, 8.8, 8.514285714285714)","(8.5, 99999, 99990)"
10-01-2023 16:34:19.984108,"(3.9, 6.4, 5.38)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 11.5, 11.115384615384615)","(16.0, 21.0, 20.0625)","(3.4, 4.1, 4.05)","(21.0, 32.0, 30.285714285714285)","(4.8, 99999, 99990)","(7.5, 8.8, 8.4)","(8.5, 99999, 99990)"
10-01-2023 16:34:21.499004,"(3.9, 5.6, 5.482352941176471)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 11.5, 11.115384615384615)","(16.0, 21.0, 20.0625)","(3.4, 4.1, 4.035714285714286)","(21.0, 32.0, 30.285714285714285)","(4.8, 99999, 99990)","(7.5, 8.8, 8.4)","(8.5, 99999, 99990)"
10-01-2023 16:34:22.844614,"(3.9, 5.6, 5.482352941176471)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 11.5, 11.115384615384615)","(16.0, 21.0, 19.076923076923077)","(3.4, 4.1, 4.015151515151515)","(21.0, 32.0, 30.285714285714285)","(4.8, 99999, 99990)","(7.5, 8.8, 8.4)","(8.5, 99999, 99990)"
10-01-2023 16:34:24.257731,"(3.9, 5.6, 5.482352941176471)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 11.5, 11.115384615384615)","(16.0, 20.0, 19.076923076923077)","(3.4, 4.1, 4.015151515151515)","(21.0, 32.0, 30.285714285714285)","(4.8, 99999, 99990)","(7.5, 8.8, 8.4875)","(8.5, 99999, 99990)"
10-01-2023 16:34:26.027013,"(3.9, 5.6, 5.4526315789473685)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 11.5, 12.819444444444445)","(16.0, 20.0, 19.333333333333332)","(3.4, 4.1, 3.911111111111111)","(21.0, 32.0, 28.857142857142858)","(4.8, 99999, 99990)","(7.5, 8.8, 8.266666666666667)","(8.5, 99999, 99990)"
10-01-2023 16:34:27.610317,"(3.9, 5.6, 5.716129032258064)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 14.0, 12.852941176470589)","(16.0, 22.0, 18.214285714285715)","(3.4, 4.0, 3.8249999999999997)","(21.0, 30.0, 28.857142857142858)","(4.8, 99999, 99990)","(7.5, 8.8, 8.333333333333334)","(8.5, 99999, 99990)"
10-01-2023 16:34:29.171788,"(3.9, 6.0, 5.6000000000000005)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 13.5, 12.852941176470589)","(16.0, 21.0, 18.5)","(3.4, 4.0, 3.8249999999999997)","(21.0, 30.0, 28.857142857142858)","(4.8, 99999, 99990)","(7.5, 8.8, 8.690196078431374)","(8.5, 99999, 99990)"
10-01-2023 16:34:30.657063,"(3.9, 5.9, 5.6000000000000005)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 13.5, 12.65)","(16.0, 21.0, 18.333333333333332)","(3.4, 4.0, 3.8249999999999997)","(21.0, 30.0, 28.857142857142858)","(4.8, 99999, 99990)","(7.5, 8.8, 8.696296296296296)","(8.5, 99999, 99990)"
10-01-2023 16:34:32.225360,"(3.9, 5.9, 5.6)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 13.0, 12.42)","(16.0, 20.0, 18.1875)","(3.4, 4.0, 3.8249999999999997)","(21.0, 30.0, 28.142857142857142)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:33.762355,"(3.9, 5.8, 5.6)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 12.5, 12.42)","(16.0, 19.5, 18.1875)","(3.4, 4.0, 3.8249999999999997)","(21.0, 29.0, 28.142857142857142)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:35.264643,"(3.9, 5.8, 5.514285714285714)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 12.5, 12.321428571428571)","(16.0, 19.5, 18.375)","(3.3, 4.0, 3.8296296296296295)","(21.0, 29.0, 28.142857142857142)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:36.642077,"(3.9, 5.8, 5.514285714285714)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 12.5, 12.321428571428571)","(16.0, 19.5, 18.375)","(3.3, 4.0, 3.8440677966101693)","(21.0, 29.0, 28.142857142857142)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:38.000043,"(3.9, 5.8, 5.514285714285714)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 12.5, 12.321428571428571)","(16.0, 19.5, 18.375)","(3.3, 4.0, 3.833333333333333)","(21.0, 29.0, 23.714285714285715)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:39.359285,"(3.9, 5.8, 5.514285714285714)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 19.5, 19.0)","(3.3, 4.0, 3.833333333333333)","(21.0, 26.0, 24.4)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:40.748593,"(3.9, 5.8, 5.70625)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 21.0, 19.57142857142857)","(3.3, 4.0, 3.833333333333333)","(21.0, 25.0, 24.4)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:42.199788,"(3.9, 5.8, 5.711764705882353)","(101.0, 99999, 99990)","(31.0, 55.0, 45.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 20.0, 18.5)","(3.3, 4.0, 3.833333333333333)","(21.0, 25.0, 24.4)","(4.8, 99999, 99990)","(7.5, 8.8, 8.696296296296296)","(8.5, 99999, 99990)"
10-01-2023 16:34:43.779862,"(3.9, 5.8, 5.684615384615385)","(101.0, 99999, 99990)","(31.0, 55.0, 46.2)","(10.0, 12.5, 12.384615384615385)","(16.0, 20.0, 18.25)","(3.3, 4.0, 3.833333333333333)","(21.0, 25.0, 24.428571428571427)","(4.8, 99999, 99990)","(7.5, 8.8, 8.696296296296296)","(8.5, 99999, 99990)"
10-01-2023 16:34:45.275671,"(3.9, 5.8, 5.684615384615385)","(101.0, 99999, 99990)","(31.0, 55.0, 49.42857142857143)","(10.0, 12.5, 12.384615384615385)","(16.0, 19.0, 18.25)","(3.3, 4.0, 3.833333333333333)","(21.0, 25.0, 24.428571428571427)","(4.8, 99999, 99990)","(7.5, 8.8, 8.703448275862069)","(8.5, 99999, 99990)"
10-01-2023 16:34:46.763551,"(3.9, 5.7, 5.914285714285715)","(101.0, 99999, 99990)","(31.0, 55.0, 49.42857142857143)","(10.0, 12.5, 12.384615384615385)","(16.0, 19.0, 17.25)","(3.3, 4.0, 3.833333333333333)","(19.0, 25.0, 26.4)","(4.8, 99999, 99990)","(7.5, 8.8, 8.696296296296296)","(8.5, 99999, 99990)"
10-01-2023 16:34:48.201795,"(3.9, 6.2, 5.872727272727273)","(101.0, 99999, 99990)","(31.0, 55.0, 46.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 20.0, 18.0)","(3.3, 4.0, 3.8305882352941176)","(19.0, 36.0, 30.4)","(4.8, 99999, 99990)","(7.5, 8.8, 8.659649122807018)","(8.5, 99999, 99990)"
10-01-2023 16:34:49.764491,"(3.9, 6.2, 5.872727272727273)","(101.0, 99999, 99990)","(31.0, 50.0, 45.0)","(10.0, 12.5, 12.384615384615385)","(16.0, 18.5, 17.8)","(3.3, 4.0, 3.833333333333333)","(19.0, 32.0, 28.363636363636363)","(4.8, 99999, 99990)","(7.5, 8.8, 8.659649122807018)","(8.5, 99999, 99990)"
10-01-2023 16:34:51.401869,"(3.9, 6.2, 5.872727272727273)","(101.0, 99999, 99990)","(31.0, 48.0, 44.266666666666666)","(10.0, 12.5, 12.384615384615385)","(16.0, 19.0, 17.8)","(3.3, 4.0, 3.833333333333333)","(19.0, 30.0, 28.363636363636363)","(4.8, 99999, 99990)","(7.5, 8.8, 8.659649122807018)","(8.5, 99999, 99990)"
10-01-2023 16:34:53.196212,"(3.9, 6.2, 5.872727272727273)","(101.0, 99999, 99990)","(31.0, 48.0, 43.2)","(10.0, 12.5, 12.384615384615385)","(16.0, 19.0, 17.3)","(3.3, 4.0, 3.833333333333333)","(20.0, 30.0, 28.0)","(4.8, 99999, 99990)","(7.5, 8.8, 8.654545454545454)","(8.5, 99999, 99990)"
10-01-2023 16:34:54.688705,"(3.9, 6.2, 5.872727272727273)","(101.0, 99999, 99990)","(31.0, 46.0, 41.09090909090909)","(10.0, 12.5, 12.384615384615385)","(16.0, 18.5, 17.442307692307693)","(3.3, 4.0, 3.833333333333333)","(20.0, 29.0, 28.0)","(4.8, 99999, 99990)","(7.5, 8.8, 8.654545454545454)","(8.5, 99999, 99990)"
10-01-2023 16:34:56.191066,"(4.0, 6.2, 5.6)","(101.0, 99999, 99990)","(31.0, 44.0, 40.857142857142854)","(10.0, 12.5, 12.0)","(16.0, 20.0, 17.3)","(3.3, 4.0, 3.833333333333333)","(20.0, 29.0, 28.0)","(4.8, 99999, 99990)","(7.5, 8.8, 8.418181818181818)","(8.5, 99999, 99990)"
10-01-2023 16:34:57.562736,"(4.0, 6.0, 5.618181818181818)","(101.0, 99999, 99990)","(31.0, 44.0, 41.2)","(10.0, 12.5, 11.5625)","(16.0, 18.5, 17.22222222222222)","(3.3, 4.0, 3.833333333333333)","(20.0, 29.0, 28.0)","(4.8, 99999, 99990)","(7.5, 8.8, 8.418181818181818)","(8.5, 99999, 99990)"
10-01-2023 16:34:58.925737,"(4.0, 6.0, 5.618181818181818)","(101.0, 99999, 99990)","(31.0, 44.0, 41.2)","(10.0, 12.5, 11.166666666666666)","(16.0, 18.0, 18.2)","(3.3, 4.0, 3.821917808219178)","(20.0, 29.0, 27.2)","(4.8, 99999, 99990)","(7.5, 8.8, 8.418181818181818)","(8.5, 99999, 99990)"
10-01-2023 16:35:00.490530,"(4.0, 5.9, 5.571428571428572)","(101.0, 99999, 99990)","(31.0, 44.0, 41.2)","(10.0, 11.5, 10.944444444444445)","(16.0, 19.0, 18.2)","(3.3, 4.0, 3.821917808219178)","(20.0, 28.0, 27.2)","(4.8, 99999, 99990)","(7.5, 8.8, 8.418181818181818)","(8.5, 99999, 99990)"
10-01-2023 16:35:02.001093,"(4.0, 6.0, 5.675)","(101.0, 99999, 99990)","(31.0, 44.0, 40.266666666666666)","(10.0, 11.5, 10.944444444444445)","(16.0, 19.0, 18.264705882352942)","(3.3, 4.0, 3.7590909090909093)","(20.0, 28.0, 27.11111111111111)","(4.8, 99999, 99990)","(7.5, 8.8, 8.418181818181818)","(8.5, 99999, 99990)"
10-01-2023 16:35:03.528632,"(4.0, 6.0, 5.675)","(101.0, 99999, 99990)","(31.0, 44.0, 38.8)","(10.0, 11.5, 10.63953488372093)","(16.0, 19.0, 17.833333333333332)","(3.3, 3.95, 3.7688405797101447)","(20.0, 28.0, 34.166666666666664)","(4.8, 99999, 99990)","(7.5, 8.8, 8.733333333333334)","(8.5, 99999, 99990)"
10-01-2023 16:35:04.970740,"(4.0, 5.9, 5.814285714285715)","(101.0, 99999, 99990)","(31.0, 42.0, 39.0)","(10.0, 12.0, 11.86734693877551)","(16.0, 18.5, 17.625)","(3.3, 3.8, 3.7688405797101447)","(20.0, 36.0, 35.266666666666666)","(4.8, 99999, 99990)","(7.5, 8.8, 8.733333333333334)","(9.0, 99999, 99990)"
10-01-2023 16:35:06.533117,"(4.0, 5.8, 5.605555555555555)","(101.0, 99999, 99990)","(31.0, 42.0, 56.5)","(10.0, 12.5, 11.264705882352942)","(16.0, 20.0, 19.46551724137931)","(3.3, 3.8, 3.7688405797101447)","(20.0, 36.0, 31.63157894736842)","(4.8, 99999, 99990)","(7.5, 8.8, 8.733333333333334)","(9.0, 99999, 99990)"
10-01-2023 16:35:08.071545,"(4.0, 5.8, 5.692857142857143)","(101.0, 99999, 99990)","(31.0, 75.0, 51.2)","(10.0, 12.0, 11.074285714285715)","(16.0, 19.5, 19.46078431372549)","(3.3, 3.8, 3.7688405797101447)","(20.0, 34.0, 30.764705882352942)","(4.8, 99999, 99990)","(7.5, 8.8, 8.258536585365853)","(9.0, 99999, 99990)"
10-01-2023 16:35:09.572716,"(4.0, 5.8, 5.692857142857143)","(101.0, 99999, 99990)","(31.0, 60.0, 44.375)","(10.0, 12.0, 11.466101694915254)","(16.0, 19.5, 19.46078431372549)","(3.3, 3.8, 3.7688405797101447)","(20.0, 32.0, 30.764705882352942)","(4.8, 99999, 99990)","(7.5, 8.8, 8.258536585365853)","(9.0, 99999, 99990)"
10-01-2023 16:35:11.091175,"(4.0, 5.8, 5.692857142857143)","(101.0, 99999, 99990)","(31.0, 55.0, 42.0)","(10.0, 11.5, 11.292207792207792)","(16.0, 19.5, 19.630769230769232)","(3.3, 3.8, 3.7688405797101447)","(20.0, 32.0, 27.375)","(4.8, 99999, 99990)","(7.5, 8.8, 8.258536585365853)","(9.0, 99999, 99990)"
10-01-2023 16:35:12.518772,"(4.0, 5.8, 5.711764705882353)","(101.0, 99999, 99990)","(31.0, 50.0, 41.0)","(10.0, 11.5, 11.292207792207792)","(16.0, 20.0, 19.66417910447761)","(3.3, 3.8, 3.7218750000000003)","(20.0, 30.0, 24.0)","(4.8, 99999, 99990)","(7.5, 8.8, 8.018181818181818)","(9.0, 99999, 99990)"
10-01-2023 16:35:13.866941,"(4.0, 5.8, 5.585714285714285)","(101.0, 99999, 99990)","(31.0, 46.0, 40.57142857142857)","(9.0, 11.5, 10.341463414634147)","(16.0, 20.0, 19.66417910447761)","(3.2, 3.75, 3.7153846153846155)","(20.0, 30.0, 25.666666666666668)","(5.0, 99999, 99990)","(7.0, 8.6, 7.954838709677419)","(9.0, 99999, 99990)"
10-01-2023 16:35:15.251272,"(4.0, 5.8, 5.707692307692308)","(101.0, 99999, 99990)","(31.0, 44.0, 42.4)","(9.0, 11.0, 10.341463414634147)","(16.0, 20.0, 19.166666666666668)","(3.2, 3.75, 3.7326923076923078)","(20.0, 29.0, 26.0)","(5.0, 99999, 99990)","(7.0, 8.2, 8.1012987012987)","(9.0, 99999, 99990)"
10-01-2023 16:35:16.881812,"(4.0, 5.8, 5.366666666666667)","(101.0, 99999, 99990)","(31.0, 44.0, 46.333333333333336)","(9.0, 11.0, 10.240506329113924)","(16.0, 20.0, 17.524390243902438)","(3.2, 3.75, 3.836)","(20.0, 29.0, 26.0)","(5.0, 99999, 99990)","(7.0, 8.2, 8.095890410958903)","(9.0, 99999, 99990)"
10-01-2023 16:35:18.254445,"(4.0, 5.4, 5.366666666666667)","(101.0, 99999, 99990)","(31.0, 55.0, 46.0)","(9.0, 11.0, 10.294117647058824)","(16.0, 18.5, 18.5)","(3.2, 3.9, 3.8636363636363638)","(20.0, 29.0, 26.0)","(5.0, 99999, 99990)","(7.0, 8.2, 8.113513513513514)","(9.0, 99999, 99990)"
10-01-2023 16:35:19.765683,"(4.0, 5.4, 5.342857142857143)","(101.0, 99999, 99990)","(31.0, 50.0, 45.333333333333336)","(9.0, 11.0, 10.268292682926829)","(16.0, 20.0, 18.833333333333332)","(3.2, 3.9, 3.8636363636363638)","(20.0, 29.0, 26.6)","(5.0, 99999, 99990)","(7.0, 8.2, 8.072)","(9.0, 99999, 99990)"
10-01-2023 16:35:21.254491,"(4.0, 5.4, 5.328571428571429)","(101.0, 99999, 99990)","(31.0, 48.0, 44.76923076923077)","(9.0, 11.0, 10.289473684210526)","(16.0, 19.5, 19.136363636363637)","(3.2, 3.9, 3.853846153846154)","(20.0, 29.0, 26.6)","(5.0, 99999, 99990)","(7.0, 8.2, 8.016666666666666)","(9.0, 99999, 99990)"
10-01-2023 16:35:22.933835,"(4.0, 5.4, 5.364705882352942)","(101.0, 99999, 99990)","(31.0, 48.0, 48.8)","(9.0, 11.0, 10.316455696202532)","(16.0, 19.5, 18.875)","(3.2, 3.9, 3.853846153846154)","(20.0, 29.0, 27.2)","(5.0, 99999, 99990)","(7.0, 8.2, 8.016666666666666)","(9.0, 99999, 99990)"
10-01-2023 16:35:24.448385,"(3.9, 5.4, 5.1)","(101.0, 99999, 99990)","(31.0, 50.0, 46.0)","(9.0, 11.0, 10.854166666666666)","(16.0, 20.0, 18.875)","(3.2, 3.9, 3.853846153846154)","(20.0, 29.0, 27.2)","(5.0, 99999, 99990)","(7.0, 8.2, 8.016666666666666)","(10.0, 99999, 99990)"
10-01-2023 16:35:25.835056,"(3.9, 5.3, 5.014285714285714)","(101.0, 99999, 99990)","(31.0, 48.0, 46.0)","(9.0, 11.0, 10.854166666666666)","(16.0, 20.0, 18.875)","(3.2, 3.9, 3.81)","(20.0, 29.0, 27.2)","(5.0, 99999, 99990)","(7.0, 8.2, 8.016666666666666)","(10.0, 99999, 99990)"
10-01-2023 16:35:27.193351,"(3.9, 5.3, 5.014285714285714)","(101.0, 99999, 99990)","(31.0, 48.0, 46.0)","(9.0, 11.0, 10.872727272727273)","(16.0, 20.0, 18.875)","(3.2, 3.9, 3.7920000000000003)","(20.0, 29.0, 27.2)","(5.0, 99999, 99990)","(7.0, 8.2, 8.224)","(10.0, 99999, 99990)"
10-01-2023 16:35:28.640864,"(3.9, 5.3, 5.027272727272727)","(101.0, 99999, 99990)","(31.0, 48.0, 54.666666666666664)","(9.0, 11.0, 10.872727272727273)","(16.0, 20.0, 18.875)","(3.2, 3.9, 3.8)","(20.0, 29.0, 26.6)","(5.0, 99999, 99990)","(7.0, 8.4, 8.224)","(10.0, 99999, 99990)"
10-01-2023 16:35:29.977315,"(4.0, 5.2, 5.004347826086957)","(101.0, 99999, 99990)","(31.0, 60.0, 48.92307692307692)","(9.0, 11.0, 10.872727272727273)","(16.0, 20.0, 18.875)","(3.2, 3.9, 3.7920000000000003)","(20.0, 29.0, 27.666666666666668)","(5.0, 99999, 99990)","(7.0, 8.4, 8.224)","(10.0, 99999, 99990)"
10-01-2023 16:35:31.273305,"(4.0, 5.2, 5.004347826086957)","(101.0, 99999, 99990)","(31.0, 60.0, 48.888888888888886)","(9.0, 11.0, 10.872727272727273)","(16.0, 20.0, 18.875)","(3.2, 3.9, 3.823529411764706)","(20.0, 29.0, 27.2)","(5.0, 99999, 99990)","(7.0, 8.4, 8.224)","(10.0, 99999, 99990)"
10-01-2023 16:35:32.513544,"(4.0, 5.2, 5.004347826086957)","(101.0, 99999, 99990)","(31.0, 55.0, 48.0)","(9.0, 11.0, 10.895522388059701)","(16.0, 20.0, 18.875)","(3.2, 3.85, 3.8312500000000003)","(20.0, 29.0, 27.666666666666668)","(5.0, 99999, 99990)","(7.0, 8.4, 8.224)","(10.0, 99999, 99990)"
10-01-2023 16:35:33.903311,"(4.0, 5.2, 5.004347826086957)","(101.0, 99999, 99990)","(31.0, 50.0, 48.8)","(9.0, 11.0, 10.90909090909091)","(16.0, 20.0, 19.192307692307693)","(3.2, 3.85, 3.7875)","(20.0, 29.0, 38.0)","(5.0, 99999, 99990)","(7.0, 8.4, 7.837788018433179)","(10.0, 99999, 99990)"
10-01-2023 16:35:35.147496,"(4.0, 5.2, 5.004347826086957)","(101.0, 99999, 99990)","(31.0, 50.0, 48.8)","(9.0, 11.0, 10.90909090909091)","(16.0, 20.0, 19.045454545454547)","(3.2, 3.9, 3.7874999999999996)","(20.0, 42.0, 31.11111111111111)","(5.0, 99999, 99990)","(7.0, 8.0, 7.617964071856287)","(10.0, 99999, 99990)"
10-01-2023 16:35:36.953119,"(4.0, 5.2, 5.025806451612904)","(101.0, 99999, 99990)","(31.0, 48.0, 46.666666666666664)","(9.0, 11.0, 10.9)","(16.0, 20.0, 19.045454545454547)","(3.2, 3.8, 3.7874999999999996)","(20.0, 42.0, 31.0)","(5.0, 99999, 99990)","(7.0, 8.2, 7.763636363636363)","(10.0, 99999, 99990)"
10-01-2023 16:35:38.422675,"(4.0, 5.2, 5.025806451612904)","(101.0, 99999, 99990)","(31.0, 48.0, 62.285714285714285)","(9.0, 11.0, 10.76923076923077)","(16.0, 20.0, 19.166666666666668)","(3.2, 3.8, 3.8224489795918366)","(20.0, 40.0, 31.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838709677419355)","(10.0, 99999, 99990)"
10-01-2023 16:35:40.448001,"(4.0, 5.2, 5.081318681318681)","(101.0, 99999, 99990)","(31.0, 65.0, 62.285714285714285)","(9.0, 11.0, 10.76923076923077)","(16.0, 20.0, 21.652173913043477)","(3.2, 3.9, 3.821875)","(20.0, 40.0, 31.444444444444443)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838709677419355)","(10.0, 99999, 99990)"
10-01-2023 16:35:42.336182,"(4.0, 5.2, 4.814285714285714)","(101.0, 99999, 99990)","(31.0, 65.0, 53.63636363636364)","(9.0, 11.0, 10.727272727272727)","(16.0, 22.0, 20.933333333333334)","(3.1, 3.9, 3.8392857142857144)","(20.0, 38.0, 31.25)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838709677419355)","(10.0, 99999, 99990)"
10-01-2023 16:35:43.959307,"(4.0, 5.1, 4.814285714285714)","(101.0, 99999, 99990)","(31.0, 60.0, 53.63636363636364)","(9.0, 11.0, 10.907692307692308)","(16.0, 22.0, 20.363636363636363)","(3.1, 3.85, 3.8392857142857144)","(20.0, 38.0, 31.25)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838709677419355)","(10.0, 99999, 99990)"
10-01-2023 16:35:45.359662,"(4.0, 5.1, 4.814285714285714)","(101.0, 99999, 99990)","(31.0, 60.0, 50.0)","(9.0, 11.0, 10.44186046511628)","(16.0, 22.0, 20.25)","(3.1, 3.85, 3.8392857142857144)","(20.0, 38.0, 31.25)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838709677419355)","(10.0, 99999, 99990)"
10-01-2023 16:35:46.756797,"(4.0, 5.1, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 55.0, 50.0)","(9.0, 11.0, 10.233333333333333)","(16.0, 21.0, 20.11111111111111)","(3.1, 3.85, 3.671818181818182)","(20.0, 38.0, 32.0)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838709677419355)","(10.0, 99999, 99990)"
10-01-2023 16:35:48.093252,"(4.0, 5.1, 4.928571428571429)","(101.0, 99999, 99990)","(31.0, 55.0, 50.0)","(9.0, 11.0, 10.233333333333333)","(16.0, 21.0, 20.11111111111111)","(3.1, 3.85, 3.71)","(20.0, 38.0, 32.0)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(10.0, 99999, 99990)"
10-01-2023 16:35:49.528660,"(4.0, 5.1, 4.928571428571429)","(101.0, 99999, 99990)","(31.0, 55.0, 49.0)","(9.0, 11.0, 10.222222222222221)","(16.0, 21.0, 20.11111111111111)","(3.1, 3.8, 3.736842105263158)","(20.0, 38.0, 32.0)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(10.0, 99999, 99990)"
10-01-2023 16:35:50.967032,"(4.0, 5.1, 4.928571428571429)","(101.0, 99999, 99990)","(31.0, 50.0, 49.0)","(9.0, 11.0, 10.233333333333333)","(16.0, 21.0, 20.11111111111111)","(3.1, 3.85, 3.736842105263158)","(21.0, 38.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(11.0, 99999, 99990)"
10-01-2023 16:35:52.376477,"(4.0, 5.1, 4.928571428571429)","(101.0, 99999, 99990)","(31.0, 50.0, 49.0)","(9.0, 11.0, 9.981481481481483)","(16.0, 21.0, 20.11111111111111)","(3.1, 3.85, 3.736842105263158)","(21.0, 36.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(11.0, 99999, 99990)"
10-01-2023 16:35:53.777940,"(4.0, 5.1, 4.928571428571429)","(101.0, 99999, 99990)","(31.0, 50.0, 49.0)","(9.0, 10.5, 9.940000000000001)","(16.0, 21.0, 19.8)","(3.1, 3.85, 3.736842105263158)","(21.0, 36.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(11.0, 99999, 99990)"
10-01-2023 16:35:55.260098,"(4.0, 5.1, 4.8545454545454545)","(101.0, 99999, 99990)","(31.0, 65.0, 61.6)","(9.0, 10.5, 9.940000000000001)","(16.0, 21.0, 20.75)","(3.1, 3.85, 3.7218750000000003)","(21.0, 36.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(11.0, 99999, 99990)"
10-01-2023 16:35:56.690884,"(4.0, 5.1, 4.875)","(101.0, 99999, 99990)","(31.0, 65.0, 56.0)","(9.0, 10.5, 9.94848484848485)","(16.0, 21.0, 20.357142857142858)","(3.1, 3.85, 3.7319277108433733)","(21.0, 36.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(11.0, 99999, 99990)"
10-01-2023 16:35:58.059202,"(4.0, 5.1, 4.913793103448276)","(101.0, 99999, 99990)","(31.0, 60.0, 53.333333333333336)","(9.0, 10.5, 9.94848484848485)","(16.0, 21.0, 20.4)","(3.1, 3.85, 3.689344262295082)","(21.0, 36.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.838095238095238)","(11.0, 99999, 99990)"
10-01-2023 16:35:59.373903,"(4.0, 5.1, 4.913793103448276)","(101.0, 99999, 99990)","(31.0, 60.0, 54.44444444444444)","(9.0, 10.5, 9.94848484848485)","(16.0, 21.0, 20.6)","(3.1, 3.85, 3.707971014492754)","(21.0, 36.0, 32.142857142857146)","(5.0, 99999, 99990)","(7.0, 8.2, 7.879661016949152)","(11.0, 99999, 99990)"
10-01-2023 16:36:00.704178,"(4.0, 5.1, 4.926923076923076)","(101.0, 99999, 99990)","(31.0, 60.0, 51.666666666666664)","(9.0, 10.5, 10.045)","(16.0, 21.0, 20.25)","(3.1, 3.85, 3.703731343283582)","(21.0, 36.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.845070422535211)","(11.0, 99999, 99990)"
10-01-2023 16:36:02.053901,"(4.0, 5.1, 4.992857142857143)","(101.0, 99999, 99990)","(31.0, 55.0, 51.666666666666664)","(9.0, 10.5, 9.994444444444445)","(16.0, 21.0, 20.25)","(3.1, 3.85, 3.682352941176471)","(21.0, 36.0, 30.75)","(5.0, 99999, 99990)","(7.0, 8.2, 7.888888888888888)","(11.0, 99999, 99990)"
