,Haveyoucheckedin,Rakasharp Nz,Timely Sovereign,Swedish Meatballs,The Poobah,Outside Fighter,El Jacob,Some Chevron Nz,Classicmajor,Daggy Lamb Nz
10-01-2023 16:23:55.291262,"(3.1, 5.4, 4.633333333333333)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 17.5)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.1, 4.739999999999999)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 14.0)","(7.0, 99999, 99990)"
10-01-2023 16:23:56.678790,"(3.1, 5.3, 4.633333333333333)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 17.5)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.1, 4.739999999999999)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 14.0)","(7.0, 99999, 99990)"
10-01-2023 16:23:58.123503,"(3.1, 5.3, 4.633333333333333)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 17.5)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.1, 4.95)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 13.666666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:23:59.537797,"(3.1, 5.1, 4.566666666666666)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 17.5)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.95)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 13.666666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:01.204070,"(3.1, 5.2, 4.566666666666666)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 17.5)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.95)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 13.666666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:02.727066,"(3.1, 5.2, 4.566666666666666)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 17.5)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.95)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 14.25)","(7.0, 99999, 99990)"
10-01-2023 16:24:04.120341,"(3.1, 5.4, 4.98)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 14.333333333333334)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.783333333333333)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.5, 13.166666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:05.787133,"(3.1, 5.1, 4.225)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 14.333333333333334)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.783333333333333)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 14.0, 13.166666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:07.395201,"(3.1, 5.1, 4.025)","(101.0, 99999, 99990)","(31.0, 85.0, 63.8)","(12.0, 21.0, 14.333333333333334)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 5.0)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 14.0, 13.583333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:24:08.924842,"(3.1, 4.7, 4.175)","(101.0, 99999, 99990)","(31.0, 85.0, 63.8)","(12.0, 21.0, 14.333333333333334)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.866666666666667)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 14.0, 13.25)","(7.0, 99999, 99990)"
10-01-2023 16:24:10.411806,"(3.1, 5.0, 4.175)","(101.0, 99999, 99990)","(31.0, 85.0, 63.8)","(12.0, 21.0, 14.333333333333334)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.85)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.5, 14.0)","(7.0, 99999, 99990)"
10-01-2023 16:24:11.850370,"(3.1, 5.1, 3.933333333333333)","(101.0, 99999, 99990)","(31.0, 85.0, 63.8)","(12.0, 21.0, 14.333333333333334)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.0, 4.985714285714286)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 13.666666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:13.236438,"(3.1, 4.9, 3.8666666666666667)","(101.0, 99999, 99990)","(31.0, 85.0, 63.8)","(12.0, 21.0, 14.333333333333334)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.0, 5.1466666666666665)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 13.666666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:14.646573,"(3.1, 4.8, 3.8333333333333335)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 16.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 5.1466666666666665)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 12.6875)","(7.0, 99999, 99990)"
10-01-2023 16:24:16.227187,"(3.1, 4.8, 3.8333333333333335)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.923809523809524)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 13.0, 14.285714285714286)","(7.0, 99999, 99990)"
10-01-2023 16:24:18.048058,"(3.1, 4.6, 3.6625)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.4, 4.918181818181818)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 13.1875)","(7.0, 99999, 99990)"
10-01-2023 16:24:19.661195,"(3.1, 4.4, 3.7)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.4, 4.918181818181818)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 13.5, 13.25)","(7.0, 99999, 99990)"
10-01-2023 16:24:21.176899,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.4, 5.233333333333333)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 13.5, 14.538461538461538)","(7.0, 99999, 99990)"
10-01-2023 16:24:22.806489,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 85.0, 57.5)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.3, 5.233333333333333)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 15.0, 12.777777777777779)","(7.0, 99999, 99990)"
10-01-2023 16:24:24.677684,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 85.0, 68.71428571428571)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.3, 5.233333333333333)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 13.0, 12.777777777777779)","(7.0, 99999, 99990)"
10-01-2023 16:24:26.475827,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 85.0, 68.71428571428571)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.3, 4.825)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 13.0, 12.0)","(7.0, 99999, 99990)"
10-01-2023 16:24:28.105304,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 85.0, 68.71428571428571)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.825)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 12.5, 14.142857142857142)","(7.0, 99999, 99990)"
10-01-2023 16:24:29.757666,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 85.0, 68.71428571428571)","(12.0, 21.0, 15.0)","(21.0, 46.0, 27.333333333333336)","(4.2, 5.2, 4.825)","(21.0, 48.0, 27.333333333333336)","(4.0, 99999, 99990)","(7.0, 13.0, 12.6875)","(7.0, 99999, 99990)"
10-01-2023 16:24:31.295381,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 85.0, 71.33333333333333)","(12.0, 21.0, 15.5)","(21.0, 46.0, 22.333333333333332)","(4.2, 5.2, 4.825)","(21.0, 48.0, 21.833333333333332)","(4.0, 99999, 99990)","(7.0, 13.0, 12.75)","(7.0, 99999, 99990)"
10-01-2023 16:24:32.924834,"(3.1, 4.3, 3.6666666666666665)","(101.0, 99999, 99990)","(31.0, 80.0, 71.33333333333333)","(12.0, 20.0, 15.25)","(21.0, 44.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 46.0, 26.0)","(4.0, 99999, 99990)","(7.0, 13.0, 14.166666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:34.630337,"(3.1, 4.3, 4.275)","(101.0, 99999, 99990)","(31.0, 75.0, 67.16666666666666)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 15.0, 14.166666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:36.249315,"(3.1, 5.2, 3.933333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 67.16666666666666)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 15.0, 12.0)","(7.0, 99999, 99990)"
10-01-2023 16:24:38.109819,"(3.1, 5.1, 3.933333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 67.16666666666666)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 12.5, 12.0)","(7.0, 99999, 99990)"
10-01-2023 16:24:39.817757,"(3.1, 5.1, 4.2)","(101.0, 99999, 99990)","(31.0, 75.0, 67.16666666666666)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 12.5, 10.75)","(7.0, 99999, 99990)"
10-01-2023 16:24:41.418394,"(3.1, 5.9, 3.7)","(101.0, 99999, 99990)","(31.0, 75.0, 67.16666666666666)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 12.5, 11.142857142857142)","(7.0, 99999, 99990)"
10-01-2023 16:24:43.248527,"(3.1, 5.8, 3.7)","(101.0, 99999, 99990)","(31.0, 75.0, 44.333333333333336)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 12.0, 10.666666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:24:45.255409,"(3.1, 5.8, 4.133333333333334)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 10.11111111111111)","(7.0, 99999, 99990)"
10-01-2023 16:24:46.778500,"(3.1, 5.7, 4.1)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 8.6)","(7.0, 99999, 99990)"
10-01-2023 16:24:48.301246,"(3.1, 5.6, 4.1)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 8.9)","(7.0, 99999, 99990)"
10-01-2023 16:24:49.793186,"(3.1, 5.6, 4.1)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 8.9)","(7.0, 99999, 99990)"
10-01-2023 16:24:51.594183,"(3.1, 5.6, 3.6714285714285713)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 7.42)","(7.0, 99999, 99990)"
10-01-2023 16:24:53.099135,"(3.1, 5.6, 3.6714285714285713)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 10.5, 8.120000000000001)","(7.0, 99999, 99990)"
10-01-2023 16:24:54.605730,"(3.1, 5.6, 3.6714285714285713)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.825)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.8, 9.5)","(7.0, 99999, 99990)"
10-01-2023 16:24:56.118181,"(3.1, 5.6, 3.6714285714285713)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.2, 4.013333333333334)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.8, 8.3)","(7.0, 99999, 99990)"
10-01-2023 16:24:57.574725,"(3.1, 5.6, 3.6714285714285713)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.6, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.4, 9.329411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:24:59.083893,"(3.1, 5.6, 3.6714285714285713)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.0, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.4, 9.09090909090909)","(7.0, 99999, 99990)"
10-01-2023 16:25:00.709165,"(3.1, 5.5, 3.8)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 5.0, 4.507142857142857)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.2, 7.640000000000001)","(7.0, 99999, 99990)"
10-01-2023 16:25:02.218026,"(3.1, 5.6, 4.781818181818181)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.6, 4.3)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.4, 7.5600000000000005)","(7.0, 99999, 99990)"
10-01-2023 16:25:03.691711,"(3.1, 5.6, 4.781818181818181)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.9, 4.0473684210526315)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.0, 7.457142857142857)","(7.0, 99999, 99990)"
10-01-2023 16:25:05.211244,"(3.1, 5.6, 4.781818181818181)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.9, 4.225)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.0, 7.5)","(7.0, 99999, 99990)"
10-01-2023 16:25:06.946701,"(3.1, 5.6, 4.781818181818181)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.9, 4.3)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.6, 7.36)","(7.0, 99999, 99990)"
10-01-2023 16:25:08.508202,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.6, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.6, 7.818181818181818)","(7.0, 99999, 99990)"
10-01-2023 16:25:10.169498,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.5, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.6, 9.466666666666667)","(7.0, 99999, 99990)"
10-01-2023 16:25:11.824501,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.5, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.6, 9.272727272727272)","(7.0, 99999, 99990)"
10-01-2023 16:25:13.595346,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.5, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.6, 6.8)","(7.0, 99999, 99990)"
10-01-2023 16:25:15.138059,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 58.599999999999994)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.5, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.6, 7.7)","(7.0, 99999, 99990)"
10-01-2023 16:25:16.674315,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 58.599999999999994)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.5, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 9.8, 9.8)","(7.0, 99999, 99990)"
10-01-2023 16:25:18.264183,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 58.599999999999994)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.5, 4.25)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 10.0, 9.644444444444444)","(7.0, 99999, 99990)"
10-01-2023 16:25:19.950998,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.5, 4.4)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 10.622222222222222)","(7.0, 99999, 99990)"
10-01-2023 16:25:21.453736,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.8, 4.057142857142857)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 10.613636363636363)","(7.0, 99999, 99990)"
10-01-2023 16:25:23.293068,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.4, 4.1)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 9.704761904761906)","(7.0, 99999, 99990)"
10-01-2023 16:25:24.936958,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 19.5, 15.25)","(21.0, 40.0, 25.0)","(4.2, 4.3, 4.014285714285714)","(21.0, 44.0, 26.0)","(4.0, 99999, 99990)","(7.0, 11.0, 9.84)","(7.0, 99999, 99990)"
10-01-2023 16:25:26.411605,"(3.1, 5.6, 4.5)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 15.5)","(21.0, 40.0, 29.799999999999997)","(4.2, 4.2, 4.266666666666667)","(21.0, 44.0, 23.75)","(4.0, 99999, 99990)","(7.0, 10.5, 9.781818181818181)","(7.0, 99999, 99990)"
10-01-2023 16:25:27.918413,"(3.1, 5.6, 4.588235294117647)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 13.5)","(21.0, 38.0, 31.166666666666664)","(4.2, 4.8, 4.425)","(21.0, 44.0, 23.25)","(4.0, 99999, 99990)","(7.0, 11.5, 10.163636363636364)","(7.0, 99999, 99990)"
10-01-2023 16:25:29.351532,"(3.1, 5.6, 4.3999999999999995)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 14.7)","(21.0, 38.0, 27.0)","(4.2, 4.8, 4.15)","(21.0, 42.0, 23.25)","(4.0, 99999, 99990)","(7.0, 11.5, 11.0)","(7.0, 99999, 99990)"
10-01-2023 16:25:30.836197,"(3.1, 5.6, 4.3999999999999995)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 14.7)","(21.0, 42.0, 27.0)","(4.2, 4.3, 4.175)","(21.0, 42.0, 24.666666666666668)","(4.0, 99999, 99990)","(7.0, 11.5, 10.75)","(7.0, 99999, 99990)"
10-01-2023 16:25:32.337639,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 14.7)","(21.0, 42.0, 27.0)","(4.2, 4.7, 4.175)","(21.0, 40.0, 20.833333333333332)","(4.0, 99999, 99990)","(7.0, 11.0, 10.152380952380952)","(7.0, 99999, 99990)"
10-01-2023 16:25:33.896542,"(3.1, 5.5, 4.475)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 13.875)","(21.0, 42.0, 27.0)","(4.2, 4.7, 4.175)","(21.0, 40.0, 28.5)","(4.0, 99999, 99990)","(7.0, 12.5, 10.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:25:35.444951,"(3.1, 5.4, 4.078571428571428)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 15.0)","(21.0, 42.0, 27.0)","(4.2, 4.7, 4.175)","(21.0, 40.0, 28.5)","(4.0, 99999, 99990)","(7.0, 12.0, 10.727272727272727)","(7.0, 99999, 99990)"
10-01-2023 16:25:37.092277,"(3.1, 5.4, 4.372222222222222)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 15.0)","(21.0, 42.0, 27.0)","(4.2, 4.7, 4.5600000000000005)","(21.0, 40.0, 23.57142857142857)","(4.0, 99999, 99990)","(7.0, 12.0, 11.066666666666666)","(7.0, 99999, 99990)"
10-01-2023 16:25:38.620606,"(3.1, 5.4, 4.372222222222222)","(101.0, 99999, 99990)","(31.0, 75.0, 49.2)","(12.0, 19.5, 15.0)","(21.0, 42.0, 27.0)","(4.2, 4.7, 4.5600000000000005)","(21.0, 40.0, 23.57142857142857)","(4.0, 99999, 99990)","(7.0, 12.0, 11.125)","(7.0, 99999, 99990)"
10-01-2023 16:25:40.267056,"(3.1, 5.4, 4.372222222222222)","(101.0, 99999, 99990)","(31.0, 75.0, 63.27272727272727)","(12.0, 19.5, 15.0)","(21.0, 42.0, 27.0)","(4.2, 4.7, 4.2122448979591836)","(21.0, 40.0, 28.5)","(4.0, 99999, 99990)","(7.0, 12.0, 12.029411764705882)","(7.0, 99999, 99990)"
10-01-2023 16:25:41.893060,"(3.1, 5.4, 4.581818181818182)","(101.0, 99999, 99990)","(31.0, 75.0, 58.599999999999994)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 28.285714285714285)","(4.2, 5.3, 4.622222222222223)","(21.0, 40.0, 23.57142857142857)","(4.0, 99999, 99990)","(7.0, 12.5, 13.785714285714286)","(7.0, 99999, 99990)"
10-01-2023 16:25:43.903113,"(3.1, 5.4, 4.581818181818182)","(101.0, 99999, 99990)","(31.0, 75.0, 49.375)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 25.2)","(4.2, 4.7, 4.285714285714286)","(21.0, 40.0, 23.57142857142857)","(4.0, 99999, 99990)","(7.0, 14.0, 13.0)","(7.0, 99999, 99990)"
10-01-2023 16:25:45.743243,"(3.1, 5.4, 4.581818181818182)","(101.0, 99999, 99990)","(31.0, 75.0, 58.599999999999994)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 28.285714285714285)","(4.2, 4.5, 4.276923076923077)","(21.0, 40.0, 22.75)","(4.0, 99999, 99990)","(7.0, 14.0, 12.875)","(7.0, 99999, 99990)"
10-01-2023 16:25:47.516565,"(3.1, 5.4, 4.15)","(101.0, 99999, 99990)","(31.0, 75.0, 58.599999999999994)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 28.285714285714285)","(4.2, 4.3, 4.373333333333334)","(21.0, 40.0, 22.75)","(4.0, 99999, 99990)","(7.0, 13.5, 12.6)","(7.0, 99999, 99990)"
10-01-2023 16:25:49.056503,"(3.1, 5.4, 4.15)","(101.0, 99999, 99990)","(31.0, 75.0, 58.599999999999994)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 28.285714285714285)","(4.2, 4.4, 4.35)","(21.0, 40.0, 22.75)","(4.0, 99999, 99990)","(7.0, 13.5, 12.6)","(7.0, 99999, 99990)"
10-01-2023 16:25:50.668420,"(3.1, 5.4, 4.15)","(101.0, 99999, 99990)","(31.0, 75.0, 49.375)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 25.2)","(4.2, 4.5, 4.191836734693878)","(21.0, 40.0, 22.75)","(4.0, 99999, 99990)","(7.0, 13.5, 12.642857142857142)","(7.0, 99999, 99990)"
10-01-2023 16:25:52.324623,"(3.1, 5.4, 4.15)","(101.0, 99999, 99990)","(31.0, 75.0, 55.45454545454545)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 32.4)","(4.2, 5.0, 4.38)","(21.0, 40.0, 22.75)","(4.0, 99999, 99990)","(7.0, 13.5, 12.75)","(7.0, 99999, 99990)"
10-01-2023 16:25:54.059349,"(3.1, 5.4, 4.15)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 19.5, 15.333333333333334)","(21.0, 42.0, 32.4)","(4.2, 4.8, 4.38)","(21.0, 40.0, 22.75)","(4.0, 99999, 99990)","(7.0, 12.5, 12.0)","(7.0, 99999, 99990)"
