,Joeys On A Roll,Isla And Addie,Bronski Zulu,Sheleftalotofbling,Big Bozz
10-01-2023 12:38:48.405354,"(4.6, 8.0, 7.7)","(7.5, 13.0, 12.642857142857142)","(1.5, 1.53, 1.5233333333333334)","(8.5, 17.5, 17.166666666666668)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:49.338702,"(4.6, 8.0, 7.7)","(7.5, 13.0, 12.642857142857142)","(1.5, 1.53, 1.5233333333333334)","(8.5, 17.5, 17.166666666666668)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:50.188346,"(4.6, 8.0, 7.7)","(7.5, 13.0, 12.5)","(1.5, 1.53, 1.5233333333333334)","(8.5, 17.5, 17.166666666666668)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:51.175203,"(4.8, 8.2, 8.133333333333333)","(8.5, 13.0, 12.65)","(1.45, 1.53, 1.5225806451612904)","(8.5, 17.5, 17.166666666666668)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:52.216489,"(4.8, 8.4, 8.075)","(8.5, 13.0, 12.65)","(1.45, 1.53, 1.5225806451612904)","(8.5, 17.5, 17.166666666666668)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:53.145941,"(4.8, 8.4, 8.075)","(8.5, 13.0, 12.65)","(1.45, 1.53, 1.5225806451612904)","(8.5, 17.5, 17.166666666666668)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:54.061360,"(4.8, 8.4, 7.82)","(8.5, 13.0, 12.631578947368421)","(1.45, 1.53, 1.5225806451612904)","(8.5, 19.0, 17.75)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:54.997730,"(4.8, 8.4, 7.82)","(8.5, 13.0, 12.631578947368421)","(1.45, 1.53, 1.5254455445544555)","(8.5, 19.0, 17.75)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:55.964257,"(4.8, 8.4, 7.82)","(8.5, 13.0, 12.382352941176471)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.333333333333332)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:57.013630,"(4.8, 8.4, 7.82)","(8.5, 13.0, 12.375)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.61111111111111)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:57.965336,"(4.8, 8.4, 7.7555555555555555)","(8.5, 12.5, 11.88888888888889)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.91304347826087)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:58.934123,"(4.8, 8.4, 7.7555555555555555)","(8.5, 12.5, 11.324324324324325)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.91304347826087)","(8.5, 13.5, 13.0)"
10-01-2023 12:38:59.965762,"(4.8, 8.4, 7.7555555555555555)","(8.5, 12.0, 11.0)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.91304347826087)","(8.5, 13.5, 13.0)"
10-01-2023 12:39:00.900439,"(4.8, 8.4, 7.7555555555555555)","(8.5, 12.0, 10.916666666666666)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.91304347826087)","(8.5, 13.5, 13.0)"
10-01-2023 12:39:01.808510,"(4.8, 8.4, 7.7555555555555555)","(8.5, 12.0, 10.916666666666666)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.91304347826087)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:02.750295,"(4.8, 8.4, 7.7555555555555555)","(8.5, 12.0, 10.292682926829269)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.88888888888889)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:03.757038,"(4.8, 8.4, 7.902857142857143)","(8.5, 12.0, 10.157894736842104)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.88888888888889)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:04.659503,"(4.8, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.88888888888889)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:05.642637,"(4.8, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.636363636363637)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:06.589358,"(4.8, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.636363636363637)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:07.627909,"(4.8, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.636363636363637)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:08.651529,"(4.8, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.45, 1.53, 1.5271428571428571)","(8.5, 19.0, 17.636363636363637)","(8.5, 13.5, 12.911764705882353)"
10-01-2023 12:39:09.822472,"(5.5, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.4, 1.53, 1.5274)","(10.0, 19.0, 17.636363636363637)","(9.0, 13.5, 12.911764705882353)"
10-01-2023 12:39:10.956598,"(5.5, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.4, 1.53, 1.5274)","(10.0, 19.0, 17.636363636363637)","(9.0, 13.5, 12.911764705882353)"
10-01-2023 12:39:11.948385,"(5.5, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.4, 1.53, 1.5274)","(10.0, 19.0, 17.636363636363637)","(9.0, 13.5, 12.911764705882353)"
10-01-2023 12:39:12.980805,"(5.5, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.4, 1.53, 1.52125)","(10.0, 19.0, 17.846153846153847)","(9.0, 13.5, 12.911764705882353)"
10-01-2023 12:39:14.031273,"(5.5, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.4, 1.53, 1.52125)","(10.0, 19.0, 18.0625)","(9.0, 13.5, 12.911764705882353)"
10-01-2023 12:39:14.981065,"(5.5, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.4, 1.53, 1.52125)","(10.0, 19.0, 18.0625)","(9.0, 13.5, 12.911764705882353)"
10-01-2023 12:39:15.871970,"(5.5, 8.4, 7.933333333333334)","(8.5, 12.0, 10.157894736842104)","(1.4, 1.53, 1.5220754716981133)","(10.0, 19.0, 18.0625)","(9.0, 13.5, 14.11111111111111)"
10-01-2023 12:39:16.843291,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 10.552631578947368)","(1.4, 1.53, 1.5214285714285714)","(10.0, 19.0, 18.0625)","(9.0, 14.5, 14.4)"
10-01-2023 12:39:17.917422,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 10.552631578947368)","(1.4, 1.53, 1.5224675324675325)","(10.0, 19.0, 18.0625)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:18.882134,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 10.456521739130435)","(1.4, 1.53, 1.5224675324675325)","(10.0, 19.0, 17.333333333333332)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:19.813001,"(5.5, 8.4, 7.8)","(8.5, 11.5, 10.617647058823529)","(1.4, 1.53, 1.5198245614035089)","(10.0, 19.0, 17.157894736842106)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:20.830195,"(5.5, 8.4, 7.780645161290322)","(8.5, 11.5, 10.617647058823529)","(1.4, 1.53, 1.51)","(10.0, 19.0, 16.5)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:21.822321,"(5.5, 8.4, 7.852173913043478)","(8.5, 11.5, 10.947368421052632)","(1.4, 1.51, 1.505)","(10.0, 18.5, 16.735294117647058)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:22.796292,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.53, 1.5132558139534884)","(10.0, 19.0, 16.735294117647058)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:23.704070,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.53, 1.5115789473684211)","(10.0, 19.0, 16.973684210526315)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:24.544566,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.53, 1.5123684210526316)","(10.0, 19.0, 16.25)","(9.0, 14.5, 14.45)"
10-01-2023 12:39:25.469590,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.53, 1.5123684210526316)","(10.0, 19.0, 15.615384615384615)","(9.0, 14.5, 14.470588235294118)"
10-01-2023 12:39:26.468372,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.53, 1.5169172932330828)","(10.0, 19.0, 16.46153846153846)","(9.0, 14.5, 14.473684210526315)"
10-01-2023 12:39:27.402599,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.53, 1.5169172932330828)","(10.0, 19.0, 16.25)","(9.0, 14.5, 14.473684210526315)"
10-01-2023 12:39:28.367756,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.52, 1.5170731707317073)","(10.0, 19.0, 15.615384615384615)","(9.0, 14.5, 14.473684210526315)"
10-01-2023 12:39:29.312684,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 11.3125)","(1.4, 1.52, 1.5186206896551724)","(10.0, 19.0, 15.615384615384615)","(9.0, 14.5, 14.473684210526315)"
10-01-2023 12:39:30.343128,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 10.477272727272727)","(1.4, 1.52, 1.5188679245283019)","(10.0, 19.0, 16.25)","(9.0, 14.5, 14.473684210526315)"
10-01-2023 12:39:31.454869,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.5, 10.477272727272727)","(1.4, 1.52, 1.5157142857142858)","(10.0, 19.0, 16.46153846153846)","(9.0, 14.5, 14.472222222222221)"
10-01-2023 12:39:32.405587,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.875)","(1.4, 1.52, 1.5157142857142858)","(10.0, 19.0, 16.46153846153846)","(9.0, 14.5, 14.472222222222221)"
10-01-2023 12:39:33.435490,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.333333333333334)","(1.4, 1.52, 1.5295652173913044)","(10.0, 19.0, 15.615384615384615)","(9.0, 14.5, 14.472222222222221)"
10-01-2023 12:39:34.581488,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.46875)","(1.4, 1.53, 1.5155555555555555)","(10.0, 19.0, 16.166666666666668)","(9.0, 14.5, 14.458333333333334)"
10-01-2023 12:39:35.699140,"(5.5, 8.4, 7.9655172413793105)","(8.5, 11.0, 10.46875)","(1.4, 1.52, 1.5163636363636364)","(10.0, 18.5, 16.307692307692307)","(9.0, 14.5, 14.875)"
10-01-2023 12:39:36.623395,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.055555555555555)","(1.4, 1.52, 1.5163636363636364)","(10.0, 19.0, 16.307692307692307)","(9.0, 15.5, 14.875)"
10-01-2023 12:39:37.585813,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.055555555555555)","(1.4, 1.53, 1.5253846153846153)","(10.0, 19.0, 17.636363636363637)","(9.0, 15.5, 14.136363636363637)"
10-01-2023 12:39:38.602738,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.055555555555555)","(1.4, 1.53, 1.5253846153846153)","(10.0, 19.0, 17.636363636363637)","(9.0, 15.5, 14.136363636363637)"
10-01-2023 12:39:39.573510,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.055555555555555)","(1.4, 1.53, 1.52625)","(10.0, 19.0, 17.636363636363637)","(9.0, 15.5, 14.75)"
10-01-2023 12:39:40.448199,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.055555555555555)","(1.4, 1.52, 1.5196026490066226)","(10.0, 19.0, 17.636363636363637)","(9.0, 15.5, 14.75)"
10-01-2023 12:39:41.322329,"(5.5, 8.4, 7.933333333333334)","(8.5, 11.0, 10.055555555555555)","(1.4, 1.52, 1.5175)","(10.0, 19.0, 18.76923076923077)","(9.0, 15.5, 14.75)"
10-01-2023 12:39:42.402267,"(5.5, 8.4, 7.8)","(8.5, 10.5, 10.055555555555555)","(1.4, 1.54, 1.5368852459016393)","(10.0, 20.0, 17.92)","(9.0, 15.5, 14.75)"
10-01-2023 12:39:43.469858,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 10.055555555555555)","(1.4, 1.54, 1.5204347826086957)","(10.0, 20.0, 17.15625)","(9.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:44.479075,"(5.5, 8.4, 7.8)","(8.5, 10.5, 10.055555555555555)","(1.35, 1.53, 1.519795918367347)","(10.0, 20.0, 17.214285714285715)","(10.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:45.436463,"(5.5, 8.4, 7.8)","(8.5, 10.5, 10.055555555555555)","(1.35, 1.55, 1.5333333333333334)","(10.0, 20.0, 17.94736842105263)","(10.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:46.494801,"(5.5, 8.4, 7.8)","(8.5, 10.5, 10.055555555555555)","(1.35, 1.55, 1.5333333333333334)","(10.0, 20.0, 17.94736842105263)","(10.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:47.444327,"(5.5, 8.4, 7.8)","(8.5, 10.5, 10.071428571428571)","(1.35, 1.55, 1.5266666666666666)","(10.0, 20.0, 17.94736842105263)","(10.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:48.439447,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 10.071428571428571)","(1.35, 1.55, 1.5266666666666666)","(10.0, 20.0, 17.94736842105263)","(10.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:49.320602,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 10.071428571428571)","(1.35, 1.55, 1.5266666666666666)","(10.0, 20.0, 17.94736842105263)","(10.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:50.307771,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 10.071428571428571)","(1.35, 1.55, 1.5454347826086956)","(10.0, 20.0, 17.9)","(10.0, 15.5, 14.666666666666666)"
10-01-2023 12:39:51.330494,"(5.5, 8.2, 8.066666666666666)","(8.5, 10.5, 10.071428571428571)","(1.35, 1.55, 1.5454347826086956)","(10.0, 20.0, 17.94736842105263)","(10.0, 15.5, 15.454545454545455)"
10-01-2023 12:39:52.334461,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 9.74736842105263)","(1.35, 1.55, 1.5466666666666666)","(10.0, 20.0, 17.94736842105263)","(10.0, 15.5, 15.454545454545455)"
10-01-2023 12:39:53.353148,"(5.5, 8.4, 7.76)","(8.5, 10.5, 9.799999999999999)","(1.35, 1.55, 1.5466666666666666)","(10.0, 20.0, 18.227272727272727)","(10.0, 15.5, 15.467289719626168)"
10-01-2023 12:39:54.279470,"(5.5, 8.4, 7.76)","(8.5, 10.5, 9.549999999999999)","(1.35, 1.54, 1.5342857142857143)","(10.0, 20.0, 18.227272727272727)","(10.0, 15.5, 15.48076923076923)"
10-01-2023 12:39:55.292979,"(5.5, 8.4, 7.76)","(8.5, 10.5, 9.549999999999999)","(1.35, 1.54, 1.5348051948051948)","(10.0, 20.0, 18.42105263157895)","(10.0, 15.5, 15.480582524271844)"
10-01-2023 12:39:56.345750,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 9.549999999999999)","(1.35, 1.54, 1.5353398058252428)","(10.0, 20.0, 18.42105263157895)","(10.0, 15.5, 15.846153846153847)"
10-01-2023 12:39:57.304794,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 9.549999999999999)","(1.35, 1.54, 1.5353398058252428)","(10.0, 20.0, 18.42105263157895)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:39:58.296196,"(5.5, 8.4, 7.76)","(8.5, 10.5, 9.549999999999999)","(1.35, 1.54, 1.5353398058252428)","(10.0, 20.0, 18.42105263157895)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:39:59.275222,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 9.549999999999999)","(1.35, 1.54, 1.536629213483146)","(10.0, 20.0, 18.42105263157895)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:40:00.241665,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 9.549999999999999)","(1.35, 1.54, 1.536629213483146)","(10.0, 20.0, 18.42105263157895)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:40:01.261440,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.5, 9.633333333333333)","(1.35, 1.55, 1.5438709677419356)","(10.0, 20.0, 18.08823529411765)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:40:02.252471,"(5.5, 8.4, 7.780645161290322)","(8.5, 10.0, 9.815384615384616)","(1.35, 1.55, 1.5444927536231885)","(10.0, 20.0, 18.08823529411765)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:40:03.204570,"(5.5, 8.4, 7.76)","(8.5, 10.0, 9.549999999999999)","(1.35, 1.55, 1.542)","(10.0, 20.0, 18.266666666666666)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:40:04.260277,"(5.5, 8.4, 7.76)","(8.5, 10.0, 9.494736842105263)","(1.35, 1.55, 1.5458823529411765)","(10.0, 20.0, 18.266666666666666)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:40:05.288433,"(5.5, 8.4, 7.76)","(8.0, 10.0, 9.494736842105263)","(1.35, 1.55, 1.5238938053097346)","(10.0, 20.0, 18.266666666666666)","(10.0, 16.0, 15.846153846153847)"
10-01-2023 12:40:06.235818,"(5.5, 8.4, 7.76)","(8.0, 10.0, 9.494736842105263)","(1.35, 1.53, 1.5238938053097346)","(10.0, 20.0, 18.266666666666666)","(10.0, 16.0, 15.851239669421489)"
10-01-2023 12:40:07.226393,"(5.5, 8.4, 7.76)","(8.0, 10.0, 9.494736842105263)","(1.35, 1.53, 1.523943661971831)","(10.0, 20.0, 18.555555555555557)","(10.0, 16.0, 15.851239669421489)"
10-01-2023 12:40:08.201454,"(5.5, 8.4, 7.76)","(8.0, 10.0, 9.494736842105263)","(1.35, 1.53, 1.523943661971831)","(10.0, 20.0, 18.666666666666668)","(10.0, 16.0, 15.851239669421489)"
10-01-2023 12:40:09.118200,"(5.5, 8.4, 7.780645161290322)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.5234517766497462)","(10.0, 20.0, 18.666666666666668)","(10.0, 16.0, 15.851239669421489)"
10-01-2023 12:40:10.097049,"(5.5, 8.4, 7.780645161290322)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.5234517766497462)","(10.0, 20.0, 18.666666666666668)","(10.0, 16.0, 15.851239669421489)"
10-01-2023 12:40:11.106218,"(5.5, 8.4, 7.780645161290322)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.5224028268551237)","(10.0, 20.0, 18.666666666666668)","(10.0, 16.0, 15.9)"
10-01-2023 12:40:12.042885,"(5.5, 8.4, 7.780645161290322)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.5224028268551237)","(10.0, 20.0, 18.666666666666668)","(10.0, 16.0, 16.1)"
10-01-2023 12:40:13.009491,"(5.5, 8.4, 7.903448275862069)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.5224028268551237)","(10.0, 20.0, 18.333333333333332)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:13.997427,"(5.5, 8.4, 7.903448275862069)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.5218867924528303)","(10.0, 20.0, 21.25925925925926)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:14.943250,"(5.5, 8.4, 7.863829787234042)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.5231746031746032)","(10.0, 22.0, 21.055555555555557)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:15.971867,"(5.5, 8.2, 8.02)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.53, 1.52)","(10.0, 22.0, 21.055555555555557)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:16.967195,"(5.5, 8.4, 7.76)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.52, 1.514207650273224)","(10.0, 22.0, 21.055555555555557)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:17.983088,"(5.5, 8.4, 7.76)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.52, 1.5135)","(10.0, 22.0, 21.055555555555557)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:18.914847,"(5.5, 8.4, 7.818181818181818)","(8.0, 10.0, 9.742857142857144)","(1.35, 1.51, 1.5054954954954956)","(10.0, 22.0, 21.166666666666668)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:19.889057,"(5.5, 8.4, 7.780645161290322)","(8.0, 10.5, 9.79111111111111)","(1.35, 1.51, 1.5054954954954956)","(10.0, 22.0, 21.166666666666668)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:20.774754,"(5.5, 8.4, 7.76)","(8.0, 10.5, 9.72162162162162)","(1.35, 1.51, 1.5020469798657718)","(10.0, 22.0, 21.166666666666668)","(10.0, 16.5, 16.1)"
10-01-2023 12:40:21.769449,"(5.5, 8.4, 7.76)","(8.0, 10.5, 9.72162162162162)","(1.35, 1.51, 1.5016037735849057)","(10.0, 22.0, 20.88888888888889)","(10.0, 16.5, 16.233333333333334)"
10-01-2023 12:40:22.872397,"(5.5, 8.4, 7.76)","(8.0, 10.5, 9.867741935483872)","(1.35, 1.51, 1.4997468354430379)","(10.0, 22.0, 21.166666666666668)","(10.0, 16.5, 16.233333333333334)"
10-01-2023 12:40:24.075474,"(5.5, 8.4, 7.777777777777778)","(8.0, 10.5, 10.017241379310345)","(1.35, 1.5, 1.4833333333333334)","(10.0, 22.0, 21.166666666666668)","(10.0, 16.5, 16.125)"
10-01-2023 12:40:25.152576,"(5.5, 8.4, 7.92)","(8.0, 10.5, 10.017241379310345)","(1.35, 1.49, 1.48)","(10.0, 22.0, 21.333333333333332)","(10.0, 16.5, 16.125)"
10-01-2023 12:40:26.182446,"(5.5, 8.4, 8.133333333333333)","(8.0, 10.5, 10.1)","(1.35, 1.48, 1.474505928853755)","(10.0, 22.0, 21.23076923076923)","(10.0, 16.5, 16.2)"
10-01-2023 12:40:27.201201,"(5.5, 8.4, 8.03076923076923)","(8.0, 10.5, 10.115384615384615)","(1.35, 1.49, 1.4755714285714285)","(11.0, 22.0, 21.375)","(11.0, 16.5, 16.2)"
10-01-2023 12:40:28.270443,"(5.5, 8.4, 8.034782608695652)","(8.0, 10.5, 10.15)","(1.35, 1.49, 1.4745631067961165)","(11.0, 24.0, 21.375)","(11.0, 16.5, 16.363636363636363)"
10-01-2023 12:40:29.345077,"(5.5, 8.4, 8.064)","(8.0, 10.5, 10.181818181818182)","(1.35, 1.48, 1.4746534653465346)","(11.0, 24.0, 21.375)","(11.0, 16.5, 16.363636363636363)"
10-01-2023 12:40:30.406286,"(6.0, 8.4, 8.064)","(8.5, 10.5, 10.181818181818182)","(1.35, 1.48, 1.4746534653465346)","(12.0, 24.0, 21.428571428571427)","(12.0, 16.5, 16.384615384615383)"
10-01-2023 12:40:31.445338,"(6.0, 8.4, 8.064)","(8.5, 10.5, 10.181818181818182)","(1.35, 1.48, 1.4746534653465346)","(12.0, 24.0, 21.428571428571427)","(12.0, 16.5, 16.384615384615383)"
10-01-2023 12:40:32.480138,"(6.0, 8.4, 8.064)","(8.5, 10.5, 10.181818181818182)","(1.35, 1.48, 1.4746534653465346)","(12.0, 24.0, 21.428571428571427)","(12.0, 16.5, 16.384615384615383)"
10-01-2023 12:40:33.491511,"(5.5, 8.4, 8.064)","(8.5, 10.5, 10.181818181818182)","(1.35, 1.48, 1.4752222222222222)","(12.0, 24.0, 21.428571428571427)","(11.0, 16.5, 16.384615384615383)"
10-01-2023 12:40:34.401613,"(5.5, 8.4, 8.064)","(8.5, 10.5, 10.181818181818182)","(1.35, 1.48, 1.4752222222222222)","(12.0, 24.0, 21.5)","(11.0, 16.5, 16.642857142857142)"
10-01-2023 12:40:35.347632,"(5.5, 8.4, 8.120000000000001)","(8.5, 10.5, 10.48)","(1.35, 1.47, 1.4619246298788695)","(12.0, 24.0, 21.5)","(11.0, 17.0, 16.642857142857142)"
10-01-2023 12:40:36.326402,"(6.0, 8.4, 8.17142857142857)","(8.5, 10.5, 10.476190476190476)","(1.35, 1.47, 1.4618588873812755)","(12.0, 24.0, 21.5)","(12.0, 17.0, 16.642857142857142)"
10-01-2023 12:40:37.348283,"(6.0, 8.4, 8.17142857142857)","(8.5, 10.5, 10.476190476190476)","(1.35, 1.47, 1.4618588873812755)","(12.0, 24.0, 21.5)","(12.0, 17.0, 16.642857142857142)"
10-01-2023 12:40:38.433015,"(6.0, 8.4, 8.17142857142857)","(8.5, 10.5, 10.476190476190476)","(1.35, 1.47, 1.4618588873812755)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.642857142857142)"
10-01-2023 12:40:39.392767,"(6.0, 8.4, 8.17142857142857)","(8.5, 10.5, 10.476190476190476)","(1.35, 1.47, 1.4618588873812755)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.642857142857142)"
10-01-2023 12:40:40.476389,"(6.0, 8.4, 8.17142857142857)","(8.5, 10.5, 10.476190476190476)","(1.35, 1.47, 1.4618478260869565)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.642857142857142)"
10-01-2023 12:40:41.536378,"(6.0, 8.4, 8.17142857142857)","(8.5, 10.5, 10.476190476190476)","(1.35, 1.47, 1.4618478260869565)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.642857142857142)"
10-01-2023 12:40:42.578402,"(6.0, 8.4, 8.17142857142857)","(8.5, 10.5, 10.476190476190476)","(1.35, 1.47, 1.461643454038997)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.655172413793103)"
10-01-2023 12:40:43.643411,"(6.0, 8.4, 8.24)","(8.5, 11.0, 10.28169014084507)","(1.35, 1.47, 1.461643454038997)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.38095238095238)"
10-01-2023 12:40:44.864513,"(6.0, 8.8, 8.219999999999999)","(8.5, 11.0, 10.453488372093023)","(1.35, 1.47, 1.461643454038997)","(12.0, 24.0, 23.09090909090909)","(12.0, 16.5, 16.72222222222222)"
10-01-2023 12:40:45.818231,"(6.0, 8.8, 8.218181818181817)","(8.5, 11.0, 10.453488372093023)","(1.35, 1.47, 1.461643454038997)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.72222222222222)"
10-01-2023 12:40:46.960619,"(6.0, 8.8, 8.218181818181817)","(8.5, 11.0, 10.443181818181818)","(1.35, 1.47, 1.4616737588652482)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.72222222222222)"
10-01-2023 12:40:48.010214,"(6.0, 8.8, 8.218181818181817)","(8.5, 11.0, 10.453488372093023)","(1.35, 1.47, 1.4526229508196722)","(12.0, 24.0, 23.09090909090909)","(12.0, 17.0, 16.72222222222222)"
